Pos,Name,BV,SV,Team,22_xMins,22_Pts,23_xMins,23_Pts,24_xMins,24_Pts,25_xMins,25_Pts,26_xMins,26_Pts,27_xMins,27_Pts,28_xMins,28_Pts,29_xMins,29_Pts
M,Özil,6.7,6.7,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Sokratis,4.8,4.8,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,David Luiz,5.4,5.4,Arsenal,65,2.619,53,1.77,49,1.922,53,1.242,50,1.602,54,2.502,54,2.029,54,1.952
M,Aubameyang,11.3,11.3,Arsenal,60,3.014,81,3.964,80,4.557,77,3.115,79,3.624,76,4.185,76,3.803,75,3.732
D,Cédric,4.6,4.6,Arsenal,41,1.685,26,0.872,21,0.825,17,0.407,17,0.548,18,0.837,19,0.716,20,0.727
F,Lacazette,8.4,8.4,Arsenal,54,3.111,73,4.278,69,4.858,70,3.285,71,3.82,71,4.515,68,4.006,67,3.939
D,Mustafi,5.0,5.0,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G,Leno,5.0,5.0,Arsenal,88,3.878,87,3.484,86,3.567,86,3.13,85,3.376,85,3.954,85,3.564,84,3.473
M,Xhaka,5.2,5.2,Arsenal,76,2.202,72,2.037,71,2.197,71,1.822,70,1.935,68,2.174,68,2.008,67,1.954
D,Marí,4.4,4.4,Arsenal,20,0.793,44,1.416,46,1.715,44,1.005,42,1.306,45,2.02,42,1.526,42,1.473
D,Bellerín,5.1,5.1,Arsenal,78,3.197,75,2.522,74,2.918,74,1.726,73,2.337,72,3.382,70,2.638,70,2.541
G,Martínez,5.1,4.8,Aston Villa,88,3.518,89,3.448,88,3.569,88,3.401,87,3.244,86,3.668,86,3.709,85,3.645
D,Chambers,4.5,4.5,Arsenal,1,0.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Kolasinac,4.8,4.8,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Maitland-Niles,4.6,4.6,West Brom,5,0.203,4,0.136,5,0.196,4,0.099,5,0.163,5,0.229,9,0.339,6,0.219
D,Holding,4.5,4.5,Arsenal,80,3.238,77,2.553,78,3.02,77,1.791,76,2.424,75,3.497,74,2.772,74,2.671
D,Tierney,5.3,5.3,Arsenal,0,0,40,1.461,61,2.571,79,1.99,76,2.61,76,3.796,77,3.117,74,2.887
M,Pépé,7.6,7.6,Arsenal,33,1.871,22,1.254,22,1.456,22,1.028,22,1.171,23,1.45,23,1.326,23,1.318
M,Torreira,4.7,4.7,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Willock,4.7,4.7,Newcastle,3,0.145,2,0.098,2,0.112,2,0.084,3,0.144,3,0.16,4,0.199,4,0.199
M,Nelson,5.1,5.1,Arsenal,2,0.098,2,0.098,2,0.112,2,0.084,2,0.093,2,0.107,2,0.1,3,0.157
F,Nketiah,5.4,5.4,Arsenal,17,0.974,8,0.474,9,0.627,10,0.501,10,0.557,10,0.639,11,0.66,11,0.655
M,Smith Rowe,4.4,4.4,Arsenal,59,2.515,53,2.26,52,2.532,53,1.933,53,2.137,52,2.455,37,1.63,29,1.279
M,Saka,5.4,5.4,Arsenal,5,0.264,20,1.073,66,3.924,65,2.71,64,3.053,67,3.822,62,3.223,65,3.351
M,Guendouzi,4.7,4.7,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Martinelli,4.9,4.9,Arsenal,28,1.548,17,0.953,18,1.168,19,0.871,18,0.935,19,1.177,20,1.138,21,1.182
D,Saliba,4.0,4.0,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G,Heaton,4.5,4.5,Aston Villa,0,0,0,0,1,0.04,0,0,1,0.037,2,0.084,1,0.043,1,0.042
D,El Mohamady,4.3,4.3,Aston Villa,3,0.125,5,0.183,6,0.248,5,0.186,6,0.208,6,0.275,6,0.289,8,0.372
M,Lansbury,4.3,4.3,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Taylor,4.2,4.2,Aston Villa,1,0.034,4,0.121,4,0.136,4,0.122,4,0.112,4,0.151,4,0.158,8,0.306
G,Steer,4.0,4.0,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.042
M,Hourihane,5.9,5.9,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Jota,5.9,5.9,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
