Pos,Name,BV,SV,Team,16_xMins,16_Pts,17_xMins,17_Pts,18_xMins,18_Pts,19_xMins,19_Pts,20_xMins,20_Pts,21_xMins,21_Pts,22_xMins,22_Pts,23_xMins,23_Pts
M,Özil,6.8,6.8,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Sokratis,4.8,4.8,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,David Luiz,5.4,5.4,Arsenal,80,2.954,47,2.138,52,2.314,46,2.186,50,1.657,50,1.461,53,2.056,49,1.54
M,Aubameyang,11.4,11.4,Arsenal,79,4.568,77,5.21,75,4.953,75,5.301,73,4.138,75,4.073,70,3.968,74,4.307
D,Cédric,4.6,4.6,Arsenal,1,0.04,1,0.048,1,0.047,1,0.05,0,0,1,0.032,2,0.082,2,0.068
F,Lacazette,8.2,8.2,Arsenal,30,1.641,29,1.804,25,1.522,28,1.788,30,1.606,25,1.312,30,1.573,29,1.62
D,Mustafi,5.0,5.0,Arsenal,2,0.074,0,0,1,0.044,0,0,0,0,0,0,1,0.039,1,0.032
G,Leno,4.9,4.9,Arsenal,88,3.696,88,4.012,87,3.932,86,4.001,87,3.518,88,3.357,86,3.715,86,3.353
M,Xhaka,5.2,5.2,Arsenal,64,1.861,60,1.925,56,1.786,54,1.794,55,1.579,54,1.516,55,1.624,52,1.501
D,Marí,4.4,4.4,Arsenal,5,0.183,1,0.044,2,0.087,2,0.092,2,0.066,2,0.059,4,0.153,2,0.063
D,Bellerín,5.1,5.1,Arsenal,76,2.981,72,3.419,72,3.35,70,3.468,71,2.467,69,2.116,67,2.736,70,2.302
G,Martínez,4.9,4.7,Aston Villa,88,3.103,88,3.11,87,3.269,87,3.438,87,3.685,86,3.289,85,3.369,85,3.331
D,Chambers,4.5,4.5,Arsenal,11,0.416,2,0.091,4,0.179,5,0.24,6,0.205,8,0.243,6,0.236,6,0.198
D,Kolasinac,4.8,4.8,Arsenal,4,0.143,3,0.13,2,0.085,3,0.135,3,0.097,4,0.115,4,0.15,4,0.122
D,Maitland-Niles,4.6,4.6,Arsenal,19,0.754,19,0.907,18,0.842,20,0.995,20,0.71,20,0.629,23,0.946,20,0.676
D,Holding,4.4,4.4,Arsenal,85,3.131,70,3.146,68,2.99,69,3.236,67,2.208,67,1.942,67,2.597,65,2.022
D,Tierney,5.3,5.3,Arsenal,83,3.266,76,3.607,75,3.484,75,3.702,75,2.627,75,2.302,74,3.022,74,2.436
M,Pépé,7.6,7.6,Arsenal,42,2.217,43,2.61,42,2.492,40,2.505,44,2.258,41,2.034,42,2.155,44,2.343
M,Torreira,4.7,4.7,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Willock,4.7,4.7,Arsenal,24,1.145,22,1.181,21,1.098,19,1.046,18,0.843,20,0.895,18,0.833,23,1.097
M,Nelson,5.1,5.1,Arsenal,6,0.298,6,0.334,7,0.381,5,0.286,6,0.294,7,0.328,5,0.239,6,0.302
F,Nketiah,5.5,5.5,Arsenal,45,2.407,48,2.897,50,2.914,46,2.84,46,2.4,46,2.325,44,2.247,43,2.35
M,Smith Rowe,4.4,4.4,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.045
M,Saka,5.1,5.1,Arsenal,63,2.637,58,2.861,63,2.973,60,3.01,56,2.369,58,2.334,60,2.527,58,2.475
M,Guendouzi,4.7,4.7,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Martinelli,4.9,4.9,Arsenal,22,1.15,22,1.313,24,1.391,23,1.405,25,1.265,25,1.218,27,1.357,26,1.345
D,Saliba,4.0,4.0,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G,Heaton,4.5,4.5,Aston Villa,1,0.035,1,0.035,2,0.075,2,0.078,1,0.042,3,0.113,3,0.118,4,0.155
D,El Mohamady,4.3,4.3,Aston Villa,11,0.27,15,0.384,14,0.465,15,0.577,17,0.765,16,0.541,18,0.724,17,0.634
M,Lansbury,4.3,4.3,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Taylor,4.3,4.3,Aston Villa,2,0.042,2,0.044,3,0.085,3,0.097,4,0.149,3,0.086,3,0.101,6,0.187
G,Steer,4.0,4.0,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Hourihane,5.9,6.0,Aston Villa,11,0.423,12,0.47,14,0.587,14,0.633,14,0.67,15,0.637,16,0.754,17,0.758
M,Jota,5.9,5.9,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G,Nyland,4.0,4.0,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Engels,4.4,4.4,Aston Villa,2,0.045,2,0.047,3,0.09,4,0.138,6,0.24,5,0.153,6,0.215,5,0.169
M,Grealish,7.8,7.8,Aston Villa,81,3.418,79,3.44,77,3.794,75,4.116,73,4.246,76,3.826,75,4.378,76,3.968
M,McGinn,5.5,5.5,Aston Villa,80,2.368,80,2.407,81,2.615,78,2.713,77,2.84,74,2.447,76,2.776,77,2.613
D,Hause,4.4,4.4,Aston Villa,12,0.279,16,0.386,20,0.624,22,0.791,26,1.086,25,0.795,25,0.944,26,0.908
M,Trézéguet,5.2,5.2,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Mings,5.4,5.4,Aston Villa,84,1.728,82,1.779,83,2.432,81,2.79,77,3.165,79,2.375,76,2.755,78,2.588
D,Targett,4.6,4.6,Aston Villa,85,1.771,82,1.799,81,2.373,81,2.765,78,3.156,80,2.403,78,2.792,76,2.526
D,Bree,4.5,4.5,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Nakamba,4.3,4.3,Aston Villa,13,0.387,14,0.418,15,0.466,19,0.608,18,0.594,20,0.621,17,0.557,18,0.572
M,El Ghazi,5.7,5.7,Aston Villa,37,1.814,38,1.926,37,2.08,43,2.682,43,2.793,41,2.334,44,2.91,43,2.558
D,Konsa,4.7,4.8,Aston Villa,82,1.737,82,1.828,78,2.344,77,2.716,78,3.263,76,2.34,78,2.902,76,2.601
D,Guilbert,4.3,4.3,Aston Villa,0,0,0,0,1,0.029,1,0.033,2,0.077,1,0.029,3,0.103,3,0.096
F,Wesley,6.0,6.0,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,Samatta,5.9,5.9,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,Davis,4.3,4.3,Aston Villa,10,0.498,10,0.512,11,0.611,13,0.783,14,0.869,15,0.84,12,0.762,17,0.977
F,Vassilev,4.3,4.3,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Douglas Luiz,4.9,4.9,Aston Villa,78,2.112,77,2.117,76,2.24,75,2.353,75,2.469,75,2.227,71,2.316,73,2.248
F,Murray,4.8,4.8,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Lallana,6.2,6.2,Brighton,62,2.275,59,2.266,61,1.89,59,2.209,60,2.471,58,2.072,57,1.836,59,2.359
M,Stephens,4.3,4.3,Burnley,33,1.107,0,0,28,0,23,1.371,28,0.881,27,0.776,24,0.693,28,0.898
G,Button,4.0,4.0,West Brom,0,0,0,0,4,0,1,0.074,1,0.035,3,0.118,2,0.08,3,0.105
M,Groß,5.8,5.8,Brighton,52,2.28,59,2.705,53,1.869,52,2.422,57,2.891,58,2.426,60,2.175,55,2.648
D,Duffy,4.3,4.3,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Pröpper,4.8,4.8,Brighton,9,0.318,8,0.29,9,0.285,9,0.322,10,0.379,5,0.173,11,0.354,8,0.295
M,Mooy,5.0,5.0,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Burn,4.3,4.3,Brighton,24,0.791,21,0.846,23,0.364,28,0.806,29,1.224,28,0.832,32,0.55,29,1.167
D,Dunk,4.8,4.8,Brighton,83,2.785,84,3.485,82,1.214,82,2.418,79,3.482,77,2.317,78,1.297,78,3.244
D,Montoya,4.5,4.5,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,Andone,4.8,4.8,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,March,5.0,5.0,Brighton,69,2.546,68,2.618,66,2.047,66,2.522,67,2.781,66,2.37,65,2.081,64,2.593
D,Webster,4.4,4.4,Brighton,72,2.396,72,2.944,72,1.134,73,2.117,67,2.852,69,2.072,68,1.181,67,2.732
D,Veltman,4.3,4.3,Brighton,49,1.501,44,1.647,46,0.634,44,1.127,48,1.86,49,1.328,48,0.717,48,1.784
F,Maupay,6.1,6.1,Brighton,61,3.012,61,3.123,63,2.437,62,3.424,58,3.384,63,3.018,60,2.494,60,3.237
M,Trossard,5.8,5.8,Brighton,70,3.359,65,3.283,66,2.487,66,3.404,66,3.707,64,2.945,61,2.438,63,3.351
G,Ryan,4.4,4.4,Brighton,79,3.076,75,3.213,76,2.635,73,2.698,74,3.173,76,2.855,76,2.634,75,3.177
M,Jahanbakhsh,5.4,5.4,Brighton,25,1.157,24,1.162,26,0.981,28,1.39,27,1.436,28,1.257,29,1.143,27,1.363
M,Izquierdo,5.5,5.5,Brighton,3,0.134,4,0.186,6,0.226,4,0.191,5,0.254,6,0.26,6,0.234,7,0.34
D,Clarke,4.4,4.4,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,White,4.4,4.4,Brighton,71,2.197,67,2.563,70,0.987,65,1.707,67,2.64,68,1.892,68,1.055,70,2.656
D,Bernardo,3.9,3.9,Brighton,1,0.036,1,0.043,2,0.037,3,0.096,3,0.136,3,0.097,2,0.04,4,0.173
M,Bissouma,4.5,4.5,Brighton,78,2.236,76,2.305,75,1.865,74,2.129,71,2.269,72,2.035,70,1.801,71,2.201
D,Lamptey,4.8,4.8,Brighton,47,1.743,62,2.799,61,1.071,60,1.985,59,2.833,59,1.957,58,1.131,59,2.68
F,Connolly,5.3,5.3,Brighton,31,1.451,31,1.48,31,1.21,30,1.522,31,1.631,29,1.311,31,1.26,31,1.552
M,Alzate,4.3,4.3,Brighton,20,0.717,17,0.631,17,0.539,19,0.692,22,0.857,21,0.733,21,0.676,23,0.867
M,Mac Allister,5.3,5.3,Brighton,12,0.509,12,0.525,11,0.394,14,0.622,14,0.669,11,0.454,13,0.481,14,0.642
D,Tarkowski,5.3,5.3,Burnley,86,3.596,0,0,83,0,81,3.133,79,2.21,79,1.292,79,1.143,76,2.526
D,Bardsley,4.5,4.5,Burnley,4,0.155,0,0,9,0,7,0.254,10,0.258,10,0.153,9,0.123,12,0.369
D,Pieters,4.3,4.3,Burnley,9,0.386,0,0,16,0,16,0.674,14,0.413,19,0.341,17,0.275,18,0.622
M,Cork,5.0,5.0,Burnley,0,0,0,0,33,0,50,2.957,52,1.633,53,1.513,53,1.499,53,1.695
D,Long,4.4,4.4,Burnley,6,0.242,0,0,10,0,11,0.44,13,0.36,13,0.225,13,0.201,17,0.553
F,Rodriguez,5.8,5.8,Burnley,42,2.039,0,0,44,0,44,3.565,47,2.152,44,1.66,44,1.661,45,2.041
F,Barnes,6.0,6.0,Burnley,48,2.499,0,0,46,0,47,3.965,45,2.232,47,1.83,47,1.829,46,2.239
D,Mee,4.9,4.9,Burnley,86,3.534,0,0,82,0,80,2.957,80,2.144,79,1.236,78,1.073,77,2.481
M,Westwood,5.3,5.3,Burnley,80,2.719,0,0,74,0,69,3.99,66,2.123,64,1.786,67,1.849,65,2.128
M,Gudmundsson,5.4,5.4,Burnley,30,1.328,0,0,28,0,31,2.301,29,1.201,30,1.055,29,1.015,33,1.365
F,Wood,6.2,6.2,Burnley,70,3.623,0,0,67,0,67,5.71,65,3.248,68,2.658,67,2.619,64,3.128
D,Lowton,4.4,4.4,Burnley,83,3.338,0,0,79,0,79,2.876,79,2.074,78,1.208,79,1.07,75,2.378
F,Vydra,4.8,4.8,Burnley,8,0.457,0,0,9,0,11,1.031,10,0.545,10,0.442,11,0.481,13,0.691
D,Gibson,3.9,3.9,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Brady,5.0,5.0,Burnley,52,2.276,0,0,50,0,49,3.49,49,1.974,49,1.637,48,1.6,47,1.911
G,Pope,5.4,5.4,Burnley,89,4.054,0,0,85,0,87,6.451,85,3.272,87,3.136,87,3.135,87,3.569
D,Taylor,4.5,4.5,Burnley,85,3.509,0,0,81,0,82,3.082,80,2.153,78,1.255,80,1.128,77,2.498
M,Brownhill,4.9,4.9,Burnley,79,2.711,0,0,66,0,63,3.793,61,2.023,58,1.687,60,1.728,59,1.988
G,Peacock-Farrell,4.0,4.0,Burnley,0,0,0,0,1,0,1,0.072,1,0.037,1,0.035,0,0,0,0
M,McNeil,5.7,5.7,Burnley,82,3.155,0,0,78,0,77,4.944,79,2.831,76,2.308,75,2.27,76,2.76
G,Caballero,4.7,4.7,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
