Pos,Name,BV,SV,Team,17_xMins,17_Pts,18_xMins,18_Pts,19_xMins,19_Pts,20_xMins,20_Pts,21_xMins,21_Pts,22_xMins,22_Pts,23_xMins,23_Pts,24_xMins,24_Pts
M,Özil,6.8,6.8,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Sokratis,4.8,4.8,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,David Luiz,5.4,5.4,Arsenal,29,1.302,39,1.745,28,1.372,26,0.882,24,0.717,27,1.04,26,0.793,26,0.943
M,Aubameyang,11.4,11.4,Arsenal,74,5.199,73,4.992,72,5.194,72,4.09,71,3.983,70,4.018,69,4.078,69,4.956
D,Cédric,4.6,4.6,Arsenal,1,0.047,1,0.047,1,0.051,1,0.036,1,0.032,2,0.081,2,0.066,2,0.079
F,Lacazette,8.2,8.2,Arsenal,45,2.975,45,2.844,44,2.96,45,2.476,45,2.443,44,2.385,45,2.561,44,3.042
D,Mustafi,5.0,5.0,Arsenal,7,0.309,1,0.044,1,0.048,2,0.068,1,0.03,2,0.077,2,0.062,1,0.036
G,Leno,4.9,4.9,Arsenal,88,3.989,87,3.947,86,4.099,86,3.534,85,3.268,85,3.664,84,3.252,84,3.364
M,Xhaka,5.2,5.2,Arsenal,68,2.191,65,2.08,62,2.086,62,1.781,60,1.685,60,1.773,60,1.703,59,1.853
D,Marí,4.4,4.4,Arsenal,20,0.872,22,0.948,19,0.897,17,0.558,18,0.519,18,0.674,19,0.557,19,0.654
D,Bellerín,5.1,5.1,Arsenal,77,3.606,76,3.545,75,3.852,75,2.667,74,2.289,73,2.95,72,2.278,71,2.691
G,Martínez,5.0,4.8,Aston Villa,89,3.182,88,3.355,87,6.528,87,3.691,86,3.345,86,3.492,85,3.32,85,3.399
D,Chambers,4.5,4.5,Arsenal,2,0.09,2,0.09,2,0.098,2,0.069,2,0.062,2,0.078,2,0.063,2,0.075
D,Kolasinac,4.8,4.8,Arsenal,1,0.043,2,0.085,2,0.093,2,0.066,2,0.058,2,0.075,2,0.059,3,0.103
D,Maitland-Niles,4.6,4.6,Arsenal,17,0.805,18,0.845,16,0.821,16,0.583,18,0.574,17,0.693,19,0.619,20,0.776
D,Holding,4.4,4.4,Arsenal,78,3.484,77,3.438,76,3.723,74,2.501,73,2.157,73,2.824,72,2.171,72,2.566
D,Tierney,5.3,5.3,Arsenal,82,3.782,80,3.675,79,3.976,78,2.749,77,2.36,76,3.042,75,2.35,75,2.784
M,Pépé,7.6,7.6,Arsenal,38,2.357,28,1.69,30,1.907,30,1.558,30,1.525,30,1.547,29,1.531,30,1.89
M,Torreira,4.7,4.7,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Willock,4.7,4.7,Arsenal,18,1.035,12,0.67,13,0.761,14,0.687,13,0.621,14,0.678,16,0.789,13,0.756
M,Nelson,5.1,5.1,Arsenal,2,0.116,3,0.168,4,0.236,3,0.147,3,0.144,3,0.146,5,0.248,5,0.292
F,Nketiah,5.5,5.5,Arsenal,20,1.315,17,1.072,18,1.194,18,0.998,18,0.983,19,1.032,19,1.081,21,1.42
M,Smith Rowe,4.4,4.4,Arsenal,15,0.769,17,0.837,15,0.779,14,0.607,15,0.638,16,0.691,16,0.702,14,0.715
M,Saka,5.2,5.2,Arsenal,68,3.643,69,3.566,68,3.73,68,3.061,68,2.956,67,2.98,67,3.029,66,3.538
M,Guendouzi,4.7,4.7,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Martinelli,4.9,4.9,Arsenal,42,2.467,37,2.099,42,2.5,42,2.055,42,1.992,42,2.047,42,2.062,42,2.454
D,Saliba,4.0,4.0,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G,Heaton,4.5,4.5,Aston Villa,3,0.107,4,0.151,3,0.224,4,0.168,4,0.154,5,0.202,5,0.194,5,0.198
D,El Mohamady,4.3,4.3,Aston Villa,6,0.169,8,0.285,10,0.61,10,0.452,13,0.473,13,0.57,11,0.418,14,0.564
M,Lansbury,4.3,4.3,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Taylor,4.3,4.3,Aston Villa,0,0,1,0.03,1,0.05,2,0.075,3,0.091,3,0.106,3,0.094,3,0.099
G,Steer,4.0,4.0,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Hourihane,5.9,5.9,Aston Villa,11,0.435,9,0.389,9,0.736,11,0.512,11,0.468,12,0.571,10,0.444,13,0.578
M,Jota,5.9,5.9,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G,Nyland,4.0,4.0,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Engels,4.4,4.4,Aston Villa,1,0.025,1,0.032,2,0.108,3,0.12,4,0.129,3,0.114,4,0.135,3,0.106
M,Grealish,7.7,7.7,Aston Villa,79,3.525,79,4.006,79,7.337,77,4.317,77,3.892,76,4.436,75,3.948,74,3.934
M,McGinn,5.5,5.5,Aston Villa,84,2.522,82,2.67,82,5.059,80,2.85,79,2.575,78,2.83,77,2.597,76,2.591
D,Hause,4.4,4.4,Aston Villa,31,0.801,34,1.14,38,2.153,37,1.579,34,1.162,36,1.484,38,1.362,39,1.475
M,Trézéguet,5.2,5.2,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Mings,5.4,5.4,Aston Villa,83,1.9,78,2.378,78,3.964,77,3.102,76,2.379,76,2.888,75,2.479,74,2.583
D,Targett,4.6,4.6,Aston Villa,80,1.854,79,2.405,78,3.977,77,3.074,76,2.381,75,2.82,75,2.468,74,2.576
D,Bree,4.5,4.5,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Nakamba,4.3,4.3,Aston Villa,6,0.181,6,0.19,7,0.433,7,0.232,8,0.254,8,0.268,10,0.322,10,0.324
M,El Ghazi,5.8,5.8,Aston Villa,64,3.234,63,3.569,63,6.552,63,3.956,62,3.487,62,4.058,61,3.599,61,3.628
D,Konsa,4.7,4.7,Aston Villa,65,1.542,65,2.017,63,3.274,62,2.525,66,2.098,65,2.51,62,2.083,64,2.266
D,Guilbert,4.3,4.3,Aston Villa,2,0.047,3,0.09,3,0.152,3,0.115,4,0.122,4,0.146,5,0.159,5,0.168
F,Wesley,6.0,6.0,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,Samatta,5.9,5.9,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,Davis,4.3,4.3,Aston Villa,10,0.525,11,0.634,12,1.283,11,0.674,14,0.791,12,0.766,15,0.879,15,0.878
F,Vassilev,4.3,4.3,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Douglas Luiz,4.9,4.9,Aston Villa,78,2.091,77,2.247,76,4.258,75,2.364,75,2.193,72,2.302,72,2.175,71,2.168
F,Murray,4.8,4.8,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Lallana,6.2,6.2,Brighton,29,1.122,52,1.622,63,2.368,67,2.71,64,2.274,65,2.031,63,2.383,63,2.334
M,Stephens,4.3,4.3,Burnley,12,0.419,16,0.5,14,0.864,13,0.421,12,0.36,14,0.419,14,0.467,14,0.456
G,Button,4.0,4.0,West Brom,0,0,0,0,1,0.074,0,0,0,0,0,0,0,0,0,0
M,Groß,5.8,5.8,Brighton,54,2.425,51,1.803,52,2.477,50,2.603,50,2.164,49,1.821,49,2.32,50,2.355
D,Duffy,4.3,4.3,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Pröpper,4.8,4.8,Brighton,18,0.668,16,0.513,14,0.519,14,0.555,16,0.569,17,0.555,16,0.599,17,0.627
M,Mooy,5.0,5.0,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Burn,4.3,4.3,Brighton,48,1.836,50,0.755,46,1.23,47,2.014,47,1.358,47,0.77,49,1.833,48,1.456
D,Dunk,4.8,4.8,Brighton,85,3.437,83,1.256,81,2.34,80,3.71,78,2.381,77,1.289,76,3.053,76,2.475
D,Montoya,4.5,4.5,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,Andone,4.8,4.8,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,March,5.0,5.0,Brighton,69,2.662,66,2.068,67,2.604,66,2.831,63,2.333,65,2.107,63,2.505,61,2.393
D,Webster,4.4,4.4,Brighton,78,3.076,78,1.226,76,2.103,76,3.355,74,2.204,74,1.262,73,2.827,73,2.286
D,Veltman,4.3,4.3,Brighton,70,2.533,54,0.752,45,1.111,44,1.776,45,1.219,43,0.646,41,1.45,44,1.241
F,Maupay,6.1,6.1,Brighton,61,3.134,59,2.328,59,3.337,58,3.423,58,2.884,58,2.429,58,3.091,58,3.187
M,Trossard,5.7,5.7,Brighton,65,3.191,64,2.38,63,3.206,63,3.492,62,2.865,62,2.431,62,3.125,61,3.077
G,Ryan,4.3,4.3,Brighton,2,0.084,2,0.069,2,0.073,2,0.088,2,0.075,3,0.104,3,0.125,3,0.113
M,Jahanbakhsh,5.4,5.4,Brighton,29,1.41,28,1.065,26,1.32,28,1.525,29,1.333,27,1.073,28,1.408,28,1.4
M,Izquierdo,5.5,5.5,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Clarke,4.4,4.4,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,White,4.4,4.4,Brighton,61,2.239,59,0.861,59,1.492,57,2.365,59,1.646,60,0.94,57,2.083,59,1.713
D,Bernardo,3.9,3.9,Brighton,4,0.181,4,0.08,4,0.136,4,0.204,6,0.209,5,0.108,6,0.269,7,0.261
M,Bissouma,4.5,4.5,Brighton,78,2.292,77,1.896,75,2.129,75,2.386,73,2.055,72,1.832,71,2.146,71,2.07
D,Lamptey,4.7,4.7,Brighton,0,0,24,0.439,45,1.439,54,2.667,55,1.818,55,1.059,57,2.451,51,1.809
F,Connolly,5.2,5.2,Brighton,42,1.95,32,1.235,32,1.627,33,1.732,32,1.456,32,1.29,36,1.733,34,1.674
M,Alzate,4.3,4.3,Brighton,24,0.869,19,0.596,19,0.684,19,0.737,21,0.729,20,0.638,20,0.731,22,0.789
M,Mac Allister,5.3,5.3,Brighton,17,0.729,12,0.418,11,0.473,11,0.509,12,0.483,13,0.467,14,0.601,15,0.637
D,Tarkowski,5.3,5.3,Burnley,44,1.892,37,0.892,81,3.462,80,2.256,79,1.415,78,1.281,77,2.72,76,2.488
D,Bardsley,4.5,4.5,Burnley,0,0,4,0.09,6,0.245,7,0.186,7,0.121,8,0.127,10,0.329,9,0.276
D,Pieters,4.3,4.3,Burnley,28,1.247,33,0.813,25,1.148,26,0.774,26,0.507,27,0.485,31,1.143,30,1.03
M,Cork,5.0,5.0,Burnley,0,0,0,0,26,1.631,47,1.492,49,1.422,52,1.49,50,1.636,52,1.661
D,Long,4.3,4.3,Burnley,4,0.167,9,0.218,8,0.358,8,0.228,8,0.155,10,0.178,9,0.313,12,0.391
F,Rodriguez,5.8,5.8,Burnley,21,1.082,34,1.443,37,3.049,34,1.605,35,1.363,37,1.434,35,1.671,36,1.649
F,Barnes,6.0,6.0,Burnley,30,1.607,55,2.295,56,4.539,56,2.632,55,2.071,55,2.075,55,2.616,54,2.454
D,Mee,4.9,4.9,Burnley,43,1.886,84,1.962,81,3.462,80,2.259,79,1.414,78,1.276,77,2.745,76,2.507
M,Westwood,5.3,5.3,Burnley,77,2.757,80,2.363,73,4.282,70,2.265,70,1.97,67,1.894,68,2.296,67,2.193
M,Gudmundsson,5.4,5.4,Burnley,0,0,14,0.548,21,1.602,25,1.043,23,0.828,22,0.79,27,1.148,26,1.078
F,Wood,6.2,6.2,Burnley,75,3.907,77,3.262,74,6.207,73,3.541,73,2.829,72,2.791,71,3.497,71,3.353
D,Lowton,4.4,4.4,Burnley,78,3.23,81,1.816,78,3.203,77,2.071,77,1.331,76,1.199,75,2.547,74,2.338
F,Vydra,4.8,4.8,Burnley,1,0.059,8,0.393,13,1.231,16,0.858,16,0.702,15,0.658,18,0.968,18,0.929
D,Gibson,3.9,3.9,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Brady,5.0,5.0,Burnley,25,1.139,50,1.819,46,3.3,44,1.765,46,1.55,45,1.515,43,1.766,42,1.677
G,Pope,5.4,5.4,Burnley,46,2.109,88,3.287,87,6.54,85,3.294,85,3.082,84,3.026,84,3.532,83,3.41
D,Taylor,4.6,4.5,Burnley,2,0.084,18,0.429,52,2.23,64,1.759,64,1.151,80,1.291,78,2.692,78,2.509
M,Brownhill,4.9,4.9,Burnley,39,1.436,83,2.405,69,4.066,66,2.119,63,1.804,64,1.82,64,2.139,61,1.992
G,Peacock-Farrell,4.0,4.0,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
