Pos,Name,BV,SV,Team,21_xMins,21_Pts,22_xMins,22_Pts,23_xMins,23_Pts,24_xMins,24_Pts,25_xMins,25_Pts,26_xMins,26_Pts,27_xMins,27_Pts,28_xMins,28_Pts
M,Özil,6.7,6.7,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Sokratis,4.8,4.8,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,David Luiz,5.4,5.4,Arsenal,66,1.993,56,2.219,47,1.552,45,1.741,44,1.007,48,1.534,45,1.99,48,1.73
M,Aubameyang,11.3,11.3,Arsenal,35,1.976,60,3.492,81,4.889,77,5.376,79,3.718,76,4.204,76,5.058,76,4.385
D,Cédric,4.6,4.6,Arsenal,16,0.508,12,0.493,13,0.445,13,0.522,13,0.314,14,0.464,14,0.638,16,0.596
F,Lacazette,8.4,8.3,Arsenal,68,3.681,67,3.686,66,3.795,65,4.352,65,3.025,65,3.389,64,3.946,64,3.563
D,Mustafi,5.0,5.0,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G,Leno,5.0,5.0,Arsenal,88,3.444,87,3.821,87,3.479,86,3.581,86,3.118,85,3.394,85,3.889,85,3.542
M,Xhaka,5.2,5.2,Arsenal,74,2.034,69,2.041,68,1.951,67,2.097,67,1.742,67,1.872,66,2.099,64,1.886
D,Marí,4.4,4.4,Arsenal,2,0.061,22,0.869,34,1.108,44,1.667,45,1.017,40,1.268,44,1.932,43,1.537
D,Bellerín,5.1,5.1,Arsenal,73,2.295,71,2.921,71,2.425,70,2.814,70,1.639,69,2.268,69,3.173,68,2.535
G,Martínez,5.1,4.8,Aston Villa,88,3.475,87,3.496,86,3.287,86,3.423,85,3.283,85,3.166,84,3.546,84,3.607
D,Chambers,4.5,4.5,Arsenal,0,0,0,0,1,0.035,1,0.041,1,0.025,8,0.268,1,0.046,1,0.038
D,Kolasinac,4.8,4.8,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Maitland-Niles,4.6,4.6,Arsenal,10,0.316,5,0.203,7,0.24,8,0.317,8,0.196,10,0.331,12,0.541,9,0.334
D,Holding,4.5,4.5,Arsenal,76,2.363,77,3.175,76,2.58,75,2.98,74,1.728,74,2.428,73,3.337,72,2.67
D,Tierney,5.4,5.4,Arsenal,64,2.094,82,3.592,81,2.951,78,3.329,78,1.959,74,2.595,75,3.668,74,2.943
M,Pépé,7.6,7.6,Arsenal,20,1.032,17,0.917,15,0.811,15,0.92,16,0.72,16,0.798,17,0.984,19,1.011
M,Torreira,4.7,4.7,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Willock,4.7,4.7,Arsenal,4,0.186,4,0.195,4,0.2,4,0.226,5,0.213,5,0.234,5,0.268,5,0.247
M,Nelson,5.1,5.1,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,Nketiah,5.4,5.5,Arsenal,9,0.504,8,0.461,7,0.423,9,0.617,8,0.404,8,0.443,9,0.573,9,0.524
M,Smith Rowe,4.5,4.5,Arsenal,53,2.18,54,2.331,54,2.364,54,2.675,53,1.972,39,1.616,32,1.557,32,1.413
M,Saka,5.4,5.4,Arsenal,75,3.516,74,3.775,73,3.82,72,4.361,71,3.02,71,3.414,70,4.034,69,3.545
M,Guendouzi,4.7,4.7,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Martinelli,4.9,4.9,Arsenal,29,1.452,28,1.487,25,1.387,26,1.651,25,1.141,27,1.381,28,1.688,27,1.468
D,Saliba,4.0,4.0,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G,Heaton,4.5,4.5,Aston Villa,3,0.117,3,0.119,3,0.113,3,0.118,3,0.115,3,0.111,3,0.125,4,0.17
D,El Mohamady,4.3,4.3,Aston Villa,4,0.154,7,0.293,7,0.246,7,0.277,6,0.221,7,0.242,7,0.315,9,0.427
M,Lansbury,4.3,4.3,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Taylor,4.2,4.2,Aston Villa,4,0.124,5,0.17,6,0.175,7,0.228,7,0.212,8,0.22,8,0.296,10,0.388
G,Steer,4.0,4.0,Aston Villa,0,0,0,0,0,0,0,0,0,0,1,0.037,0,0,0,0
M,Hourihane,5.9,5.9,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Jota,5.9,5.9,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
