,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text
0,,,37605,0,0,-1,1,0,3,-0.5,0.5,0,Mesut,0.0,1,False,,,69,37605.jpg,0.0,Özil,0.9,False,,a,1,3,0,1625,630,28008,10185,0.0,0.0,Özil,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,540,217,541,219,538,215,541,218,4.0,,,,,
1,75.0,0.0,39476,-1,1,-1,1,0,2,-0.4,0.0,0,Sokratis,0.0,2,False,Calf injury - 75% chance of playing,2020-09-11T11:00:08.600094Z,49,39476.jpg,0.0,Papastathopoulos,0.1,False,,d,1,3,0,9716,9665,15212,11146,0.0,0.0,Sokratis,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,422,166,414,166,378,155,429,166,,,,,,
2,100.0,100.0,41270,0,0,0,0,0,2,0.0,1.0,1,David,0.5,3,False,,2020-09-10T14:30:11.632386Z,55,41270.jpg,1.0,Luiz Moreira Marinho,0.9,False,,a,1,3,1,8473,6735,30964,5771,0.1,0.2,David Luiz,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,490,188,493,188,479,186,497,188,,,4.0,,,
3,,,54694,-1,1,-1,1,0,3,5.5,6.5,5,Pierre-Emerick,6.0,4,False,,,119,54694.jpg,6.0,Aubameyang,33.4,False,,a,1,3,12,193701,46710,1020155,796594,0.5,1.0,Aubameyang,180,1,1,1,1,0,0,0,1,0,0,0,39,64.6,51.7,69.0,18.5,31,15,19,15,16,6,13,9,,,6.0,,1.0,
4,75.0,,58822,0,0,-1,1,0,2,-0.4,0.5,0,Cédric,0.0,5,False,Calf injury - 75% chance of playing,2020-09-23T09:00:14.881983Z,49,58822.jpg,0.0,Soares,0.3,False,,d,1,3,0,1337,436,19519,6764,0.0,0.0,Cédric,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,426,167,418,167,383,156,433,167,,,,,,
5,,,59966,0,0,0,0,0,4,6.5,7.5,7,Alexandre,7.0,6,False,,,85,59966.jpg,7.0,Lacazette,5.1,False,,a,1,3,14,136769,43335,90018,56535,0.8,1.6,Lacazette,162,2,0,1,1,0,0,0,0,0,0,2,58,71.6,18.4,79.0,16.9,25,9,95,11,14,10,20,8,,,5.0,,3.0,
6,0.0,0.0,69140,0,0,0,0,0,2,0.0,0.0,0,Shkodran,0.0,7,False,Hamstring injury - Expected back 17 Oct,2020-08-15T10:00:11.331812Z,50,69140.jpg,0.0,Mustafi,0.0,False,,i,1,3,0,9715,9674,9960,9766,0.0,0.0,Mustafi,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,462,181,457,181,431,173,469,181,,,,,,
7,,,80201,0,0,0,0,0,1,4.0,5.0,2,Bernd,4.5,8,False,,,50,80201.jpg,4.5,Leno,9.0,False,,a,1,3,9,164351,51531,116443,74891,0.9,1.8,Leno,180,0,0,1,1,0,0,0,0,0,4,1,47,32.0,0.0,0.0,3.2,100,12,460,47,435,47,191,12,,,,,,
8,,,84450,0,0,0,0,0,3,2.0,3.0,2,Granit,2.5,9,False,,,55,84450.jpg,2.5,Xhaka,0.8,False,,a,1,3,5,13139,3260,19864,10655,0.5,0.9,Xhaka,167,0,0,1,1,0,0,0,0,0,0,0,21,23.2,23.9,21.0,6.8,133,47,74,49,92,49,88,44,,,2.0,,,
9,0.0,0.0,92371,0,0,0,0,0,2,0.0,0.0,0,Pablo,0.0,10,False,Ankle injury - Expected back 03 Oct,2020-08-15T10:00:11.357231Z,45,92371.jpg,0.0,Marí,0.0,False,,i,1,3,0,95,57,319,128,0.0,0.0,Marí,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,372,149,361,149,315,132,381,149,,,,,,
