Pos,Name,BV,SV,Team,9_xMins,9_Pts,10_xMins,10_Pts,11_xMins,11_Pts,12_xMins,12_Pts,13_xMins,13_Pts,14_xMins,14_Pts,15_xMins,15_Pts,16_xMins,16_Pts
M,Özil,6.8,6.8,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Sokratis,4.9,4.9,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,David Luiz,5.5,5.5,Arsenal,81,2.672,78,3.26,76,2.158,74,3.56,74,2.927,70,2.137,73,2.025,71,2.611
M,Aubameyang,11.7,11.7,Arsenal,84,5.294,80,4.978,79,4.337,79,5.926,78,5.41,76,4.619,76,4.388,72,4.652
D,Cédric,4.7,4.7,Arsenal,2,0.075,2,0.09,3,0.096,3,0.154,5,0.217,4,0.138,6,0.19,7,0.283
F,Lacazette,8.4,8.4,Arsenal,50,2.889,48,2.663,48,2.436,50,3.278,48,2.991,51,2.836,48,2.567,49,2.838
D,Mustafi,5.0,5.0,Arsenal,11,0.374,12,0.512,11,0.326,10,0.489,13,0.529,13,0.412,13,0.377,14,0.531
G,Leno,5.0,5.0,Arsenal,88,3.576,87,3.941,87,3.359,86,4.1,86,3.704,85,3.373,86,3.273,85,3.578
M,Xhaka,5.3,5.3,Arsenal,61,1.807,50,1.591,46,1.322,51,1.783,49,1.602,55,1.613,50,1.448,53,1.641
D,Marí,4.4,4.4,Arsenal,0,0,4,0.157,7,0.191,9,0.401,8,0.295,11,0.318,10,0.265,8,0.275
D,Bellerín,5.1,5.1,Arsenal,85,3.085,83,3.745,82,2.557,80,4.156,78,3.351,79,2.662,76,2.325,76,3.051
G,Martínez,4.8,4.7,Aston Villa,89,3.575,89,3.396,88,3.754,88,3.443,87,3.79,86,3.569,86,3.675,85,2.975
D,Chambers,4.5,4.5,Arsenal,0,0,10,0.439,15,0.461,23,1.174,23,0.977,24,0.798,22,0.666,21,0.829
D,Kolasinac,4.8,4.8,Arsenal,2,0.067,2,0.083,3,0.088,3,0.142,3,0.119,3,0.094,3,0.086,5,0.183
D,Maitland-Niles,4.8,4.8,Arsenal,11,0.407,13,0.585,12,0.383,14,0.722,15,0.649,13,0.447,16,0.502,16,0.647
D,Holding,4.4,4.4,Arsenal,73,2.453,66,2.81,63,1.847,62,3.018,61,2.455,63,1.973,62,1.771,62,2.332
D,Tierney,5.4,5.4,Arsenal,72,2.658,71,3.274,69,2.209,65,3.367,67,2.922,68,2.343,63,1.976,67,2.755
M,Pépé,7.6,7.6,Arsenal,27,1.508,27,1.49,31,1.533,30,1.933,31,1.873,31,1.666,32,1.652,27,1.528
M,Torreira,4.7,4.7,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Willock,4.8,4.8,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
