Pos,Name,BV,SV,Team,24_xMins,24_Pts,25_xMins,25_Pts,26_xMins,26_Pts,27_xMins,27_Pts,28_xMins,28_Pts,29_xMins,29_Pts,30_xMins,30_Pts,31_xMins,31_Pts
M,Özil,6.7,6.7,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Sokratis,4.8,4.8,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,David Luiz,5.4,5.4,Arsenal,57,2.225,53,1.328,53,1.645,53,2.457,52,1.996,53,1.88,54,1.498,56,2.569
M,Aubameyang,11.3,11.3,Arsenal,72,4.764,71,3.405,71,3.799,70,4.518,70,4.246,69,3.963,69,3.632,69,4.466
D,Cédric,4.6,4.6,Arsenal,74,2.93,73,1.824,71,2.211,69,3.267,71,2.748,73,2.606,70,1.942,67,3.141
F,Lacazette,8.3,8.3,Arsenal,69,4.328,68,3.056,66,3.287,67,3.895,67,3.724,65,3.455,66,3.255,64,3.758
D,Mustafi,5.0,5.0,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G,Leno,5.0,5.0,Arsenal,85,3.55,85,3.127,83,3.251,84,3.941,81,3.406,83,3.428,82,3.075,84,3.912
M,Xhaka,5.2,5.2,Arsenal,79,2.405,78,1.998,77,2.083,77,2.422,74,2.194,75,2.136,73,1.965,73,2.3
D,Marí,4.4,4.4,Arsenal,17,0.621,22,0.53,20,0.594,23,1.017,25,0.906,23,0.772,23,0.607,22,0.963
D,Bellerín,5.1,5.1,Arsenal,83,3.297,83,2.075,80,2.496,81,3.834,78,3.029,76,2.724,77,2.142,74,3.467
G,Martínez,5.2,4.9,Aston Villa,89,3.532,88,3.356,87,3.236,87,3.718,86,3.65,86,3.682,85,3.704,84,2.929
D,Chambers,4.5,4.5,Arsenal,2,0.081,2,0.054,3,0.097,4,0.188,4,0.158,5,0.183,4,0.117,7,0.327
D,Kolasinac,4.8,4.8,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Maitland-Niles,4.6,4.6,West Brom,3,0.056,3,0.098,3,0.092,4,0.146,4,0.123,6,0.153,6,0.092,7,0.211
D,Holding,4.6,4.6,Arsenal,84,3.324,80,2.034,81,2.56,78,3.728,75,2.941,81,2.936,77,2.168,76,3.597
D,Tierney,5.2,5.2,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Pépé,7.6,7.6,Arsenal,38,2.291,37,1.64,39,1.895,37,2.142,35,1.918,38,1.976,38,1.817,39,2.265
M,Torreira,4.7,4.7,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Willock,4.7,4.7,Newcastle,15,0.525,13,0.458,13,0.517,13,0.552,14,0.562,15,0.575,13,0.507,16,0.646
M,Nelson,5.1,5.1,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,Nketiah,5.4,5.4,Arsenal,6,0.404,6,0.303,7,0.381,7,0.433,8,0.485,8,0.458,8,0.431,7,0.434
M,Smith Rowe,4.3,4.3,Arsenal,52,2.487,51,1.885,54,2.136,52,2.414,53,2.316,50,2.089,51,1.998,54,2.502
M,Saka,5.4,5.4,Arsenal,67,3.945,69,2.953,69,3.259,67,3.815,67,3.592,67,3.394,66,3.071,66,3.759
M,Guendouzi,4.7,4.7,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Martinelli,4.9,4.9,Arsenal,6,0.378,8,0.376,9,0.462,9,0.543,9,0.524,11,0.609,10,0.507,13,0.796
D,Saliba,4.0,4.0,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G,Heaton,4.5,4.5,Aston Villa,0,0,0,0,0,0,0,0,2,0.084,0,0,2,0.086,3,0.104
D,El Mohamady,4.3,4.3,Aston Villa,7,0.273,9,0.322,11,0.38,8,0.37,7,0.33,8,0.373,8,0.401,6,0.142
M,Lansbury,4.3,4.3,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Taylor,4.2,4.2,Aston Villa,6,0.193,8,0.234,8,0.22,9,0.342,8,0.306,7,0.268,7,0.285,6,0.116
G,Steer,3.9,3.9,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Hourihane,5.9,5.9,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Jota,5.9,5.9,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
