Pos,Name,BV,SV,Team,35_xMins,35_Pts,36_xMins,36_Pts,37_xMins,37_Pts,38_xMins,38_Pts
D,Gomez,5.2,5.2,Liverpool,0,0,0,0,0,0,0,0
M,Keita,5.2,5.2,Liverpool,5,0.441,5,0.233,6,0.277,5,0.242
F,Brewster,4.3,4.3,Sheffield Utd,46,2.157,45,1.742,45,1.931,46,2.093
M,Jones,4.4,4.4,Liverpool,14,1.252,17,0.797,17,0.791,15,0.73
D,Neco Williams,3.8,3.8,Liverpool,3,0.231,4,0.182,3,0.135,3,0.148
M,Elliott,4.3,4.3,Liverpool,0,0,0,0,0,0,0,0
D,Fernandinho,5.4,5.4,Man City,41,1.783,40,2.134,42,1.997,43,2.174
G,Bravo,4.5,4.5,Man City,0,0,0,0,0,0,0,0
F,Agüero,10.3,10.3,Man City,69,3.971,61,4.79,62,4.073,68,4.943
D,Otamendi,4.9,4.9,Man City,0,0,0,0,0,0,0,0
D,Walker,6.1,6.1,Man City,33,1.411,33,1.701,32,1.491,34,1.669
M,Gündogan,5.6,5.6,Man City,50,2.278,50,2.877,50,2.511,51,2.78
M,De Bruyne,11.9,11.9,Man City,60,3.685,59,4.852,59,4.073,59,4.529
D,Stones,5.1,5.1,Man City,0,0,48,2.479,46,2.167,46,2.267
D,Mendy,5.9,5.9,Man City,43,1.862,44,2.321,47,2.226,46,2.305
M,Mahrez,8.0,8.0,Man City,68,3.818,54,3.99,54,3.402,67,4.601
M,Sterling,11.1,11.1,Man City,54,2.965,53,3.874,54,3.347,53,3.63
D,Cancelo,5.8,5.9,Man City,70,3.143,69,3.848,70,3.445,63,3.325
G,Ederson,6.1,6.1,Man City,88,3.979,86,4.189,87,4.054,86,4.083
D,Aké,5.4,5.4,Man City,38,1.755,24,1.335,25,1.242,24,1.265
D,Laporte,6.0,6.0,Man City,64,2.686,51,2.613,53,2.452,52,2.534
M,Bernardo Silva,7.4,7.4,Man City,59,2.536,59,3.155,55,2.592,53,2.71
F,Jesus,9.1,9.1,Man City,63,3.261,60,4.158,62,3.633,62,4.023
D,Zinchenko,5.5,5.5,Man City,42,1.914,41,2.228,38,1.861,39,2.014
M,Foden,6.0,6.0,Man City,61,3.357,60,4.272,60,3.657,60,4.015
M,Doyle,4.4,4.4,Man City,0,0,0,0,0,0,0,0
M,Rodrigo,5.3,5.3,Man City,68,2.372,66,2.745,67,2.519,65,2.602
M,Torres,6.9,6.9,Man City,25,1.262,25,1.643,27,1.528,25,1.55
D,Garcia,4.7,4.7,Man City,0,0,0,0,0,0,0,0
G,Romero,4.9,4.9,Man Utd,0,0,0,0,0,0,0,0
M,Mata,5.8,5.8,Man Utd,18,2.524,0,0,8,0.409,2,0.096
G,de Gea,5.3,5.3,Man Utd,24,2.899,0,0,12,0.551,10,0.438
D,Smalling,4.9,4.9,Man Utd,0,0,0,0,0,0,0,0
F,Ighalo,6.1,6.1,Man Utd,0,0,0,0,0,0,0,0
D,Rojo,4.8,4.8,Man Utd,0,0,0,0,0,0,0,0
M,Matic,4.7,4.7,Man Utd,22,2.073,0,0,12,0.405,8,0.259
M,Pogba,7.6,7.6,Man Utd,61,8.223,0,0,56,2.829,62,2.905
D,Jones,4.8,4.8,Man Utd,0,0,0,0,0,0,0,0
D,Maguire,5.5,5.5,Man Utd,79,8.406,0,0,84,3.941,82,3.48
M,Fred,5.3,5.3,Man Utd,69,6.377,0,0,70,2.385,69,2.233
D,Shaw,5.4,5.4,Man Utd,75,8.912,0,0,75,3.93,67,3.154
M,Lingard,6.6,6.4,West Ham,79,3.963,77,3.265,79,3.984,78,4.092
M,Fernandes,11.5,11.1,Man Utd,70,12.47,0,0,79,5.254,73,4.512
F,Martial,8.6,8.6,Man Utd,0,0,0,0,0,0,26,1.48
M,Pereira,4.8,4.8,Man Utd,0,0,0,0,0,0,0,0
G,Henderson,5.2,5.2,Man Utd,72,8.786,0,0,73,3.388,79,3.498
M,Rashford,9.6,9.6,Man Utd,65,11.452,0,0,78,5.057,72,4.37
D,Tuanzebe,4.1,4.1,Man Utd,0,0,0,0,0,0,1,0.041
D,Lindelöf,4.8,4.8,Man Utd,75,7.535,0,0,79,3.502,73,2.93
M,McTominay,4.9,4.9,Man Utd,61,6.137,0,0,66,2.404,66,2.295
D,Bailly,4.8,4.8,Man Utd,20,1.951,0,0,20,0.864,18,0.702
M,James,6.2,6.2,Man Utd,16,2.254,0,0,40,2.024,37,1.765
D,Fosu-Mensah,4.3,4.3,Man Utd,0,0,0,0,0,0,0,0
D,Wan-Bissaka,5.7,5.7,Man Utd,74,7.938,0,0,82,3.884,81,3.478
D,Dalot,4.8,4.8,Man Utd,0,0,0,0,0,0,0,0
M,Greenwood,7.2,7.2,Man Utd,60,9.139,0,0,67,3.711,64,3.338
M,Chong,4.4,4.4,Man Utd,0,0,0,0,0,0,0,0
M,Garner,4.4,4.4,Man Utd,0,0,0,0,0,0,0,0
D,Williams,4.2,4.2,Man Utd,0,0,0,0,2,0.089,3,0.121
D,Mengi,3.9,3.9,Man Utd,0,0,0,0,0,0,0,0
F,Carroll,5.1,5.1,Newcastle,3,0.128,4,0.167,5,0.292,5,0.235
M,Shelvey,5.3,5.3,Newcastle,84,2.383,81,2.251,80,3.104,78,2.487
M,Ritchie,4.9,4.9,Newcastle,74,2.169,71,2.034,73,2.906,62,2.057
D,Fernández,4.7,4.7,Newcastle,84,1.64,82,1.222,80,3.632,63,1.872
D,Clark,4.5,4.5,Newcastle,83,1.623,80,1.211,80,3.649,62,1.86
G,Darlow,4.9,4.9,Newcastle,0,0,0,0,0,0,0,0
G,Dubravka,4.8,4.8,Newcastle,88,3.162,86,3.041,87,3.99,87,3.392
D,Lejeune,4.3,4.3,Newcastle,0,0,0,0,0,0,0,0
D,Lascelles,4.2,4.2,Newcastle,0,0,0,0,0,0,37,1.071
F,Gayle,5.9,5.9,Newcastle,17,0.721,21,0.843,19,1.061,21,0.948
M,Atsu,5.2,5.2,Newcastle,0,0,0,0,0,0,0,0
D,Dummett,4.4,4.4,Newcastle,78,1.457,80,1.144,77,3.184,49,1.392
