rank,prev_rank,name,league,off,def,spi
1,1,Manchester City,Barclays Premier League,2.95,0.22,93.83
2,2,Liverpool,Barclays Premier League,2.98,0.31,92.65
3,3,Bayern Munich,German Bundesliga,3.49,0.57,92.34
4,5,Chelsea,Barclays Premier League,2.45,0.27,89.66
5,4,Ajax,Dutch Eredivisie,3.07,0.65,88.4
6,6,Real Madrid,Spanish Primera Division,2.55,0.5,86.2
7,7,Paris Saint-Germain,French Ligue 1,2.63,0.65,84.21
8,9,Barcelona,Spanish Primera Division,2.42,0.54,84.14
9,8,Internazionale,Italy Serie A,2.47,0.6,83.54
10,11,Arsenal,Barclays Premier League,2.21,0.5,82.41
11,10,RB Leipzig,German Bundesliga,2.59,0.73,82.23
12,13,Villarreal,Spanish Primera Division,2.28,0.57,81.71
13,12,Borussia Dortmund,German Bundesliga,2.67,0.83,81.41
14,14,Atletico Madrid,Spanish Primera Division,2.22,0.58,80.68
15,15,FC Porto,Portuguese Liga,2.31,0.7,79.47
16,16,Manchester United,Barclays Premier League,2.21,0.64,79.26
17,22,Bayer Leverkusen,German Bundesliga,2.52,0.88,78.48
18,18,Atalanta,Italy Serie A,2.23,0.7,78.24
19,19,Tottenham Hotspur,Barclays Premier League,2.25,0.72,77.97
20,17,Napoli,Italy Serie A,2.12,0.66,77.57
21,21,FC Salzburg,Austrian T-Mobile Bundesliga,2.27,0.77,77.21
22,23,Juventus,Italy Serie A,2.05,0.69,75.91
23,20,Athletic Bilbao,Spanish Primera Division,1.9,0.59,75.77
24,27,AC Milan,Italy Serie A,2.09,0.72,75.75
25,26,Sevilla FC,Spanish Primera Division,1.75,0.5,75.49
26,25,Benfica,Portuguese Liga,2.2,0.82,75.27
27,24,Brighton and Hove Albion,Barclays Premier League,1.88,0.61,74.95
28,42,Aston Villa,Barclays Premier League,2.0,0.7,74.77
29,34,West Ham United,Barclays Premier League,2.02,0.72,74.69
30,41,Lazio,Italy Serie A,2.14,0.82,74.23
31,28,Real Betis,Spanish Primera Division,2.07,0.78,74.09
32,31,Sporting CP,Portuguese Liga,1.97,0.71,74.01
33,44,AS Roma,Italy Serie A,2.11,0.81,73.86
34,32,TSG Hoffenheim,German Bundesliga,2.26,0.93,73.67
35,36,Celta Vigo,Spanish Primera Division,1.83,0.64,73.42
36,35,Real Sociedad,Spanish Primera Division,1.79,0.61,73.37
37,33,Mainz,German Bundesliga,2.01,0.77,73.17
38,46,Crystal Palace,Barclays Premier League,1.91,0.72,72.77
39,38,Stade Rennes,French Ligue 1,1.99,0.78,72.65
40,29,AS Monaco,French Ligue 1,1.89,0.71,72.61
41,40,PSV,Dutch Eredivisie,2.27,1.0,72.22
42,37,Feyenoord,Dutch Eredivisie,2.19,0.95,72.22
43,47,Osasuna,Spanish Primera Division,1.67,0.58,72.08
44,45,Lyon,French Ligue 1,1.99,0.82,71.78
45,30,Wolverhampton,Barclays Premier League,1.7,0.62,71.62
46,43,Zenit St Petersburg,Russian Premier Liga,2.19,1.01,70.94
47,48,Leicester City,Barclays Premier League,2.11,0.97,70.5
48,39,Southampton,Barclays Premier League,1.96,0.85,70.47
49,50,SC Freiburg,German Bundesliga,2.02,0.9,70.31
50,49,Fiorentina,Italy Serie A,1.9,0.83,69.88
51,51,Lille,French Ligue 1,1.72,0.7,69.88
52,53,FC Cologne,German Bundesliga,1.98,0.9,69.59
53,54,Strasbourg,French Ligue 1,1.86,0.82,69.46
54,57,1. FC Union Berlin,German Bundesliga,1.83,0.8,69.23
55,56,AZ,Dutch Eredivisie,1.98,0.92,69.21
