,can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,price_change_percent,price_change_hourly_rate,price_change_projections,price_change_locked_until,price_change_calibrating,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,known_name,region,team_join_date,birth_date,has_temporary_code,opta_code,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,scout_risks,scout_news_link,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,defensive_contribution_per_90
0,True,True,,,154561,0,0,0,0,58.1,623,"[{'offset': 0, 'projected_percent': '65.9', 'likelihood': 3}, {'offset': 1, 'projected_percent': '74.0', 'likelihood': 3}, {'offset': 2, 'projected_percent': '82.2', 'likelihood': 3}]",,False,1,1,7.2,7.2,14,David,7.2,1,True,,,60,154561.jpg,7.2,False,Raya Martín,40.2,False,,a,1,3,29,687801,127000,547196,21820,1.2,4.8,Raya,,200.0,2024-07-04,1995-09-15,False,p154561,360,0,0,3,1,0,1,0,0,0,7,3,98,46.2,0.0,0.0,4.7,6,44,0,0,4,0.00,0.01,0.01,2.72,,,,,,,[],,128,15,646,71,644,71,235,16,0.0,1.75,0.0,0.0,0.68,0.25,63,1,9,1,11,1,5,1,1.0,0.75,0.0
1,True,True,,,109745,0,0,-1,1,-21.3,-1,"[{'offset': 0, 'projected_percent': '-23.4', 'likelihood': -2}, {'offset': 1, 'projected_percent': '-25.6', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-27.9', 'likelihood': -2}]",,False,0,1,0.0,0.0,0,Kepa,0.0,2,False,,,49,109745.jpg,0.0,False,Arrizabalaga Revuelta,0.1,False,,a,1,3,0,1271,75,3720,266,0.0,0.0,Arrizabalaga,,200.0,2025-07-01,1994-10-03,False,p109745,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,514,66,514,53,473,52,520,66,0.0,0.0,0.0,0.0,0.0,0.0,352,16,549,66,549,66,460,52,0.0,0.0,0.0
2,True,True,,,437495,0,0,-1,1,-15.0,0,"[{'offset': 0, 'projected_percent': '-15.0', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-15.0', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-15.0', 'likelihood': -1}]",,False,0,1,0.0,0.0,0,Illan,0.0,3,False,,,49,437495.jpg,0.0,False,Meslier,0.0,False,,a,1,3,0,418,37,1357,98,0.0,0.0,Meslier,,73.0,2026-07-09,2000-03-02,False,p437495,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,528,67,527,55,490,54,535,67,0.0,0.0,0.0,0.0,0.0,0.0,378,18,558,67,558,67,544,61,0.0,0.0,0.0
3,True,True,,,226597,0,0,0,0,-68.4,-93,"[{'offset': 0, 'projected_percent': '-69.0', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-69.5', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-70.0', 'likelihood': -3}]",,False,0,2,6.0,6.0,9,Gabriel,6.0,4,False,,,80,226597.jpg,6.0,False,dos Santos Magalhães,23.5,False,,a,1,3,24,182354,20144,771184,47105,0.8,3.0,Gabriel,Gabriel Magalhães,30.0,2020-09-01,1997-12-19,False,p226597,360,0,0,3,1,0,0,0,2,0,0,2,84,48.4,7.4,83.0,13.8,29,13,3,32,4,0.51,0.06,0.57,2.72,,,,,,,[],,120,57,230,79,16,1,72,17,0.13,0.0,0.02,0.15,0.68,0.25,7,1,33,13,38,15,10,2,1.0,0.75,8.0
4,True,True,100.0,25.0,445122,0,0,0,0,2.8,42,"[{'offset': 0, 'projected_percent': '3.3', 'likelihood': 1}, {'offset': 1, 'projected_percent': '3.9', 'likelihood': 1}, {'offset': 2, 'projected_percent': '4.4', 'likelihood': 1}]",,False,0,2,0.2,0.1,1,Jurriën,0.2,5,False,,2026-07-23T12:01:23.272929Z,65,445122.jpg,1.0,False,Timber,0.2,False,,a,1,3,1,9668,8100,8144,1209,0.0,0.2,J.Timber,Jurriën Timber,152.0,2023-07-14,2001-06-17,False,p445122,45,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,2,5,1,3,0,0.00,0.01,0.01,1.57,,,,,,,[],,654,215,655,215,654,215,654,215,0.0,0.0,0.02,0.02,3.14,0.0,39,3,403,143,384,133,354,135,0.0,0.0,6.0
5,True,True,0.0,0.0,462424,0,0,-1,1,-9.3,-6,"[{'offset': 0, 'projected_percent': '-10.6', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-12.1', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-13.5', 'likelihood': -1}]",,False,0,2,0.0,0.0,0,William,0.0,6,False,Back injury - Unknown return date,2026-07-23T12:01:23.289376Z,59,462424.jpg,0.0,False,Saliba,0.2,False,,i,1,3,0,2905,222,16651,1102,0.0,0.0,Saliba,,73.0,2019-07-25,2001-03-24,False,p462424,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],https://www.arsenal.com/news/arteta-issues-update-on-bruno-timber-and-saliba-aKfIr6V2lm7B?utm_source=premier-league-web&utm_medium=referral&utm_campaign=pl-referral-always-on&utm_content=home&utm_term=live-bar,638,214,640,214,638,214,640,214,0.0,0.0,0.0,0.0,0.0,0.0,91,8,644,215,644,215,330,123,0.0,0.0,0.0
6,True,True,,,499169,0,0,0,0,-58.5,-13,"[{'offset': 0, 'projected_percent': '-61.2', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-64.0', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-66.9', 'likelihood': -3}]",,False,0,3,2.2,2.2,1,Myles,2.2,7,False,,,55,499169.jpg,2.2,False,Lewis-Skelly,0.6,False,,a,1,3,9,26955,1505,38871,5210,0.4,1.6,Lewis-Skelly,,241.0,2022-12-04,2006-09-26,False,p499169,271,0,0,2,1,0,0,0,0,0,0,0,37,21.6,38.8,16.0,7.0,5,8,1,14,4,0.16,0.23,0.39,1.02,,,,,,,[],,213,86,96,65,143,73,184,86,0.05,0.0,0.08,0.13,0.34,0.33,165,101,162,73,195,83,232,76,1.33,0.66,4.65
7,True,True,,,466075,0,0,3,-3,51.1,482,"[{'offset': 0, 'projected_percent': '57.2', 'likelihood': 3}, {'offset': 1, 'projected_percent': '63.5', 'likelihood': 3}, {'offset': 2, 'projected_percent': '69.8', 'likelihood': 3}]",,False,1,2,7.0,7.0,6,Riccardo,7.0,8,False,,,58,466075.jpg,7.0,False,Calafiori,50.0,False,,a,1,3,28,1438799,125691,281763,26859,1.2,4.8,Calafiori,,106.0,2024-07-29,2002-05-19,False,p466075,326,0,2,3,1,0,0,0,0,0,0,2,79,51.6,27.3,39.0,11.8,10,8,3,13,4,0.60,0.59,1.19,2.45,,,,,,,[],,112,53,134,42,74,14,94,27,0.17,0.0,0.16,0.33,0.68,0.28,108,11,15,5,17,6,3,1,1.1,0.83,3.59
8,True,True,,,448104,0,0,-2,2,-54.0,-43,"[{'offset': 0, 'projected_percent': '-59.8', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-65.8', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-71.8', 'likelihood': -3}]",,False,0,2,0.5,0.5,0,Piero,0.5,9,False,,,53,448104.jpg,1.0,False,Hincapié,1.0,False,,a,1,3,2,13477,1217,104663,8600,0.1,0.4,Hincapie,,62.0,2026-07-01,2002-01-09,False,p448104,32,0,0,0,0,0,0,0,0,0,0,0,6,6.4,1.0,2.0,1.0,2,0,1,3,0,0.00,0.00,0.00,0.28,,,,,,,[],,293,118,306,114,276,106,322,118,0.0,0.0,0.0,0.0,0.79,0.0,229,32,344,125,345,131,190,72,0.0,0.0,8.44
9,True,True,100.0,100.0,198869,0,0,0,0,49.0,-457,"[{'offset': 0, 'projected_percent': '43.3', 'likelihood': 3}, {'offset': 1, 'projected_percent': '37.3', 'likelihood': 2}, {'offset': 2, 'projected_percent': '31.3', 'likelihood': 2}]",,False,0,2,5.2,5.2,1,Benjamin,5.2,10,False,,2026-07-23T12:01:23.305229Z,55,198869.jpg,5.2,False,White,6.8,False,,a,1,3,21,445974,14383,349751,90364,0.9,3.8,White,,241.0,2021-07-30,1997-10-08,False,p198869,315,0,1,2,1,0,0,0,0,0,0,3,78,65.4,52.2,23.0,14.1,12,9,6,18,4,0.18,0.29,0.47,1.15,,,,,,,[],,64,31,57,11,117,35,66,16,0.05,0.0,0.08,0.13,0.33,0.29,131,15,42,18,47,20,57,23,1.14,0.57,5.14
