Pos,ID,Name,BV,SV,Team,19_xMins,20_xMins,21_xMins,22_xMins,23_xMins,24_xMins,19_Pts,20_Pts,21_Pts,22_Pts,23_Pts,24_Pts
G,1,Raya,6.0,6.0,Arsenal,89.10,89.10,89.10,89.10,89.10,89.10,3.98,3.72,3.77,3.97,3.88,4.15
G,2,Arrizabalaga,4.1,4.1,Arsenal,1.20,1.20,1.20,1.20,1.20,1.20,0.05,0.04,0.05,0.05,0.05,0.05
G,4,Setford,3.9,3.9,Arsenal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,5,Gabriel,6.3,6.3,Arsenal,71.70,71.70,84.45,84.45,84.45,84.45,4.66,4.51,5.13,5.27,5.46,5.78
D,6,Saliba,5.9,5.9,Arsenal,84.90,84.90,84.45,84.45,84.45,84.45,4.46,4.09,4.02,4.23,4.28,4.54
D,7,Calafiori,5.7,5.7,Arsenal,28.65,65.70,76.05,76.05,76.05,76.05,1.69,3.66,4.24,4.48,4.54,4.67
D,8,J.Timber,6.4,6.4,Arsenal,73.20,80.55,82.50,82.50,82.50,82.50,4.14,4.12,4.23,4.48,4.59,4.69
D,10,Lewis-Skelly,5.1,5.1,Arsenal,42.90,27.15,13.80,13.80,13.80,13.80,2.03,1.11,0.51,0.52,0.54,0.53
D,11,White,5.1,5.1,Arsenal,0.00,0.00,8.55,8.55,8.55,8.55,0.00,0.00,0.44,0.45,0.45,0.47
D,12,Zinchenko,4.9,4.9,Nott'm Forest,35.10,28.35,28.35,0.00,24.90,24.90,1.81,1.09,1.28,0.00,1.07,1.14
D,13,Clarke,3.8,3.8,Arsenal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,15,Nichols,3.8,3.8,Arsenal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,16,Saka,10.3,10.3,Arsenal,79.05,79.05,79.05,79.05,79.05,79.05,5.87,5.61,5.44,5.43,6.00,5.42
M,17,Ødegaard,7.8,7.8,Arsenal,81.90,73.80,73.80,73.80,73.80,73.80,4.53,3.91,3.79,3.89,4.15,3.78
M,18,Madueke,6.8,6.8,Arsenal,22.95,22.95,22.95,22.95,22.95,22.95,1.31,1.26,1.24,1.24,1.33,1.23
M,19,Martinelli,6.8,6.8,Arsenal,12.15,12.15,12.15,12.15,12.15,12.15,0.78,0.74,0.73,0.73,0.79,0.72
M,20,Trossard,6.9,6.9,Arsenal,40.50,40.50,40.50,40.50,40.50,40.50,2.36,2.24,2.25,2.22,2.40,2.22
M,21,Rice,7.2,7.2,Arsenal,0.00,79.50,79.50,79.50,79.50,79.50,0.00,4.54,4.33,4.55,4.76,4.30
M,22,Merino,5.8,5.8,Arsenal,82.50,30.90,27.60,27.60,27.60,27.60,4.43,1.73,1.50,1.53,1.63,1.48
M,24,Nørgaard,5.1,5.1,Arsenal,16.35,6.30,6.30,6.30,6.30,6.30,0.67,0.25,0.25,0.25,0.26,0.24
M,25,Nwaneri,5.1,5.1,Arsenal,10.05,10.05,10.05,10.05,10.05,10.05,0.54,0.51,0.51,0.51,0.55,0.50
M,26,Zubimendi,5.2,5.2,Arsenal,81.75,81.75,81.75,81.75,81.75,81.75,3.26,3.07,2.95,3.11,3.15,2.95
M,27,Nelson,4.8,4.8,Brentford,26.25,26.25,26.25,26.25,3.45,3.45,1.44,1.31,1.49,1.20,0.19,0.16
F,30,Havertz,7.3,7.3,Arsenal,17.85,17.85,17.85,17.85,17.85,17.85,1.07,1.05,1.04,1.02,1.15,1.02
F,31,G.Jesus,6.4,6.4,Arsenal,7.95,7.95,7.95,7.95,7.95,7.95,0.50,0.50,0.50,0.49,0.53,0.49
G,32,Martinez,5.0,5.0,Aston Villa,89.10,89.10,89.10,89.10,89.10,89.10,2.33,3.55,3.54,3.85,2.80,3.75
G,33,M.Bizot,4.2,4.2,Aston Villa,0.90,0.90,0.90,0.90,0.90,0.90,0.02,0.03,0.03,0.04,0.03,0.03
