Pos,ID,Name,BV,SV,Team,13_xMins,14_xMins,15_xMins,16_xMins,17_xMins,18_xMins,13_Pts,14_Pts,15_Pts,16_Pts,17_Pts,18_Pts
G,1,Raya,5.9,5.9,Arsenal,89.10,89.10,89.10,89.10,89.10,89.10,3.57,4.46,3.83,4.56,4.10,4.04
G,2,Arrizabalaga,4.2,4.2,Arsenal,1.20,1.20,1.20,1.20,1.20,1.20,0.04,0.05,0.05,0.05,0.05,0.05
G,4,Setford,4.0,4.0,Arsenal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,5,Gabriel,6.4,6.4,Arsenal,0.00,0.00,0.00,0.00,84.45,84.45,0.00,0.00,0.00,0.00,4.91,4.79
D,6,Saliba,6.0,6.0,Arsenal,87.45,87.45,87.45,87.45,84.45,84.45,3.53,4.73,4.21,5.02,4.29,4.18
D,7,Calafiori,5.8,5.8,Arsenal,76.80,76.80,76.80,76.80,74.70,74.70,3.40,4.69,3.87,5.04,4.00,4.28
D,8,J.Timber,6.3,6.3,Arsenal,82.50,82.50,82.50,82.50,82.50,82.50,3.36,4.70,3.92,5.02,4.03,4.27
D,10,Lewis-Skelly,5.1,5.1,Arsenal,24.60,24.60,24.60,24.60,14.85,14.85,0.88,1.06,0.96,1.13,0.58,0.61
D,11,White,5.3,5.3,Arsenal,8.55,8.55,8.55,8.55,8.55,8.55,0.38,0.47,0.41,0.49,0.42,0.43
D,12,Zinchenko,4.9,4.9,Nott'm Forest,28.35,28.35,28.35,28.35,28.35,28.35,1.20,1.31,1.16,1.24,1.15,0.94
D,13,Clarke,3.8,3.8,Arsenal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,15,Nichols,3.8,3.8,Arsenal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,16,Saka,10.1,10.1,Arsenal,84.15,84.15,79.05,79.05,79.05,79.05,5.01,6.54,5.14,6.69,5.07,5.81
M,17,Ødegaard,7.8,7.8,Arsenal,38.70,45.45,73.80,73.80,73.80,73.80,1.82,2.71,3.66,4.71,3.69,4.14
M,18,Madueke,6.8,6.8,Arsenal,47.40,27.30,21.00,21.00,21.00,21.00,2.26,1.68,1.11,1.39,1.10,1.23
M,19,Martinelli,6.8,6.8,Arsenal,19.20,8.25,12.15,12.15,12.15,12.15,1.01,0.55,0.67,0.86,0.67,0.76
M,20,Trossard,6.9,6.9,Arsenal,12.15,34.05,39.00,39.00,39.00,39.00,0.57,2.03,1.98,2.47,1.98,2.19
M,21,Rice,7.0,7.0,Arsenal,84.75,84.75,79.50,79.50,79.50,79.50,3.98,4.77,3.96,4.74,3.92,4.30
M,22,Merino,5.9,5.9,Arsenal,80.55,51.45,27.30,27.30,27.30,27.30,3.90,3.00,1.39,1.70,1.33,1.47
M,24,Nørgaard,5.2,5.2,Arsenal,5.70,5.70,5.70,5.70,5.70,5.70,0.22,0.24,0.22,0.24,0.22,0.23
M,25,Nwaneri,5.1,5.1,Arsenal,17.55,17.55,9.45,9.45,9.45,9.45,0.82,0.98,0.46,0.54,0.45,0.50
M,26,Zubimendi,5.4,5.4,Arsenal,81.75,81.75,81.75,81.75,81.75,81.75,2.87,3.25,2.95,3.35,2.97,3.14
M,27,Nelson,4.8,4.8,Brentford,3.45,0.00,3.45,3.45,35.40,47.55,0.22,0.00,0.18,0.20,1.94,2.62
F,30,Havertz,7.3,7.3,Arsenal,9.90,14.85,22.35,22.35,22.35,22.35,0.50,0.92,1.21,1.51,1.19,1.34
F,31,G.Jesus,6.4,6.4,Arsenal,9.15,9.15,9.15,9.15,9.15,9.15,0.50,0.61,0.52,0.66,0.52,0.59
