Pos,ID,Name,BV,SV,Team,21_xMins,22_xMins,23_xMins,24_xMins,25_xMins,26_xMins,21_Pts,22_Pts,23_Pts,24_Pts,25_Pts,26_Pts
G,1,Raya,6.0,6.0,Arsenal,89.10,89.10,89.10,89.10,89.10,178.20,3.80,3.97,3.96,4.14,4.44,8.27
G,2,Arrizabalaga,4.1,4.1,Arsenal,1.20,1.20,1.20,1.20,1.20,2.40,0.05,0.05,0.05,0.05,0.05,0.10
G,4,Setford,3.9,3.9,Arsenal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,5,Gabriel,6.6,6.6,Arsenal,84.45,84.45,84.45,84.45,84.45,168.90,5.26,5.23,5.43,5.65,5.95,11.47
D,6,Saliba,5.9,5.9,Arsenal,84.45,84.45,84.45,84.45,84.45,168.90,4.06,4.15,4.32,4.56,4.97,9.12
D,7,Calafiori,5.6,5.6,Arsenal,0.00,76.05,76.05,76.05,76.05,152.10,0.00,4.31,4.58,4.64,5.14,9.58
D,8,J.Timber,6.3,6.3,Arsenal,82.50,82.50,82.50,82.50,82.50,165.00,4.35,4.42,4.75,4.75,5.24,9.85
D,10,Lewis-Skelly,5.1,5.1,Arsenal,25.80,13.80,13.80,13.80,13.80,27.60,1.12,0.52,0.54,0.53,0.56,1.09
D,11,White,5.1,5.1,Arsenal,8.55,8.55,8.55,8.55,8.55,17.10,0.45,0.45,0.47,0.47,0.51,0.95
D,12,Zinchenko,4.9,4.9,Nott'm Forest,25.50,0.00,25.50,25.50,25.50,25.50,1.15,0.00,1.14,1.20,1.14,1.34
D,13,Clarke,3.8,3.8,Arsenal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,15,Nichols,3.8,3.8,Arsenal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,16,Saka,10.2,10.2,Arsenal,79.05,79.05,79.05,79.05,79.05,158.10,5.51,5.36,6.21,5.43,6.27,11.89
M,17,Ødegaard,7.8,7.8,Arsenal,73.80,73.80,73.80,73.80,73.80,147.60,3.90,3.91,4.30,3.86,4.35,8.34
M,18,Madueke,6.8,6.8,Arsenal,22.95,22.95,22.95,22.95,22.95,45.90,1.27,1.23,1.37,1.25,1.40,2.68
M,19,Martinelli,6.8,6.8,Arsenal,12.15,12.15,12.15,12.15,12.15,24.30,0.74,0.73,0.81,0.73,0.83,1.57
M,20,Trossard,7.0,7.0,Arsenal,40.50,40.50,40.50,40.50,40.50,81.00,2.23,2.21,2.47,2.24,2.54,4.78
M,21,Rice,7.2,7.2,Arsenal,79.50,79.50,79.50,79.50,79.50,159.00,4.54,4.63,4.90,4.39,4.81,9.40
M,22,Merino,5.7,5.7,Arsenal,27.60,27.60,27.60,27.60,27.60,55.20,1.51,1.50,1.67,1.50,1.67,3.20
M,24,Nørgaard,5.1,5.1,Arsenal,6.30,6.30,6.30,6.30,6.30,12.60,0.25,0.25,0.26,0.25,0.26,0.51
M,25,Nwaneri,5.0,5.0,Arsenal,10.05,10.05,10.05,10.05,10.05,20.10,0.52,0.51,0.56,0.51,0.56,1.08
M,26,Zubimendi,5.2,5.2,Arsenal,81.75,81.75,81.75,81.75,81.75,163.50,3.12,3.19,3.31,3.03,3.28,6.46
M,27,Nelson,4.8,4.8,Brentford,26.25,26.25,3.45,3.45,3.45,3.45,1.52,1.25,0.18,0.16,0.17,0.15
F,30,Havertz,7.3,7.3,Arsenal,17.85,17.85,17.85,17.85,17.85,35.70,1.02,1.02,1.14,1.03,1.19,2.24
F,31,G.Jesus,6.4,6.4,Arsenal,7.95,7.95,7.95,7.95,7.95,15.90,0.49,0.49,0.55,0.49,0.56,1.06
G,32,Martinez,5.0,5.0,Aston Villa,89.10,89.10,89.10,89.10,89.10,89.10,3.68,3.74,2.93,3.69,3.24,3.40
G,33,M.Bizot,4.2,4.2,Aston Villa,0.90,0.90,0.90,0.90,0.90,0.90,0.03,0.03,0.03,0.03,0.03,0.03
D,36,Cash,4.8,4.8,Aston Villa,84.00,84.00,84.00,84.00,84.00,84.00,3.61,4.14,3.01,4.10,3.38,3.74
D,37,Digne,4.5,4.5,Aston Villa,25.80,25.80,25.80,25.80,25.80,25.80,1.16,1.28,1.05,1.30,1.12,1.24
D,38,Konsa,4.4,4.4,Aston Villa,85.20,84.75,84.75,84.75,84.75,84.75,3.51,4.03,2.84,3.94,3.14,3.50
D,39,Maatsen,4.2,4.2,Aston Villa,76.80,76.80,76.80,76.80,76.80,76.80,3.78,4.18,3.15,4.12,3.45,3.78
D,40,Mings,4.3,4.3,Aston Villa,5.10,13.65,13.65,13.65,13.65,13.65,0.24,0.64,0.53,0.64,0.55,0.59
D,41,Pau,4.3,4.3,Aston Villa,5.40,76.65,76.65,76.65,76.65,76.65,0.25,3.76,2.76,3.73,3.08,3.24
D,42,A.García,3.9,3.9,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,44,Bogarde,4.0,4.0,Aston Villa,51.60,45.45,9.30,9.30,9.30,9.30,2.21,2.19,0.32,0.35,0.33,0.34
D,45,Sousa,3.9,3.9,Aston Villa,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.01,0.01,0.01,0.01,0.01
M,47,Rogers,7.6,7.6,Aston Villa,85.35,85.35,85.35,85.35,85.35,85.35,4.06,4.39,3.73,4.41,4.04,4.46
M,48,Tielemans,5.9,5.9,Aston Villa,84.00,84.00,84.00,84.00,84.00,84.00,3.89,4.25,3.78,4.17,4.06,4.21
M,50,Buendía,5.3,5.3,Aston Villa,64.80,64.80,31.80,31.80,31.80,31.80,3.69,3.97,1.69,1.96,1.83,1.97
M,52,J.Ramsey,5.3,5.3,Newcastle,29.40,29.40,29.40,29.40,29.40,29.40,1.34,1.35,1.30,1.13,1.38,1.25
M,53,Malen,5.1,5.1,Aston Villa,44.70,44.70,33.90,33.90,33.90,33.90,2.66,2.87,1.91,2.28,2.03,2.22
M,54,McGinn,5.4,5.4,Aston Villa,75.45,75.45,75.45,75.45,75.45,75.45,3.43,3.71,3.25,3.74,3.49,3.70
M,55,Barkley,4.8,4.8,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,58,Kamara,4.9,4.9,Aston Villa,84.15,75.75,75.75,75.75,75.75,75.75,2.94,2.88,2.62,2.73,2.70,2.76
M,59,Onana,4.8,4.8,Aston Villa,0.00,0.00,56.85,56.85,56.85,56.85,0.00,0.00,2.36,2.51,2.48,2.49
M,60,Broggio,4.4,4.4,Aston Villa,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.02,0.01,0.02,0.01,0.02
M,62,Jimoh-Aloba,4.5,4.5,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,63,Young,4.3,4.3,Aston Villa,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.02,0.01,0.02,0.01,0.02
F,64,Watkins,8.7,8.7,Aston Villa,72.75,72.75,72.75,72.75,72.75,72.75,3.88,4.29,3.82,4.32,4.07,4.34
G,67,Petrović,4.5,4.5,Bournemouth,89.10,89.10,89.10,89.10,89.10,89.10,3.21,2.76,2.74,3.39,3.05,3.40
