Pos,ID,Name,BV,SV,Team,24_xMins,25_xMins,26_xMins,27_xMins,28_xMins,29_xMins,24_Pts,25_Pts,26_Pts,27_Pts,28_Pts,29_Pts
G,1,Raya,5.9,5.9,Arsenal,89.10,89.10,178.20,89.10,89.10,89.10,4.09,4.45,8.32,3.98,3.84,3.77
G,2,Arrizabalaga,4.1,4.1,Arsenal,1.20,1.20,2.40,1.20,1.20,1.20,0.05,0.05,0.10,0.05,0.05,0.05
G,4,Setford,3.9,3.9,Arsenal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,5,Gabriel,7.0,7.0,Arsenal,84.45,84.45,168.90,84.45,84.45,84.45,5.41,5.73,11.09,5.24,4.80,4.83
D,6,Saliba,6.0,6.0,Arsenal,84.45,84.45,168.90,84.45,84.45,84.45,4.43,4.83,9.02,4.28,4.01,3.90
D,7,Calafiori,5.6,5.6,Arsenal,32.55,76.05,152.10,76.05,76.05,76.05,1.85,5.09,9.44,4.46,4.36,4.10
D,8,J.Timber,6.3,6.3,Arsenal,82.50,82.50,165.00,82.50,82.50,82.50,4.68,5.25,9.60,4.51,4.40,4.12
D,10,Lewis-Skelly,5.1,5.1,Arsenal,13.80,13.80,27.60,13.80,13.80,13.80,0.53,0.55,1.07,0.52,0.52,0.51
D,11,White,5.1,5.1,Arsenal,8.55,8.55,17.10,8.55,8.55,8.55,0.46,0.50,0.94,0.45,0.45,0.43
D,12,Zinchenko,4.9,4.9,Nott'm Forest,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,13,Clarke,3.8,3.8,Arsenal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,15,Nichols,3.8,3.8,Arsenal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,16,Saka,10.0,10.0,Arsenal,77.10,77.10,154.20,77.10,77.10,77.10,5.23,5.83,10.94,5.12,5.52,5.01
M,17,Ødegaard,7.8,7.8,Arsenal,77.55,77.55,155.10,77.55,77.55,77.55,3.95,4.42,8.35,4.07,4.17,3.84
M,18,Madueke,6.8,6.8,Arsenal,26.40,26.40,52.80,26.40,26.40,26.40,1.48,1.61,3.09,1.48,1.56,1.44
M,19,Martinelli,6.8,6.8,Arsenal,15.90,15.90,31.80,15.90,15.90,15.90,0.92,1.00,1.91,0.91,0.96,0.88
M,20,Trossard,6.8,6.8,Arsenal,60.60,60.60,121.20,60.60,60.60,60.60,3.40,3.71,7.06,3.40,3.55,3.24
M,21,Rice,7.4,7.4,Arsenal,83.10,83.10,166.20,83.10,83.10,83.10,4.58,4.96,9.81,4.87,4.91,4.63
M,22,Merino,5.5,5.5,Arsenal,16.80,16.80,33.60,16.80,16.80,16.80,0.86,0.95,1.85,0.90,0.93,0.88
M,24,Nørgaard,5.1,5.1,Arsenal,6.90,6.90,13.80,6.90,6.90,6.90,0.27,0.28,0.55,0.28,0.28,0.27
M,26,Zubimendi,5.2,5.2,Arsenal,84.00,84.00,168.00,84.00,84.00,84.00,3.13,3.30,6.57,3.30,3.28,3.15
M,27,Nelson,4.8,4.8,Brentford,9.15,9.15,9.15,9.15,9.15,9.15,0.45,0.44,0.39,0.47,0.48,0.47
