Pos,ID,Name,BV,SV,Team,15_xMins,16_xMins,17_xMins,18_xMins,19_xMins,20_xMins,15_Pts,16_Pts,17_Pts,18_Pts,19_Pts,20_Pts
G,1,Raya,5.9,5.9,Arsenal,89.10,89.10,89.10,89.10,89.10,89.10,3.65,4.25,3.85,3.89,3.97,3.80
G,2,Arrizabalaga,4.2,4.2,Arsenal,1.20,1.20,1.20,1.20,1.20,1.20,0.05,0.05,0.05,0.05,0.05,0.05
G,4,Setford,3.9,3.9,Arsenal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,5,Gabriel,6.3,6.3,Arsenal,0.00,0.00,84.45,84.45,84.45,84.45,0.00,0.00,4.90,4.55,4.84,4.66
D,6,Saliba,6.0,6.0,Arsenal,63.15,87.45,84.45,84.45,84.45,84.45,2.85,4.56,4.11,4.00,4.18,3.88
D,7,Calafiori,5.8,5.8,Arsenal,79.05,76.80,74.70,74.70,74.70,74.70,3.89,4.70,4.03,4.12,4.21,3.88
D,8,J.Timber,6.4,6.4,Arsenal,82.50,82.50,82.50,82.50,82.50,82.50,3.77,4.69,4.01,4.07,4.17,3.81
D,10,Lewis-Skelly,5.1,5.1,Arsenal,27.75,24.60,14.85,14.85,14.85,14.85,1.08,1.05,0.57,0.58,0.59,0.56
D,11,White,5.3,5.3,Arsenal,35.40,8.55,8.55,8.55,8.55,8.55,1.75,0.46,0.42,0.42,0.43,0.41
D,12,Zinchenko,4.9,4.9,Nott'm Forest,0.00,0.00,28.35,28.35,28.35,28.35,0.00,0.00,1.13,0.93,1.26,1.09
D,13,Clarke,3.8,3.8,Arsenal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,15,Nichols,3.8,3.8,Arsenal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,16,Saka,10.1,10.1,Arsenal,79.05,79.05,79.05,79.05,79.05,79.05,5.04,6.29,4.91,5.47,5.49,5.06
M,17,Ødegaard,7.8,7.8,Arsenal,70.20,70.20,70.20,70.20,70.20,70.20,3.40,4.17,3.49,3.72,3.69,3.46
M,18,Madueke,6.8,6.8,Arsenal,47.40,30.75,30.75,21.00,21.00,21.00,2.35,1.88,1.55,1.17,1.12,1.08
M,19,Martinelli,6.8,6.8,Arsenal,26.40,19.20,19.20,12.15,12.15,12.15,1.42,1.28,1.04,0.73,0.72,0.67
M,20,Trossard,6.9,6.9,Arsenal,12.90,26.85,26.85,39.00,39.00,39.00,0.65,1.64,1.33,2.08,2.05,1.97
M,21,Rice,7.1,7.1,Arsenal,79.50,79.50,79.50,79.50,79.50,79.50,3.90,4.45,3.81,4.06,4.10,3.91
M,22,Merino,6.0,6.0,Arsenal,68.70,54.90,54.90,27.30,27.30,27.30,3.74,3.33,2.66,1.43,1.44,1.38
M,24,Nørgaard,5.2,5.2,Arsenal,5.70,5.70,5.70,5.70,5.70,5.70,0.22,0.23,0.22,0.22,0.22,0.22
M,25,Nwaneri,5.1,5.1,Arsenal,15.15,9.45,9.45,9.45,9.45,9.45,0.70,0.52,0.44,0.48,0.47,0.45
M,26,Zubimendi,5.3,5.3,Arsenal,81.75,81.75,81.75,81.75,81.75,81.75,2.88,3.16,2.90,2.98,3.01,2.92
M,27,Nelson,4.8,4.8,Brentford,3.45,3.45,35.40,47.55,47.55,47.55,0.18,0.20,1.98,2.67,2.69,2.37
F,30,Havertz,7.3,7.3,Arsenal,0.00,0.00,0.00,22.35,22.35,22.35,0.00,0.00,0.00,1.27,1.26,1.20
F,31,G.Jesus,6.4,6.4,Arsenal,5.70,5.70,5.70,9.15,9.15,9.15,0.32,0.39,0.32,0.55,0.54,0.53
G,32,Martinez,5.1,5.1,Aston Villa,45.00,89.10,89.10,89.10,89.10,89.10,1.45,3.51,3.16,3.02,2.87,3.74
G,33,M.Bizot,4.3,4.3,Aston Villa,45.00,0.90,0.90,0.90,0.90,0.90,1.46,0.03,0.03,0.03,0.03,0.03
D,36,Cash,4.7,4.7,Aston Villa,84.00,84.00,84.00,84.00,84.00,84.00,2.83,3.69,3.24,2.61,2.53,3.83
D,37,Digne,4.5,4.5,Aston Villa,76.35,76.35,76.35,76.35,76.35,76.35,2.89,3.80,3.40,2.70,2.51,4.07
D,38,Konsa,4.4,4.4,Aston Villa,84.75,84.75,84.75,84.75,84.75,84.75,2.68,3.40,3.00,2.44,2.42,3.64
D,39,Maatsen,4.2,4.2,Aston Villa,27.90,27.90,27.90,27.90,27.90,27.90,1.02,1.21,1.13,1.00,0.94,1.22
D,40,Mings,4.3,4.3,Aston Villa,0.00,0.00,0.00,0.00,0.00,13.65,0.00,0.00,0.00,0.00,0.00,0.62
D,41,Pau,4.3,4.3,Aston Villa,82.95,82.95,82.95,82.95,82.95,76.65,2.74,3.40,3.05,2.49,2.52,3.42
D,42,A.García,3.9,3.9,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,44,Bogarde,4.0,4.0,Aston Villa,9.30,9.30,9.30,9.30,9.30,9.30,0.31,0.34,0.33,0.30,0.30,0.33
D,45,Sousa,3.9,3.9,Aston Villa,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.01,0.01,0.01,0.01,0.01
M,47,Rogers,6.9,6.9,Aston Villa,85.35,85.35,85.35,85.35,85.35,85.35,3.19,4.15,3.85,3.23,2.87,4.06
M,48,Tielemans,5.9,5.9,Aston Villa,78.45,78.45,78.45,78.45,78.45,78.45,3.14,3.74,3.63,3.24,2.84,3.75
M,50,Buendía,5.3,5.3,Aston Villa,41.70,41.70,47.70,54.30,54.30,54.30,1.88,2.38,2.55,2.51,2.22,2.98
M,52,J.Ramsey,5.3,5.3,Newcastle,20.10,12.90,12.90,12.90,12.90,12.90,0.96,0.53,0.54,0.53,0.59,0.54
M,53,Malen,5.1,5.1,Aston Villa,51.60,51.60,53.70,61.80,61.80,61.80,2.49,3.12,3.03,2.95,2.59,3.60
M,54,McGinn,5.4,5.4,Aston Villa,75.45,75.45,73.50,75.45,75.45,75.45,2.88,3.57,3.21,2.94,2.65,3.54
M,55,Barkley,4.8,4.8,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,58,Kamara,4.9,4.9,Aston Villa,75.75,75.75,75.75,75.75,75.75,75.75,2.34,2.63,2.58,2.44,2.26,2.70
M,59,Onana,4.8,4.8,Aston Villa,28.20,28.20,28.20,28.20,28.20,28.20,1.06,1.19,1.18,1.12,1.03,1.21
M,60,Broggio,4.5,4.5,Aston Villa,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.02,0.01,0.01,0.01,0.01
M,62,Jimoh-Aloba,4.5,4.5,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,63,Young,4.4,4.4,Aston Villa,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.01,0.01,0.01,0.01,0.01
F,64,Watkins,8.5,8.5,Aston Villa,71.85,71.85,71.85,71.85,71.85,71.85,3.12,4.12,3.75,3.26,2.83,3.84
G,67,Petrović,4.5,4.5,Bournemouth,89.10,89.10,89.10,89.10,89.10,89.10,2.83,2.59,3.86,3.00,2.74,2.99
G,68,Dennis,4.0,4.0,Bournemouth,0.90,0.90,0.90,0.90,0.90,0.90,0.03,0.03,0.04,0.03,0.03,0.03
G,69,McKenna,4.0,4.0,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,72,Senesi,5.0,5.0,Bournemouth,85.95,85.95,85.95,85.95,85.95,85.95,3.31,3.60,5.00,3.98,3.23,3.67
D,73,Smith,4.4,4.4,Bournemouth,46.20,46.20,35.25,35.25,35.25,28.50,1.41,1.36,1.61,1.20,1.02,0.92
D,74,Truffert,4.5,4.5,Bournemouth,85.20,85.20,85.20,85.20,85.20,85.20,2.72,2.84,4.48,3.26,2.57,2.89
D,75,Akinmboni,3.9,3.9,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,76,Bevan,3.9,3.9,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,77,Hill,4.0,4.0,Bournemouth,14.85,14.85,14.85,14.85,14.85,14.85,0.52,0.52,0.63,0.55,0.50,0.52
D,78,J.Araujo,3.8,3.8,Bournemouth,1.65,1.65,1.65,1.65,1.65,1.65,0.06,0.06,0.07,0.06,0.06,0.06
D,80,Soler,4.0,4.0,Bournemouth,2.85,2.85,2.85,2.85,2.85,2.85,0.12,0.12,0.14,0.13,0.12,0.12
M,81,Kluivert,7.0,7.0,Bournemouth,68.40,46.50,53.25,53.25,53.25,53.25,3.31,2.33,3.52,2.69,2.47,2.36
M,82,Semenyo,7.7,7.7,Bournemouth,86.70,86.70,86.70,86.70,86.70,86.70,4.16,4.30,5.73,4.33,4.00,3.78
M,83,O.Dango,6.0,6.0,Brentford,77.85,77.85,35.10,0.00,0.00,0.00,4.10,4.63,2.03,0.00,0.00,0.00
M,84,Tavernier,5.5,5.5,Bournemouth,82.20,82.20,83.55,83.55,83.55,83.55,3.35,3.73,4.94,3.81,3.52,3.39
M,85,Adams,5.0,5.0,Bournemouth,0.00,86.25,83.40,83.40,83.40,83.40,0.00,3.18,3.33,3.02,3.02,2.83
M,86,Brooks,5.0,5.0,Bournemouth,67.80,46.20,52.80,52.80,52.80,52.80,2.89,1.98,2.95,2.33,2.15,2.05
M,87,Christie,5.0,5.0,Bournemouth,0.00,0.00,0.00,0.00,0.00,22.35,0.00,0.00,0.00,0.00,0.00,0.88
M,88,Cook,4.9,4.9,Bournemouth,0.00,0.00,40.50,40.50,40.50,32.85,0.00,0.00,1.88,1.67,1.65,1.27
M,90,Scott,5.0,5.0,Bournemouth,81.30,81.30,73.35,73.35,73.35,69.30,3.27,3.36,3.53,3.01,2.94,2.66
F,97,Evanilson,7.0,7.0,Bournemouth,77.85,77.85,77.85,77.85,77.85,77.85,3.50,3.53,4.46,3.63,3.31,3.14
F,98,Enes Ünal,5.4,5.4,Bournemouth,5.40,5.40,5.40,5.40,5.40,5.40,0.29,0.29,0.36,0.30,0.27,0.26
F,100,Kroupi.Jr,4.6,4.6,Bournemouth,39.00,29.85,29.85,29.85,29.85,29.85,1.90,1.46,1.88,1.48,1.40,1.34
G,101,Kelleher,4.5,4.5,Brentford,89.10,89.10,89.10,89.10,89.10,89.10,3.43,3.78,3.83,3.64,3.57,3.45
G,102,Balcombe,4.0,4.0,Brentford,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,103,Cox,4.0,4.0,Brentford,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,104,Eyestone,3.9,3.9,Brentford,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,105,Valdimarsson,3.9,3.9,Brentford,0.90,0.90,0.90,0.90,0.90,0.90,0.03,0.04,0.04,0.03,0.03,0.03
D,106,Collins,4.9,4.9,Brentford,88.95,88.95,88.95,88.95,88.95,88.95,4.16,4.48,4.41,4.39,4.36,4.19
D,107,Lewis-Potter,4.8,4.8,Brentford,21.60,21.60,75.15,78.60,78.60,78.60,0.89,1.00,3.61,3.64,3.71,3.30
D,108,Ajer,4.4,4.4,Brentford,61.35,61.35,61.35,61.35,61.35,61.35,2.62,2.89,2.81,2.74,2.78,2.59
D,109,Henry,4.3,4.3,Brentford,9.30,9.30,9.30,9.30,9.30,9.30,0.35,0.37,0.36,0.36,0.37,0.35
D,110,Kayode,4.5,4.5,Brentford,82.65,82.65,82.65,82.65,82.65,82.65,3.15,3.67,3.57,3.39,3.45,3.13
D,111,Pinnock,4.3,4.3,Brentford,10.20,10.20,31.35,47.40,47.40,47.40,0.46,0.47,1.60,2.40,2.41,2.34
D,113,Van den Berg,4.5,4.5,Brentford,87.15,87.15,87.15,87.15,87.15,87.15,3.76,4.00,3.93,3.86,3.91,3.75
D,114,Arthur,3.9,3.9,Brentford,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,116,Hickey,4.0,4.0,Brentford,43.20,43.20,43.20,43.20,43.20,43.20,1.72,1.96,1.92,1.84,1.89,1.72
M,119,Mbeumo,8.5,8.5,Man Utd,85.35,85.35,42.45,0.00,0.00,0.00,5.25,5.13,2.24,0.00,0.00,0.00
M,120,Schade,7.0,7.0,Brentford,83.55,83.55,82.50,82.50,82.50,82.50,3.78,4.30,4.46,4.56,4.57,3.99
M,121,Damsgaard,5.8,5.8,Brentford,77.85,77.85,82.50,82.50,82.50,82.50,3.67,3.96,4.18,4.17,4.22,3.78
M,122,Milambo,5.2,5.2,Brentford,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,123,Carvalho,4.8,4.8,Brentford,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,124,Henderson,5.0,5.0,Brentford,78.45,78.45,78.45,78.45,78.45,78.45,2.76,2.86,2.86,2.85,2.88,2.70
M,125,Janelt,4.9,4.9,Brentford,23.25,23.25,23.25,23.25,23.25,23.25,0.90,0.93,0.92,0.94,0.95,0.89
