Pos,ID,Name,BV,SV,Team,26_xMins,27_xMins,28_xMins,29_xMins,30_xMins,31_xMins,26_Pts,27_Pts,28_Pts,29_Pts,30_Pts,31_Pts
G,1,Raya,5.9,5.9,Arsenal,178.20,89.10,89.10,89.10,89.10,0.00,8.17,3.89,3.69,3.79,4.22,0.00
G,2,Arrizabalaga,4.1,4.1,Arsenal,2.40,1.20,1.20,1.20,1.20,0.00,0.10,0.05,0.05,0.05,0.05,0.00
G,4,Setford,3.9,3.9,Arsenal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,5,Gabriel,7.1,7.1,Arsenal,168.90,84.45,84.45,84.45,84.45,0.00,10.20,4.93,4.53,4.49,5.49,0.00
D,6,Saliba,6.1,6.1,Arsenal,168.90,84.45,84.45,84.45,84.45,0.00,8.29,3.92,3.69,3.68,4.45,0.00
D,7,Calafiori,5.6,5.6,Arsenal,152.10,76.05,76.05,76.05,76.05,0.00,8.88,4.23,4.11,3.98,4.90,0.00
D,8,J.Timber,6.4,6.4,Arsenal,165.00,82.50,82.50,82.50,82.50,0.00,9.11,4.36,4.29,4.02,5.07,0.00
D,10,Lewis-Skelly,5.1,5.1,Arsenal,22.20,11.10,11.10,11.10,11.10,0.00,0.90,0.44,0.45,0.43,0.46,0.00
D,11,White,5.1,5.1,Arsenal,17.10,8.55,8.55,8.55,8.55,0.00,0.89,0.43,0.42,0.41,0.47,0.00
D,13,Clarke,3.8,3.8,Arsenal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,15,Nichols,3.7,3.7,Arsenal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,16,Saka,9.9,9.9,Arsenal,0.00,77.10,77.10,77.10,77.10,0.00,0.00,5.18,5.53,5.04,5.90,0.00
M,17,Ødegaard,7.8,7.8,Arsenal,39.60,77.10,77.10,77.10,77.10,0.00,2.16,4.01,4.26,3.94,4.46,0.00
M,18,Madueke,6.8,6.8,Arsenal,142.20,26.40,26.40,26.40,26.40,0.00,8.39,1.57,1.65,1.52,1.70,0.00
M,19,Martinelli,6.8,6.8,Arsenal,81.30,15.90,15.90,15.90,15.90,0.00,4.88,0.95,1.01,0.92,1.09,0.00
M,20,Trossard,6.8,6.8,Arsenal,109.50,60.60,60.60,60.60,60.60,0.00,6.37,3.48,3.73,3.39,3.91,0.00
M,21,Rice,7.5,7.5,Arsenal,168.00,84.00,84.00,84.00,84.00,0.00,9.70,4.92,5.00,4.79,5.31,0.00
M,22,Merino,5.4,5.4,Arsenal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,24,Nørgaard,5.1,5.1,Arsenal,9.30,4.65,4.65,4.65,4.65,0.00,0.39,0.20,0.20,0.19,0.21,0.00
M,26,Zubimendi,5.3,5.3,Arsenal,166.50,83.25,83.25,83.25,83.25,0.00,6.54,3.34,3.30,3.24,3.50,0.00
M,27,Nelson,4.8,4.8,Brentford,15.75,9.15,9.15,9.15,9.15,9.15,0.69,0.51,0.48,0.46,0.48,0.47
F,30,Havertz,7.3,7.3,Arsenal,134.40,32.70,32.70,32.70,32.70,0.00,6.53,1.65,1.80,1.65,1.88,0.00
F,31,G.Jesus,6.4,6.4,Arsenal,73.20,24.00,24.00,24.00,24.00,0.00,3.95,1.37,1.50,1.36,1.54,0.00
G,32,Martinez,5.0,5.0,Aston Villa,89.10,89.10,89.10,89.10,89.10,89.10,3.47,3.58,3.67,3.04,3.01,3.40
G,33,M.Bizot,4.2,4.2,Aston Villa,0.90,0.90,0.90,0.90,0.90,0.90,0.03,0.03,0.04,0.03,0.03,0.03
D,36,Cash,4.9,4.9,Aston Villa,84.00,84.00,84.00,84.00,84.00,84.00,3.71,4.05,3.97,3.19,2.90,4.11
D,37,Digne,4.5,4.5,Aston Villa,25.80,38.55,38.55,38.55,38.55,38.55,1.16,1.94,1.93,1.65,1.49,2.00
D,38,Konsa,4.4,4.4,Aston Villa,84.75,84.75,84.75,84.75,84.75,84.75,3.39,3.73,3.68,2.92,2.66,3.68
D,39,Maatsen,4.2,4.2,Aston Villa,76.80,64.05,64.05,64.05,64.05,64.05,4.02,3.61,3.56,2.97,2.71,3.63
D,40,Mings,4.3,4.3,Aston Villa,13.65,13.65,13.65,13.65,13.65,13.65,0.56,0.60,0.59,0.51,0.50,0.59
D,41,Pau,4.3,4.3,Aston Villa,76.65,76.65,76.65,76.65,76.65,76.65,3.21,3.49,3.47,2.75,2.58,3.42
D,42,A.García,3.9,3.9,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,44,Bogarde,4.0,4.0,Aston Villa,42.60,42.60,42.60,42.60,56.40,42.60,1.83,1.88,1.91,1.63,1.96,1.92
M,47,Rogers,7.6,7.6,Aston Villa,85.35,85.35,85.35,85.35,85.35,85.35,4.33,4.44,4.36,4.30,3.76,4.89
M,48,Tielemans,5.9,5.9,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,49,Bailey,5.5,5.5,Aston Villa,12.90,12.90,12.90,12.90,62.25,12.90,0.67,0.70,0.68,0.65,2.75,0.76
M,50,Buendía,5.3,5.3,Aston Villa,75.45,75.45,75.45,75.45,79.05,75.45,4.43,4.46,4.47,4.39,4.15,4.84
M,52,J.Ramsey,5.3,5.3,Newcastle,62.25,39.90,26.10,26.10,26.10,26.10,2.63,1.47,1.17,1.11,1.07,1.13
M,54,McGinn,5.4,5.4,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,55,Barkley,4.8,4.8,Aston Villa,12.45,12.45,12.45,12.45,12.45,12.45,0.59,0.63,0.60,0.61,0.56,0.66
M,58,Kamara,4.9,4.9,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,59,Onana,4.8,4.8,Aston Villa,79.80,79.80,79.80,79.80,79.80,79.80,3.54,3.40,3.49,3.45,3.30,3.54
F,64,Watkins,8.7,8.7,Aston Villa,75.75,75.75,75.75,75.75,75.75,75.75,4.43,4.46,4.42,4.43,3.86,5.07
G,67,Petrović,4.5,4.5,Bournemouth,89.10,89.10,89.10,89.10,89.10,89.10,3.09,2.80,3.69,3.36,3.57,3.01
G,69,McKenna,3.9,3.9,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,72,Senesi,4.8,4.8,Bournemouth,85.95,85.95,85.95,85.95,85.95,85.95,4.32,3.99,4.74,4.52,4.88,3.99
D,73,Smith,4.4,4.4,Bournemouth,63.75,39.60,29.25,29.25,29.25,29.25,2.21,1.33,1.19,1.09,1.16,0.97
D,74,Truffert,4.5,4.5,Bournemouth,85.20,85.20,85.20,85.20,85.20,85.20,3.64,3.30,4.15,3.88,4.15,3.37
D,75,Akinmboni,3.8,3.8,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,76,Bevan,3.8,3.8,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,77,Hill,3.9,3.9,Bournemouth,83.10,83.10,83.10,83.10,83.10,83.10,3.92,3.60,4.23,4.13,4.36,3.60
D,80,Soler,4.0,4.0,Bournemouth,2.85,2.85,2.85,2.85,2.85,2.85,0.12,0.12,0.13,0.14,0.15,0.12
M,81,Kluivert,7.0,7.0,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,82,Semenyo,7.9,7.9,Man City,84.00,80.25,80.25,80.25,80.25,0.00,5.16,4.81,4.36,4.85,4.89,0.00
M,83,O.Dango,5.8,5.8,Brentford,83.55,74.70,74.70,74.70,74.70,74.70,3.68,4.29,4.14,3.82,4.43,3.61
M,84,Tavernier,5.3,5.3,Bournemouth,0.00,21.30,78.75,78.75,78.75,78.75,0.00,1.25,4.58,4.36,4.63,4.33
M,85,Adams,4.9,4.9,Bournemouth,0.00,75.75,75.75,75.75,75.75,75.75,0.00,2.73,2.79,2.75,2.91,2.80
M,86,Brooks,5.0,5.0,Bournemouth,21.75,55.50,58.80,58.80,58.80,58.80,1.12,3.00,3.20,3.04,3.17,2.96
M,87,Christie,4.9,4.9,Bournemouth,40.20,29.70,22.65,22.65,22.65,22.65,1.94,1.35,1.01,1.02,1.05,1.01
M,88,Cook,4.9,4.9,Bournemouth,80.55,26.10,22.05,22.05,22.05,22.05,3.88,1.18,0.98,0.99,1.04,0.97
M,90,Scott,5.0,5.0,Bournemouth,78.75,72.30,72.30,72.30,72.30,72.30,3.67,3.26,3.30,3.28,3.43,3.28
F,97,Evanilson,7.0,7.0,Bournemouth,80.70,80.70,80.70,80.70,80.70,80.70,3.89,4.41,4.06,3.89,4.10,3.85
F,98,Enes Ünal,5.4,5.4,Bournemouth,9.00,9.00,9.00,9.00,9.00,9.00,0.46,0.54,0.50,0.46,0.50,0.48
F,100,Kroupi.Jr,4.7,4.7,Bournemouth,66.00,56.85,56.85,56.85,56.85,56.85,3.32,3.20,2.96,2.90,3.01,2.88
G,101,Kelleher,4.6,4.6,Brentford,89.10,89.10,89.10,89.10,89.10,89.10,2.80,3.50,4.04,3.65,4.09,3.54
