Pos,ID,Name,BV,SV,Team,22_xMins,23_xMins,24_xMins,25_xMins,26_xMins,27_xMins,22_Pts,23_Pts,24_Pts,25_Pts,26_Pts,27_Pts
G,1,Raya,5.9,5.9,Arsenal,89.10,89.10,89.10,89.10,178.20,89.10,4.19,3.93,3.98,4.56,8.35,3.90
G,2,Arrizabalaga,4.1,4.1,Arsenal,1.20,1.20,1.20,1.20,2.40,1.20,0.05,0.05,0.05,0.05,0.10,0.05
G,4,Setford,3.9,3.9,Arsenal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,5,Gabriel,6.8,6.8,Arsenal,84.45,84.45,84.45,84.45,168.90,84.45,5.39,5.39,5.48,5.96,11.26,5.29
D,6,Saliba,6.0,6.0,Arsenal,84.45,84.45,84.45,84.45,168.90,84.45,4.29,4.24,4.45,4.92,9.13,4.22
D,7,Calafiori,5.6,5.6,Arsenal,10.50,10.50,76.05,76.05,152.10,76.05,0.59,0.61,4.57,5.19,9.56,4.42
D,8,J.Timber,6.3,6.3,Arsenal,82.50,82.50,82.50,82.50,165.00,82.50,4.71,4.69,4.68,5.41,9.77,4.52
D,10,Lewis-Skelly,5.1,5.1,Arsenal,28.20,28.20,13.80,13.80,27.60,13.80,1.23,1.24,0.52,0.56,1.08,0.53
D,11,White,5.1,5.1,Arsenal,65.10,65.10,8.55,8.55,17.10,8.55,3.66,3.71,0.46,0.51,0.96,0.46
D,12,Zinchenko,4.9,4.9,Nott'm Forest,0.00,25.50,25.50,25.50,25.50,25.50,0.00,1.05,1.18,1.07,1.29,0.97
D,13,Clarke,3.8,3.8,Arsenal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,15,Nichols,3.8,3.8,Arsenal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,16,Saka,10.2,10.2,Arsenal,79.05,79.05,79.05,79.05,158.10,79.05,5.23,5.68,5.24,6.04,11.49,5.24
M,17,Ødegaard,7.8,7.8,Arsenal,73.80,73.80,73.80,73.80,147.60,73.80,3.79,4.05,3.79,4.34,8.05,3.83
