Pos,ID,Name,BV,SV,Team,9_xMins,10_xMins,11_xMins,12_xMins,13_xMins,14_xMins,9_Pts,10_Pts,11_Pts,12_Pts,13_Pts,14_Pts
G,1,Raya,5.7,5.7,Arsenal,89.10,89.10,89.10,89.10,89.10,89.10,4.19,4.54,4.41,4.04,3.86,4.45
G,2,Arrizabalaga,4.3,4.3,Arsenal,1.20,1.20,1.20,1.20,1.20,1.20,0.05,0.05,0.05,0.05,0.04,0.05
G,4,Setford,4.0,4.0,Arsenal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,5,Gabriel,6.4,6.4,Arsenal,44.55,84.45,84.45,84.45,84.45,84.45,2.67,5.11,5.20,5.02,4.44,4.98
D,6,Saliba,6.0,6.0,Arsenal,86.70,84.45,84.45,84.45,84.45,84.45,4.69,4.62,4.71,4.53,3.97,4.47
D,7,Calafiori,5.8,5.8,Arsenal,71.85,71.85,71.85,71.85,71.85,71.85,4.26,4.75,4.40,4.23,3.50,4.55
D,8,J.Timber,6.0,6.0,Arsenal,82.65,80.40,80.40,80.40,80.40,80.40,4.47,4.79,4.48,4.26,3.62,4.65
D,10,Lewis-Skelly,5.2,5.2,Arsenal,24.60,24.60,24.60,24.60,24.60,24.60,1.09,1.14,1.08,1.07,0.94,1.13
D,11,White,5.4,5.4,Arsenal,17.40,13.50,13.50,13.50,13.50,13.50,0.92,0.73,0.70,0.69,0.61,0.72
D,12,Zinchenko,4.9,4.9,Nott'm Forest,38.40,72.15,72.15,72.15,72.15,72.15,1.37,2.65,3.33,2.08,2.79,3.23
D,13,Clarke,3.9,3.9,Arsenal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,15,Nichols,3.9,3.9,Arsenal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,16,Saka,10.0,10.0,Arsenal,82.65,82.65,82.65,79.05,79.05,79.05,6.13,6.42,5.83,5.94,5.08,6.32
M,17,Ødegaard,7.9,7.9,Arsenal,0.00,0.00,32.70,77.55,77.55,77.55,0.00,0.00,1.78,4.41,3.76,4.63
M,18,Madueke,6.9,6.9,Arsenal,0.00,0.00,0.00,21.00,21.00,21.00,0.00,0.00,0.00,1.30,1.11,1.35
M,19,Martinelli,6.9,6.9,Arsenal,12.15,12.15,12.15,12.15,12.15,12.15,0.80,0.83,0.75,0.80,0.67,0.83
M,20,Trossard,6.9,6.9,Arsenal,48.60,48.60,48.60,28.65,28.65,28.65,3.19,3.30,2.99,1.88,1.58,1.95
M,21,Rice,6.6,6.6,Arsenal,79.50,79.50,78.15,78.15,78.15,78.15,4.19,4.26,3.84,4.34,3.71,4.32
M,22,Merino,5.9,5.9,Arsenal,41.10,41.10,34.20,20.40,20.40,20.40,2.21,2.31,1.73,1.14,0.99,1.17
M,24,Nørgaard,5.3,5.3,Arsenal,5.70,5.70,5.70,5.70,5.70,5.70,0.23,0.23,0.22,0.24,0.22,0.24
M,25,Nwaneri,5.2,5.2,Arsenal,9.45,9.45,9.45,9.45,9.45,9.45,0.52,0.54,0.50,0.52,0.45,0.54
M,26,Zubimendi,5.5,5.5,Arsenal,82.50,82.50,82.50,80.25,80.25,80.25,3.40,3.33,3.19,3.45,3.04,3.46
M,27,Nelson,4.8,4.8,Brentford,3.45,3.45,3.45,3.45,3.45,0.00,0.17,0.16,0.16,0.16,0.20,0.00
F,30,Havertz,7.3,7.3,Arsenal,0.00,11.70,22.95,24.75,24.75,24.75,0.00,0.79,1.40,1.56,1.32,1.65
F,31,G.Jesus,6.4,6.4,Arsenal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,32,Martinez,5.0,5.0,Aston Villa,89.10,89.10,89.10,89.10,89.10,89.10,2.62,2.33,3.37,3.19,3.90,2.79
G,33,M.Bizot,4.4,4.4,Aston Villa,0.90,0.90,0.90,0.90,0.90,0.90,0.03,0.02,0.03,0.03,0.04,0.03
D,36,Cash,4.6,4.6,Aston Villa,79.50,79.50,79.50,79.50,79.50,79.50,2.57,2.21,3.52,3.44,4.05,2.72
D,37,Digne,4.5,4.5,Aston Villa,74.25,74.25,74.25,74.25,74.25,74.25,2.39,2.10,3.34,3.24,4.06,2.61
D,38,Konsa,4.4,4.4,Aston Villa,83.85,83.85,83.85,83.85,83.85,83.85,2.19,2.42,3.22,3.19,3.90,2.82
D,39,Maatsen,4.3,4.3,Aston Villa,18.00,18.00,18.00,18.00,18.00,18.00,0.64,0.62,0.77,0.75,0.86,0.68
D,40,Mings,4.5,4.5,Aston Villa,21.45,68.70,68.70,68.70,68.70,68.70,0.72,2.37,2.99,2.95,3.65,2.77
D,41,Pau,4.3,4.3,Aston Villa,69.00,22.65,22.65,22.65,22.65,22.65,2.03,0.83,0.95,0.92,1.08,0.90
D,42,A.García,3.9,3.9,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,44,Bogarde,4.0,4.0,Aston Villa,25.50,25.50,25.50,22.05,22.05,22.05,0.79,0.85,1.01,0.84,0.97,0.80
D,45,Sousa,4.0,4.0,Aston Villa,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.01,0.01,0.01,0.01,0.01
M,47,Rogers,6.8,6.8,Aston Villa,84.75,84.75,84.75,84.75,84.75,84.75,3.24,3.22,3.96,3.67,4.33,3.47
M,48,Tielemans,5.9,5.9,Aston Villa,0.00,0.00,0.00,81.90,81.90,81.90,0.00,0.00,0.00,3.61,4.29,3.42
M,50,Buendía,5.3,5.3,Aston Villa,37.80,37.80,37.80,34.50,34.50,34.50,1.57,1.55,1.82,1.58,1.78,1.52
M,52,J.Ramsey,5.3,5.3,Newcastle,16.50,16.50,16.50,16.50,16.50,16.50,0.85,0.84,0.80,0.74,0.74,0.83
M,53,Malen,5.1,5.1,Aston Villa,50.40,50.40,50.40,40.50,40.50,40.50,2.45,2.34,2.85,2.17,2.53,2.05
M,54,McGinn,5.4,5.4,Aston Villa,73.20,73.20,73.20,73.20,73.20,73.20,2.58,2.53,2.93,2.81,3.20,2.66
M,55,Barkley,4.8,4.8,Aston Villa,16.95,16.95,16.95,16.95,16.95,16.95,0.70,0.69,0.80,0.75,0.84,0.73
M,58,Kamara,4.9,4.9,Aston Villa,75.75,75.75,75.75,64.95,64.95,64.95,2.35,2.72,2.93,2.45,2.79,2.26
M,59,Onana,4.8,4.8,Aston Villa,67.20,67.20,67.20,27.60,27.60,27.60,2.31,2.64,2.90,1.11,1.28,1.06
M,60,Broggio,4.5,4.5,Aston Villa,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.01,0.01,0.01,0.02,0.01
M,62,Jimoh-Aloba,4.5,4.5,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,63,Young,4.4,4.4,Aston Villa,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.01,0.01,0.01,0.01,0.01
F,64,Watkins,8.6,8.6,Aston Villa,74.40,74.40,74.40,74.40,74.40,74.40,3.53,3.45,4.27,3.80,4.60,3.74
G,67,Petrović,4.5,4.5,Bournemouth,89.10,89.10,89.10,89.10,89.10,89.10,3.80,2.46,3.23,3.89,3.80,3.84
G,68,Dennis,4.0,4.0,Bournemouth,0.90,0.90,0.90,0.90,0.90,0.90,0.04,0.02,0.03,0.04,0.04,0.04
G,69,McKenna,4.0,4.0,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,72,Senesi,5.0,5.0,Bournemouth,85.95,85.95,85.95,85.95,85.95,85.95,4.62,2.94,3.97,4.81,4.56,4.66
D,73,Smith,4.4,4.4,Bournemouth,14.85,14.85,14.85,14.85,14.85,14.85,0.55,0.42,0.49,0.56,0.53,0.53
D,74,Truffert,4.5,4.5,Bournemouth,84.75,84.75,84.75,84.75,84.75,84.75,4.32,2.22,3.21,4.48,4.09,4.23
D,75,Akinmboni,3.9,3.9,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,76,Bevan,3.9,3.9,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,77,Hill,4.0,4.0,Bournemouth,35.10,35.10,35.10,35.10,35.10,35.10,1.79,1.25,1.49,1.77,1.66,1.74
D,78,J.Araujo,3.9,3.9,Bournemouth,7.20,7.20,7.20,7.20,7.20,7.20,0.28,0.23,0.25,0.28,0.27,0.27
D,80,Soler,4.0,4.0,Bournemouth,7.65,7.65,7.65,7.65,7.65,7.65,0.35,0.26,0.30,0.35,0.33,0.33
M,81,Kluivert,7.0,7.0,Bournemouth,65.40,52.80,52.80,52.80,52.80,52.80,4.22,2.40,2.75,3.46,2.97,3.05
