Pos,ID,Name,BV,SV,Team,7_xMins,8_xMins,9_xMins,10_xMins,11_xMins,12_xMins,7_Pts,8_Pts,9_Pts,10_Pts,11_Pts,12_Pts
G,1,Raya,5.6,5.6,Arsenal,89.10,89.10,89.10,89.10,89.10,89.10,4.38,3.48,3.97,3.98,3.92,3.77
G,2,Arrizabalaga,4.3,4.3,Arsenal,1.20,1.20,1.20,1.20,1.20,1.20,0.05,0.05,0.05,0.05,0.05,0.05
G,3,Hein,4.0,4.0,Arsenal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,4,Setford,4.0,4.0,Arsenal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,5,Gabriel,6.2,6.2,Arsenal,77.55,84.45,84.45,84.45,84.45,84.45,4.51,3.96,4.39,4.51,4.50,4.35
D,6,Saliba,6.0,6.0,Arsenal,84.45,84.45,84.45,84.45,84.45,84.45,4.60,3.79,4.10,4.23,4.27,4.10
D,7,Calafiori,5.7,5.7,Arsenal,66.00,66.00,66.00,66.00,66.00,66.00,4.15,3.24,3.54,3.76,3.75,3.47
D,8,J.Timber,5.8,5.8,Arsenal,69.00,69.00,69.00,69.00,69.00,69.00,3.91,3.04,3.33,3.57,3.54,3.27
D,9,Kiwior,5.4,5.4,Arsenal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,10,Lewis-Skelly,5.3,5.3,Arsenal,18.30,18.30,18.30,18.30,18.30,18.30,0.91,0.77,0.81,0.84,0.84,0.80
D,11,White,5.4,5.4,Arsenal,21.30,21.30,21.30,21.30,21.30,21.30,1.22,1.01,1.07,1.14,1.12,1.06
D,12,Zinchenko,4.9,4.9,Nott'm Forest,4.65,72.15,72.15,72.15,72.15,72.15,0.17,2.50,2.47,2.94,3.49,1.98
M,16,Saka,9.8,9.8,Arsenal,79.35,79.35,79.35,79.35,79.35,79.35,6.55,5.04,5.57,5.71,5.60,5.56
M,17,Ødegaard,7.9,7.9,Arsenal,65.40,78.15,78.15,78.15,78.15,78.15,4.04,3.82,4.16,4.29,4.20,4.13
