Pos,ID,Name,BV,SV,Team,6_xMins,7_xMins,8_xMins,9_xMins,10_xMins,6_Pts,7_Pts,8_Pts,9_Pts,10_Pts
G,1,Raya,6.0,6.0,Arsenal,89.09,89.09,89.09,89.09,89.09,4.25,4.09,4.35,3.39,4.63
G,2,Arrizabalaga,4.9,4.9,Arsenal,0.91,0.91,0.91,0.91,0.91,0.05,0.05,0.05,0.04,0.05
G,3,Meslier,4.9,4.9,Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,29,M.Bizot,4.5,4.5,Aston Villa,0.91,0.91,0.91,0.91,0.91,0.04,0.04,0.03,0.04,0.03
G,597,Suzuki,5.0,5.0,Aston Villa,89.09,89.09,89.09,89.09,89.09,3.2,3.04,2.75,3.62,2.82
G,667,Wright,4.0,4.0,Aston Villa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,57,Petrović,4.5,4.5,Bournemouth,89.09,89.09,89.09,89.09,89.09,2.57,3.71,2.75,3.52,3.38
G,58,Forster,4.0,4.0,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,59,Dennis,4.0,4.0,Bournemouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,615,Di Gregorio,4.5,4.5,Bournemouth,0.91,0.91,0.91,0.91,0.91,0.04,0.05,0.04,0.05,0.05
G,82,Kelleher,5.0,5.0,Brentford,89.09,89.09,89.09,89.09,89.09,3.38,3.07,4.05,3.87,3.32
G,83,Valdimarsson,4.5,4.5,Brentford,0.91,0.91,0.91,0.91,0.91,0.04,0.04,0.04,0.04,0.04
G,661,Balcombe,4.0,4.0,Brentford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,109,Verbruggen,4.5,4.5,Brighton,89.09,89.09,89.09,89.09,89.09,3.31,3.61,2.51,2.44,3.2
G,111,Steele,4.0,4.0,Brighton,0.91,0.91,0.91,0.91,0.91,0.04,0.04,0.03,0.03,0.04
G,28,Martinez,5.0,5.0,Chelsea,89.09,89.09,89.09,89.09,89.09,3.46,3.65,3.54,3.38,3.77
G,140,Sánchez,4.9,4.9,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,141,Jörgensen,5.0,5.0,Chelsea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,560,Penders,4.4,4.4,Chelsea,0.9,0.9,0.9,0.9,0.9,0.03,0.03,0.03,0.03,0.03
G,110,Rushworth,4.5,4.5,Coventry City,89.09,89.09,89.09,89.09,89.09,2.93,2.66,3.28,3.47,3.02
G,171,Dovin,4.0,4.0,Coventry City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,172,Wilson,4.4,4.4,Coventry City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,623,Bentley,4.0,4.0,Coventry City,0.9,0.9,0.9,0.9,0.9,0.03,0.02,0.03,0.03,0.03
G,198,Henderson,5.0,5.0,Crystal Palace,89.09,89.09,89.09,89.09,89.09,3.38,2.98,3.19,2.83,2.72
G,199,Benitez,4.5,4.5,Crystal Palace,0.91,0.91,0.91,0.91,0.91,0.04,0.04,0.04,0.04,0.04
G,555,Matthews,4.0,4.0,Crystal Palace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,226,Pickford,5.5,5.5,Everton,89.09,89.09,89.09,89.09,89.09,3.89,3.01,2.52,3.0,3.84
G,227,Travers,5.0,5.0,Everton,0.91,0.91,0.91,0.91,0.91,0.04,0.04,0.03,0.04,0.04
G,228,King,4.5,4.5,Everton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,250,Leno,4.5,4.5,Fulham,89.09,89.09,89.09,89.09,89.09,3.25,4.03,3.51,3.14,3.24
G,251,Lecomte,4.0,4.0,Fulham,0.91,0.91,0.91,0.91,0.91,0.04,0.05,0.04,0.04,0.04
G,252,McNally,4.0,4.0,Fulham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,273,Phillips,4.0,4.0,Hull City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,274,Butland,4.5,4.5,Hull City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,275,Cartwright,4.0,4.0,Hull City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,276,Lo-Tutala,4.0,4.0,Hull City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,572,Tzolakis,4.6,4.6,Hull City,90.0,90.0,90.0,90.0,90.0,3.35,2.92,2.81,3.34,2.09
G,300,Walton,4.4,4.4,Ipswich Town,0.91,0.91,0.91,0.91,0.91,0.04,0.03,0.04,0.04,0.04
G,301,Palmer,4.0,4.0,Ipswich Town,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,302,Button,4.0,4.0,Ipswich Town,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,554,Van Oevelen,4.5,4.5,Ipswich Town,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,564,Scherpen,4.5,4.5,Ipswich Town,89.1,89.1,89.1,89.1,89.1,3.23,2.25,3.41,3.58,3.25
G,326,Perri,4.5,4.5,Leeds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,385,Trafford,5.0,5.0,Leeds,89.09,89.09,89.09,89.09,89.09,2.48,3.12,3.53,3.26,3.32
G,625,Cairns,4.0,4.0,Leeds,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,629,Zetterer,4.0,4.0,Leeds,0.91,0.91,0.91,0.91,0.91,0.03,0.04,0.05,0.04,0.04
G,350,A.Becker,5.5,5.5,Liverpool,89.09,89.09,89.09,89.09,89.09,2.97,3.24,3.65,3.16,3.66
G,351,Mamardashvili,4.9,4.9,Liverpool,0.91,0.91,0.91,0.91,0.91,0.04,0.04,0.04,0.04,0.04
G,352,Woodman,4.0,4.0,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,353,Pecsi,4.0,4.0,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,354,Jaros,4.0,4.0,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,355,Davies,4.0,4.0,Liverpool,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,384,Donnarumma,5.5,5.5,Man City,89.09,89.09,89.09,89.09,89.09,2.98,3.96,3.55,3.68,3.69
G,386,Bettinelli,4.5,4.5,Man City,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G,587,Rulli,5.0,5.0,Man City,0.91,0.91,0.91,0.91,0.91,0.05,0.06,0.05,0.05,0.05
G,325,Darlow,4.5,4.5,Man Utd,0.91,0.91,0.91,0.91,0.91,0.04,0.04,0.04,0.04,0.04
G,412,Lammens,4.9,4.9,Man Utd,89.09,89.09,89.09,89.09,89.09,3.39,3.43,3.61,2.87,3.62
