Pos,Name,BV,SV,Team,13_xMins,13_Pts,14_xMins,14_Pts,15_xMins,15_Pts,16_xMins,16_Pts,17_xMins,17_Pts,18_xMins,18_Pts,19_xMins,19_Pts,20_xMins,20_Pts
M,Özil,6.8,6.8,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Sokratis,4.8,4.8,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,David Luiz,5.5,5.5,Arsenal,32,1.117,51,1.546,50,1.245,48,1.698,48,2.024,53,2.25,53,2.429,48,1.501
M,Aubameyang,11.5,11.5,Arsenal,83,5.203,79,4.451,78,4.08,77,4.499,76,5.223,75,4.993,74,5.178,74,4.284
D,Cédric,4.6,4.6,Arsenal,12,0.463,0,0,0,0,1,0.038,1,0.045,1,0.046,2,0.098,0,0
F,Lacazette,8.3,8.3,Arsenal,55,3.095,53,2.689,49,2.376,51,2.652,49,2.94,47,2.746,46,2.793,48,2.514
D,Mustafi,5.0,5.0,Arsenal,3,0.107,0,0,0,0,0,0,0,0,1,0.043,0,0,1,0.032
G,Leno,5.0,5.0,Arsenal,88,3.62,87,3.416,86,3.164,86,3.61,85,3.774,85,3.82,84,3.905,84,3.341
M,Xhaka,5.2,5.2,Arsenal,0,0,0,0,64,1.74,64,1.886,64,2.059,60,1.938,66,2.184,64,1.832
D,Marí,4.4,4.4,Arsenal,8,0.267,1,0.029,1,0.024,2,0.067,2,0.078,4,0.16,3,0.128,3,0.09
D,Bellerín,5.2,5.2,Arsenal,0,0,83,2.63,79,2.057,77,2.844,77,3.392,77,3.441,76,3.64,76,2.484
G,Martínez,4.8,4.7,Aston Villa,87,3.869,87,3.616,85,3.585,85,2.968,85,3.011,84,3.123,83,3.204,83,3.474
D,Chambers,4.5,4.5,Arsenal,36,1.34,4,0.13,8,0.216,10,0.373,9,0.399,8,0.358,9,0.432,13,0.431
D,Kolasinac,4.8,4.8,Arsenal,9,0.317,14,0.427,11,0.279,12,0.424,12,0.502,14,0.595,14,0.635,14,0.44
D,Maitland-Niles,4.6,4.6,Arsenal,37,1.4,6,0.202,7,0.198,8,0.31,10,0.455,10,0.457,11,0.537,10,0.342
D,Holding,4.4,4.4,Arsenal,70,2.405,58,1.764,55,1.377,54,1.917,56,2.354,56,2.394,52,2.377,57,1.786
D,Tierney,5.4,5.4,Arsenal,84,3.091,82,2.65,78,2.079,78,2.908,78,3.457,73,3.297,72,3.469,75,2.488
M,Pépé,7.6,7.6,Arsenal,47,2.551,42,2.085,40,1.851,42,2.154,39,2.314,40,2.309,41,2.472,40,2.038
M,Torreira,4.7,4.7,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Willock,4.8,4.8,Arsenal,26,1.353,18,0.867,19,0.854,18,0.892,18,1.011,17,0.93,19,1.073,21,1.026
M,Nelson,5.2,5.2,Arsenal,11,0.577,24,1.134,15,0.689,17,0.859,19,1.087,19,1.043,18,1.016,19,0.922
F,Nketiah,5.5,5.5,Arsenal,31,1.932,22,1.264,22,1.182,18,1.054,19,1.269,21,1.353,22,1.471,22,1.278
M,Smith Rowe,4.4,4.4,Arsenal,3,0.144,2,0.087,1,0.042,1,0.044,1,0.05,1,0.049,2,0.102,1,0.044
M,Saka,5.2,5.2,Arsenal,62,2.754,60,2.501,59,2.314,58,2.487,60,2.883,61,2.872,57,2.804,57,2.412
M,Guendouzi,4.7,4.7,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Martinelli,4.9,4.9,Arsenal,3,0.159,20,0.968,22,0.995,30,1.499,31,1.766,33,1.84,32,1.842,31,1.522
D,Saliba,4.1,4.1,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G,Heaton,4.5,4.5,Aston Villa,0,0,1,0.041,6,0.25,6,0.209,6,0.212,7,0.259,7,0.268,7,0.29
D,El Mohamady,4.3,4.3,Aston Villa,63,3.109,8,0.353,6,0.267,10,0.219,9,0.233,10,0.325,11,0.4,13,0.567
M,Lansbury,4.3,4.3,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Taylor,4.3,4.3,Aston Villa,2,0.081,1,0.036,2,0.074,2,0.037,5,0.109,3,0.083,5,0.151,6,0.217
G,Steer,4.0,4.0,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Hourihane,6.0,6.0,Aston Villa,59,2.816,30,1.453,25,1.18,28,1.037,29,1.108,27,1.12,31,1.38,27,1.263
M,Jota,5.9,5.9,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G,Nyland,4.0,4.0,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Engels,4.4,4.4,Aston Villa,14,0.611,6,0.234,6,0.238,9,0.175,11,0.253,12,0.349,11,0.354,14,0.543
M,Grealish,7.8,7.4,Aston Villa,86,5.356,84,5.08,84,4.859,82,3.374,79,3.429,82,4.002,79,4.302,81,4.648
M,McGinn,5.5,5.5,Aston Villa,85,3.207,81,2.941,77,2.781,75,2.171,76,2.269,75,2.404,75,2.549,76,2.73
D,Hause,4.4,4.4,Aston Villa,12,0.547,7,0.287,9,0.372,9,0.187,13,0.316,13,0.397,15,0.51,13,0.526
M,Trézéguet,5.3,5.3,Aston Villa,57,3.187,52,2.85,53,2.825,51,2.063,48,2.028,54,2.487,47,2.382,51,2.694
D,Mings,5.3,5.3,Aston Villa,87,3.975,86,3.484,84,3.456,82,1.478,80,1.763,79,2.28,79,2.567,78,3.124
D,Targett,4.5,4.5,Aston Villa,86,3.806,71,2.8,72,2.886,81,1.47,80,1.763,79,2.255,77,2.456,77,3.005
D,Bree,4.5,4.5,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Nakamba,4.3,4.3,Aston Villa,17,0.585,4,0.135,4,0.134,5,0.15,4,0.122,5,0.158,5,0.162,5,0.167
M,El Ghazi,5.7,5.7,Aston Villa,26,1.609,16,0.974,14,0.826,19,0.854,20,0.932,18,0.924,18,1.005,23,1.341
D,Konsa,4.7,4.7,Aston Villa,86,4.026,83,3.392,82,3.397,81,1.486,79,1.764,79,2.31,79,2.609,78,3.158
D,Guilbert,4.3,4.3,Aston Villa,10,0.424,2,0.075,1,0.038,3,0.055,2,0.044,3,0.084,4,0.123,4,0.149
F,Wesley,6.0,6.0,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,Samatta,5.9,5.9,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,Davis,4.3,4.3,Aston Villa,5,0.333,8,0.523,7,0.442,9,0.442,10,0.51,9,0.501,10,0.594,11,0.672
F,Vassilev,4.3,4.3,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Douglas Luiz,4.9,4.9,Aston Villa,0,0,77,2.505,75,2.428,74,1.967,74,2.025,72,2.108,72,2.213,70,2.263
F,Murray,4.8,4.8,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Lallana,6.2,6.2,Brighton,49,2.123,66,3.176,66,2.673,64,2.604,66,2.738,63,2.069,64,2.611,64,3.006
M,Stephens,4.3,4.3,Burnley,22,0.67,33,1.049,28,0.864,24,0.827,27,0.911,30,0.855,29,0.893,26,0.834
G,Button,4.0,4.0,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,1,0.038,0,0
M,Groß,5.8,5.8,Brighton,73,3.332,75,3.798,72,3.052,71,3.012,71,3.093,70,2.314,70,3.013,69,3.454
D,Duffy,4.3,4.3,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Pröpper,4.8,4.8,Brighton,39,1.372,32,1.25,33,1.132,31,1.074,31,1.101,34,1.021,34,1.162,37,1.39
M,Mooy,5.0,5.0,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Burn,4.3,4.3,Brighton,44,1.629,46,2.267,44,1.401,47,1.575,47,1.888,47,0.691,47,1.396,46,2.039
D,Dunk,4.8,4.8,Brighton,85,3.096,83,4.117,82,2.569,81,2.681,81,3.238,79,1.052,79,2.306,76,3.383
D,Montoya,4.5,4.5,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,Andone,4.8,4.8,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,March,5.0,5.0,Brighton,52,2.24,57,2.748,53,2.178,53,2.178,56,2.357,57,1.888,56,2.297,53,2.506
D,Webster,4.4,4.4,Brighton,61,2.242,68,3.311,68,2.161,68,2.273,71,2.839,70,1.037,70,2.075,70,3.072
D,Veltman,4.3,4.3,Brighton,52,1.778,46,2.134,52,1.525,50,1.556,49,1.823,54,0.704,49,1.332,52,2.139
F,Maupay,6.1,6.1,Brighton,68,3.757,68,4.143,67,3.501,67,3.486,66,3.418,66,2.59,65,3.474,65,3.935
M,Trossard,5.9,5.9,Brighton,63,3.272,52,3.066,57,2.804,54,2.66,53,2.674,56,2.117,54,2.694,53,3.054
G,Ryan,4.4,4.4,Brighton,88,3.583,88,4.131,86,3.298,86,3.38,86,3.678,85,2.943,85,3.167,84,3.688
M,Jahanbakhsh,5.4,5.4,Brighton,16,0.764,15,0.793,15,0.674,15,0.677,14,0.638,18,0.661,16,0.727,18,0.928
M,Izquierdo,5.5,5.5,Brighton,0,0,6,0.317,10,0.453,14,0.634,18,0.822,17,0.628,17,0.772,18,0.927
D,Clarke,4.4,4.4,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,White,4.4,4.4,Brighton,63,2.262,61,2.924,63,1.949,61,1.992,60,2.362,59,0.848,62,1.786,61,2.623
D,Bernardo,3.9,3.9,Brighton,2,0.079,2,0.104,2,0.069,2,0.072,3,0.128,2,0.035,4,0.13,4,0.188
M,Bissouma,4.5,4.5,Brighton,82,2.483,80,2.73,79,2.312,79,2.341,77,2.368,76,1.913,76,2.225,75,2.501
D,Lamptey,4.8,4.8,Brighton,59,2.535,75,4.25,75,2.764,75,2.92,74,3.369,73,1.247,72,2.487,72,3.709
F,Connolly,5.3,5.3,Brighton,28,1.388,28,1.463,24,1.141,27,1.271,27,1.264,23,0.9,23,1.116,26,1.368
M,Alzate,4.4,4.4,Brighton,17,0.638,9,0.365,13,0.469,13,0.471,13,0.481,14,0.444,14,0.504,15,0.593
M,Mac Allister,5.3,5.3,Brighton,27,1.195,23,1.139,22,0.933,21,0.892,18,0.776,20,0.702,20,0.854,22,1.066
D,Tarkowski,5.3,5.3,Burnley,89,2.241,86,2.898,83,2.007,82,3.534,81,3.12,80,1.079,77,2.028,79,2.339
D,Bardsley,4.5,4.5,Burnley,6,0.143,20,0.625,23,0.504,25,1.006,21,0.737,27,0.318,27,0.647,27,0.728
D,Pieters,4.3,4.3,Burnley,10,0.261,6,0.204,7,0.175,7,0.299,7,0.271,8,0.122,9,0.246,9,0.273
M,Cork,5.0,5.0,Burnley,7,0.231,30,0.989,42,1.314,57,1.931,62,2.037,57,1.595,58,1.764,55,1.735
D,Long,4.4,4.4,Burnley,2,0.052,7,0.232,9,0.22,12,0.497,13,0.48,13,0.188,16,0.418,17,0.492
F,Rodriguez,5.8,5.8,Burnley,53,2.247,48,2.134,52,2.312,47,2.427,49,2.499,49,1.897,49,2.162,48,2.312
F,Barnes,6.0,6.0,Burnley,38,1.773,37,1.781,35,1.712,37,2.074,33,1.839,34,1.403,32,1.543,34,1.804
D,Mee,4.9,4.9,Burnley,87,2.096,85,2.766,84,1.92,82,3.439,82,3.004,80,1.002,80,2.005,79,2.221
M,Westwood,5.3,5.3,Burnley,85,2.51,77,2.433,76,2.317,74,2.629,69,2.399,71,1.946,72,2.221,71,2.307
M,Gudmundsson,5.4,5.4,Burnley,3,0.121,18,0.739,24,0.964,32,1.451,29,1.283,32,1.123,31,1.23,33,1.38
F,Wood,6.2,6.2,Burnley,73,3.38,73,3.409,71,3.402,71,3.874,70,3.796,69,2.772,69,3.26,68,3.51
D,Lowton,4.4,4.4,Burnley,83,1.991,73,2.355,71,1.618,71,2.933,73,2.641,72,0.909,72,1.795,69,1.923
F,Vydra,4.8,4.8,Burnley,7,0.353,8,0.419,8,0.416,8,0.473,9,0.528,9,0.404,10,0.512,9,0.502
D,Gibson,3.9,3.9,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Brady,5.0,5.0,Burnley,67,2.504,55,2.162,53,2.043,50,2.288,53,2.338,47,1.589,51,1.969,50,2.074
G,Pope,5.4,5.4,Burnley,88,3.333,88,3.664,87,3.269,87,4.001,86,3.755,86,3.097,86,3.271,86,3.36
D,Taylor,4.4,4.4,Burnley,88,2.068,85,2.714,84,1.867,81,3.3,81,2.874,78,0.963,77,1.886,77,2.096
M,Brownhill,4.9,4.9,Burnley,80,2.285,69,2.142,67,2.04,58,2.034,60,2.052,58,1.631,56,1.723,59,1.908
G,Peacock-Farrell,4.0,4.0,Burnley,0,0,0,0,1,0.036,0,0,1,0.042,0,0,1,0.037,1,0.038
