Pos,Name,BV,SV,Team,11_xMins,11_Pts,12_xMins,12_Pts,13_xMins,13_Pts,14_xMins,14_Pts,15_xMins,15_Pts,16_xMins,16_Pts,17_xMins,17_Pts,18_xMins,18_Pts
M,Özil,6.8,6.8,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Sokratis,4.9,4.9,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,David Luiz,5.5,5.5,Arsenal,52,1.506,51,2.491,51,2.083,51,1.608,49,1.396,53,2.016,48,2.083,49,2.301
M,Aubameyang,11.6,11.6,Arsenal,85,4.367,81,5.827,83,5.57,80,4.771,78,4.393,77,4.875,77,5.439,75,5.352
D,Cédric,4.7,4.7,Arsenal,1,0.032,1,0.052,2,0.088,2,0.069,3,0.094,2,0.082,2,0.093,2,0.1
F,Lacazette,8.3,8.3,Arsenal,55,2.615,52,3.272,49,2.923,48,2.607,51,2.634,51,2.868,47,2.915,47,2.911
D,Mustafi,5.0,5.0,Arsenal,5,0.149,2,0.098,2,0.083,3,0.098,2,0.06,3,0.117,2,0.088,3,0.142
G,Leno,5.0,5.0,Arsenal,89,3.457,88,4.283,87,3.834,88,3.533,87,3.333,87,3.734,85,3.85,86,4.09
M,Xhaka,5.3,5.3,Arsenal,59,1.672,45,1.598,36,1.204,40,1.22,38,1.134,33,1.068,39,1.333,39,1.362
D,Marí,4.4,4.4,Arsenal,0,0,8,0.363,8,0.305,9,0.269,7,0.19,11,0.393,9,0.364,10,0.438
D,Bellerín,5.2,5.2,Arsenal,87,2.626,85,4.37,82,3.511,82,2.719,79,2.359,80,3.201,81,3.69,78,3.831
G,Martínez,4.8,4.7,Aston Villa,90,3.854,82,3.207,82,3.612,80,3.266,79,3.393,79,2.764,80,2.836,81,2.982
D,Chambers,4.5,4.5,Arsenal,1,0.031,15,0.778,22,0.96,18,0.613,25,0.768,24,0.976,23,1.067,25,1.25
D,Kolasinac,4.8,4.8,Arsenal,0,0,5,0.239,7,0.284,8,0.252,7,0.202,8,0.303,6,0.257,8,0.369
D,Maitland-Niles,4.7,4.7,Arsenal,12,0.383,10,0.522,7,0.309,7,0.246,9,0.286,10,0.415,9,0.42,11,0.551
D,Holding,4.4,4.4,Arsenal,72,2.074,60,2.918,59,2.402,60,1.891,58,1.652,57,2.17,58,2.505,58,2.713
D,Tierney,5.4,5.4,Arsenal,82,2.524,75,3.896,70,3.038,73,2.47,72,2.202,70,2.845,70,3.23,68,3.379
M,Pépé,7.6,7.6,Arsenal,0,0,0,0,31,1.824,33,1.738,33,1.67,32,1.782,28,1.725,25,1.554
M,Torreira,4.7,4.7,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Willock,4.8,4.8,Arsenal,11,0.496,15,0.879,12,0.663,14,0.702,12,0.571,10,0.526,13,0.744,11,0.628
