Pos,Name,BV,SV,Team,15_xMins,15_Pts,16_xMins,16_Pts,17_xMins,17_Pts,18_xMins,18_Pts,19_xMins,19_Pts,20_xMins,20_Pts,21_xMins,21_Pts,22_xMins,22_Pts
M,Özil,6.8,6.8,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Sokratis,4.8,4.8,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,David Luiz,5.4,5.4,Arsenal,62,1.679,51,1.856,53,2.437,54,2.357,54,2.538,55,1.848,56,1.696,56,2.085
M,Aubameyang,11.4,11.4,Arsenal,53,2.795,77,4.429,78,5.324,77,5.021,76,5.36,73,4.162,74,4.046,71,3.98
D,Cédric,4.6,4.6,Arsenal,0,0,0,0,0,0,1,0.046,1,0.049,1,0.036,1,0.033,1,0.039
F,Lacazette,8.2,8.2,Arsenal,31,1.541,31,1.656,27,1.67,28,1.672,28,1.779,28,1.508,29,1.518,29,1.51
D,Mustafi,5.0,5.0,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.037
G,Leno,4.9,4.9,Arsenal,89,3.339,88,3.722,88,4.062,87,3.916,86,3.991,88,3.595,86,3.331,86,3.671
M,Xhaka,5.2,5.2,Arsenal,66,1.759,60,1.744,56,1.811,55,1.741,56,1.847,56,1.611,52,1.475,53,1.556
D,Marí,4.4,4.4,Arsenal,0,0,1,0.036,1,0.045,1,0.043,1,0.046,2,0.067,2,0.061,1,0.037
D,Bellerín,5.1,5.1,Arsenal,80,2.272,74,2.838,69,3.316,70,3.201,72,3.541,70,2.481,71,2.254,68,2.683
G,Martínez,4.9,4.7,Aston Villa,86,3.592,87,3.05,86,3.047,85,3.145,85,3.29,85,3.554,83,3.154,84,3.299
D,Chambers,4.5,4.5,Arsenal,2,0.057,2,0.074,2,0.092,4,0.176,5,0.236,4,0.138,4,0.126,6,0.227
D,Kolasinac,4.8,4.8,Arsenal,16,0.426,17,0.597,16,0.708,18,0.758,17,0.765,20,0.654,18,0.531,19,0.691
D,Maitland-Niles,4.6,4.6,Arsenal,10,0.295,18,0.7,23,1.109,21,0.965,19,0.934,22,0.795,20,0.651,22,0.872
D,Holding,4.4,4.4,Arsenal,72,1.946,73,2.651,73,3.342,71,3.088,74,3.449,69,2.317,70,2.114,67,2.505
D,Tierney,5.3,5.3,Arsenal,72,2.058,75,2.9,75,3.596,74,3.376,71,3.448,71,2.539,74,2.366,71,2.823
M,Pépé,7.6,7.6,Arsenal,37,1.764,41,2.124,40,2.408,41,2.375,42,2.593,41,2.108,42,2.089,39,1.975
M,Torreira,4.7,4.7,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Willock,4.7,4.7,Arsenal,20,0.855,14,0.654,15,0.806,16,0.829,17,0.929,14,0.656,16,0.714,17,0.77
M,Nelson,5.2,5.2,Arsenal,3,0.133,8,0.391,11,0.602,15,0.794,15,0.84,14,0.671,14,0.648,17,0.793
F,Nketiah,5.5,5.5,Arsenal,50,2.398,43,2.259,44,2.638,48,2.764,47,2.883,45,2.354,44,2.247,46,2.321
M,Smith Rowe,4.4,4.4,Arsenal,0,0,0,0,0,0,0,0,1,0.051,0,0,1,0.043,1,0.043
M,Saka,5.1,5.1,Arsenal,55,2.149,61,2.533,64,3.125,58,2.756,60,2.969,62,2.58,59,2.355,60,2.457
M,Guendouzi,4.7,4.7,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Martinelli,4.9,4.9,Arsenal,36,1.627,27,1.379,28,1.651,26,1.484,28,1.696,29,1.468,32,1.56,29,1.44
D,Saliba,4.0,4.0,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G,Heaton,4.5,4.5,Aston Villa,3,0.124,2,0.07,3,0.106,4,0.148,4,0.154,4,0.165,6,0.226,5,0.195
D,El Mohamady,4.3,4.3,Aston Villa,11,0.481,17,0.381,18,0.464,19,0.605,17,0.62,21,0.912,22,0.738,19,0.733
M,Lansbury,4.3,4.3,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Taylor,4.3,4.3,Aston Villa,1,0.037,2,0.039,2,0.045,2,0.055,3,0.092,3,0.108,5,0.142,4,0.129
G,Steer,4.0,4.0,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Hourihane,6.0,6.0,Aston Villa,22,1.024,16,0.596,18,0.695,20,0.825,18,0.803,18,0.831,22,0.931,23,1.05
M,Jota,5.9,5.9,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G,Nyland,4.0,4.0,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Engels,4.4,4.4,Aston Villa,1,0.039,2,0.042,3,0.071,4,0.116,5,0.164,6,0.233,7,0.212,6,0.209
M,Grealish,7.8,7.8,Aston Villa,85,4.912,81,3.305,81,3.511,80,3.89,77,4.2,76,4.316,76,3.813,73,4.153
M,McGinn,5.5,5.5,Aston Villa,75,2.716,76,2.193,74,2.229,75,2.404,74,2.529,71,2.562,72,2.344,72,2.547
D,Hause,4.4,4.4,Aston Villa,5,0.206,11,0.239,12,0.299,18,0.549,16,0.556,21,0.858,19,0.607,22,0.809
M,Trézéguet,5.2,5.2,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Mings,5.3,5.3,Aston Villa,88,3.52,85,1.59,84,1.852,80,2.257,81,2.65,80,3.169,80,2.382,79,2.746
D,Targett,4.6,4.6,Aston Villa,87,3.396,85,1.602,83,1.833,82,2.291,82,2.635,79,3.055,77,2.272,78,2.656
D,Bree,4.5,4.5,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Nakamba,4.3,4.3,Aston Villa,13,0.429,17,0.497,20,0.591,18,0.554,19,0.603,22,0.715,20,0.617,20,0.642
M,El Ghazi,5.7,5.7,Aston Villa,30,1.839,38,1.711,34,1.626,38,1.993,39,2.251,39,2.328,41,2.181,43,2.56
D,Konsa,4.8,4.8,Aston Villa,85,3.498,84,1.617,83,1.88,80,2.312,80,2.678,79,3.192,78,2.376,78,2.777
D,Guilbert,4.3,4.3,Aston Villa,0,0,0,0,1,0.022,1,0.028,0,0,1,0.037,2,0.058,2,0.066
F,Wesley,6.0,6.0,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,Samatta,5.9,5.9,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,Davis,4.3,4.3,Aston Villa,9,0.564,10,0.482,13,0.656,12,0.659,16,0.952,15,0.91,17,0.936,17,1.036
F,Vassilev,4.3,4.3,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Douglas Luiz,4.9,4.9,Aston Villa,82,2.602,75,1.997,75,2.06,75,2.185,76,2.33,72,2.32,72,2.128,72,2.281
F,Murray,4.8,4.8,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Lallana,6.2,6.2,Brighton,53,2.175,55,2.256,55,2.326,58,1.945,55,2.293,56,2.597,53,2.118,53,1.874
M,Stephens,4.3,4.3,Burnley,6,0.192,26,0.892,38,1.236,0,0,28,1.648,19,0.613,23,0.666,21,0.61
G,Button,4.0,4.0,West Brom,0,0,1,0.036,1,0.037,0,0,7,0.515,2,0.07,2,0.079,3,0.121
M,Groß,5.8,5.8,Brighton,69,2.988,62,2.718,63,2.878,63,2.194,65,2.924,61,3.082,61,2.578,64,2.344
D,Duffy,4.3,4.3,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Pröpper,4.8,4.8,Brighton,17,0.593,21,0.734,16,0.575,14,0.439,17,0.594,17,0.638,15,0.516,16,0.512
M,Mooy,5.0,5.0,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Burn,4.3,4.3,Brighton,33,1.045,39,1.324,38,1.52,36,0.526,35,1.015,34,1.452,38,1.144,39,0.72
D,Dunk,4.8,4.8,Brighton,86,2.849,84,2.986,83,3.49,80,1.142,80,2.445,78,3.568,78,2.45,78,1.456
D,Montoya,4.5,4.5,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,Andone,4.8,4.8,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,March,5.0,5.0,Brighton,60,2.316,62,2.402,60,2.412,61,1.957,62,2.425,63,2.733,61,2.298,59,1.984
D,Webster,4.4,4.4,Brighton,68,2.168,68,2.333,68,2.748,68,1.005,67,1.961,67,2.888,64,1.951,67,1.259
D,Veltman,4.3,4.3,Brighton,49,1.42,43,1.354,45,1.661,43,0.551,45,1.176,47,1.848,45,1.248,44,0.727
F,Maupay,6.1,6.1,Brighton,66,3.343,60,3.052,60,3.112,59,2.361,59,3.179,59,3.447,56,2.776,60,2.53
M,Trossard,5.8,5.8,Brighton,59,2.899,58,2.851,59,2.995,56,2.16,56,2.845,56,3.161,56,2.623,56,2.285
G,Ryan,4.4,4.4,Brighton,89,3.396,88,3.469,87,3.707,87,3.017,86,3.181,86,3.716,86,3.247,87,3.016
M,Jahanbakhsh,5.4,5.4,Brighton,26,1.209,20,0.941,21,1.016,24,0.909,27,1.293,23,1.22,25,1.123,26,1.03
M,Izquierdo,5.5,5.5,Brighton,0,0,2,0.09,3,0.138,4,0.151,5,0.231,5,0.253,6,0.263,5,0.197
D,Clarke,4.4,4.4,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,White,4.4,4.4,Brighton,67,1.966,65,2.073,64,2.389,69,0.901,68,1.804,66,2.631,68,1.91,63,1.069
D,Bernardo,3.9,3.9,Brighton,1,0.034,1,0.037,2,0.085,1,0.018,4,0.127,4,0.183,5,0.163,4,0.085
M,Bissouma,4.5,4.5,Brighton,80,2.306,79,2.316,77,2.359,73,1.846,75,2.177,74,2.398,76,2.172,74,1.926
D,Lamptey,4.8,4.8,Brighton,47,1.677,56,2.147,55,2.455,58,0.965,53,1.759,54,2.621,56,1.89,56,1.179
F,Connolly,5.3,5.3,Brighton,24,1.155,22,1.059,23,1.113,23,0.921,19,0.96,24,1.276,21,0.98,21,0.879
M,Alzate,4.3,4.3,Brighton,21,0.753,25,0.897,26,0.952,27,0.84,27,0.961,28,1.084,30,1.039,27,0.865
M,Mac Allister,5.3,5.3,Brighton,20,0.851,18,0.762,18,0.781,19,0.675,18,0.778,21,1,18,0.743,21,0.774
D,Tarkowski,5.3,5.3,Burnley,88,2.113,84,3.619,83,3.088,0,0,82,3.247,79,2.324,79,1.264,80,1.05
D,Bardsley,4.5,4.5,Burnley,6,0.135,8,0.316,9,0.305,0,0,12,0.437,12,0.323,15,0.22,15,0.178
D,Pieters,4.3,4.3,Burnley,15,0.387,12,0.53,13,0.499,0,0,16,0.685,15,0.461,15,0.265,16,0.236
M,Cork,5.0,5.0,Burnley,0,0,0,0,0,0,0,0,33,2.031,57,1.8,53,1.505,53,1.496
D,Long,4.4,4.4,Burnley,2,0.05,8,0.329,11,0.393,0,0,15,0.606,17,0.489,16,0.268,23,0.315
F,Rodriguez,5.8,5.8,Burnley,57,2.476,54,2.667,52,2.477,0,0,50,4.001,50,2.345,47,1.777,48,1.831
F,Barnes,6.0,6.0,Burnley,38,1.862,37,2.048,34,1.802,0,0,35,3.019,36,1.853,40,1.57,37,1.484
D,Mee,4.9,4.9,Burnley,89,2.03,85,3.571,84,3.003,0,0,80,3.029,82,2.307,79,1.209,77,0.955
M,Westwood,5.3,5.3,Burnley,87,2.662,81,2.877,79,2.683,0,0,70,4.113,66,2.199,68,1.903,68,1.897
M,Gudmundsson,5.4,5.4,Burnley,6,0.248,24,1.101,33,1.425,0,0,32,2.368,29,1.218,30,1.051,30,1.048
F,Wood,6.2,6.2,Burnley,66,3.246,69,3.788,68,3.576,0,0,62,5.399,64,3.313,61,2.431,60,2.426
D,Lowton,4.4,4.4,Burnley,83,1.825,82,3.326,80,2.771,0,0,77,2.829,77,2.092,75,1.119,75,0.897
F,Vydra,4.8,4.8,Burnley,13,0.687,12,0.705,12,0.678,0,0,13,1.212,15,0.822,15,0.649,15,0.657
D,Gibson,3.9,3.9,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Brady,5.0,5.0,Burnley,61,2.423,53,2.479,48,2.128,0,0,49,3.588,45,1.919,47,1.609,49,1.674
G,Pope,5.4,5.4,Burnley,90,3.383,88,4.018,87,3.732,0,0,84,6.208,87,3.391,87,3.136,87,3.145
D,Taylor,4.5,4.5,Burnley,89,2.013,86,3.587,83,2.948,0,0,80,3.047,80,2.234,81,1.256,75,0.944
M,Brownhill,4.9,4.9,Burnley,85,2.529,79,2.714,74,2.461,0,0,67,3.92,61,1.994,59,1.694,61,1.724
G,Peacock-Farrell,4.0,4.0,Burnley,0,0,0,0,1,0.041,0,0,3,0.215,1,0.038,2,0.07,2,0.07
M,McNeil,5.7,5.7,Burnley,84,2.899,81,3.263,81,3.078,0,0,78,5.033,77,2.841,76,2.314,76,2.309
