Pos,Name,BV,SV,Team,8_xMins,8_Pts,9_xMins,9_Pts,10_xMins,10_Pts,11_xMins,11_Pts,12_xMins,12_Pts,13_xMins,13_Pts,14_xMins,14_Pts,15_xMins,15_Pts
M,Özil,6.8,6.8,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Sokratis,4.9,4.9,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,David Luiz,5.5,5.5,Arsenal,58,2.385,78,2.761,76,3.243,71,2.021,72,3.493,71,2.796,71,2.19,68,1.973
M,Aubameyang,11.7,11.7,Arsenal,84,6.019,83,5.292,80,5.075,79,4.425,78,6.031,75,5.215,74,4.412,75,4.476
D,Cédric,4.7,4.7,Arsenal,2,0.09,4,0.158,2,0.092,4,0.128,5,0.261,4,0.173,5,0.173,5,0.164
F,Lacazette,8.4,8.4,Arsenal,56,3.581,51,2.964,48,2.709,48,2.497,50,3.38,51,3.183,49,2.677,48,2.645
D,Mustafi,5.0,5.0,Arsenal,48,2.01,16,0.584,12,0.522,12,0.355,13,0.643,10,0.405,10,0.32,12,0.363
G,Leno,5.0,5.0,Arsenal,89,3.887,89,3.715,88,4.038,87,3.371,87,4.165,88,3.801,86,3.446,86,3.326
M,Xhaka,5.4,5.4,Arsenal,54,1.784,52,1.601,56,1.781,53,1.512,52,1.841,53,1.716,52,1.525,54,1.574
D,Marí,4.4,4.4,Arsenal,0,0,6,0.199,8,0.32,7,0.191,8,0.358,8,0.293,8,0.235,9,0.248
D,Bellerín,5.0,5.0,Arsenal,87,3.784,83,3.187,83,3.759,80,2.462,79,4.066,80,3.37,75,2.514,77,2.422
G,Martínez,4.8,4.7,Aston Villa,90,3.209,88,3.522,89,3.397,87,3.689,86,3.346,87,3.753,87,3.577,86,3.679
D,Chambers,4.5,4.5,Arsenal,6,0.263,19,0.727,24,1.08,23,0.708,19,0.979,19,0.803,22,0.733,21,0.663
D,Kolasinac,4.8,4.8,Arsenal,8,0.326,3,0.107,4,0.169,3,0.088,3,0.142,3,0.118,4,0.126,4,0.119
D,Maitland-Niles,4.8,4.8,Arsenal,11,0.491,14,0.552,10,0.458,14,0.449,12,0.624,11,0.474,14,0.485,15,0.49
D,Holding,4.4,4.4,Arsenal,0,0,32,1.146,45,1.933,61,1.759,57,2.746,59,2.32,60,1.868,58,1.696
D,Tierney,5.4,5.4,Arsenal,81,3.566,71,2.783,68,3.139,67,2.115,68,3.55,69,2.955,67,2.295,67,2.148
M,Pépé,7.7,7.7,Arsenal,24,1.499,28,1.587,28,1.575,27,1.367,31,2.068,31,1.888,33,1.737,30,1.603
M,Torreira,4.7,4.7,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Willock,4.8,4.8,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,1,0.055,1,0.055
