,can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,region,team_join_date,birth_date,has_temporary_code,opta_code,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,scout_risks,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,defensive_contribution_per_90
0,True,True,,,154561,0,0,4,-4,1,1,9.6,4.8,0,David,3.8,1,False,,,59,154561.jpg,4.1,False,Raya Martín,33.8,False,,a,1,3,99,3650920,6161,2055869,838,0.6,16.8,Raya,200.0,2024-07-04,1995-09-15,False,p154561,2160,0,0,12,17,0,0,0,1,0,33,4,392,340.8,20.3,0.0,36.2,19,196,1,0,24,0.00,0.05,0.05,16.63,,,,,,,"[{'property': 'blank_gw', 'notes': 'This player currently has no Premier League fixture in Gameweek 31.', 'gameweek': 31, 'url': None}]",115,17,380,3,806,94,269,16,0.0,1.38,0.0,0.0,0.69,0.71,91,1,47,4,62,4,6,1,1.0,0.5,0.0
1,True,True,,,109745,0,0,-4,4,0,1,2.0,1.0,0,Kepa,0.0,2,False,,,41,109745.jpg,0.0,False,Arrizabalaga Revuelta,0.4,False,,a,1,3,0,13557,14,74256,29,0.0,0.0,Arrizabalaga,200.0,2025-07-01,1994-10-03,False,p109745,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,"[{'property': 'blank_gw', 'notes': 'This player currently has no Premier League fixture in Gameweek 31.', 'gameweek': 31, 'url': None}]",614,85,606,73,574,58,616,85,0.0,0.0,0.0,0.0,0.0,0.0,653,37,510,76,623,85,275,36,0.0,0.0,0.0
2,True,False,0.0,0.0,463748,0,0,0,0,0,1,0.0,0.0,0,Karl,0.0,3,False,Has joined Werder Bremen on loan for the rest of the season.,2025-08-26T13:44:02.357864Z,40,463748.jpg,0.0,False,Hein,0.2,False,,u,1,3,0,5545,0,47362,10,0.0,0.0,Hein,67.0,2020-10-28,2002-04-13,False,p463748,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,"[{'property': 'blank_gw', 'notes': 'This player currently has no Premier League fixture in Gameweek 31.', 'gameweek': 31, 'url': None}]",573,73,565,61,531,46,575,73,0.0,0.0,0.0,0.0,0.0,0.0,684,54,465,64,582,73,365,53,0.0,0.0,0.0
3,True,True,,,551221,0,0,-1,1,0,1,2.0,1.0,0,Tommy,0.0,4,False,,,39,551221.jpg,0.0,False,Setford,0.2,False,,a,1,3,0,32581,4,30488,26,0.0,0.0,Setford,241.0,2024-07-24,2006-03-13,False,p551221,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,"[{'property': 'blank_gw', 'notes': 'This player currently has no Premier League fixture in Gameweek 31.', 'gameweek': 31, 'url': None}]",545,58,534,43,498,28,547,58,0.0,0.0,0.0,0.0,0.0,0.0,774,90,435,48,554,58,350,51,0.0,0.0,0.0
4,True,True,100.0,100.0,226597,0,0,11,-11,4,2,11.2,5.6,0,Gabriel,4.6,5,True,,2025-11-17T12:00:07.436586Z,71,226597.jpg,7.2,False,dos Santos Magalhães,40.9,False,,a,1,3,129,7632655,6540,4988650,290,0.6,18.2,Gabriel,30.0,2020-09-01,1997-12-19,False,p226597,1535,3,2,11,10,0,0,0,1,0,0,18,421,510.2,79.6,184.0,77.2,131,26,18,149,17,1.72,0.83,2.55,10.15,,,,,,,"[{'property': 'blank_gw', 'notes': 'This player currently has no Premier League fixture in Gameweek 31.', 'gameweek': 31, 'url': None}]",41,17,263,80,120,22,106,33,0.1,0.0,0.05,0.15,0.6,0.59,34,1,20,6,1,1,4,1,1.0,0.64,8.74
5,True,True,100.0,100.0,462424,0,0,0,0,0,2,10.8,5.4,0,William,4.4,6,False,,2026-01-28T04:30:08.458028Z,60,462424.jpg,3.8,False,Saliba,13.1,False,,a,1,3,76,1637346,4759,1989714,361,0.7,12.7,Saliba,73.0,2019-07-25,2001-03-24,False,p462424,1624,0,0,9,12,0,0,0,0,0,0,4,342,311.4,112.9,32.0,45.6,85,73,20,105,19,0.38,0.57,0.95,11.81,,,,,,,"[{'property': 'blank_gw', 'notes': 'This player currently has no Premier League fixture in Gameweek 31.', 'gameweek': 31, 'url': None}]",141,62,211,51,336,107,231,78,0.02,0.0,0.03,0.05,0.65,0.67,86,4,26,10,97,33,28,11,1.05,0.5,5.82
6,True,True,100.0,100.0,466075,0,0,1,-1,2,2,2.4,1.2,0,Riccardo,0.2,7,False,,2025-12-27T22:00:11.031357Z,56,466075.jpg,4.6,False,Calafiori,6.2,False,,a,1,3,78,2560177,564,2373197,223,0.0,13.9,Calafiori,106.0,2024-07-29,2002-05-19,False,p466075,1271,1,2,9,7,0,0,0,5,0,0,4,289,222.2,105.4,226.0,55.3,58,58,28,86,16,2.74,0.37,3.11,7.12,,,,,,,"[{'property': 'blank_gw', 'notes': 'This player currently has no Premier League fixture in Gameweek 31.', 'gameweek': 31, 'url': None}]",210,82,222,58,88,8,187,61,0.19,0.0,0.03,0.22,0.5,0.5,134,14,372,140,35,14,60,19,1.13,0.64,6.09
7,True,True,100.0,100.0,445122,0,0,9,-9,2,2,8.8,4.4,0,Jurriën,3.4,8,True,,2026-01-28T04:30:08.479318Z,64,445122.jpg,5.0,False,Timber,29.3,False,,a,1,3,115,6076324,7294,3110664,1061,0.5,18.0,J.Timber,152.0,2023-07-14,2001-06-17,False,p445122,1909,2,4,11,15,0,0,0,4,0,0,7,409,389.4,298.2,332.0,102.3,61,73,50,111,21,4.30,1.09,5.39,12.42,,,,,,,"[{'property': 'blank_gw', 'notes': 'This player currently has no Premier League fixture in Gameweek 31.', 'gameweek': 31, 'url': None}]",87,38,74,17,46,1,48,6,0.2,0.0,0.05,0.25,0.59,0.71,59,2,58,24,16,7,12,3,0.99,0.52,5.23
8,True,False,0.0,0.0,440854,0,0,-1,1,0,2,0.0,0.0,0,Jakub,0.0,9,False,has joined Porto on loan for the rest of the season.,2025-09-02T13:37:25.929594Z,54,440854.jpg,0.0,False,Kiwior,0.0,False,,u,1,3,0,1119,0,10867,2,0.0,0.0,Kiwior,172.0,2023-01-23,2000-02-15,False,p440854,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,"[{'property': 'blank_gw', 'notes': 'This player currently has no Premier League fixture in Gameweek 31.', 'gameweek': 31, 'url': None}]",798,265,797,265,793,264,798,265,0.0,0.0,0.0,0.0,0.0,0.0,174,20,778,263,798,265,588,211,0.0,0.0,0.0
9,True,True,,,499169,0,0,-4,4,0,2,2.4,1.2,0,Myles,0.2,10,False,,,51,499169.jpg,0.9,False,Lewis-Skelly,1.4,False,,a,1,3,12,131527,31,457156,66,0.0,2.4,Lewis-Skelly,241.0,2022-12-04,2006-09-26,False,p499169,311,0,0,0,5,0,0,0,3,0,0,0,36,31.2,45.5,18.0,9.4,10,14,4,14,1,0.05,0.06,0.11,5.26,,,,,,,"[{'property': 'blank_gw', 'notes': 'This player currently has no Premier League fixture in Gameweek 31.', 'gameweek': 31, 'url': None}]",415,156,329,111,371,129,402,145,0.01,0.0,0.02,0.03,1.52,1.45,239,36,363,138,495,172,156,60,0.29,0.0,4.05
