,can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,region,team_join_date,birth_date,has_temporary_code,opta_code,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,scout_risks,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,defensive_contribution_per_90
0,True,True,,,154561,0,0,5,-5,1,1,3.2,3.7,1,David,2.7,1,False,,,60,154561.jpg,4.0,False,Raya Martín,34.8,False,,a,1,3,80,3276753,3714,1561040,46616,0.4,13.3,Raya,200.0,2024-07-04,1995-09-15,False,p154561,1800,0,0,9,14,0,0,0,1,0,32,4,329,315.8,20.3,0.0,33.7,15,164,0,0,20,0.00,0.04,0.04,14.98,,,,,,,[],97,15,352,3,776,89,244,14,0.0,1.6,0.0,0.0,0.75,0.7,86,1,142,13,76,5,6,1,1.0,0.45,0.0
1,True,True,,,109745,0,0,-4,4,0,1,0.5,1.0,0,Kepa,0.0,2,False,,,41,109745.jpg,0.0,False,Arrizabalaga Revuelta,0.4,False,,a,1,3,0,11933,57,70929,149,0.0,0.0,Arrizabalaga,200.0,2025-07-01,1994-10-03,False,p109745,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],588,79,579,68,545,53,592,79,0.0,0.0,0.0,0.0,0.0,0.0,633,38,530,73,596,79,269,36,0.0,0.0,0.0
2,True,False,0.0,0.0,463748,0,0,0,0,0,1,0.0,0.0,0,Karl,0.0,3,False,Has joined Werder Bremen on loan for the rest of the season.,2025-08-26T13:44:02.357864Z,40,463748.jpg,0.0,False,Hein,0.2,False,,u,1,3,0,5545,0,46140,47,0.0,0.0,Hein,67.0,2020-10-28,2002-04-13,False,p463748,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],552,71,543,60,508,45,556,71,0.0,0.0,0.0,0.0,0.0,0.0,660,53,492,65,560,71,358,52,0.0,0.0,0.0
3,True,True,,,551221,0,0,-1,1,0,1,0.5,1.0,0,Tommy,0.0,4,False,,,39,551221.jpg,0.0,False,Setford,0.3,False,,a,1,3,0,30142,240,25554,199,0.0,0.0,Setford,241.0,2024-07-24,2006-03-13,False,p551221,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],522,55,511,42,474,27,526,55,0.0,0.0,0.0,0.0,0.0,0.0,745,86,462,49,530,55,336,46,0.0,0.0,0.0
4,True,True,100.0,100.0,226597,1,-1,6,-6,5,2,4.7,5.2,9,Gabriel,4.2,5,True,,2025-11-17T12:00:07.436586Z,66,226597.jpg,7.6,False,dos Santos Magalhães,24.2,False,,a,1,3,106,5427077,200767,4903713,2121,0.6,16.1,Gabriel,30.0,2020-09-01,1997-12-19,False,p226597,1175,3,2,8,7,0,0,0,1,0,0,16,336,418.8,65.7,146.0,62.9,101,18,14,115,13,1.41,0.71,2.12,8.50,,,,,,,[],33,13,258,76,119,18,100,27,0.11,0.0,0.05,0.16,0.65,0.54,48,1,52,16,2,1,13,4,1.0,0.61,8.81
5,True,True,100.0,100.0,462424,0,0,-1,1,0,2,2.7,3.2,1,William,2.2,6,False,,2025-11-30T22:30:08.957329Z,59,462424.jpg,3.4,False,Saliba,11.7,False,,a,1,3,54,1304626,5137,1831153,13991,0.4,9.2,Saliba,73.0,2019-07-25,2001-03-24,False,p462424,1264,0,0,6,9,0,0,0,0,0,0,1,258,251.4,44.7,22.0,31.8,70,56,16,86,15,0.29,0.29,0.58,10.16,,,,,,,[],152,67,304,100,337,113,258,88,0.02,0.0,0.02,0.04,0.72,0.64,98,6,174,67,133,52,32,10,1.07,0.43,6.12
6,True,True,0.0,0.0,466075,0,0,2,-2,2,2,0.0,0.0,0,Riccardo,1.2,7,False,Muscle injury - Unknown return date,2025-12-27T22:00:11.031357Z,57,466075.jpg,4.8,False,Calafiori,7.7,False,,i,1,3,77,2530058,54,2149884,31691,0.2,13.5,Calafiori,106.0,2024-07-29,2002-05-19,False,p466075,1256,1,2,9,7,0,0,0,5,0,0,4,287,222.0,104.8,219.0,54.5,57,57,28,85,16,2.49,0.36,2.85,7.09,,,,,,,[],173,70,185,47,66,4,140,47,0.18,0.0,0.03,0.21,0.51,0.5,123,13,278,109,27,13,57,18,1.15,0.64,6.09
7,True,True,100.0,100.0,445122,0,0,9,-9,2,2,4.0,4.5,1,Jurriën,3.5,8,True,,2025-12-27T22:00:11.070756Z,64,445122.jpg,5.1,False,Timber,28.1,False,,a,1,3,96,5311205,12312,2505650,70408,0.5,15.0,J.Timber,152.0,2023-07-14,2001-06-17,False,p445122,1549,2,4,8,12,0,0,0,2,0,0,7,349,362.0,273.5,307.0,94.5,52,63,46,98,17,4.06,0.83,4.89,10.77,,,,,,,[],63,27,61,10,41,1,40,3,0.24,0.0,0.05,0.29,0.63,0.7,61,2,82,29,15,8,9,2,0.99,0.46,5.69
8,True,False,0.0,0.0,440854,0,0,-1,1,0,2,0.0,0.0,0,Jakub,0.0,9,False,has joined Porto on loan for the rest of the season.,2025-09-02T13:37:25.929594Z,54,440854.jpg,0.0,False,Kiwior,0.0,False,,u,1,3,0,1119,0,10787,5,0.0,0.0,Kiwior,172.0,2023-01-23,2000-02-15,False,p440854,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],764,258,764,258,760,257,765,258,0.0,0.0,0.0,0.0,0.0,0.0,168,20,754,256,764,257,573,209,0.0,0.0,0.0
9,True,True,,,499169,0,0,-4,4,0,2,1.2,1.7,0,Myles,0.7,10,False,,,51,499169.jpg,0.8,False,Lewis-Skelly,1.6,False,,a,1,3,11,125431,186,436496,1129,0.1,2.2,Lewis-Skelly,241.0,2022-12-04,2006-09-26,False,p499169,278,0,0,0,5,0,0,0,3,0,0,0,31,27.0,35.4,18.0,8.0,10,13,3,13,1,0.05,0.06,0.11,5.04,,,,,,,[],403,151,325,111,347,121,393,139,0.02,0.0,0.02,0.04,1.63,1.62,236,36,324,122,476,165,153,61,0.32,0.0,4.21
