,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text
0,25.0,25.0,58822,0,0,-3,3,0,2,-0.1,0.0,0,Cédric,0.0,1,False,Knock - 25% chance of playing,2022-09-16T13:30:06.551108Z,42,58822.jpg,0.0,Alves Soares,0.1,False,,d,1,3,0,4534,28,23094,662,0.0,0.0,Cédric,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,486,198,464,191,417,169,491,199,,,,,,
1,,,84450,0,0,1,-1,1,3,6.5,7.0,9,Granit,7.0,3,False,,,51,84450.jpg,5.0,Xhaka,3.4,False,,a,1,3,40,437497,45845,235168,8839,1.4,7.8,Xhaka,717,2,3,3,8,0,0,0,2,0,0,4,166,194.4,195.8,136.0,52.6,30,12,19,17,55,36,26,19,,,3.0,,,
2,0.0,0.0,153256,0,0,-2,2,1,3,0.0,0.0,0,Mohamed,0.0,4,False,Hamstring injury - Unknown return date,2022-08-30T11:30:06.278675Z,43,153256.jpg,2.0,Elneny,0.7,False,,i,1,3,2,109294,463,168956,4096,0.0,0.5,Elneny,90,0,0,0,1,0,0,0,0,0,0,0,15,4.2,3.8,0.0,0.8,378,165,320,155,436,164,382,167,,,,,,
3,,,156074,0,0,-3,3,0,2,-0.5,0.0,0,Rob,0.0,5,False,,,42,156074.jpg,1.0,Holding,0.1,False,,a,1,3,2,3882,284,12832,380,0.0,0.5,Holding,3,0,0,0,0,0,0,0,0,0,0,0,8,2.2,0.0,0.0,0.2,393,151,465,192,419,171,403,153,,,,,,
4,100.0,75.0,167199,0,0,-2,2,0,3,6.0,4.9,10,Thomas,6.5,6,False,,2022-09-25T09:00:06.484502Z,48,167199.jpg,4.2,Partey,0.3,False,,a,1,3,21,34838,8221,68318,961,1.4,4.4,Partey,419,1,0,3,3,0,0,0,0,0,0,3,91,105.0,74.8,64.0,24.4,135,55,112,76,141,83,130,76,,,,,,
5,100.0,100.0,184029,0,0,0,0,1,3,0.5,1.0,2,Martin,1.0,7,False,,2022-09-18T20:00:06.315087Z,65,184029.jpg,5.1,Ødegaard,14.9,False,,a,1,3,36,1502483,20431,1516938,78966,0.2,5.5,Ødegaard,575,3,0,2,7,0,0,0,1,0,0,6,142,163.8,179.2,192.0,53.6,49,23,23,19,33,23,22,16,4.0,,1.0,,,
6,100.0,75.0,192895,0,0,-2,2,0,2,3.0,2.6,1,Kieran,3.5,8,False,,2022-09-26T13:00:06.430643Z,48,192895.jpg,2.0,Tierney,0.9,False,,a,1,3,14,40615,1866,92754,2942,0.7,2.9,Tierney,279,0,0,1,2,0,0,0,0,0,0,0,58,49.6,37.3,39.0,12.5,247,94,193,54,189,43,249,80,,,,,,
7,0.0,0.0,195735,0,0,-2,2,0,3,0.0,0.0,0,Nicolas,0.0,9,False,Season-long loan to Nice,2022-08-26T07:24:29.541862Z,53,195735.jpg,0.0,Pépé,0.1,False,,u,1,3,0,5198,0,35236,233,0.0,0.0,Pépé,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,624,268,623,268,623,267,627,268,,,,,,
8,,,198869,0,0,0,0,0,2,5.0,5.5,5,Benjamin,5.5,10,False,,,45,198869.jpg,4.2,White,5.6,False,,a,1,3,34,292232,36019,340216,11455,1.2,7.6,White,644,0,1,4,7,0,0,0,2,0,0,3,163,129.2,102.3,13.0,24.4,95,31,74,14,270,86,129,31,,,,,,
9,,,205533,0,0,-4,4,0,4,0.5,1.0,1,Eddie,1.0,11,False,,,66,205533.jpg,1.0,Nketiah,0.3,False,,a,1,3,8,13810,701,67887,1209,0.2,1.2,Nketiah,98,0,0,0,1,0,0,0,0,0,0,0,18,19.2,24.1,106.0,14.8,316,34,235,36,82,26,230,33,,,,,,
