,can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,known_name,region,team_join_date,birth_date,has_temporary_code,opta_code,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,scout_risks,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,defensive_contribution_per_90
0,True,True,,,154561,0,0,5,-5,1,1,3.7,3.7,0,David,2.7,1,False,,,60,154561.jpg,4.0,False,Raya Martín,34.2,False,,a,1,3,115,3990336,1815,2346508,1282,0.4,19.2,Raya,,200.0,2024-07-04,1995-09-15,False,p154561,2610,0,0,13,22,0,0,0,1,0,45,5,462,411.8,33.4,0.0,44.6,26,243,1,0,29,0.00,0.06,0.06,20.43,,,,,,,"[{'property': 'blank_gw', 'notes': 'This player currently has no Premier League fixture in Gameweek 31.', 'gameweek': 31, 'url': None}]",107,17,371,3,811,94,265,16,0.0,1.55,0.0,0.0,0.7,0.76,86,1,116,10,68,6,8,1,1.0,0.45,0.0
1,True,True,,,109745,0,0,-4,4,0,1,1.0,1.0,0,Kepa,0.0,2,False,,,41,109745.jpg,0.0,False,Arrizabalaga Revuelta,0.4,False,,a,1,3,0,14472,9,76526,16,0.0,0.0,Arrizabalaga,,200.0,2025-07-01,1994-10-03,False,p109745,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,"[{'property': 'blank_gw', 'notes': 'This player currently has no Premier League fixture in Gameweek 31.', 'gameweek': 31, 'url': None}]",625,85,617,73,590,60,627,85,0.0,0.0,0.0,0.0,0.0,0.0,650,36,514,76,635,85,283,36,0.0,0.0,0.0
2,True,False,0.0,0.0,463748,0,0,0,0,0,1,0.0,0.0,0,Karl,0.0,3,False,Has joined Werder Bremen on loan for the rest of the season.,2025-08-26T13:44:02.357864Z,40,463748.jpg,0.0,False,Hein,0.2,False,,u,1,3,0,5545,0,48096,6,0.0,0.0,Hein,,67.0,2020-10-28,2002-04-13,False,p463748,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,"[{'property': 'blank_gw', 'notes': 'This player currently has no Premier League fixture in Gameweek 31.', 'gameweek': 31, 'url': None}]",585,74,576,61,547,48,587,74,0.0,0.0,0.0,0.0,0.0,0.0,686,54,469,65,595,74,372,54,0.0,0.0,0.0
3,True,True,,,551221,0,0,-1,1,0,1,1.0,1.0,0,Tommy,0.0,4,False,,,39,551221.jpg,0.0,False,Setford,0.2,False,,a,1,3,0,33672,3,33222,14,0.0,0.0,Setford,,241.0,2024-07-24,2006-03-13,False,p551221,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,"[{'property': 'blank_gw', 'notes': 'This player currently has no Premier League fixture in Gameweek 31.', 'gameweek': 31, 'url': None}]",557,59,545,43,515,30,559,59,0.0,0.0,0.0,0.0,0.0,0.0,777,90,438,48,567,59,360,52,0.0,0.0,0.0
4,True,True,100.0,100.0,226597,0,0,11,-11,4,2,5.0,5.0,0,Gabriel,4.0,5,True,,2025-11-17T12:00:07.436586Z,71,226597.jpg,6.7,False,dos Santos Magalhães,43.1,False,,a,1,3,153,8119864,2892,5192839,687,0.6,21.5,Gabriel,Gabriel Magalhães,30.0,2020-09-01,1997-12-19,False,p226597,1985,3,4,12,15,0,0,0,3,0,0,21,523,628.0,105.1,194.0,92.5,167,42,30,197,22,1.87,1.59,3.46,13.95,,,,,,,"[{'property': 'blank_gw', 'notes': 'This player currently has no Premier League fixture in Gameweek 31.', 'gameweek': 31, 'url': None}]",27,12,251,72,135,26,93,24,0.08,0.0,0.07,0.15,0.63,0.68,34,1,49,14,3,1,4,1,1.0,0.54,8.93
5,True,True,100.0,100.0,462424,0,0,1,-1,1,2,4.3,4.3,0,William,3.3,6,False,,2026-01-28T04:30:08.458028Z,61,462424.jpg,4.0,False,Saliba,13.6,False,,a,1,3,96,1890246,1244,2190062,454,0.5,15.7,Saliba,,73.0,2019-07-25,2001-03-24,False,p462424,1984,1,0,10,16,0,0,0,1,0,0,6,412,400.0,124.6,72.0,59.7,112,89,26,138,23,0.88,0.61,1.49,14.10,,,,,,,"[{'property': 'blank_gw', 'notes': 'This player currently has no Premier League fixture in Gameweek 31.', 'gameweek': 31, 'url': None}]",117,51,223,55,287,85,203,69,0.04,0.0,0.03,0.07,0.64,0.73,84,4,85,28,69,27,25,9,1.04,0.45,6.26
6,True,True,100.0,100.0,466075,0,0,1,-1,2,2,2.3,2.3,0,Riccardo,1.3,7,False,,2025-12-27T22:00:11.031357Z,56,466075.jpg,4.3,False,Calafiori,6.1,False,,a,1,3,86,2631524,79,2452451,423,0.2,15.4,Calafiori,,106.0,2024-07-29,2002-05-19,False,p466075,1347,1,2,10,8,0,0,0,5,0,0,4,308,228.6,109.3,230.0,56.8,61,59,30,91,17,2.77,0.40,3.17,7.79,,,,,,,"[{'property': 'blank_gw', 'notes': 'This player currently has no Premier League fixture in Gameweek 31.', 'gameweek': 31, 'url': None}]",238,92,244,69,106,13,219,75,0.19,0.0,0.03,0.22,0.52,0.53,132,14,236,90,45,19,61,21,1.14,0.67,6.08
7,True,True,100.0,100.0,445122,0,0,8,-8,2,2,4.3,4.3,0,Jurriën,3.3,8,True,,2026-01-28T04:30:08.479318Z,63,445122.jpg,4.8,False,Timber,27.9,False,,a,1,3,135,6540520,3058,3760846,1324,0.5,21.4,J.Timber,,152.0,2023-07-14,2001-06-17,False,p445122,2325,3,5,12,20,0,0,0,5,0,0,7,496,455.6,380.2,348.0,118.7,71,95,59,130,26,4.71,1.45,6.16,15.81,,,,,,,"[{'property': 'blank_gw', 'notes': 'This player currently has no Premier League fixture in Gameweek 31.', 'gameweek': 31, 'url': None}]",81,35,61,10,62,3,48,5,0.18,0.0,0.06,0.24,0.61,0.77,69,2,86,29,20,6,13,4,1.01,0.46,5.03
8,True,False,0.0,0.0,440854,0,0,-1,1,0,2,0.0,0.0,0,Jakub,0.0,9,False,has joined Porto on loan for the rest of the season.,2025-09-02T13:37:25.929594Z,54,440854.jpg,0.0,False,Kiwior,0.0,False,,u,1,3,0,1119,0,10899,1,0.0,0.0,Kiwior,,172.0,2023-01-23,2000-02-15,False,p440854,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,"[{'property': 'blank_gw', 'notes': 'This player currently has no Premier League fixture in Gameweek 31.', 'gameweek': 31, 'url': None}]",802,266,801,266,799,266,802,266,0.0,0.0,0.0,0.0,0.0,0.0,170,20,782,263,803,266,589,211,0.0,0.0,0.0
9,True,True,,,499169,0,0,-4,4,0,2,1.0,1.0,0,Myles,0.0,10,False,,,51,499169.jpg,0.9,False,Lewis-Skelly,1.4,False,,a,1,3,12,134485,39,465032,57,0.0,2.4,Lewis-Skelly,,241.0,2022-12-04,2006-09-26,False,p499169,311,0,0,0,5,0,0,0,3,0,0,0,36,31.2,45.5,18.0,9.4,10,14,4,14,1,0.05,0.06,0.11,5.26,,,,,,,"[{'property': 'blank_gw', 'notes': 'This player currently has no Premier League fixture in Gameweek 31.', 'gameweek': 31, 'url': None}]",429,161,350,121,386,137,418,151,0.01,0.0,0.02,0.03,1.52,1.45,240,36,762,259,509,176,164,63,0.29,0.0,4.05
10,True,True,0.0,0.0,198869,0,0,-4,4,1,2,0.0,0.0,0,Benjamin,0.0,11,False,Knock - Unknown return date,2026-02-22T23:00:08.984090Z,51,198869.jpg,4.3,False,White,0.5,False,,i,1,3,30,346790,0,406441,125,0.0,5.9,White,,241.0,2021-07-30,1997-10-08,False,p198869,409,0,1,3,4,0,0,0,0,0,0,3,112,111.4,92.7,46.0,25.0,23,18,13,36,5,0.43,0.49,0.92,6.13,,,,,,,"[{'property': 'blank_gw', 'notes': 'This player currently has no Premier League fixture in Gameweek 31.', 'gameweek': 31, 'url': None}]",343,130,272,83,328,107,350,119,0.09,0.0,0.11,0.2,1.35,0.88,227,30,757,257,43,18,265,98,1.1,0.66,7.92
11,True,True,,,563324,0,0,-2,2,0,2,1.0,1.0,0,Brayden,0.0,13,False,,,38,563324.jpg,0.0,False,Clarke,0.4,False,,a,1,3,0,51781,7,78365,14,0.0,0.0,Clarke,,,,,False,p563324,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,"[{'property': 'blank_gw', 'notes': 'This player currently has no Premier League fixture in Gameweek 31.', 'gameweek': 31, 'url': None}]",524,196,510,196,480,191,526,196,0.0,0.0,0.0,0.0,0.0,0.0,811,258,403,155,534,196,271,101,0.0,0.0,0.0
12,True,False,0.0,0.0,588793,0,0,-1,1,0,2,0.0,0.0,0,Maldini,0.0,14,False,has joined Morecambe on loan for the rest of the season.,2025-09-22T21:14:30.857843Z,39,588793.jpg,0.0,False,Kacurri,0.1,False,,u,1,3,0,10218,0,22650,1,0.0,0.0,Kacurri,,,,,False,p588793,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,"[{'property': 'blank_gw', 'notes': 'This player currently has no Premier League fixture in Gameweek 31.', 'gameweek': 31, 'url': None}]",562,208,550,208,520,203,564,208,0.0,0.0,0.0,0.0,0.0,0.0,782,230,443,169,572,208,488,175,0.0,0.0,0.0
13,True,True,,,499167,0,0,-3,3,0,2,1.0,1.0,0,Josh,0.0,15,False,,,37,499167.jpg,0.0,False,Nichols,0.2,False,,a,1,3,0,28951,59,29028,44,0.0,0.0,Nichols,,241.0,2024-07-24,2006-07-26,False,p499167,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,"[{'property': 'blank_gw', 'notes': 'This player currently has no Premier League fixture in Gameweek 31.', 'gameweek': 31, 'url': None}]",508,181,491,178,460,172,510,181,0.0,0.0,0.0,0.0,0.0,0.0,817,263,381,134,519,182,351,129,0.0,0.0,0.0
14,True,True,100.0,100.0,223340,0,0,-2,2,2,3,4.3,4.3,0,Bukayo,3.3,16,False,,2026-02-22T23:00:09.004929Z,98,223340.jpg,4.8,False,Saka,7.9,False,,a,1,3,121,4059487,1549,5032233,486,0.3,12.3,Saka,,241.0,2018-11-28,2001-09-05,False,p223340,1815,5,8,8,16,0,0,0,1,0,0,13,460,495.4,695.0,700.0,189.3,20,99,33,152,20,6.72,5.65,12.37,12.49,2.0,,2.0,,1.0,,"[{'property': 'blank_gw', 'notes': 'This player currently has no Premier League fixture in Gameweek 31.', 'gameweek': 31, 'url': None}]",68,19,9,9,7,2,6,4,0.33,0.0,0.28,0.61,0.62,0.79,6,4,87,38,21,11,47,16,0.99,0.4,7.54
