,can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,region,team_join_date,birth_date,has_temporary_code,opta_code,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,mng_win,mng_draw,mng_loss,mng_underdog_win,mng_underdog_draw,mng_clean_sheets,mng_goals_scored,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90
0,True,False,0.0,0.0,438098,0,0,-1,1,0,3,0.0,0.0,0,Fábio,0.0,1,False,Has joined Portuguese side FC Porto on loan for the 2024/25 season,2024-08-29T11:06:25.241953Z,54,438098.jpg,0.0,False,Ferreira Vieira,0.0,False,,u,1,3,0,439,0,2823,0,0.0,0.0,Fábio Vieira,,,,False,p438098,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,791,341,791,341,788,340,791,341,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,133,81,772,332,790,341,713,294,0.0,0.0
1,True,True,0.0,0.0,205651,0,0,-5,5,2,4,0.0,0.0,0,Gabriel,0.0,2,False,Knee injury - Expected back 01 Jun,2025-01-12T22:00:07.802845Z,65,205651.jpg,2.5,False,Fernando de Jesus,1.1,False,,i,1,3,42,1238129,21,1409074,80,0.0,6.5,G.Jesus,30.0,2022-07-04,1997-04-03,False,p205651,600,3,2,2,5,0,0,0,4,0,0,6,152,154.4,119.5,255.0,52.6,6,3.05,0.52,3.57,5.82,0,0,0,0,0,0,0,337,32,260,30,125,32,273,32,,,,,,,0.46,0.0,0.08,0.54,0.87,0.75,44,20,792,83,218,26,201,31,0.9,0.3
2,True,True,0.0,0.0,226597,0,0,2,-2,2,2,0.0,0.0,0,Gabriel,0.0,3,False,Hamstring injury - Expected back 01 Jun,2025-04-01T22:00:07.982867Z,62,226597.jpg,4.2,False,dos Santos Magalhães,12.7,False,,i,1,3,117,5092765,30,5369188,6059,0.0,18.9,Gabriel,30.0,2020-09-01,1997-12-19,False,p226597,2363,3,2,10,22,0,0,0,4,0,0,9,459,584.6,208.8,287.0,108.2,28,2.70,1.21,3.91,23.09,0,0,0,0,0,0,0,74,29,188,39,108,8,117,26,,,,,,,0.1,0.0,0.05,0.15,0.88,0.84,62,5,789,262,38,3,30,11,1.07,0.38
3,True,True,25.0,25.0,219847,0,0,-3,3,1,4,0.0,0.2,0,Kai,0.0,4,False,Hamstring injury - 25% chance of playing,2025-02-12T09:00:08.755570Z,77,219847.jpg,4.6,False,Havertz,5.8,False,,d,1,3,96,2589716,15,3525047,362,0.0,12.5,Havertz,80.0,2023-06-28,1999-06-11,False,p219847,1839,9,3,7,20,0,0,0,4,0,0,14,340,467.2,257.0,701.0,142.6,21,9.39,1.63,11.02,19.00,0,0,0,0,0,0,0,140,16,151,16,31,14,69,15,,,,,3.0,,0.46,0.0,0.08,0.54,0.93,0.98,14,4,796,86,22,9,68,12,1.03,0.34
4,True,False,0.0,0.0,463748,0,0,0,0,0,1,0.0,0.0,0,Karl,0.0,5,False,Loaned to Real Valladolid,2024-08-14T08:31:46.556082Z,40,463748.jpg,0.0,False,Hein,0.0,False,,u,1,3,0,0,0,4614,2,0.0,0.0,Hein,,,,False,p463748,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,607,68,592,57,553,38,607,68,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,670,56,480,58,613,68,641,71,0.0,0.0
5,True,True,75.0,100.0,445122,0,0,2,-2,2,2,0.9,2.2,0,Jurriën,1.2,6,False,Knock - 75% chance of playing,2025-05-04T12:00:07.787916Z,57,445122.jpg,3.8,False,Timber,6.7,False,,d,1,3,114,1953236,809,1355967,15154,0.2,20.0,J.Timber,152.0,2023-07-14,2001-06-17,False,p445122,2415,1,3,11,21,0,0,0,7,0,0,9,426,393.0,296.8,254.0,94.2,27,1.23,1.30,2.53,21.09,0,0,0,0,0,0,0,171,63,125,27,126,13,147,39,,,,,,,0.05,0.0,0.05,0.1,0.79,0.78,100,10,277,78,68,12,56,19,1.01,0.41
6,True,True,0.0,0.0,85955,0,0,-4,4,0,3,0.0,0.0,0,Jorge Luiz,0.6,7,False,Rib Injury - Expected back 18 May,2025-04-12T20:00:08.048837Z,46,85955.jpg,1.4,False,Frello Filho,0.2,False,,i,1,3,19,30754,4,50388,42,0.1,4.1,Jorginho,106.0,2023-01-31,1991-12-20,False,p85955,700,0,0,2,7,0,0,0,5,0,0,0,109,44.6,88.8,8.0,14.2,9,0.06,0.59,0.65,5.83,0,0,0,0,0,0,0,431,197,299,180,434,223,411,199,,,,,,,0.01,0.0,0.08,0.09,0.75,0.9,347,226,332,158,402,188,362,113,1.16,0.26
7,True,True,,,440854,0,0,-2,2,1,2,3.6,4.6,1,Jakub,3.6,8,False,,,48,440854.jpg,2.4,False,Kiwior,2.2,False,,a,1,3,33,305635,737,82337,1699,0.8,6.9,Kiwior,172.0,2023-01-23,2000-02-15,False,p440854,847,1,0,2,12,0,0,0,0,0,0,0,131,186.4,56.5,30.0,27.4,7,0.17,0.23,0.40,9.75,0,0,0,0,0,0,0,301,112,343,111,365,121,358,121,,,,,,,0.02,0.0,0.02,0.04,1.04,1.28,312,40,80,19,226,71,133,50,0.74,0.21
8,True,True,100.0,100.0,444145,0,0,-5,5,1,3,3.0,4.0,2,Gabriel,3.0,9,False,,2025-02-06T00:00:08.092348Z,65,444145.jpg,3.8,False,Martinelli Silva,2.6,False,,a,1,3,113,1276519,890,1344196,1900,0.5,17.4,Martinelli,30.0,2019-07-15,2001-06-18,False,p444145,2034,7,4,9,22,0,0,0,1,0,0,6,377,497.6,537.3,806.0,184.2,22,5.87,4.02,9.89,21.26,0,0,0,0,0,0,0,126,45,59,48,19,10,31,24,,,,,,,0.26,0.0,0.18,0.44,0.94,0.97,46,23,113,50,70,32,120,40,0.97,0.4
9,True,True,100.0,100.0,499175,0,0,-1,1,0,3,2.4,3.4,1,Ethan,2.4,12,False,,2025-01-04T22:00:06.872110Z,44,499175.jpg,2.6,False,Nwaneri,1.8,False,,a,1,3,64,719717,586,553952,2103,0.5,14.5,Nwaneri,241.0,2022-09-17,2007-03-21,False,p499175,808,4,2,4,3,0,0,0,1,0,0,4,234,278.2,232.5,230.0,74.0,10,1.15,1.65,2.80,4.75,0,0,0,0,0,0,0,238,105,169,116,142,91,196,103,,,,,,,0.13,0.0,0.18,0.31,0.53,0.33,537,320,137,61,188,78,150,49,1.11,0.45
10,True,True,100.0,100.0,184029,0,0,-3,3,0,3,4.0,5.0,8,Martin,4.0,13,False,,2024-09-10T00:30:06.311550Z,82,184029.jpg,3.6,False,Ødegaard,5.1,False,,a,1,3,98,1142261,930,2211742,2229,0.5,12.0,Ødegaard,161.0,2021-08-20,1998-12-17,False,p184029,2126,2,7,10,19,0,0,0,4,0,0,10,456,452.8,880.2,452.0,178.7,24,4.59,6.45,11.04,18.05,0,0,0,0,0,0,0,147,55,10,9,63,41,36,28,3.0,,1.0,,2.0,,0.19,0.0,0.27,0.46,0.76,0.8,11,8,66,27,86,39,73,23,1.02,0.42
11,True,True,100.0,100.0,154561,0,0,1,-1,2,1,2.4,3.4,1,David,2.4,15,False,,2025-01-30T11:00:08.979724Z,56,154561.jpg,3.7,False,Raya Martin,31.7,False,,a,1,3,131,3907191,1407,3339055,11854,0.4,23.4,Raya,200.0,2024-07-04,1995-09-15,False,p154561,3150,0,0,12,31,0,0,0,2,0,77,9,514,687.8,0.7,0.0,68.9,35,0.00,0.02,0.02,30.07,0,0,0,0,0,0,0,45,12,496,19,793,82,213,13,,,,,,,0.0,2.2,0.0,0.0,0.86,0.89,105,1,146,14,74,11,7,1,1.0,0.34
12,True,True,100.0,100.0,204480,0,0,-3,3,0,3,4.8,5.8,9,Declan,4.8,16,False,,2025-04-09T09:00:07.898311Z,62,204480.jpg,3.5,False,Rice,3.5,False,,a,1,3,114,473448,3383,773062,1736,0.8,18.4,Rice,241.0,2023-07-15,1999-01-14,False,p204480,2643,3,7,10,28,0,0,0,5,1,0,14,576,656.6,912.5,360.0,192.5,31,3.41,5.55,8.96,24.73,0,0,0,0,0,0,0,55,15,8,8,85,57,22,17,2.0,,2.0,,,,0.12,0.0,0.19,0.31,0.84,0.95,57,31,45,18,99,47,100,32,1.06,0.34
13,True,True,100.0,100.0,223340,0,0,4,-4,4,3,1.2,2.2,2,Bukayo,1.2,17,False,,2025-04-09T09:00:07.942776Z,104,223340.jpg,5.5,False,Saka,19.5,False,,a,1,3,121,7741205,3309,8939708,35102,0.1,11.6,Saka,241.0,2018-11-28,2001-09-05,False,p223340,1535,6,11,6,19,0,0,0,3,0,0,18,480,570.2,737.5,755.0,206.2,18,6.23,6.90,13.13,13.93,0,0,0,0,0,0,0,80,28,20,16,23,12,17,12,1.0,,,,1.0,,0.37,0.0,0.4,0.77,0.82,1.11,4,3,282,134,9,4,15,5,1.06,0.35
14,True,True,100.0,100.0,462424,0,0,6,-6,3,2,2.4,3.4,1,William,2.4,18,False,,2025-01-18T23:00:07.959087Z,66,462424.jpg,3.9,False,Saliba,32.0,False,,a,1,3,128,4005181,2152,4774955,17500,0.4,19.4,Saliba,73.0,2019-07-25,2001-03-24,False,p462424,2904,2,0,12,27,0,0,0,2,1,0,14,548,652.0,147.4,116.0,91.9,33,2.42,1.27,3.69,26.39,0,0,0,0,0,0,0,57,22,238,63,242,68,149,41,,,,,,,0.08,0.0,0.04,0.12,0.82,0.84,41,3,148,31,55,7,6,2,1.02,0.37
15,True,True,100.0,100.0,167199,0,0,-1,1,0,3,2.8,3.8,2,Thomas,2.8,20,False,,2025-04-12T20:00:08.101021Z,49,167199.jpg,3.2,False,Partey,0.7,False,,a,1,3,101,305320,117,285256,213,0.6,20.6,Thomas,81.0,2020-10-05,1993-06-13,False,p167199,2523,4,3,8,27,0,0,0,4,0,0,8,524,566.4,331.9,172.0,107.4,28,2.00,2.34,4.34,25.87,0,0,0,0,0,0,0,82,29,110,81,189,116,118,72,,,,,,,0.07,0.0,0.08,0.15,0.92,0.96,247,156,118,52,121,57,240,76,1.0,0.29
16,True,True,100.0,100.0,192895,0,0,-2,2,0,2,1.8,2.8,0,Kieran,1.8,21,False,,2024-08-12T14:30:04.394338Z,43,192895.jpg,1.5,False,Tierney,0.1,False,,a,1,3,15,15107,28,11734,136,0.4,3.5,Tierney,243.0,2019-08-08,1997-06-05,False,p192895,174,0,0,1,0,0,0,0,0,0,0,0,63,40.4,90.5,13.0,14.5,1,0.21,0.50,0.71,1.47,0,0,0,0,0,0,0,437,161,297,87,415,147,409,139,,,,,,,0.11,0.0,0.26,0.37,0.76,0.0,570,117,190,48,371,121,466,162,0.52,0.52
17,True,True,0.0,0.0,223723,0,0,-2,2,0,2,0.0,0.0,0,Tomiyasu,0.0,22,False,Knee injury - Expected back 01 Jun,2024-10-18T16:00:06.930143Z,48,223723.jpg,1.0,False,Takehiro,0.0,False,,i,1,3,1,2004,4,8047,3,0.0,0.2,Tomiyasu,108.0,2021-08-31,1998-11-05,False,p223723,6,0,0,0,0,0,0,0,0,0,0,0,2,0.4,0.3,9.0,1.0,0,0.18,0.00,0.18,0.04,0,0,0,0,0,0,0,542,191,510,187,429,155,521,182,,,,,,,2.7,0.0,0.0,2.7,0.6,0.0,300,37,719,254,506,174,598,207,0.0,0.0
18,True,True,100.0,100.0,116216,1,-1,-2,2,2,3,7.4,8.4,2,Leandro,7.4,23,False,,2024-11-21T08:30:08.540890Z,68,116216.jpg,3.9,False,Trossard,4.7,False,,a,1,3,138,1191671,5207,933558,7011,1.1,20.3,Trossard,21.0,2023-01-20,1994-12-04,False,p116216,2355,8,6,10,25,0,0,0,2,1,0,16,511,551.6,559.4,757.0,186.4,26,6.30,3.68,9.98,21.02,0,0,0,0,0,0,0,92,35,52,42,21,11,28,23,4.0,,,,4.0,,0.24,0.0,0.14,0.38,0.8,0.96,33,16,8,2,57,26,83,26,0.99,0.38
