rank,prev_rank,name,league,off,def,spi
1,2,Liverpool,Barclays Premier League,2.95,0.24,93.51
2,1,Manchester City,Barclays Premier League,2.82,0.2,93.35
3,3,Bayern Munich,German Bundesliga,3.44,0.48,93.04
4,4,Chelsea,Barclays Premier League,2.5,0.37,88.02
5,7,Real Madrid,Spanish Primera Division,2.67,0.6,85.58
6,6,Ajax,Dutch Eredivisie,2.98,0.84,84.42
7,5,Barcelona,Spanish Primera Division,2.48,0.57,84.14
8,9,Paris Saint-Germain,French Ligue 1,2.64,0.67,84.06
9,8,RB Leipzig,German Bundesliga,2.46,0.64,82.5
10,13,Arsenal,Barclays Premier League,2.22,0.52,82.15
11,10,Internazionale,Italy Serie A,2.42,0.65,81.8
12,15,Villarreal,Spanish Primera Division,2.21,0.54,81.4
13,12,Borussia Dortmund,German Bundesliga,2.59,0.78,81.36
14,17,FC Salzburg,Austrian T-Mobile Bundesliga,2.52,0.75,81.13
15,11,FC Porto,Portuguese Liga,2.36,0.66,80.85
16,14,Tottenham Hotspur,Barclays Premier League,2.31,0.65,80.35
17,16,Atletico Madrid,Spanish Primera Division,2.01,0.51,79.4
18,22,AC Milan,Italy Serie A,2.05,0.61,77.79
19,19,Bayer Leverkusen,German Bundesliga,2.29,0.81,76.69
20,23,Sporting CP,Portuguese Liga,1.96,0.6,76.62
21,27,Aston Villa,Barclays Premier League,1.97,0.61,76.54
22,18,Manchester United,Barclays Premier League,2.14,0.73,76.46
23,21,Atalanta,Italy Serie A,2.2,0.8,75.6
24,26,Real Sociedad,Spanish Primera Division,1.79,0.53,75.5
25,24,Brighton and Hove Albion,Barclays Premier League,1.86,0.58,75.42
26,32,AS Roma,Italy Serie A,2.01,0.68,75.34
27,29,Benfica,Portuguese Liga,2.27,0.87,75.11
28,20,Athletic Bilbao,Spanish Primera Division,1.97,0.68,74.81
29,33,Crystal Palace,Barclays Premier League,1.86,0.61,74.65
30,34,Feyenoord,Dutch Eredivisie,2.39,0.99,74.4
31,28,Real Betis,Spanish Primera Division,1.98,0.72,73.93
32,45,1. FC Union Berlin,German Bundesliga,1.92,0.68,73.89
33,25,Napoli,Italy Serie A,2.07,0.79,73.79
34,37,PSV,Dutch Eredivisie,2.33,0.99,73.6
35,35,Juventus,Italy Serie A,1.97,0.73,73.55
36,39,AS Monaco,French Ligue 1,1.98,0.74,73.55
37,30,Fiorentina,Italy Serie A,1.91,0.71,73.04
38,44,Brentford,Barclays Premier League,1.96,0.75,72.76
39,31,Celta Vigo,Spanish Primera Division,1.83,0.67,72.65
40,40,Sevilla FC,Spanish Primera Division,1.76,0.63,72.29
41,38,Stade Rennes,French Ligue 1,2.1,0.89,72.15
42,43,Lyon,French Ligue 1,2.14,0.91,72.14
43,42,West Ham United,Barclays Premier League,1.95,0.78,72.13
44,49,Zenit St Petersburg,Russian Premier Liga,2.12,0.91,71.98
45,41,Lazio,Italy Serie A,2.08,0.89,71.59
46,46,SC Freiburg,German Bundesliga,2.07,0.89,71.51
47,48,FC Cologne,German Bundesliga,1.99,0.83,71.41
48,47,Wolverhampton,Barclays Premier League,1.7,0.63,71.37
49,52,Strasbourg,French Ligue 1,1.84,0.74,71.11
50,50,TSG Hoffenheim,German Bundesliga,2.1,0.94,70.95
51,36,Mainz,German Bundesliga,1.96,0.84,70.81
52,61,Newcastle,Barclays Premier League,1.78,0.73,70.27
53,62,Getafe,Spanish Primera Division,1.56,0.58,69.95
54,58,Marseille,French Ligue 1,1.83,0.78,69.76
55,51,Lille,French Ligue 1,1.64,0.64,69.72
56,57,Celtic,Scottish Premiership,2.09,1.0,69.48
57,69,VfL Wolfsburg,German Bundesliga,1.99,0.93,69.27
58,54,Eintracht Frankfurt,German Bundesliga,1.96,0.9,69.24
59,53,Leicester City,Barclays Premier League,1.91,0.88,69.08
60,59,Torino,Italy Serie A,1.69,0.71,69.04
61,65,Rayo Vallecano,Spanish Primera Division,1.64,0.67,68.91
62,56,Valencia,Spanish Primera Division,1.73,0.76,68.6
63,60,Borussia Monchengladbach,German Bundesliga,2.19,1.13,68.3
64,66,Verona,Italy Serie A,1.88,0.9,67.96
65,55,Osasuna,Spanish Primera Division,1.7,0.77,67.81
66,63,Flamengo,Brasileiro Série A,1.78,0.88,66.46
67,68,Rangers,Scottish Premiership,1.93,1.01,66.37
68,67,Southampton,Barclays Premier League,1.89,1.01,65.53
69,72,AZ,Dutch Eredivisie,1.9,1.03,65.3
70,71,Dinamo Zagreb,UEFA Europa League,1.83,0.98,64.93
71,74,Slavia Prague,UEFA Europa Conference League,1.9,1.07,64.29
72,85,Palmeiras,Brasileiro Série A,1.74,0.95,64.09
73,82,Sassuolo,Italy Serie A,2.09,1.24,64.01
74,75,Levante,Spanish Primera Division,1.9,1.08,63.98
75,90,FC Augsburg,German Bundesliga,1.8,1.0,63.78
76,77,Club Brugge,Belgian Jupiler League,1.99,1.17,63.77
77,78,Shakhtar Donetsk,UEFA Champions League,1.96,1.14,63.71
78,84,Everton,Barclays Premier League,1.7,0.93,63.64
79,80,Fulham,English League Championship,1.76,0.98,63.64
80,91,Burnley,Barclays Premier League,1.66,0.9,63.63
81,79,Leeds United,Barclays Premier League,1.87,1.07,63.57
82,70,VfL Bochum,German Bundesliga,1.69,0.93,63.56
83,83,Braga,Portuguese Liga,1.58,0.84,63.43
84,76,VfB Stuttgart,German Bundesliga,1.83,1.06,63.32
85,86,Lens,French Ligue 1,1.63,0.89,63.31
86,89,FC Twente,Dutch Eredivisie,1.76,0.99,63.28
87,92,Elche,Spanish Primera Division,1.63,0.89,63.19
88,73,Atletico Mineiro,Brasileiro Série A,1.69,0.94,63.13
