,can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,region,team_join_date,birth_date,has_temporary_code,opta_code,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,mng_win,mng_draw,mng_loss,mng_underdog_win,mng_underdog_draw,mng_clean_sheets,mng_goals_scored,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90
0,True,False,0.0,0.0,438098,0,0,-1,1,0,3,0.0,0.0,0,Fábio,0.0,1,False,Has joined Portuguese side FC Porto on loan for the 2024/25 season,2024-08-29T11:06:25.241953Z,54,438098.jpg,0.0,False,Ferreira Vieira,0.0,False,,u,1,3,0,439,0,2816,0,0.0,0.0,Fábio Vieira,,,,False,p438098,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,775,335,775,335,772,334,775,335,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,132,81,755,324,773,335,705,292,0.0,0.0
1,True,True,0.0,0.0,205651,0,0,-5,5,2,4,0.0,0.0,0,Gabriel,0.0,2,False,Knee injury - Unknown return date,2025-01-12T22:00:07.802845Z,65,205651.jpg,2.5,False,Fernando de Jesus,1.1,False,,i,1,3,42,1237707,21,1401014,1299,0.0,6.5,G.Jesus,30.0,2022-07-04,1997-04-03,False,p205651,600,3,2,2,5,0,0,0,4,0,0,6,152,154.4,119.5,255.0,52.6,6,3.05,0.52,3.57,5.82,0,0,0,0,0,0,0,291,27,232,25,98,30,221,28,,,,,,,0.46,0.0,0.08,0.54,0.87,0.75,42,19,774,81,211,27,198,31,0.9,0.3
2,True,True,100.0,100.0,226597,0,0,3,-3,2,2,4.7,4.2,7,Gabriel,4.2,3,True,,2024-11-27T10:30:06.325759Z,63,226597.jpg,4.4,False,dos Santos Magalhães,29.2,False,,a,1,3,109,4602515,25089,2992228,23855,0.7,17.3,Gabriel,30.0,2020-09-01,1997-12-19,False,p226597,2168,3,2,9,21,0,0,0,3,0,0,9,418,545.8,193.7,287.0,102.8,25,2.70,1.17,3.87,21.21,0,0,0,0,0,0,0,48,16,161,35,84,3,91,17,,,,,,,0.11,0.0,0.05,0.16,0.88,0.87,54,3,80,17,34,2,8,2,1.04,0.37
3,True,True,0.0,0.0,219847,-1,1,-3,3,1,4,0.0,0.0,0,Kai,3.0,4,False,Hamstring injury - Expected back 01 Jun,2025-02-12T09:00:08.755570Z,77,219847.jpg,4.6,False,Havertz,6.1,False,,i,1,3,96,2588742,60,3486794,7560,0.4,12.5,Havertz,80.0,2023-06-28,1999-06-11,False,p219847,1839,9,3,7,20,0,0,0,4,0,0,14,340,467.2,257.0,701.0,142.6,21,9.39,1.63,11.02,19.00,0,0,0,0,0,0,0,82,10,118,10,15,9,42,10,,,,,3.0,,0.46,0.0,0.08,0.54,0.93,0.98,13,4,136,16,29,12,59,13,1.03,0.34
4,True,False,0.0,0.0,463748,0,0,0,0,0,1,0.0,0.0,0,Karl,0.0,5,False,Loaned to Real Valladolid,2024-08-14T08:31:46.556082Z,40,463748.jpg,0.0,False,Hein,0.0,False,,u,1,3,0,0,0,4472,8,0.0,0.0,Hein,,,,False,p463748,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,590,66,573,49,536,34,590,66,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,663,56,469,55,594,66,620,70,0.0,0.0
5,True,True,100.0,100.0,445122,0,0,1,-1,2,2,4.3,3.8,6,Jurriën,3.8,6,False,,2025-01-12T22:00:07.815228Z,56,445122.jpg,3.6,False,Timber,4.4,False,,a,1,3,87,1298873,3695,962979,6831,0.7,15.5,J.Timber,152.0,2023-07-14,2001-06-17,False,p445122,2019,1,1,9,17,0,0,0,7,0,0,5,337,324.0,249.1,207.0,77.9,23,0.75,1.10,1.85,17.10,0,0,0,0,0,0,0,168,63,123,26,120,10,130,32,,,,,,,0.03,0.0,0.05,0.08,0.76,0.76,101,10,101,26,83,16,84,29,1.03,0.4
6,True,True,100.0,100.0,85955,0,0,-3,3,0,3,1.3,0.8,3,Jorge Luiz,0.8,7,False,,2025-01-12T22:00:07.826638Z,47,85955.jpg,1.3,False,Frello Filho,0.2,False,,a,1,3,16,30119,97,48177,169,0.2,3.4,Jorginho,106.0,2023-01-31,1991-12-20,False,p85955,540,0,0,2,5,0,0,0,4,0,0,0,88,37.4,69.8,5.0,11.3,7,0.04,0.51,0.55,4.50,0,0,0,0,0,0,0,417,189,293,178,435,225,395,191,,,,,,,0.01,0.0,0.08,0.09,0.75,0.83,325,211,299,148,396,190,358,112,1.17,0.33
7,True,True,,,440854,0,0,-2,2,0,2,0.5,0.0,0,Jakub,0.0,8,False,,,48,440854.jpg,1.6,False,Kiwior,0.2,False,,a,1,3,13,26098,67,36869,164,0.0,2.7,Kiwior,172.0,2023-01-23,2000-02-15,False,p440854,323,0,0,1,5,0,0,0,0,0,0,0,39,49.2,13.7,0.0,6.3,2,0.00,0.03,0.03,4.45,0,0,0,0,0,0,0,403,142,420,146,737,257,438,149,,,,,,,0.0,0.0,0.01,0.01,1.24,1.39,316,40,702,251,348,113,395,138,0.56,0.28
8,True,True,0.0,0.0,444145,0,0,-4,4,1,3,0.0,0.0,0,Gabriel,1.2,9,False,Hamstring injury - Expected back 01 Apr,2025-02-06T00:00:08.092348Z,66,444145.jpg,4.0,False,Martinelli Silva,2.0,False,,i,1,3,89,1117551,29,1264718,4739,0.2,13.5,Martinelli,30.0,2019-07-15,2001-06-18,False,p444145,1452,6,3,7,15,0,0,0,1,0,0,6,283,389.4,356.9,570.0,131.6,16,4.04,2.96,7.00,14.75,0,0,0,0,0,0,0,126,47,80,62,31,18,49,33,,,,,,,0.25,0.0,0.18,0.43,0.91,0.93,39,20,261,129,62,31,138,46,0.99,0.43
9,True,True,100.0,100.0,499175,0,0,1,-1,0,3,5.5,5.0,3,Ethan,5.0,12,False,,2025-01-04T22:00:06.872110Z,46,499175.jpg,2.6,False,Nwaneri,4.2,False,,a,1,3,44,607065,9529,164595,10799,1.1,9.6,Nwaneri,241.0,2022-09-17,2007-03-21,False,p499175,527,3,1,2,2,0,0,0,1,0,0,4,176,195.6,154.9,157.0,50.7,6,0.82,1.17,1.99,3.58,0,0,0,0,0,0,0,255,115,188,126,162,102,226,115,,,,,,,0.14,0.0,0.2,0.34,0.61,0.34,358,231,40,12,183,77,89,28,1.02,0.34
10,True,True,100.0,100.0,184029,0,0,-3,3,0,3,4.0,3.5,3,Martin,3.5,13,False,,2024-09-10T00:30:06.311550Z,82,184029.jpg,3.6,False,Ødegaard,4.8,False,,a,1,3,68,948612,3118,2045776,8755,0.4,8.3,Ødegaard,161.0,2021-08-20,1998-12-17,False,p184029,1545,2,3,8,12,0,0,0,2,0,0,6,314,311.4,608.9,298.0,122.1,18,3.25,4.51,7.76,12.18,0,0,0,0,0,0,0,170,67,22,18,80,54,59,39,3.0,,1.0,,2.0,,0.19,0.0,0.26,0.45,0.71,0.7,11,8,110,42,87,43,76,24,1.05,0.47
11,True,True,100.0,100.0,154561,0,0,0,0,2,1,5.0,4.5,6,David,4.5,15,False,,2025-01-30T11:00:08.979724Z,55,154561.jpg,4.0,False,Raya Martin,26.1,False,,a,1,3,108,2792874,16148,2851779,16646,0.8,19.6,Raya,200.0,2024-07-04,1995-09-15,False,p154561,2430,0,0,10,23,0,0,0,2,0,64,9,406,551.8,0.4,0.0,55.3,27,0.00,0.01,0.01,22.89,0,0,0,0,0,0,0,47,12,486,14,776,81,206,12,,,,,,,0.0,2.37,0.0,0.0,0.85,0.85,106,2,62,6,57,8,10,1,1.0,0.37
12,True,True,100.0,100.0,204480,0,0,-3,3,0,3,4.7,4.2,3,Declan,4.2,16,False,,2024-12-14T22:30:07.561621Z,62,204480.jpg,3.0,False,Rice,2.7,False,,a,1,3,76,283018,1425,676636,3835,0.7,12.3,Rice,241.0,2023-07-15,1999-01-14,False,p204480,1974,1,5,8,21,0,0,0,3,1,0,8,429,468.0,713.7,218.0,139.5,23,1.71,4.44,6.15,17.79,0,0,0,0,0,0,0,81,26,12,11,115,76,44,30,2.0,,2.0,,,,0.08,0.0,0.2,0.28,0.81,0.96,57,32,77,28,142,62,112,35,1.05,0.36
13,True,True,0.0,0.0,223340,0,0,2,-2,4,3,0.0,0.0,0,Bukayo,0.0,17,False,Hamstring injury - Expected back 01 Apr,2024-12-21T21:30:07.668871Z,102,223340.jpg,6.7,False,Saka,8.6,False,,i,1,3,107,5223561,347,7674682,4032,0.0,10.5,Saka,241.0,2018-11-28,2001-09-05,False,p223340,1268,5,11,6,13,0,0,0,3,0,0,16,435,516.2,630.0,604.0,174.9,16,4.17,5.60,9.77,10.52,0,0,0,0,0,0,0,58,17,20,16,26,16,16,12,1.0,,,,1.0,,0.3,0.0,0.4,0.7,0.75,0.92,4,3,781,339,4,3,43,11,1.14,0.43
14,True,True,100.0,100.0,462424,0,0,2,-2,3,2,5.0,4.5,8,William,4.5,18,False,,2025-01-18T23:00:07.959087Z,62,462424.jpg,4.1,False,Saliba,22.0,False,,a,1,3,103,2333424,11286,4232933,12836,0.7,16.6,Saliba,73.0,2019-07-25,2001-03-24,False,p462424,2184,2,0,10,19,0,0,0,2,1,0,11,425,484.2,88.5,97.0,67.2,25,2.07,0.85,2.92,19.21,0,0,0,0,0,0,0,69,25,265,73,226,59,171,48,,,,,,,0.09,0.0,0.04,0.13,0.79,0.78,66,4,63,11,50,5,15,7,1.03,0.41
15,True,True,100.0,100.0,167199,0,0,-1,1,0,3,3.7,3.2,1,Thomas,3.2,20,False,,2024-11-30T22:00:07.258906Z,49,167199.jpg,3.1,False,Partey,0.8,False,,a,1,3,81,290357,694,263656,1619,0.7,16.5,Thomas,81.0,2020-10-05,1993-06-13,False,p167199,2020,3,3,6,21,0,0,0,3,0,0,6,435,465.8,287.5,140.0,89.6,22,1.63,2.03,3.66,20.68,0,0,0,0,0,0,0,84,27,101,76,177,110,107,67,,,,,,,0.07,0.0,0.09,0.16,0.92,0.94,252,158,119,43,127,55,231,73,0.98,0.27
16,True,True,100.0,100.0,192895,0,0,-2,2,0,2,1.0,0.5,1,Kieran,0.5,21,False,,2024-08-12T14:30:04.394338Z,43,192895.jpg,1.0,False,Tierney,0.0,False,,a,1,3,4,4766,87,7151,97,0.1,0.9,Tierney,243.0,2019-08-08,1997-06-05,False,p192895,62,0,0,0,0,0,0,0,0,0,0,0,15,11.4,22.5,11.0,4.6,0,0.21,0.25,0.46,0.60,0,0,0,0,0,0,0,479,173,391,135,399,141,459,160,,,,,,,0.3,0.0,0.36,0.66,0.87,0.0,575,122,332,104,449,159,559,194,0.0,0.0
17,True,True,0.0,0.0,223723,0,0,-2,2,0,2,0.0,0.0,0,Tomiyasu,0.0,22,False,Knee injury - Expected back 01 Jun,2024-10-18T16:00:06.930143Z,48,223723.jpg,1.0,False,Takehiro,0.0,False,,i,1,3,1,1768,12,7867,12,0.0,0.2,Tomiyasu,108.0,2021-08-31,1998-11-05,False,p223723,6,0,0,0,0,0,0,0,0,0,0,0,2,0.4,0.3,9.0,1.0,0,0.18,0.00,0.18,0.04,0,0,0,0,0,0,0,523,185,494,182,407,144,507,178,,,,,,,2.7,0.0,0.0,2.7,0.6,0.0,305,36,699,250,483,167,594,205,0.0,0.0
18,True,True,100.0,100.0,116216,0,0,-1,1,1,3,3.7,3.2,3,Leandro,3.2,23,False,,2024-11-21T08:30:08.540890Z,69,116216.jpg,3.6,False,Trossard,3.1,False,,a,1,3,96,775808,3441,697425,13526,0.5,13.9,Trossard,21.0,2023-01-20,1994-12-04,False,p116216,1719,4,6,8,17,0,0,0,1,1,0,10,366,400.4,469.5,496.0,136.4,19,3.80,2.95,6.75,14.12,0,0,0,0,0,0,0,119,43,50,42,42,25,47,31,4.0,,,,4.0,,0.2,0.0,0.15,0.35,0.74,0.89,31,15,126,47,86,42,106,34,0.99,0.42
19,True,True,100.0,100.0,198869,0,0,-4,4,0,2,1.0,0.5,1,Benjamin,0.5,24,False,,2024-11-14T13:00:07.861117Z,61,198869.jpg,2.6,False,White,2.1,False,,a,1,3,29,150468,589,987089,587,0.1,4.8,White,241.0,2021-07-30,1997-10-08,False,p198869,703,0,1,3,7,0,0,0,2,0,0,0,117,133.4,57.3,35.0,22.5,7,0.19,0.33,0.52,9.97,0,0,0,0,0,0,0,313,114,312,93,326,108,344,113,,,,,,,0.02,0.0,0.04,0.06,1.28,0.9,72,5,362,114,192,59,135,52,0.9,0.38
20,True,True,100.0,100.0,206325,0,0,-2,2,0,2,1.0,0.5,1,Oleksandr,0.5,25,False,,2024-12-09T09:30:06.099861Z,48,206325.jpg,1.9,False,Zinchenko,0.9,False,,a,1,3,19,93305,169,313207,311,0.1,4.0,Zinchenko,225.0,2022-07-22,1996-12-15,False,p206325,292,0,0,2,0,0,0,0,1,0,0,0,72,25.2,33.3,39.0,9.7,2,0.16,0.12,0.28,2.07,0,0,0,0,0,0,0,440,158,358,119,313,102,412,139,,,,,,,0.05,0.0,0.04,0.09,0.64,0.0,303,35,347,112,295,98,220,84,0.62,0.62
21,True,True,100.0,100.0,69752,0,0,-4,4,0,1,0.5,0.0,0,Norberto,0.0,73,False,,2024-10-05T17:30:06.760449Z,41,69752.jpg,3.5,False,Murara Neto,0.7,False,,a,1,3,7,89671,208,251434,398,0.0,1.7,Neto,30.0,2024-08-30,1989-07-19,False,p69752,180,0,0,0,2,0,0,0,0,0,11,0,30,77.8,0.0,0.0,7.8,2,0.00,0.00,0.00,2.91,0,0,0,0,0,0,0,376,35,620,59,588,45,428,35,,,,,,,0.0,5.5,0.0,0.0,1.46,1.0,620,40,523,66,88,11,237,32,1.0,0.0
22,True,True,100.0,100.0,103955,0,0,-3,3,0,3,2.0,1.5,1,Raheem,1.5,186,False,,2024-12-21T21:30:08.006504Z,67,103955.jpg,1.4,False,Sterling,0.8,False,,a,1,3,17,52855,165,159950,324,0.2,2.5,Sterling,241.0,2024-08-30,1994-12-08,False,p103955,303,0,1,1,2,0,0,0,1,0,0,0,37,39.8,81.2,99.0,21.8,4,1.04,0.37,1.41,2.22,0,0,0,0,0,0,0,413,186,277,171,223,129,348,173,,,3.0,,,,0.31,0.0,0.11,0.42,0.66,0.59,36,17,236,118,388,188,226,71,1.19,0.3
23,True,True,100.0,100.0,466075,0,0,-2,2,1,2,1.3,0.8,0,Riccardo,0.8,578,False,,2025-01-12T22:00:08.460074Z,58,466075.jpg,2.2,False,Calafiori,1.3,False,,a,1,3,36,235257,1022,400607,1625,0.1,6.2,Calafiori,106.0,2024-07-29,2002-05-19,False,p466075,864,2,1,1,11,0,0,0,4,0,0,1,135,246.0,113.4,170.0,52.9,10,0.86,0.63,1.49,9.24,0,0,0,0,0,0,0,218,83,238,62,152,25,219,66,,,,,,,0.09,0.0,0.07,0.16,0.96,1.15,90,8,310,89,255,83,181,69,1.04,0.1
24,True,True,100.0,0.0,499169,0,0,0,0,0,3,2.5,0.0,0,Myles,2.0,597,False,,2025-02-22T21:00:10.286547Z,45,499169.jpg,1.5,False,Lewis-Skelly,0.3,False,,a,1,3,18,65980,1305,41600,1812,0.4,4.0,Lewis-Skelly,241.0,2022-12-04,2006-09-26,False,p499169,640,1,0,3,7,0,0,0,2,2,0,0,119,109.2,74.6,37.0,21.7,8,0.04,0.26,0.30,5.72,0,0,0,0,0,0,0,340,155,288,174,315,170,349,174,,,,,,,0.01,0.0,0.04,0.05,0.8,0.98,424,266,178,76,364,170,327,100,1.12,0.42
25,True,True,100.0,100.0,195384,0,0,0,0,1,3,5.3,4.8,3,Mikel,4.8,633,False,,2025-01-27T01:00:09.275216Z,60,195384.jpg,3.0,False,Merino,0.5,False,,a,1,3,57,102234,1860,46547,4990,0.8,9.5,Merino,200.0,2024-08-27,1996-06-22,False,p195384,960,4,1,3,10,0,0,0,2,0,0,4,212,285.0,181.9,329.0,79.5,10,3.49,0.94,4.43,8.64,0,0,0,0,0,0,0,185,79,171,115,70,45,126,76,,,,,,,0.33,0.0,0.09,0.42,0.81,0.94,78,51,49,15,140,60,262,79,0.94,0.28
26,True,True,,,498046,0,0,0,0,0,3,0.5,0.0,0,Salah-Eddine,0.0,638,False,,,45,498046.jpg,0.0,False,Oulad M'hand,0.0,False,,a,1,3,0,2467,16,2037,29,0.0,0.0,Oulad M'hand,152.0,2021-10-25,2003-08-20,False,p498046,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,700,285,696,285,681,279,700,284,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,423,265,632,241,704,286,674,276,0.0,0.0
27,True,True,,,551221,0,0,0,0,0,1,0.5,0.0,0,Tommy,0.0,639,False,,,45,551221.jpg,0.0,False,Setford,0.1,False,,a,1,3,0,3996,23,4308,50,0.0,0.0,Setford,241.0,2024-07-24,2006-03-13,False,p551221,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,723,81,718,77,706,70,723,81,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,456,18,658,80,726,81,545,68,0.0,0.0
28,True,False,0.0,0.0,588793,0,0,0,0,0,2,0.0,0.0,0,Maldini,0.0,657,False,Loaned to Bromley,2025-02-04T10:52:26.271821Z,40,588793.jpg,0.0,False,Kacurri,0.1,False,,u,1,3,0,11257,0,9551,84,0.0,0.0,Kacurri,2.0,2024-09-14,,False,p588793,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,620,228,604,228,570,218,620,228,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,705,219,505,191,625,226,532,186,0.0,0.0
29,True,True,,,588796,0,0,0,0,0,3,0.5,0.0,0,Ismeal,0.0,659,False,,,45,588796.jpg,0.0,False,Kabia,0.0,False,,a,1,3,0,2813,25,2274,25,0.0,0.0,Kabia,152.0,2024-09-14,2005-12-10,False,p588796,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,734,310,730,310,717,305,734,309,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,471,299,671,271,736,311,672,274,0.0,0.0
30,True,True,,,499167,0,0,0,0,0,2,0.5,0.0,0,Josh,0.0,662,False,,,40,499167.jpg,0.0,False,Nichols,0.1,False,,a,1,3,0,5381,120,3959,127,0.0,0.0,Nichols,241.0,2024-07-24,2006-07-26,False,p499167,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,597,209,580,208,544,196,597,209,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,673,191,478,168,602,207,553,192,0.0,0.0
31,True,True,,,461025,0,0,0,0,0,4,0.5,0.0,0,Nathan,0.0,665,False,,,45,461025.jpg,0.0,False,Butler-Oyedeji,0.2,False,,a,1,3,0,56151,256,42669,462,0.0,0.0,Butler-Oyedeji,241.0,2024-09-18,2003-01-04,False,p461025,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,682,57,678,57,662,58,682,58,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,398,66,611,44,686,62,383,59,0.0,0.0
