Pos,Name,BV,SV,Team,18_xMins,18_Pts,19_xMins,19_Pts,20_xMins,20_Pts,21_xMins,21_Pts,22_xMins,22_Pts,23_xMins,23_Pts,24_xMins,24_Pts,25_xMins,25_Pts
M,Özil,6.8,6.8,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Sokratis,4.8,4.8,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,David Luiz,5.4,5.4,Arsenal,20,0.953,9,0.45,13,0.462,12,0.36,17,0.657,16,0.505,16,0.605,18,0.408
M,Aubameyang,11.3,11.3,Arsenal,80,5.602,79,5.758,77,4.396,77,4.242,75,4.233,74,4.343,74,5.17,73,3.459
D,Cédric,4.6,4.6,Arsenal,0,0,0,0,1,0.038,1,0.032,0,0,1,0.034,2,0.082,1,0.025
F,Lacazette,8.3,8.3,Arsenal,74,4.668,73,4.748,72,3.826,71,3.664,71,3.665,70,3.89,69,4.674,69,3.101
D,Mustafi,5.0,5.0,Arsenal,0,0,0,0,0,0,1,0.03,0,0,1,0.032,2,0.075,1,0.023
G,Leno,4.9,4.9,Arsenal,88,4.144,89,4.337,88,3.677,87,3.345,86,3.725,86,3.363,86,3.501,85,3.07
M,Xhaka,5.2,5.2,Arsenal,72,2.312,68,2.265,67,1.898,68,1.85,63,1.831,63,1.769,64,1.976,63,1.623
D,Marí,4.4,4.4,Arsenal,49,2.275,37,1.812,37,1.257,38,1.085,35,1.314,39,1.172,40,1.419,36,0.774
D,Bellerín,5.1,5.1,Arsenal,78,3.965,80,4.288,80,2.998,76,2.386,77,3.154,76,2.534,76,3.061,75,1.769
G,Martínez,5.0,4.8,Aston Villa,88,3.347,88,6.629,88,3.748,87,3.388,87,3.52,86,3.322,85,3.447,86,3.29
D,Chambers,4.5,4.5,Arsenal,0,0,0,0,0,0,1,0.031,2,0.078,1,0.033,1,0.039,1,0.024
D,Kolasinac,4.8,4.8,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Maitland-Niles,4.6,4.6,Arsenal,11,0.537,12,0.619,13,0.479,16,0.499,16,0.64,16,0.527,16,0.627,17,0.406
D,Holding,4.5,4.5,Arsenal,78,3.721,75,3.801,72,2.553,72,2.12,71,2.766,71,2.205,70,2.591,71,1.568
D,Tierney,5.4,5.4,Arsenal,83,4.288,79,4.363,78,3.022,77,2.479,77,3.256,75,2.566,71,2.934,74,1.794
M,Pépé,7.6,7.6,Arsenal,19,1.202,21,1.365,21,1.115,21,1.078,22,1.15,25,1.35,22,1.43,25,1.124
M,Torreira,4.7,4.7,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Willock,4.7,4.7,Arsenal,14,0.786,13,0.75,13,0.632,13,0.609,12,0.569,14,0.684,14,0.801,15,0.626
M,Nelson,5.1,5.1,Arsenal,0,0,2,0.118,2,0.101,3,0.146,2,0.098,3,0.153,3,0.179,3,0.129
F,Nketiah,5.5,5.5,Arsenal,13,0.872,12,0.816,18,1.016,15,0.832,15,0.83,17,0.99,18,1.246,16,0.789
M,Smith Rowe,4.4,4.4,Arsenal,49,2.593,50,2.714,51,2.268,49,2.095,49,2.15,47,2.117,48,2.546,46,1.759
M,Saka,5.3,5.3,Arsenal,74,4.159,73,4.263,72,3.416,72,3.268,71,3.325,70,3.34,70,4.002,69,2.724
M,Guendouzi,4.7,4.7,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Martinelli,4.9,4.9,Arsenal,19,1.115,16,0.965,20,1.004,21,1.018,22,1.084,24,1.211,24,1.435,24,1.023
D,Saliba,4.0,4.0,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G,Heaton,4.5,4.5,Aston Villa,0,0,1,0.075,1,0.042,1,0.038,1,0.04,1,0.038,3,0.121,1,0.038
D,El Mohamady,4.3,4.3,Aston Villa,4,0.143,6,0.366,7,0.323,10,0.365,11,0.477,13,0.478,13,0.539,15,0.542
M,Lansbury,4.3,4.3,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Taylor,4.3,4.3,Aston Villa,0,0,1,0.05,2,0.076,2,0.06,2,0.071,3,0.091,4,0.137,4,0.12
G,Steer,4.0,4.0,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Hourihane,5.9,5.9,Aston Villa,8,0.347,6,0.493,7,0.331,8,0.342,10,0.476,9,0.393,9,0.408,8,0.356
M,Jota,5.9,5.9,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G,Nyland,4.0,4.0,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Engels,4.4,4.4,Aston Villa,0,0,1,0.054,2,0.081,2,0.065,4,0.152,5,0.162,3,0.11,5,0.16
M,Grealish,7.7,7.7,Aston Villa,84,4.322,80,7.549,80,4.517,81,4.13,79,4.666,77,3.992,76,4.207,74,3.831
M,McGinn,5.5,5.5,Aston Villa,87,2.663,84,4.914,82,2.786,81,2.492,80,2.72,79,2.474,78,2.551,78,2.471
D,Hause,4.4,4.4,Aston Villa,25,0.84,28,1.587,32,1.392,36,1.23,33,1.36,36,1.248,33,1.299,35,1.204
M,Trézéguet,5.2,5.2,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Mings,5.4,5.4,Aston Villa,84,2.563,82,4.161,80,3.285,79,2.476,79,3.006,77,2.436,78,2.841,76,2.376
D,Targett,4.6,4.6,Aston Villa,87,2.625,84,4.23,84,3.386,82,2.549,80,2.986,79,2.473,80,2.874,79,2.44
D,Bree,4.5,4.5,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Nakamba,4.3,4.3,Aston Villa,4,0.127,4,0.248,7,0.233,5,0.158,7,0.233,6,0.191,8,0.261,10,0.32
M,El Ghazi,5.8,5.8,Aston Villa,69,3.998,58,6.209,60,3.925,59,3.381,58,3.853,59,3.443,58,3.613,58,3.478
D,Konsa,4.7,4.7,Aston Villa,69,2.118,69,3.51,67,2.741,66,2.067,68,2.584,68,2.148,69,2.508,68,2.128
D,Guilbert,4.3,4.3,Aston Villa,0,0,1,0.051,1,0.039,2,0.061,2,0.073,1,0.031,2,0.07,2,0.061
F,Wesley,6.0,6.0,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,Samatta,5.9,5.9,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,Davis,4.3,4.3,Aston Villa,13,0.762,12,1.288,16,0.956,19,1.018,18,1.137,18,1.026,18,1.021,18,1.003
F,Vassilev,4.3,4.3,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Douglas Luiz,4.9,4.9,Aston Villa,84,2.39,81,4.468,78,2.473,78,2.256,76,2.409,74,2.183,75,2.295,73,2.17
F,Murray,4.8,4.8,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Lallana,6.2,6.2,Brighton,43,1.344,58,2.144,57,2.306,57,2.011,56,1.76,57,2.169,57,2.105,58,2.302
M,Stephens,4.3,4.3,Burnley,19,0.581,9,0.556,7,0.227,9,0.27,9,0.268,8,0.269,9,0.296,10,0.354
G,Button,4.0,4.0,West Brom,0,0,2,0.147,0,0,1,0.04,1,0.04,1,0.035,2,0.07,2,0.078
M,Groß,5.8,5.8,Brighton,63,2.075,42,1.932,44,2.201,41,1.756,44,1.615,43,2.04,44,1.998,44,2.199
D,Duffy,4.3,4.3,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Pröpper,4.8,4.8,Brighton,27,0.838,17,0.618,14,0.544,17,0.597,15,0.486,16,0.595,18,0.652,17,0.651
M,Mooy,5.0,5.0,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Burn,4.2,4.2,Brighton,65,0.831,54,1.359,53,2.175,56,1.532,57,0.855,59,2.147,57,1.625,56,2.193
D,Dunk,4.8,4.8,Brighton,87,1.17,82,2.26,81,3.658,81,2.371,82,1.27,79,3.142,77,2.39,78,3.354
D,Montoya,4.5,4.5,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,Andone,4.8,4.8,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,March,5.0,5.0,Brighton,78,2.325,72,2.716,71,2.94,72,2.572,69,2.18,67,2.626,67,2.542,67,2.75
D,Webster,4.4,4.4,Brighton,84,1.129,78,2.069,79,3.396,76,2.176,75,1.2,75,2.861,75,2.246,73,2.988
D,Veltman,4.3,4.3,Brighton,66,0.803,48,1.161,42,1.687,43,1.149,40,0.585,41,1.461,40,1.111,45,1.727
F,Maupay,6.1,6.1,Brighton,78,2.848,74,3.848,71,3.865,70,3.087,68,2.556,70,3.379,68,3.286,70,3.593
M,Trossard,5.7,5.7,Brighton,77,2.69,70,3.415,71,3.783,66,2.95,69,2.605,66,3.281,69,3.328,63,3.336
G,Ryan,4.3,4.3,Brighton,13,0.454,16,0.577,13,0.561,15,0.555,15,0.52,17,0.702,16,0.596,17,0.718
M,Jahanbakhsh,5.4,5.4,Brighton,32,1.181,23,1.153,22,1.191,24,1.097,24,0.947,23,1.167,25,1.238,25,1.329
M,Izquierdo,5.5,5.5,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Clarke,4.4,4.4,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,White,4.4,4.4,Brighton,71,0.873,58,1.385,55,2.182,59,1.563,58,0.843,59,2.083,61,1.667,60,2.273
D,Bernardo,3.9,3.9,Brighton,4,0.071,3,0.099,5,0.248,5,0.168,6,0.122,6,0.266,7,0.249,8,0.382
M,Bissouma,4.5,4.5,Brighton,0,0,75,2.094,75,2.341,73,2.025,73,1.829,74,2.203,70,2.01,71,2.203
D,Lamptey,4.7,4.7,Brighton,20,0.325,44,1.347,58,2.776,57,1.805,59,1.06,59,2.501,60,2.012,60,2.746
F,Connolly,5.2,5.2,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Alzate,4.3,4.3,Brighton,17,0.533,7,0.253,7,0.269,9,0.314,9,0.29,9,0.332,11,0.396,11,0.418
M,Mac Allister,5.3,5.3,Brighton,14,0.483,10,0.424,11,0.503,9,0.36,11,0.392,11,0.474,11,0.462,11,0.496
D,Tarkowski,5.3,5.3,Burnley,87,1.759,85,3.432,83,2.219,81,1.359,80,1.14,79,2.786,79,2.58,79,3.347
D,Bardsley,4.5,4.5,Burnley,2,0.04,4,0.156,4,0.102,6,0.098,6,0.084,6,0.197,8,0.244,7,0.276
D,Pieters,4.3,4.3,Burnley,56,1.197,27,1.174,19,0.54,19,0.352,21,0.337,26,0.957,26,0.892,28,1.236
M,Cork,5.0,5.0,Burnley,0,0,32,1.975,50,1.567,52,1.487,48,1.369,50,1.641,50,1.603,51,1.767
D,Long,4.3,4.3,Burnley,12,0.256,7,0.299,5,0.136,7,0.129,9,0.142,8,0.278,11,0.358,12,0.493
F,Rodriguez,5.8,5.8,Burnley,25,1.056,38,3.107,41,1.862,39,1.493,39,1.472,40,1.897,39,1.767,39,2.061
F,Barnes,6.0,6.0,Burnley,63,2.513,52,4.22,49,2.309,50,1.893,50,1.872,48,2.349,50,2.322,49,2.705
D,Mee,4.9,4.9,Burnley,87,1.752,85,3.428,82,2.193,81,1.357,81,1.147,82,2.916,79,2.599,78,3.371
M,Westwood,5.3,5.3,Burnley,86,2.436,73,4.246,69,2.224,65,1.836,70,1.928,66,2.25,64,2.114,66,2.459
M,Gudmundsson,5.4,5.4,Burnley,3,0.116,14,1.071,18,0.75,18,0.649,19,0.674,20,0.863,19,0.798,22,1.043
F,Wood,6.2,6.2,Burnley,78,3.201,73,6.088,68,3.3,69,2.68,71,2.694,68,3.411,65,3.14,66,3.736
D,Lowton,4.4,4.4,Burnley,88,1.695,84,3.249,83,2.109,83,1.338,81,1.101,79,2.672,82,2.58,80,3.259
F,Vydra,4.8,4.8,Burnley,3,0.144,7,0.67,10,0.537,11,0.483,11,0.478,14,0.771,14,0.737,14,0.857
D,Gibson,3.9,3.9,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Brady,5.0,5.0,Burnley,62,2.158,53,3.721,50,1.965,48,1.598,51,1.663,48,1.975,48,1.911,45,2.087
G,Pope,5.4,5.4,Burnley,89,3.26,86,6.425,87,3.326,85,3.068,87,3.128,85,3.569,86,3.529,87,3.943
D,Taylor,4.6,4.6,Burnley,38,0.781,71,2.835,82,2.118,82,1.36,81,1.135,78,2.682,78,2.501,77,3.188
M,Brownhill,4.9,4.9,Burnley,86,2.407,73,4.228,66,2.105,66,1.862,63,1.767,65,2.179,65,2.114,63,2.285
G,Peacock-Farrell,4.0,4.0,Burnley,0,0,0,0,0,0,1,0.035,0,0,1,0.041,0,0,0,0
M,McNeil,5.7,5.7,Burnley,59,1.976,81,5.172,81,2.86,80,2.413,78,2.329,77,2.875,76,2.742,76,3.149
