,can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,price_change_percent,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,known_name,region,team_join_date,birth_date,has_temporary_code,opta_code,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,scout_risks,scout_news_link,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,defensive_contribution_per_90
0,True,True,,,154561,1,-1,6,-6,0,2,1,4.0,4.0,0,David,3.0,1,True,,,61,154561.jpg,4.1,False,Raya Martín,34.9,False,,a,1,3,141,4600766,5050,2868380,1399,0.5,23.1,Raya,,200.0,2024-07-04,1995-09-15,False,p154561,3060,0,0,16,26,0,0,0,1,0,56,9,562,504.4,33.4,0.0,53.8,33,290,1,0,34,0.00,0.06,0.06,25.85,,,,,,,[],,102,17,383,3,821,96,270,17,0.0,1.65,0.0,0.0,0.76,0.76,79,1,100,10,56,4,7,1,1.0,0.47,0.0
1,True,True,,,109745,0,0,-5,5,0,0,1,1.0,1.0,0,Kepa,0.0,2,False,,,40,109745.jpg,0.0,False,Arrizabalaga Revuelta,0.4,False,,a,1,3,0,15972,19,78687,13,0.0,0.0,Arrizabalaga,,200.0,2025-07-01,1994-10-03,False,p109745,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,572,66,563,53,532,39,574,66,0.0,0.0,0.0,0.0,0.0,0.0,672,44,442,55,585,66,292,37,0.0,0.0,0.0
2,True,False,0.0,0.0,463748,0,0,0,0,0,0,1,0.0,0.0,0,Karl,0.0,3,False,Has joined Werder Bremen on loan for the rest of the season.,2025-08-26T13:44:02.357864Z,40,463748.jpg,0.0,False,Hein,0.2,False,,u,1,3,0,5545,0,48552,2,0.0,0.0,Hein,,67.0,2020-10-28,2002-04-13,False,p463748,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,589,75,581,63,550,49,591,75,0.0,0.0,0.0,0.0,0.0,0.0,693,54,461,65,602,75,379,54,0.0,0.0,0.0
3,True,True,,,551221,0,0,-1,1,0,0,1,1.0,1.0,0,Tommy,0.0,4,False,,,39,551221.jpg,0.0,False,Setford,0.2,False,,a,1,3,0,34251,3,35225,8,0.0,0.0,Setford,,241.0,2024-07-24,2006-03-13,False,p551221,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,561,60,549,44,517,30,563,60,0.0,0.0,0.0,0.0,0.0,0.0,783,90,428,48,574,60,371,53,0.0,0.0,0.0
4,True,True,100.0,100.0,226597,0,0,12,-12,0,5,2,4.0,4.0,0,Gabriel,3.0,5,True,,2026-03-24T00:00:10.555559Z,72,226597.jpg,6.6,False,dos Santos Magalhães,44.5,False,,a,1,3,185,8925684,4201,5820002,2025,0.4,25.7,Gabriel,Gabriel Magalhães,30.0,2020-09-01,1997-12-19,False,p226597,2435,3,5,15,19,0,0,0,4,0,0,27,636,752.6,123.7,227.0,110.2,213,56,35,248,27,2.00,1.68,3.68,19.37,,,,,,,[],,23,8,256,70,137,25,98,25,0.07,0.0,0.06,0.13,0.72,0.7,32,1,101,41,2,1,4,1,1.0,0.55,9.17
5,True,True,100.0,100.0,462424,0,0,1,-1,0,2,2,3.8,3.8,0,William,2.8,6,False,,2026-03-23T13:00:10.244912Z,61,462424.jpg,4.2,False,Saliba,15.2,False,,a,1,3,118,2354750,3577,2446623,907,0.5,19.3,Saliba,,73.0,2019-07-25,2001-03-24,False,p462424,2344,1,0,12,20,0,0,0,1,0,0,10,501,488.6,171.6,76.0,73.6,139,103,33,172,27,0.88,0.73,1.61,18.70,,,,,,,[],,111,50,208,54,300,89,197,68,0.03,0.0,0.03,0.06,0.72,0.77,83,4,116,46,46,19,23,8,1.04,0.46,6.6
6,True,True,100.0,100.0,466075,0,0,1,-1,0,2,2,1.0,1.0,0,Riccardo,0.0,7,False,,2026-04-11T21:00:07.670443Z,56,466075.jpg,4.2,False,Calafiori,5.8,False,,a,1,3,93,2667967,213,2515597,190,0.0,16.6,Calafiori,,106.0,2024-07-29,2002-05-19,False,p466075,1446,1,2,11,8,0,0,0,5,0,0,4,339,244.4,127.9,249.0,62.2,64,65,31,95,18,2.92,0.49,3.41,8.96,,,,,,,[],,257,103,255,69,124,22,240,82,0.18,0.0,0.03,0.21,0.56,0.5,132,13,803,264,45,18,66,22,1.12,0.68,5.91
7,True,True,0.0,0.0,445122,-1,1,5,-5,0,3,2,0.0,0.0,0,Jurriën,0.0,8,False,Ankle injury - Unknown return date,2026-03-23T13:00:10.259821Z,60,445122.jpg,5.0,False,Timber,17.5,False,,i,1,3,149,6784066,16,5367979,13995,0.0,24.8,J.Timber,,152.0,2023-07-14,2001-06-17,False,p445122,2452,3,6,13,20,0,0,0,5,0,0,9,532,499.0,402.6,352.0,125.7,82,97,66,148,28,4.71,1.53,6.24,17.45,,,,,,,[],https://www.arsenal.com/news/every-word-artetas-pre-fulham-presser-0?utm_source=premier_league&utm_medium=referral&utm_campaign=fantasy&utm_content=injuries-flag,106,48,72,14,79,7,71,13,0.17,0.0,0.06,0.23,0.64,0.73,85,5,810,266,15,4,17,7,1.03,0.48,5.43
8,True,False,0.0,0.0,440854,0,0,-1,1,0,0,2,0.0,0.0,0,Jakub,0.0,9,False,has joined Porto on loan for the rest of the season.,2025-09-02T13:37:25.929594Z,54,440854.jpg,0.0,False,Kiwior,0.0,False,,u,1,3,0,1119,0,10941,0,0.0,0.0,Kiwior,,172.0,2023-01-23,2000-02-15,False,p440854,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,812,268,811,268,809,268,812,268,0.0,0.0,0.0,0.0,0.0,0.0,167,20,788,261,813,268,596,212,0.0,0.0,0.0
9,True,True,,,499169,0,0,-5,5,0,0,2,1.5,1.5,0,Myles,0.5,10,False,,,50,499169.jpg,0.9,False,Lewis-Skelly,1.4,False,,a,1,3,14,137594,28,470198,33,0.1,2.8,Lewis-Skelly,,241.0,2022-12-04,2006-09-26,False,p499169,410,0,0,0,7,0,0,0,3,0,0,0,44,50.6,48.4,25.0,12.3,14,17,6,20,2,0.10,0.09,0.19,6.51,,,,,,,[],,422,157,360,128,378,131,417,148,0.02,0.0,0.02,0.04,1.43,1.54,270,42,310,103,518,176,168,66,0.44,0.0,4.39
