,can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,region,team_join_date,birth_date,has_temporary_code,opta_code,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,defensive_contribution_per_90
0,True,True,,,154561,0,0,0,0,0,1,5.0,4.5,0,David,0.0,1,False,,,55,154561.jpg,0.0,False,Raya Martín,16.5,False,,a,1,3,0,7100,7100,4566,4566,0.0,0.0,Raya,200.0,2024-07-04,1995-09-15,False,p154561,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,504,80,505,80,502,80,505,80,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,130,4,503,80,503,80,27,4,0.0,0.0,0.0
1,True,True,,,109745,0,0,0,0,0,1,3.3,2.8,0,Kepa,0.0,2,False,,,45,109745.jpg,0.0,False,Arrizabalaga Revuelta,1.0,False,,a,1,3,0,374,374,533,533,0.0,0.0,Arrizabalaga,200.0,2025-07-01,1994-10-03,False,p109745,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,172,53,171,51,163,51,173,53,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,375,22,171,53,171,53,181,24,0.0,0.0,0.0
2,True,True,,,463748,0,0,0,0,0,1,2.0,1.5,0,Karl,0.0,3,False,,,40,463748.jpg,0.0,False,Hein,0.6,False,,a,1,3,0,307,307,337,337,0.0,0.0,Hein,67.0,2020-10-28,2002-04-13,False,p463748,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,88,31,87,29,78,29,89,31,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,620,64,87,31,87,31,227,30,0.0,0.0,0.0
3,True,True,,,551221,0,0,0,0,0,1,2.0,1.5,0,Tommy,0.0,4,False,,,40,551221.jpg,0.0,False,Setford,0.1,False,,a,1,3,0,94,94,133,133,0.0,0.0,Setford,241.0,2024-07-24,2006-03-13,False,p551221,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,130,44,129,42,121,42,131,44,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,663,77,129,44,129,44,426,63,0.0,0.0,0.0
4,True,True,,,226597,0,0,0,0,0,2,5.0,4.5,0,Gabriel,0.0,5,False,,,60,226597.jpg,0.0,False,dos Santos Magalhães,18.2,False,,a,1,3,0,19260,19260,4510,4510,0.0,0.0,Gabriel,30.0,2020-09-01,1997-12-19,False,p226597,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,602,225,603,225,602,224,603,225,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,99,5,602,224,602,224,24,10,0.0,0.0,0.0
5,True,True,,,462424,0,0,0,0,0,2,5.0,4.5,0,William,0.0,6,False,,,60,462424.jpg,0.0,False,Saliba,13.7,False,,a,1,3,0,12822,12822,4445,4445,0.0,0.0,Saliba,73.0,2019-07-25,2001-03-24,False,p462424,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,608,227,609,227,608,226,609,227,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,105,7,608,226,608,226,31,12,0.0,0.0,0.0
6,True,True,,,466075,0,0,0,0,0,2,4.3,3.8,0,Riccardo,0.0,7,False,,,55,466075.jpg,0.0,False,Calafiori,0.7,False,,a,1,3,0,863,863,592,592,0.0,0.0,Calafiori,106.0,2024-07-29,2002-05-19,False,p466075,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,553,217,554,217,553,216,554,217,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,182,25,552,215,552,215,213,78,0.0,0.0,0.0
7,True,True,,,445122,0,0,0,0,0,2,4.3,3.8,0,Jurriën,0.0,8,False,,,55,445122.jpg,0.0,False,Timber,2.3,False,,a,1,3,0,1709,1709,979,979,0.0,0.0,J.Timber,152.0,2023-07-14,2001-06-17,False,p445122,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,549,215,550,215,549,214,550,215,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,178,23,548,213,548,213,114,40,0.0,0.0,0.0
8,True,True,,,440854,0,0,0,0,0,2,4.3,3.8,0,Jakub,0.0,9,False,,,55,440854.jpg,0.0,False,Kiwior,0.1,False,,a,1,3,0,60,60,94,94,0.0,0.0,Kiwior,172.0,2023-01-23,2000-02-15,False,p440854,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,544,213,545,213,544,212,545,213,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,173,21,543,211,543,211,451,175,0.0,0.0,0.0
9,True,True,,,499169,0,0,0,0,0,2,4.3,3.8,0,Myles,0.0,10,False,,,55,499169.jpg,0.0,False,Lewis-Skelly,4.3,False,,a,1,3,0,3703,3703,2142,2142,0.0,0.0,Lewis-Skelly,241.0,2022-12-04,2006-09-26,False,p499169,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,564,220,565,220,564,219,565,220,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,193,28,563,218,563,218,78,27,0.0,0.0,0.0
