Pos,Name,BV,SV,Team,7_xMins,7_Pts,8_xMins,8_Pts,9_xMins,9_Pts,10_xMins,10_Pts,11_xMins,11_Pts,12_xMins,12_Pts,13_xMins,13_Pts,14_xMins,14_Pts
M,Özil,6.8,6.8,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Sokratis,4.9,4.9,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,David Luiz,5.5,5.5,Arsenal,41,1.095,59,2.408,76,2.713,75,3.127,71,2.017,72,3.465,69,2.778,70,2.219
M,Aubameyang,11.7,11.7,Arsenal,85,4.523,84,5.984,83,5.325,82,5.145,80,4.522,79,5.997,79,5.537,77,4.649
D,Cédric,4.7,4.7,Arsenal,2,0.06,5,0.223,4,0.159,4,0.18,4,0.128,6,0.31,5,0.22,4,0.142
F,Lacazette,8.4,8.4,Arsenal,57,2.804,55,3.488,54,3.139,54,3,52,2.719,53,3.516,55,3.449,54,2.965
D,Mustafi,5.0,5.0,Arsenal,56,1.497,39,1.637,16,0.589,13,0.554,10,0.296,10,0.489,11,0.455,11,0.361
G,Leno,5.0,5.0,Arsenal,88,3.321,87,3.778,87,3.636,86,3.898,85,3.286,85,4.056,84,3.655,84,3.407
M,Xhaka,5.4,5.4,Arsenal,56,1.556,56,1.841,56,1.72,56,1.771,55,1.562,53,1.853,53,1.733,53,1.57
D,Marí,4.4,4.4,Arsenal,0,0,0,0,7,0.234,6,0.235,7,0.19,9,0.401,7,0.262,9,0.27
D,Bellerín,5.0,5.0,Arsenal,82,2.328,78,3.393,77,2.975,76,3.349,75,2.3,79,4.018,76,3.273,73,2.511
G,Martínez,4.8,4.7,Aston Villa,88,3.466,89,3.185,88,3.552,87,3.3,87,3.68,86,3.316,86,3.712,85,3.466
D,Chambers,4.5,4.5,Arsenal,4,0.117,23,1.006,20,0.773,21,0.924,22,0.677,21,1.073,22,0.95,21,0.721
D,Kolasinac,4.8,4.8,Arsenal,10,0.27,7,0.285,3,0.108,3,0.125,4,0.117,3,0.141,5,0.201,4,0.129
D,Maitland-Niles,4.9,4.9,Arsenal,19,0.562,18,0.801,14,0.556,12,0.54,11,0.353,15,0.775,11,0.483,13,0.461
D,Holding,4.5,4.5,Arsenal,0,0,0,0,31,1.119,44,1.848,56,1.614,58,2.774,59,2.369,55,1.761
D,Tierney,5.4,5.4,Arsenal,78,2.24,75,3.292,70,2.759,70,3.177,69,2.172,67,3.469,69,3.016,69,2.421
M,Pépé,7.7,7.7,Arsenal,28,1.362,30,1.871,29,1.65,27,1.512,32,1.626,29,1.909,31,1.918,31,1.671
M,Torreira,4.7,4.7,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Willock,4.8,4.8,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.056
