Pos,Name,BV,SV,Team,18_xMins,18_Pts,19_xMins,19_Pts,20_xMins,20_Pts,21_xMins,21_Pts,22_xMins,22_Pts,23_xMins,23_Pts,24_xMins,24_Pts,25_xMins,25_Pts
M,Özil,6.8,6.8,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Sokratis,4.8,4.8,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,David Luiz,5.4,5.4,Arsenal,19,0.905,12,0.601,11,0.39,14,0.42,16,0.618,17,0.539,16,0.604,16,0.366
M,Aubameyang,11.3,11.3,Arsenal,76,5.355,76,5.566,75,4.307,74,4.102,73,4.129,72,4.24,72,5.172,71,3.406
D,Cédric,4.6,4.6,Arsenal,0,0,0,0,0,0,0,0,0,0,1,0.034,1,0.041,2,0.05
F,Lacazette,8.3,8.2,Arsenal,74,4.639,73,4.766,72,3.821,72,3.707,71,3.667,70,3.887,70,4.719,69,3.112
D,Mustafi,5.0,5.0,Arsenal,0,0,0,0,0,0,0,0,1,0.039,1,0.032,1,0.038,1,0.023
G,Leno,4.9,4.9,Arsenal,89,4.193,88,4.277,87,3.64,87,3.346,86,3.72,86,3.367,85,3.458,84,3.037
M,Xhaka,5.2,5.2,Arsenal,72,2.309,67,2.232,66,1.875,65,1.785,65,1.88,63,1.773,65,2.005,66,1.687
D,Marí,4.4,4.4,Arsenal,47,2.18,35,1.711,39,1.323,40,1.142,35,1.318,40,1.207,40,1.418,39,0.842
D,Bellerín,5.1,5.1,Arsenal,74,3.747,81,4.345,81,3.033,77,2.419,76,3.128,75,2.512,76,3.057,74,1.759
G,Martínez,5.0,4.8,Aston Villa,89,3.373,88,6.63,88,3.738,87,3.384,87,3.518,86,3.321,86,3.462,85,3.246
D,Chambers,4.5,4.5,Arsenal,0,0,1,0.051,0,0,0,0,1,0.039,2,0.066,2,0.078,1,0.024
D,Kolasinac,4.8,4.8,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Maitland-Niles,4.6,4.6,Arsenal,10,0.488,12,0.619,12,0.442,17,0.53,17,0.682,16,0.529,16,0.626,18,0.432
D,Holding,4.5,4.5,Arsenal,77,3.667,74,3.745,73,2.586,72,2.122,71,2.767,71,2.216,70,2.588,70,1.557
D,Tierney,5.4,5.4,Arsenal,83,4.282,81,4.47,78,3.026,76,2.449,79,3.357,76,2.609,74,3.053,74,1.807
M,Pépé,7.6,7.6,Arsenal,20,1.254,22,1.431,20,1.062,20,1.029,21,1.096,23,1.245,23,1.479,22,1.001
M,Torreira,4.7,4.7,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Willock,4.7,4.7,Arsenal,11,0.617,11,0.636,14,0.68,13,0.609,12,0.568,14,0.684,12,0.686,14,0.587
M,Nelson,5.1,5.1,Arsenal,0,0,2,0.119,2,0.099,3,0.144,2,0.098,3,0.152,3,0.178,4,0.172
F,Nketiah,5.5,5.5,Arsenal,13,0.868,14,0.951,16,0.905,15,0.831,16,0.882,15,0.879,15,1.042,16,0.791
M,Smith Rowe,4.4,4.4,Arsenal,46,2.436,42,2.297,42,1.883,42,1.814,45,1.979,42,1.906,43,2.29,42,1.623
M,Saka,5.3,5.3,Arsenal,74,4.146,73,4.264,73,3.455,72,3.275,71,3.307,71,3.361,70,3.977,69,2.751
M,Guendouzi,4.7,4.7,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Martinelli,4.9,4.9,Arsenal,20,1.16,21,1.267,21,1.052,23,1.109,24,1.18,24,1.214,24,1.434,25,1.068
D,Saliba,4.0,4.0,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G,Heaton,4.5,4.5,Aston Villa,0,0,0,0,0,0,1,0.038,0,0,1,0.038,1,0.04,3,0.114
D,El Mohamady,4.3,4.3,Aston Villa,4,0.142,5,0.306,9,0.413,9,0.323,10,0.433,10,0.365,12,0.492,16,0.581
M,Lansbury,4.3,4.3,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Taylor,4.3,4.3,Aston Villa,0,0,0,0,0,0,1,0.03,2,0.071,2,0.061,2,0.068,4,0.119
G,Steer,4.0,4.0,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Hourihane,5.9,5.9,Aston Villa,8,0.345,6,0.494,9,0.424,9,0.384,9,0.429,9,0.394,10,0.452,10,0.443
M,Jota,5.9,5.9,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G,Nyland,4.0,4.0,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Engels,4.4,4.4,Aston Villa,0,0,1,0.054,1,0.04,3,0.097,5,0.189,5,0.162,5,0.181,4,0.128
M,Grealish,7.7,7.7,Aston Villa,81,4.14,80,7.548,79,4.588,77,3.933,77,4.558,76,3.94,75,4.127,74,3.941
M,McGinn,5.5,5.5,Aston Villa,86,2.627,84,4.911,81,2.745,80,2.464,80,2.718,79,2.472,79,2.563,78,2.464
D,Hause,4.4,4.4,Aston Villa,23,0.765,31,1.753,35,1.514,32,1.09,34,1.398,33,1.142,38,1.478,39,1.335
M,Trézéguet,5.2,5.2,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Mings,5.4,5.4,Aston Villa,84,2.539,82,4.156,79,3.225,79,2.466,75,2.848,78,2.462,75,2.698,76,2.366
D,Targett,4.6,4.6,Aston Villa,87,2.602,84,4.219,83,3.328,80,2.479,78,2.905,77,2.407,80,2.839,78,2.4
D,Bree,4.5,4.5,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Nakamba,4.3,4.3,Aston Villa,5,0.158,3,0.186,5,0.166,5,0.158,7,0.233,6,0.191,8,0.26,9,0.287
M,El Ghazi,5.8,5.8,Aston Villa,68,3.912,59,6.307,60,3.899,58,3.318,58,3.855,59,3.437,58,3.578,58,3.438
D,Konsa,4.7,4.7,Aston Villa,72,2.186,68,3.458,69,2.805,71,2.211,70,2.652,69,2.174,67,2.406,63,1.968
D,Guilbert,4.3,4.3,Aston Villa,0,0,0,0,1,0.039,2,0.061,2,0.073,3,0.092,3,0.103,3,0.091
F,Wesley,6.0,6.0,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,Samatta,5.9,5.9,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,Davis,4.3,4.3,Aston Villa,14,0.813,12,1.234,15,0.931,17,0.952,16,0.962,18,1.026,20,1.183,20,1.161
F,Vassilev,4.3,4.3,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Douglas Luiz,4.9,4.9,Aston Villa,83,2.357,81,4.465,78,2.469,77,2.226,76,2.401,76,2.23,70,2.157,73,2.167
F,Murray,4.8,4.8,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Lallana,6.2,6.2,Brighton,67,1.997,59,2.191,58,2.345,58,2.045,55,1.738,57,2.177,57,2.111,56,2.239
M,Stephens,4.3,4.3,Burnley,18,0.554,11,0.677,7,0.228,6,0.181,9,0.269,7,0.235,8,0.263,9,0.32
G,Button,4.0,4.0,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,3,0.105,3,0.117
M,Groß,5.8,5.8,Brighton,59,1.981,45,2.084,44,2.224,42,1.784,44,1.618,44,2.078,46,2.117,45,2.239
D,Duffy,4.3,4.3,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Pröpper,4.8,4.8,Brighton,23,0.723,13,0.476,15,0.584,15,0.526,15,0.486,16,0.597,16,0.583,16,0.614
M,Mooy,5.0,5.0,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Burn,4.2,4.2,Brighton,62,0.819,55,1.392,54,2.231,53,1.457,56,0.849,56,2.047,56,1.616,56,2.203
D,Dunk,4.8,4.8,Brighton,87,1.206,82,2.279,81,3.68,82,2.407,79,1.242,77,3.074,77,2.419,74,3.198
D,Montoya,4.5,4.5,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,Andone,4.8,4.8,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,March,5.0,5.0,Brighton,77,2.316,72,2.744,72,2.987,68,2.457,70,2.214,68,2.673,69,2.624,67,2.759
D,Webster,4.4,4.4,Brighton,82,1.137,79,2.109,79,3.413,78,2.239,74,1.198,73,2.795,73,2.212,75,3.082
D,Veltman,4.3,4.3,Brighton,62,0.781,46,1.121,40,1.618,41,1.1,43,0.633,47,1.685,39,1.096,44,1.696
F,Maupay,6.1,6.1,Brighton,77,2.85,69,3.662,67,3.693,66,2.943,64,2.441,62,3.056,65,3.189,61,3.193
M,Trossard,5.7,5.7,Brighton,76,2.686,70,3.436,68,3.657,70,3.094,66,2.507,68,3.406,63,3.089,63,3.369
G,Ryan,4.3,4.3,Brighton,10,0.349,8,0.288,9,0.389,8,0.296,11,0.381,9,0.372,10,0.373,9,0.381
M,Jahanbakhsh,5.4,5.4,Brighton,31,1.156,19,0.959,18,0.98,18,0.83,17,0.68,20,1.023,21,1.05,23,1.231
M,Izquierdo,5.5,5.5,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Clarke,4.4,4.4,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,White,4.4,4.4,Brighton,67,0.853,56,1.348,55,2.191,56,1.491,58,0.851,55,1.958,55,1.525,55,2.096
D,Bernardo,3.9,3.9,Brighton,3,0.055,5,0.165,4,0.199,4,0.135,5,0.103,5,0.222,7,0.251,8,0.382
M,Bissouma,4.5,4.5,Brighton,0,0,75,2.099,73,2.296,72,2.004,73,1.832,71,2.134,72,2.064,69,2.155
D,Lamptey,4.7,4.7,Brighton,19,0.318,44,1.358,58,2.789,58,1.842,57,1.038,53,2.258,60,2.036,59,2.712
F,Connolly,5.2,5.2,Brighton,6,0.247,22,1.14,34,1.773,41,1.829,43,1.678,46,2.203,43,2.067,43,2.186
M,Alzate,4.3,4.3,Brighton,13,0.412,6,0.217,6,0.23,8,0.28,7,0.227,10,0.369,8,0.29,10,0.379
M,Mac Allister,5.3,5.3,Brighton,15,0.519,8,0.342,7,0.321,8,0.321,8,0.287,9,0.388,9,0.381,10,0.451
D,Tarkowski,5.3,5.3,Burnley,87,1.77,85,3.44,85,2.287,81,1.362,80,1.156,80,2.795,79,2.584,78,3.306
D,Bardsley,4.5,4.5,Burnley,1,0.02,3,0.118,4,0.102,6,0.098,6,0.085,8,0.261,8,0.245,8,0.315
D,Pieters,4.3,4.3,Burnley,55,1.183,24,1.049,16,0.459,20,0.371,21,0.339,24,0.883,26,0.893,27,1.198
M,Cork,5.0,5.0,Burnley,0,0,31,1.915,48,1.512,48,1.387,52,1.478,50,1.638,49,1.576,51,1.763
D,Long,4.3,4.3,Burnley,9,0.194,7,0.3,5,0.137,6,0.111,10,0.159,10,0.345,10,0.326,11,0.451
F,Rodriguez,5.8,5.8,Burnley,23,0.978,40,3.263,38,1.76,36,1.394,43,1.608,41,1.952,40,1.829,41,2.146
F,Barnes,6.0,6.0,Burnley,63,2.522,52,4.231,52,2.442,52,1.959,48,1.816,50,2.437,51,2.362,48,2.653
D,Mee,4.9,4.9,Burnley,87,1.763,85,3.436,82,2.209,83,1.392,80,1.15,80,2.824,80,2.635,77,3.327
M,Westwood,5.3,5.3,Burnley,87,2.464,75,4.343,69,2.228,71,1.977,70,1.933,65,2.215,67,2.202,66,2.459
M,Gudmundsson,5.4,5.4,Burnley,2,0.078,18,1.37,18,0.752,19,0.684,17,0.607,17,0.735,19,0.798,19,0.903
F,Wood,6.2,6.2,Burnley,78,3.203,74,6.181,74,3.568,73,2.799,71,2.714,71,3.553,71,3.39,69,3.877
D,Lowton,4.4,4.4,Burnley,88,1.706,84,3.256,82,2.1,81,1.311,80,1.103,79,2.652,79,2.49,78,3.177
F,Vydra,4.8,4.8,Burnley,4,0.192,8,0.764,10,0.534,10,0.441,10,0.436,13,0.715,12,0.635,13,0.806
D,Gibson,3.9,3.9,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Brady,5.0,5.0,Burnley,62,2.163,50,3.533,49,1.933,48,1.598,51,1.668,47,1.936,50,1.985,49,2.264
G,Pope,5.4,5.4,Burnley,89,3.261,86,6.425,87,3.329,87,3.14,85,3.056,86,3.601,87,3.574,86,3.892
D,Taylor,4.6,4.6,Burnley,41,0.846,73,2.918,84,2.184,83,1.38,81,1.15,82,2.798,77,2.472,79,3.27
M,Brownhill,4.9,4.9,Burnley,86,2.412,72,4.183,64,2.054,64,1.815,62,1.747,66,2.204,64,2.085,63,2.285
G,Peacock-Farrell,4.0,4.0,Burnley,0,0,0,0,0,0,0,0,1,0.035,1,0.041,0,0,1,0.044
M,McNeil,5.7,5.7,Burnley,63,2.098,81,5.175,82,2.896,79,2.391,78,2.335,76,2.835,79,2.831,77,3.185
