,can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,region,team_join_date,birth_date,has_temporary_code,opta_code,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,scout_risks,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,defensive_contribution_per_90
0,True,True,,,154561,0,0,4,-4,1,1,4.0,4.0,0,David,3.0,1,False,,,59,154561.jpg,4.1,False,Raya Martín,33.6,False,,a,1,3,86,3389278,1364,1822467,2477,0.5,14.6,Raya,200.0,2024-07-04,1995-09-15,False,p154561,1890,0,0,10,14,0,0,0,1,0,32,4,348,320.2,20.3,0.0,34.1,16,168,0,0,21,0.00,0.04,0.04,15.43,,,,,,,[],109,17,361,3,785,91,257,15,0.0,1.52,0.0,0.0,0.73,0.67,93,1,102,10,63,4,6,1,1.0,0.48,0.0
1,True,True,,,109745,0,0,-4,4,0,1,1.0,1.0,0,Kepa,0.0,2,False,,,41,109745.jpg,0.0,False,Arrizabalaga Revuelta,0.4,False,,a,1,3,0,12565,16,72531,25,0.0,0.0,Arrizabalaga,200.0,2025-07-01,1994-10-03,False,p109745,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],596,81,591,70,556,55,600,81,0.0,0.0,0.0,0.0,0.0,0.0,638,38,522,76,608,81,270,36,0.0,0.0,0.0
2,True,False,0.0,0.0,463748,0,0,0,0,0,1,0.0,0.0,0,Karl,0.0,3,False,Has joined Werder Bremen on loan for the rest of the season.,2025-08-26T13:44:02.357864Z,40,463748.jpg,0.0,False,Hein,0.2,False,,u,1,3,0,5545,0,46771,16,0.0,0.0,Hein,67.0,2020-10-28,2002-04-13,False,p463748,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],557,71,552,60,515,45,560,71,0.0,0.0,0.0,0.0,0.0,0.0,667,53,480,66,569,71,358,52,0.0,0.0,0.0
3,True,True,,,551221,0,0,-1,1,0,1,1.0,1.0,0,Tommy,0.0,4,False,,,39,551221.jpg,0.0,False,Setford,0.2,False,,a,1,3,0,31865,15,28098,49,0.0,0.0,Setford,241.0,2024-07-24,2006-03-13,False,p551221,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],528,56,521,43,482,28,531,56,0.0,0.0,0.0,0.0,0.0,0.0,754,87,451,51,539,56,339,47,0.0,0.0,0.0
4,True,True,100.0,100.0,226597,0,0,8,-8,4,2,6.2,6.2,0,Gabriel,5.2,5,True,,2025-11-17T12:00:07.436586Z,68,226597.jpg,7.5,False,dos Santos Magalhães,34.6,False,,a,1,3,112,6775876,10828,4930374,389,0.8,16.5,Gabriel,30.0,2020-09-01,1997-12-19,False,p226597,1265,3,2,9,7,0,0,0,1,0,0,16,362,443.6,73.0,158.0,67.3,109,21,14,123,14,1.56,0.76,2.32,8.95,,,,,,,[],36,15,253,73,122,20,102,30,0.11,0.0,0.05,0.16,0.64,0.5,45,1,16,5,1,1,5,2,1.0,0.64,8.75
5,True,True,100.0,100.0,462424,0,0,0,0,0,2,4.0,4.0,0,William,3.0,6,False,,2025-11-30T22:30:08.957329Z,60,462424.jpg,3.6,False,Saliba,12.0,False,,a,1,3,61,1415013,1649,1907617,675,0.5,10.2,Saliba,73.0,2019-07-25,2001-03-24,False,p462424,1354,0,0,7,9,0,0,0,0,0,0,2,288,269.0,64.0,22.0,35.5,75,60,18,93,16,0.29,0.44,0.73,10.61,,,,,,,[],149,65,272,85,346,116,252,84,0.02,0.0,0.03,0.05,0.71,0.6,86,4,103,40,111,40,34,11,1.06,0.47,6.18
6,True,True,0.0,0.0,466075,0,0,1,-1,2,2,0.0,0.0,0,Riccardo,1.0,7,False,Muscle injury - Unknown return date,2025-12-27T22:00:11.031357Z,56,466075.jpg,4.8,False,Calafiori,6.4,False,,i,1,3,77,2530551,15,2317723,1823,0.2,13.8,Calafiori,106.0,2024-07-29,2002-05-19,False,p466075,1256,1,2,9,7,0,0,0,5,0,0,4,287,222.0,104.8,219.0,54.5,57,57,28,85,16,2.49,0.36,2.85,7.09,,,,,,,[],186,74,200,49,73,5,154,50,0.18,0.0,0.03,0.21,0.51,0.5,132,14,273,101,21,10,64,21,1.15,0.64,6.09
7,True,True,100.0,100.0,445122,0,0,8,-8,2,2,5.0,5.0,0,Jurriën,4.0,8,True,,2025-12-27T22:00:11.070756Z,63,445122.jpg,5.2,False,Timber,28.0,False,,a,1,3,104,5588457,4623,2790102,2179,0.6,16.5,J.Timber,152.0,2023-07-14,2001-06-17,False,p445122,1639,2,4,9,12,0,0,0,2,0,0,7,374,375.0,277.2,315.0,97.0,58,66,46,104,18,4.06,0.85,4.91,11.22,,,,,,,[],71,31,66,13,42,1,41,3,0.22,0.0,0.05,0.27,0.62,0.66,69,2,42,13,11,4,12,4,0.99,0.49,5.71
8,True,False,0.0,0.0,440854,0,0,-1,1,0,2,0.0,0.0,0,Jakub,0.0,9,False,has joined Porto on loan for the rest of the season.,2025-09-02T13:37:25.929594Z,54,440854.jpg,0.0,False,Kiwior,0.0,False,,u,1,3,0,1119,0,10821,0,0.0,0.0,Kiwior,172.0,2023-01-23,2000-02-15,False,p440854,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],776,261,775,261,771,260,776,261,0.0,0.0,0.0,0.0,0.0,0.0,171,21,759,260,777,261,575,209,0.0,0.0,0.0
9,True,True,,,499169,0,0,-4,4,0,2,1.5,1.5,0,Myles,0.5,10,False,,,51,499169.jpg,0.9,False,Lewis-Skelly,1.5,False,,a,1,3,12,128161,76,447437,103,0.1,2.4,Lewis-Skelly,241.0,2022-12-04,2006-09-26,False,p499169,311,0,0,0,5,0,0,0,3,0,0,0,36,31.2,45.5,18.0,9.4,10,14,4,14,1,0.05,0.06,0.11,5.26,,,,,,,[],404,153,312,104,359,126,390,140,0.01,0.0,0.02,0.03,1.52,1.45,239,37,331,123,482,166,156,60,0.29,0.0,4.05
