,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,region,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90
0,0.0,0.0,438098,0,0,-1,1,0,3,0.0,0.0,0,Fábio,0.0,1,False,Has joined Portuguese side FC Porto on loan for the 2024/25 season,2024-08-29T11:06:25.241953Z,54,438098.jpg,0.0,Ferreira Vieira,0.0,False,,u,1,3,0,439,0,2704,9,0.0,0.0,Fábio Vieira,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,660,301,659,301,656,299,660,301,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,137,82,644,291,659,301,626,278,0.0,0.0
1,100.0,100.0,205651,0,0,-2,2,0,4,1.2,1.7,1,Gabriel,0.7,2,False,,2024-08-25T11:00:05.312580Z,68,205651.jpg,0.6,Fernando de Jesus,0.9,False,,a,1,3,5,54682,484,214315,1810,0.1,0.7,G.Jesus,30.0,112,0,0,0,2,0,0,0,3,0,0,0,27,17.0,35.2,64.0,11.5,1,0.67,0.07,0.74,1.33,359,35,252,29,151,31,289,31,,,,,,,0.54,0.0,0.06,0.6,1.07,1.61,32,14,306,37,436,45,210,36,0.8,0.0
2,100.0,75.0,226597,0,0,2,-2,1,2,1.8,1.7,2,Gabriel,1.3,3,False,,2024-10-27T22:00:05.718030Z,62,226597.jpg,4.3,dos Santos Magalhães,22.4,False,,a,1,3,43,2125550,15017,1239592,47331,0.2,6.9,Gabriel,30.0,863,2,0,3,10,0,0,0,1,0,0,4,152,238.4,52.7,172.0,46.3,10,1.49,0.25,1.74,10.19,35,10,206,53,48,2,57,9,,,,,,,0.16,0.0,0.03,0.19,1.06,1.04,68,4,219,62,41,6,14,5,1.04,0.31
3,100.0,100.0,219847,0,0,1,-1,1,4,2.2,2.7,1,Kai,1.7,4,False,,2024-10-07T17:00:06.956493Z,81,219847.jpg,4.5,Havertz,14.4,False,,a,1,3,45,1970123,6171,1976052,99030,0.2,5.6,Havertz,80.0,900,4,1,3,11,0,0,0,1,0,0,7,167,222.8,124.2,357.0,70.4,10,4.50,1.11,5.61,10.65,49,6,96,5,6,3,17,5,,,,,3.0,,0.45,0.0,0.11,0.56,1.06,1.1,12,4,194,30,31,11,23,6,1.0,0.3
4,0.0,0.0,463748,0,0,0,0,0,1,0.0,0.0,0,Karl,0.0,5,False,Loaned to Real Valladolid,2024-08-14T08:31:46.556082Z,40,463748.jpg,0.0,Hein,0.0,False,,u,1,3,0,0,0,3547,40,0.0,0.0,Hein,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,482,53,468,35,431,27,485,53,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,631,65,407,46,488,53,545,66,0.0,0.0
5,100.0,100.0,445122,0,0,0,0,0,2,1.5,2.0,1,Jurriën,1.0,6,False,,2024-10-04T13:30:05.569185Z,55,445122.jpg,2.8,Timber,1.4,False,,a,1,3,22,232152,3415,201667,3633,0.2,4.0,J.Timber,152.0,593,0,1,2,6,0,0,0,3,0,0,0,86,105.4,125.6,41.0,27.0,7,0.32,0.30,0.62,6.58,187,74,92,22,207,52,171,46,,,,,,,0.05,0.0,0.05,0.1,1.0,0.91,122,13,252,76,148,41,177,66,1.06,0.3
6,,,85955,0,0,-2,2,0,3,0.5,1.0,0,Jorge Luiz,0.0,7,False,,,48,85955.jpg,1.3,Frello Filho,0.2,False,,a,1,3,4,18912,189,32999,632,0.0,0.8,Jorginho,106.0,154,0,0,1,1,0,0,0,2,0,0,0,16,4.4,21.6,1.0,2.7,2,0.04,0.15,0.19,1.10,410,200,285,164,380,207,382,188,,,,,,,0.02,0.0,0.09,0.11,0.64,0.58,296,196,587,255,310,148,335,115,1.17,0.58
7,,,440854,0,0,-2,2,0,2,0.8,1.3,0,Jakub,0.3,8,False,,,48,440854.jpg,0.8,Kiwior,0.2,False,,a,1,3,3,7804,159,16287,407,0.1,0.6,Kiwior,172.0,96,0,0,0,4,0,0,0,0,0,0,0,-3,16.2,1.0,0.0,1.7,0,0.00,0.00,0.00,3.17,364,128,397,138,611,217,404,135,,,,,,,0.0,0.0,0.0,0.0,2.97,3.75,318,38,332,113,423,141,396,144,0.0,0.0
8,100.0,100.0,444145,0,0,0,0,1,3,2.2,2.7,2,Gabriel,1.7,9,False,,2024-10-18T16:00:06.884775Z,70,444145.jpg,3.9,Martinelli Silva,3.8,False,,a,1,3,39,507882,4680,445397,22678,0.2,5.6,Martinelli,30.0,608,2,2,3,8,0,0,0,0,0,0,3,135,168.2,168.4,213.0,54.9,7,1.53,1.85,3.38,7.30,95,31,53,44,32,19,40,28,,,,,,,0.23,0.0,0.27,0.5,1.08,1.18,26,15,193,91,56,24,91,26,1.04,0.44
9,,,499175,0,0,0,0,0,3,1.5,2.0,1,Ethan,1.0,12,False,,,45,499175.jpg,1.0,Nwaneri,0.3,False,,a,1,3,5,38853,1477,30191,910,0.2,1.1,Nwaneri,241.0,52,0,0,0,0,0,0,0,0,0,0,0,18,15.8,13.6,20.0,5.0,0,0.05,0.17,0.22,0.17,367,174,314,180,261,146,349,173,,,,,,,0.09,0.0,0.29,0.38,0.29,0.0,432,263,239,114,364,171,301,100,0.0,0.0
10,50.0,0.0,184029,0,0,-3,3,0,3,0.2,0.0,0,Martin,0.0,13,False,Ankle injury - 50% chance of playing,2024-09-10T00:30:06.311550Z,82,184029.jpg,2.3,Ødegaard,3.2,False,,d,1,3,7,100943,687,1341439,2142,0.0,0.9,Ødegaard,161.0,253,0,0,2,1,0,0,0,1,0,0,0,29,34.4,75.0,60.0,17.0,3,0.46,0.74,1.20,2.93,319,147,158,105,160,96,243,118,3.0,,1.0,,2.0,,0.16,0.0,0.26,0.42,1.04,0.36,11,8,668,304,189,83,103,31,1.07,0.71
11,100.0,100.0,154561,0,0,1,-1,1,1,1.8,2.3,3,David,1.3,15,False,,2024-09-25T21:30:06.211210Z,56,154561.jpg,4.0,Raya Martin,29.6,False,,a,1,3,40,1675100,7976,1342071,46761,0.2,7.1,Raya,200.0,900,0,0,3,11,0,0,0,2,0,32,6,137,266.8,0.0,0.0,26.8,10,0.00,0.01,0.01,10.65,19,6,665,72,663,72,172,7,,,,,,,0.0,3.2,0.0,0.0,1.06,1.1,103,1,218,21,52,7,7,1,1.0,0.3
12,100.0,100.0,204480,0,0,-2,2,0,3,3.5,4.0,2,Declan,3.0,16,False,,2024-08-31T21:00:04.536499Z,63,204480.jpg,1.9,Rice,2.9,False,,a,1,3,17,133757,3367,491671,5261,0.5,2.7,Rice,241.0,762,0,1,2,11,0,0,0,2,1,0,0,111,147.2,223.7,87.0,45.2,9,0.74,1.16,1.90,8.01,131,44,29,25,116,76,64,40,2.0,,2.0,,,,0.09,0.0,0.14,0.23,0.95,1.3,55,34,101,43,244,108,111,35,1.06,0.24
13,100.0,100.0,223340,0,0,1,-1,2,3,4.2,4.7,2,Bukayo,3.7,17,True,,2024-10-12T11:00:07.105879Z,101,223340.jpg,7.2,Saka,25.4,False,,a,1,3,65,2530233,64900,3141778,37483,0.4,6.4,Saka,241.0,740,3,7,3,8,0,0,0,1,0,0,10,271,336.6,402.7,382.0,112.0,9,2.43,3.41,5.84,7.00,7,4,3,3,4,3,3,2,1.0,,,,1.0,,0.3,0.0,0.41,0.71,0.85,0.97,4,3,67,27,4,3,11,5,1.09,0.36
14,100.0,100.0,462424,0,0,0,0,0,2,0.2,0.7,2,William,-0.3,18,False,,2024-10-19T19:30:06.564445Z,60,462424.jpg,2.3,Saliba,22.7,False,,a,1,3,21,735671,10693,2515183,30237,0.0,3.5,Saliba,73.0,749,0,0,3,9,0,0,0,2,1,0,0,110,138.2,12.4,6.0,15.8,9,0.00,0.31,0.31,8.01,143,58,321,103,338,113,253,85,,,,,,,0.0,0.0,0.04,0.04,0.96,1.08,80,6,672,220,187,57,13,4,1.08,0.36
15,,,167199,0,0,0,0,0,3,2.5,3.0,2,Thomas,2.0,20,False,,,50,167199.jpg,2.9,Partey,1.1,False,,a,1,3,29,226187,1118,164481,4006,0.4,5.8,Thomas,81.0,882,1,0,3,11,0,0,0,2,0,0,3,163,187.8,129.3,31.0,35.0,10,0.32,0.48,0.80,10.56,77,25,88,65,228,129,109,67,,,,,,,0.03,0.0,0.05,0.08,1.08,1.12,197,124,157,68,130,51,194,59,1.02,0.31
16,0.0,0.0,192895,0,0,-2,2,0,2,0.0,0.0,0,Kieran,0.0,21,False,Hamstring injury - Unknown return date,2024-08-12T14:30:04.394338Z,43,192895.jpg,0.0,Tierney,0.0,False,,i,1,3,0,520,19,4035,19,0.0,0.0,Tierney,243.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,521,197,509,196,479,187,524,197,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,549,133,461,183,528,195,587,201,0.0,0.0
17,0.0,0.0,223723,0,0,-2,2,0,2,0.0,0.0,0,Tomiyasu,0.0,22,False,Knee injury - Unknown return date,2024-10-18T16:00:06.930143Z,48,223723.jpg,1.0,Takehiro,0.0,False,,i,1,3,1,1184,24,6789,69,0.0,0.2,Tomiyasu,108.0,6,0,0,0,0,0,0,0,0,0,0,0,2,0.4,0.3,9.0,1.0,0,0.18,0.00,0.18,0.04,436,149,407,144,315,101,422,142,,,,,,,2.7,0.0,0.0,2.7,0.6,0.0,310,36,591,214,385,133,536,189,0.0,0.0
18,,,116216,0,0,-1,1,1,3,2.8,3.3,2,Leandro,2.3,23,False,,,69,116216.jpg,3.0,Trossard,2.3,False,,a,1,3,30,316878,2274,322626,11255,0.3,4.3,Trossard,21.0,567,2,1,2,8,0,0,0,0,1,0,3,106,127.6,119.5,145.0,39.0,7,1.53,0.38,1.91,5.23,156,56,100,73,66,38,90,55,,,,,4.0,,0.24,0.0,0.06,0.3,0.83,1.27,29,16,140,62,125,49,127,41,1.11,0.32
19,100.0,75.0,198869,-1,1,-3,3,0,2,2.2,2.0,1,Benjamin,1.7,24,False,,2024-11-01T10:30:05.992177Z,62,198869.jpg,3.2,White,4.1,False,,a,1,3,26,136492,1822,768862,8348,0.3,4.2,White,241.0,604,0,1,3,6,0,0,0,1,0,0,0,106,110.2,42.4,21.0,17.4,6,0.11,0.14,0.25,8.59,183,73,234,66,257,73,241,80,,,,,,,0.02,0.0,0.02,0.04,1.28,0.89,66,3,191,52,103,27,89,35,0.89,0.45
20,100.0,100.0,206325,0,0,-2,2,0,2,0.8,1.3,1,Oleksandr,0.3,25,False,,2024-09-15T23:00:06.018330Z,48,206325.jpg,2.7,Zinchenko,1.0,False,,a,1,3,8,77399,523,277818,1050,0.1,1.7,Zinchenko,225.0,107,0,0,1,0,0,0,0,0,0,0,0,30,11.8,7.3,8.0,2.7,1,0.00,0.05,0.05,0.68,376,135,351,114,321,103,383,127,,,,,,,0.0,0.0,0.04,0.04,0.57,0.0,306,34,330,112,151,42,201,76,0.84,0.84
21,100.0,100.0,69752,0,0,-2,2,0,1,0.5,1.0,0,Norberto,0.0,73,False,,2024-10-05T17:30:06.760449Z,43,69752.jpg,3.5,Murara Neto,1.1,False,,a,1,3,7,80450,152,207791,1614,0.0,1.6,Neto,30.0,180,0,0,0,2,0,0,0,0,0,11,0,30,77.8,0.0,0.0,7.8,2,0.00,0.00,0.00,2.91,237,24,506,46,473,38,320,24,,,,,,,0.0,5.5,0.0,0.0,1.46,1.0,535,33,452,57,70,9,196,28,1.0,0.0
22,0.0,,103955,0,0,-3,3,0,3,0.0,1.3,0,Raheem,0.3,186,False,Ineligible to face his parent club on 10/11. - Expected back 23 Nov,2024-11-02T15:00:07.534992Z,67,103955.jpg,1.0,Sterling,1.0,False,,n,1,3,4,44084,90,136374,2541,0.0,0.6,Sterling,241.0,121,0,0,0,1,0,0,0,0,0,0,0,10,4.8,15.9,47.0,6.7,2,0.33,0.05,0.38,0.59,409,199,304,175,195,111,333,163,,,,,,,0.25,0.0,0.04,0.29,0.44,0.74,36,19,348,174,414,209,206,65,1.49,0.0
23,0.0,0.0,466075,0,0,-2,2,1,2,0.0,0.0,0,Riccardo,0.3,578,False,Knee injury - Expected back 23 Nov,2024-10-23T08:00:07.835459Z,58,466075.jpg,2.3,Calafiori,1.5,False,,i,1,3,14,164889,76,295590,9084,0.1,2.4,Calafiori,106.0,384,1,0,0,6,0,0,0,1,0,0,1,60,119.8,42.8,100.0,26.2,4,0.50,0.41,0.91,4.97,170,68,233,65,100,11,176,49,,,,,,,0.12,0.0,0.1,0.22,1.16,1.41,94,8,346,115,186,56,165,61,0.94,0.0
24,,,499169,0,0,0,0,0,3,0.8,1.3,0,Myles,0.3,597,False,,,45,499169.jpg,0.5,Lewis-Skelly,0.1,False,,a,1,3,1,6890,137,5626,181,0.1,0.2,Lewis-Skelly,241.0,15,0,0,0,2,0,0,0,1,0,0,0,5,3.2,0.4,2.0,0.6,0,0.00,0.00,0.00,0.80,420,205,404,216,366,197,428,211,,,,,,,0.0,0.0,0.0,0.0,4.8,12.0,431,262,325,157,440,220,492,187,0.0,0.0
25,100.0,100.0,195384,0,0,0,0,0,3,4.2,4.7,1,Mikel,3.7,633,False,,2024-08-30T13:30:05.886390Z,60,195384.jpg,3.0,Merino,0.1,False,,a,1,3,12,14667,1386,4526,1211,0.6,2.0,Merino,200.0,259,1,0,0,5,0,0,0,1,0,0,1,56,83.8,47.5,47.0,17.9,3,0.92,0.31,1.23,3.44,228,96,219,138,194,110,238,116,,,,,,,0.32,0.0,0.11,0.43,1.2,1.74,78,52,64,25,123,48,427,156,1.04,0.0
26,,,498046,0,0,0,0,0,3,0.5,1.0,0,Salah-Eddine,0.0,638,False,,,45,498046.jpg,0.0,Oulad M'hand,0.0,False,,a,1,3,0,1617,14,1012,38,0.0,0.0,Oulad M'hand,152.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,589,252,589,258,568,246,592,255,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,430,261,544,222,596,259,616,270,0.0,0.0
27,,,551221,0,0,0,0,0,1,0.5,1.0,0,Tommy,0.0,639,False,,,45,551221.jpg,0.0,Setford,0.0,False,,a,1,3,0,1903,30,1571,62,0.0,0.0,Setford,241.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,604,71,604,65,584,60,607,71,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,453,18,562,69,611,71,560,67,0.0,0.0
28,,,588793,0,0,0,0,0,2,0.5,1.0,0,Maldini,0.0,657,False,,,40,588793.jpg,0.0,Kacurri,0.1,False,,a,1,3,0,6958,159,3426,207,0.0,0.0,Kacurri,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,510,189,496,188,462,176,513,189,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,664,211,439,166,517,187,496,181,0.0,0.0
29,,,606745,0,0,0,0,0,2,0.5,1.0,0,Ayden,0.0,658,False,,,40,606745.jpg,0.0,Heaven,0.0,False,,a,1,3,0,4366,110,2263,152,0.0,0.0,Heaven,241.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,512,191,498,190,464,178,515,191,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,666,213,441,168,519,189,524,186,0.0,0.0
30,,,588796,0,0,0,0,0,3,0.5,1.0,0,Ismeal,0.0,659,False,,,45,588796.jpg,0.0,Kabia,0.0,False,,a,1,3,0,1510,50,781,57,0.0,0.0,Kabia,152.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,615,273,614,278,594,267,617,275,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,467,291,573,245,620,278,619,271,0.0,0.0
31,,,499167,0,0,0,0,0,2,0.5,1.0,0,Josh,0.0,662,False,,,40,499167.jpg,0.0,Nichols,0.0,False,,a,1,3,0,2091,85,811,100,0.0,0.0,Nichols,241.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,490,172,476,171,440,157,493,172,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,641,191,416,146,497,170,567,196,0.0,0.0
32,,,461025,0,0,0,0,0,4,0.5,1.0,0,Nathan,0.0,665,False,,,45,461025.jpg,0.0,Butler-Oyedeji,0.2,False,,a,1,3,0,24287,1901,6856,1320,0.0,0.0,Butler-Oyedeji,241.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,568,47,567,47,544,47,571,47,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,402,66,521,41,575,49,372,56,0.0,0.0
33,100.0,100.0,215711,0,0,-2,2,0,3,1.2,1.7,1,Leon,2.2,28,False,,2024-10-04T14:00:05.587137Z,63,215711.jpg,2.1,Bailey,1.1,False,,a,2,7,19,120405,990,372722,3031,0.3,3.0,Bailey,107.0,436,0,2,1,7,0,0,0,2,0,0,0,66,60.4,119.4,77.0,25.6,6,0.39,1.29,1.68,4.85,268,119,101,74,129,84,181,96,3.0,,4.0,,,,0.08,0.0,0.27,0.35,1.0,1.44,57,36,147,65,214,92,197,61,1.24,0.21
