Pos,Name,BV,SV,Team,11_xMins,11_Pts,12_xMins,12_Pts,13_xMins,13_Pts,14_xMins,14_Pts,15_xMins,15_Pts,16_xMins,16_Pts,17_xMins,17_Pts,18_xMins,18_Pts
M,Özil,6.8,6.8,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Sokratis,4.9,4.9,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,David Luiz,5.5,5.5,Arsenal,31,0.829,51,2.453,52,2.082,50,1.547,52,1.468,52,1.931,49,2.114,50,2.306
M,Aubameyang,11.6,11.6,Arsenal,84,4.166,81,5.817,80,5.322,77,4.528,76,4.289,77,4.807,78,5.419,75,5.202
D,Cédric,4.7,4.7,Arsenal,1,0.03,1,0.051,2,0.087,2,0.068,2,0.063,4,0.161,2,0.093,5,0.246
F,Lacazette,8.3,8.3,Arsenal,55,2.502,52,3.221,52,3.063,53,2.802,56,2.849,52,2.885,52,3.153,44,2.673
D,Mustafi,5.0,5.0,Arsenal,2,0.055,1,0.048,1,0.041,1,0.032,1,0.03,1,0.038,1,0.044,1,0.047
G,Leno,5.0,5.0,Arsenal,89,3.397,88,4.236,88,3.838,87,3.456,87,3.317,87,3.689,87,3.935,85,4.005
M,Xhaka,5.3,5.3,Arsenal,61,1.642,57,1.972,52,1.683,45,1.349,47,1.376,50,1.558,47,1.58,43,1.476
D,Marí,4.4,4.4,Arsenal,0,0,2,0.089,7,0.262,9,0.264,7,0.189,8,0.278,13,0.525,9,0.389
D,Bellerín,5.2,5.2,Arsenal,87,2.428,86,4.36,81,3.403,81,2.629,82,2.427,80,3.127,77,3.491,74,3.576
G,Martínez,4.8,4.7,Aston Villa,0,0,88,3.453,84,3.714,84,3.462,80,3.447,82,2.871,81,2.884,82,3.01
D,Chambers,4.5,4.5,Arsenal,11,0.309,18,0.909,19,0.803,23,0.755,23,0.695,19,0.746,24,1.095,26,1.262
D,Kolasinac,4.8,4.8,Arsenal,8,0.217,5,0.236,5,0.199,5,0.155,5,0.143,6,0.222,8,0.341,8,0.364
D,Maitland-Niles,4.7,4.7,Arsenal,8,0.238,7,0.36,6,0.26,5,0.172,7,0.221,7,0.284,8,0.373,8,0.394
D,Holding,4.4,4.4,Arsenal,66,1.743,48,2.305,48,1.923,52,1.615,48,1.365,45,1.676,46,1.983,49,2.259
D,Tierney,5.4,5.4,Arsenal,81,2.303,77,3.923,75,3.179,74,2.45,73,2.205,76,3.011,69,3.154,71,3.452
M,Pépé,7.6,7.6,Arsenal,0,0,0,0,35,2.031,37,1.914,34,1.71,33,1.811,34,2.058,34,2.062
M,Torreira,4.7,4.7,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Willock,4.8,4.8,Arsenal,25,1.072,26,1.501,24,1.311,21,1.036,23,1.091,22,1.143,25,1.412,22,1.233
