Pos,Name,BV,SV,Team,34_xMins,34_Pts,35_xMins,35_Pts,36_xMins,36_Pts,37_xMins,37_Pts,38_xMins,38_Pts
M,Özil,6.7,6.7,Arsenal,0,,0,,0,0,0,,0,
D,Sokratis,4.8,4.8,Arsenal,0,,0,,0,0,0,,0,
D,David Luiz,5.4,5.4,Arsenal,48,1.843,74,5.14,0,0,72,2.968,75,2.878
M,Aubameyang,11.3,11.3,Arsenal,32,2.467,60,8.145,0,0,56,4.066,54,3.736
D,Cédric,4.6,4.6,Arsenal,19,0.751,7,0.503,0,0,9,0.379,7,0.276
F,Lacazette,8.4,8.4,Arsenal,43,3.008,62,7.548,0,0,62,3.994,61,3.774
D,Mustafi,5.0,5.0,Arsenal,0,,0,,0,0,0,,0,
G,Leno,5.0,5.0,Arsenal,88,3.668,87,7.102,0,0,85,3.721,87,3.691
M,Xhaka,5.2,5.2,Arsenal,77,2.391,76,4.495,0,0,75,2.329,72,2.192
D,Marí,4.4,4.4,Arsenal,41,1.481,34,2.274,0,0,32,1.27,29,1.072
D,Bellerín,5.0,5.0,Arsenal,19,0.746,18,1.284,0,0,22,0.926,21,0.827
G,Martínez,5.4,5.4,Aston Villa,90,3.388,88,6.716,88,3.707,88,3.162,86,3.116
D,Chambers,4.5,4.5,Arsenal,65,2.64,61,4.489,0,0,59,2.568,60,2.435
D,Kolasinac,4.8,4.8,Arsenal,0,,0,,0,0,0,,0,
D,Maitland-Niles,4.6,4.6,West Brom,78,2.703,76,1.729,74,1.455,74,2.267,72,1.785
D,Holding,4.3,4.2,Arsenal,67,2.436,57,3.816,0,0,59,2.355,59,2.192
D,Tierney,5.2,5.2,Arsenal,63,2.485,84,6.043,0,0,80,3.419,81,3.241
M,Pépé,7.6,7.6,Arsenal,57,3.849,52,6.358,0,0,54,3.514,55,3.412
M,Torreira,4.7,4.7,Arsenal,0,,0,,0,0,0,,0,
M,Willock,4.7,4.7,Newcastle,0,0,40,1.416,40,1.331,42,1.919,42,1.585
M,Nelson,5.1,5.1,Arsenal,0,0,0,0,0,0,0,0,0,0
F,Nketiah,5.3,5.3,Arsenal,31,1.954,16,1.874,0,0,15,0.924,16,0.95
M,Smith Rowe,4.2,4.2,Arsenal,37,1.914,37,3.47,0,0,36,1.779,37,1.769
M,Saka,5.1,5.1,Arsenal,61,2.888,55,4.93,0,0,53,2.508,53,2.419
M,Guendouzi,4.7,4.7,Arsenal,0,,0,,0,0,0,,0,
M,Martinelli,4.9,4.9,Arsenal,37,2.037,23,2.373,0,0,27,1.468,28,1.463
D,Saliba,4.0,4.0,Arsenal,0,,0,,0,0,0,,0,
G,Heaton,4.5,4.5,Aston Villa,0,0,0,0,0,0,1,0.036,2,0.072
D,El Mohamady,4.3,4.3,Aston Villa,12,0.361,16,1.015,16,0.646,19,0.504,21,0.561
M,Lansbury,4.3,4.3,Aston Villa,0,,0,,0,,0,,0,
D,Taylor,4.2,4.2,Aston Villa,2,0.052,3,0.162,5,0.168,7,0.157,6,0.138
G,Steer,3.9,3.9,Aston Villa,0,0,0,0,0,0,0,0,1,0.036
M,Hourihane,5.9,5.9,Aston Villa,0,,0,,0,,0,,0,
M,Jota,5.9,5.9,Aston Villa,0,,0,,0,,0,,0,
G,Nyland,4.0,4.0,Aston Villa,0,,0,,0,,0,,0,
D,Engels,4.4,4.4,Aston Villa,0,0,0,0,0,0,2,0.05,2,0.051
M,Grealish,7.5,7.5,Aston Villa,0,,0,,0,,0,,0,
M,McGinn,5.5,5.5,Aston Villa,86,2.758,85,5.568,82,2.898,82,2.568,81,2.482
D,Hause,4.4,4.4,Aston Villa,2,0.057,9,0.525,14,0.513,14,0.341,16,0.395
M,Trézéguet,5.2,5.2,Aston Villa,0,,0,,0,,0,,0,
D,Mings,5.4,5.4,Aston Villa,88,2.317,85,4.68,83,2.967,82,1.843,83,1.903
D,Targett,5.0,5.0,Aston Villa,88,2.509,86,5.188,83,3.245,81,2.013,80,2.011
D,Bree,4.5,4.5,Aston Villa,0,,0,,0,,0,,0,
M,Nakamba,4.3,4.3,Aston Villa,29,0.89,28,1.746,31,1.008,32,0.954,29,0.864
M,El Ghazi,5.2,5.2,Aston Villa,69,3.433,65,6.73,62,3.538,65,3.101,64,2.897
