,can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,region,team_join_date,birth_date,has_temporary_code,opta_code,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,defensive_contribution_per_90
0,True,True,,,154561,0,0,0,0,1,1,7.5,9.0,6,David,8.0,1,False,,,55,154561.jpg,8.0,False,Raya Martín,21.3,False,,a,1,3,16,417211,139872,205749,147069,1.5,2.9,Raya,200.0,2024-07-04,1995-09-15,False,p154561,180,0,0,2,0,0,0,0,1,0,8,3,66,62.6,0.0,0.0,6.2,1,16,0,0,2,0.00,0.00,0.00,1.69,21,2,677,82,666,82,108,2,,,,,,,0.0,4.0,0.0,0.0,0.84,0.0,132,3,13,3,15,3,19,3,1.0,1.0,0.0
1,True,True,,,109745,-1,1,-1,1,0,1,-0.5,1.0,0,Kepa,0.0,2,False,,,44,109745.jpg,0.0,False,Arrizabalaga Revuelta,0.7,False,,a,1,3,0,3203,1073,23904,11940,0.0,0.0,Arrizabalaga,200.0,2025-07-01,1994-10-03,False,p109745,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,450,69,441,53,395,49,459,69,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,553,34,458,69,458,69,208,30,0.0,0.0,0.0
2,True,False,0.0,,463748,0,0,0,0,0,1,0.0,1.0,0,Karl,0.0,3,False,Has joined Werder Bremen on loan for the rest of the season.,2025-08-26T13:44:02.357864Z,40,463748.jpg,0.0,False,Hein,0.5,False,,u,1,3,0,5545,1710,14302,9146,0.0,0.0,Hein,67.0,2020-10-28,2002-04-13,False,p463748,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,385,49,376,33,327,29,395,49,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,638,64,393,49,393,49,242,34,0.0,0.0,0.0
3,True,True,,,551221,0,0,0,0,0,1,-0.5,1.0,0,Tommy,0.0,4,False,,,40,551221.jpg,0.0,False,Setford,0.2,False,,a,1,3,0,2979,1997,3345,1830,0.0,0.0,Setford,241.0,2024-07-24,2006-03-13,False,p551221,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,423,63,413,47,367,43,432,63,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,683,78,431,63,431,63,374,57,0.0,0.0,0.0
4,True,True,,,226597,1,-1,1,-1,0,2,5.5,7.0,6,Gabriel,6.0,5,False,,,61,226597.jpg,6.0,False,dos Santos Magalhães,20.3,False,,a,1,3,12,466157,130620,234251,153653,1.0,2.0,Gabriel,30.0,2020-09-01,1997-12-19,False,p226597,180,0,0,2,0,0,0,0,0,0,0,0,49,36.2,3.6,10.0,5.0,9,5,1,10,2,0.04,0.01,0.05,1.69,91,39,220,66,150,32,150,47,,,,,,,0.02,0.0,0.0,0.02,0.84,0.0,80,2,40,13,46,15,20,5,1.0,1.0,5.0
5,True,True,,,462424,1,-1,1,-1,0,2,7.0,8.5,6,William,7.5,6,False,,,61,462424.jpg,7.5,False,Saliba,18.1,False,,a,1,3,15,438394,127161,197103,133572,1.2,2.5,Saliba,73.0,2019-07-25,2001-03-24,False,p462424,180,0,0,2,0,0,0,0,0,0,0,1,52,49.8,2.2,2.0,5.5,15,7,4,19,2,0.00,0.01,0.01,1.69,45,13,249,80,260,82,130,40,,,,,,,0.0,0.0,0.0,0.0,0.84,0.0,81,3,17,4,19,5,24,7,1.0,1.0,9.5
6,True,True,,,466075,1,-1,1,-1,2,2,12.5,14.0,13,Riccardo,13.0,7,True,,,56,466075.jpg,13.0,False,Calafiori,8.5,False,,a,1,3,26,680896,405347,88835,62543,2.3,4.6,Calafiori,106.0,2024-07-29,2002-05-19,False,p466075,134,1,2,2,0,0,0,0,1,0,0,3,71,74.2,23.5,57.0,15.4,4,6,1,5,2,1.30,0.02,1.32,1.04,12,4,87,20,17,3,14,2,,,,,,,0.87,0.0,0.01,0.88,0.7,0.0,120,12,1,1,1,1,50,19,1.34,1.34,3.36
7,True,True,,,445122,1,-1,1,-1,1,2,11.5,13.0,24,Jurriën,12.0,8,True,,,56,445122.jpg,12.0,False,Timber,7.1,False,,a,1,3,24,501544,486963,92946,55354,2.1,4.3,J.Timber,152.0,2023-07-14,2001-06-17,False,p445122,82,2,1,1,0,0,0,0,1,0,0,3,65,98.0,28.8,75.0,20.2,3,2,6,9,1,0.81,0.05,0.86,0.83,1,1,64,14,5,1,3,1,,,,,,,0.89,0.0,0.05,0.94,0.91,0.0,119,11,2,2,3,2,62,22,1.1,1.1,9.88
8,True,True,,,440854,-1,1,-1,1,0,2,-0.5,1.0,0,Jakub,0.0,9,False,,,54,440854.jpg,0.0,False,Kiwior,0.1,False,,a,1,3,0,905,508,4472,2321,0.0,0.0,Kiwior,172.0,2023-01-23,2000-02-15,False,p440854,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,668,233,667,231,650,223,672,233,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,198,26,671,231,671,231,476,180,0.0,0.0,0.0
9,True,True,,,499169,-1,1,-1,1,0,2,0.0,1.5,1,Myles,0.5,10,False,,,54,499169.jpg,0.5,False,Lewis-Skelly,2.9,False,,a,1,3,1,25615,6426,163616,90979,0.1,0.2,Lewis-Skelly,241.0,2022-12-04,2006-09-26,False,p499169,44,0,0,0,0,0,0,0,1,0,0,0,6,4.4,3.7,0.0,0.8,1,2,1,2,0,0.00,0.00,0.00,0.66,281,102,218,65,655,226,301,98,,,,,,,0.0,0.0,0.0,0.0,1.35,0.0,205,29,312,104,335,109,98,39,0.0,0.0,4.09
10,True,True,50.0,75.0,198869,0,0,0,0,0,2,1.2,3.0,0,Benjamin,3.0,11,False,Knock - 50% chance of playing,2025-08-22T13:47:03.754043Z,55,198869.jpg,6.0,False,White,0.7,False,,d,1,3,6,21920,507,44379,33712,0.5,1.1,White,241.0,2021-07-30,1997-10-08,False,p198869,70,0,0,1,0,0,0,0,0,0,0,0,23,15.4,11.3,1.0,2.8,6,4,2,8,1,0.01,0.01,0.02,0.87,187,76,160,48,268,85,244,86,,,,,,,0.01,0.0,0.01,0.02,1.12,0.0,138,18,124,52,41,14,216,82,1.29,1.29,10.29
11,True,True,,,206325,-1,1,-1,1,0,2,-0.5,1.0,0,Oleksandr,0.0,12,False,,,49,206325.jpg,0.0,False,Zinchenko,0.3,False,,a,1,3,0,4777,1658,14208,7522,0.0,0.0,Zinchenko,225.0,2022-07-22,1996-12-15,False,p206325,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,598,220,592,219,562,206,603,221,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,334,55,602,216,602,216,299,111,0.0,0.0,0.0
