Pos,ID,Name,BV,SV,Team,23_xMins,24_xMins,25_xMins,26_xMins,27_xMins,28_xMins,23_Pts,24_Pts,25_Pts,26_Pts,27_Pts,28_Pts
G,1,Raya,5.9,5.9,Arsenal,89.10,89.10,89.10,178.20,89.10,89.10,3.70,3.93,4.43,8.23,3.85,3.80
G,2,Arrizabalaga,4.1,4.1,Arsenal,1.20,1.20,1.20,2.40,1.20,1.20,0.05,0.05,0.05,0.10,0.05,0.05
G,4,Setford,3.9,3.9,Arsenal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,5,Gabriel,6.9,6.9,Arsenal,84.45,84.45,84.45,168.90,84.45,84.45,5.04,5.33,5.72,10.97,5.19,4.82
D,6,Saliba,6.0,6.0,Arsenal,84.45,84.45,84.45,168.90,84.45,84.45,4.04,4.27,4.82,8.84,4.15,3.92
D,7,Calafiori,5.6,5.6,Arsenal,10.50,76.05,76.05,152.10,76.05,76.05,0.57,4.57,5.08,9.30,4.39,4.21
D,8,J.Timber,6.3,6.3,Arsenal,82.50,82.50,82.50,165.00,82.50,82.50,4.35,4.58,5.25,9.38,4.43,4.32
D,10,Lewis-Skelly,5.1,5.1,Arsenal,18.15,13.80,13.80,27.60,13.80,13.80,0.69,0.52,0.55,1.06,0.51,0.52
D,11,White,5.1,5.1,Arsenal,76.50,8.55,8.55,17.10,8.55,8.55,4.03,0.46,0.50,0.93,0.45,0.44
D,12,Zinchenko,4.9,4.9,Nott'm Forest,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,13,Clarke,3.8,3.8,Arsenal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,15,Nichols,3.8,3.8,Arsenal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,16,Saka,10.1,10.1,Arsenal,77.10,77.10,77.10,154.20,77.10,77.10,5.27,5.16,5.76,10.73,5.08,5.46
M,17,Ødegaard,7.8,7.8,Arsenal,77.55,77.55,77.55,155.10,77.55,77.55,4.00,3.97,4.30,8.31,3.89,4.16
M,18,Madueke,6.8,6.8,Arsenal,26.55,26.55,26.55,53.10,26.55,26.55,1.53,1.47,1.60,3.08,1.44,1.56
M,19,Martinelli,6.8,6.8,Arsenal,15.90,15.90,15.90,31.80,15.90,15.90,0.93,0.91,0.99,1.88,0.89,0.96
M,20,Trossard,6.9,6.9,Arsenal,60.60,60.60,60.60,121.20,60.60,60.60,3.50,3.37,3.76,6.95,3.27,3.52
M,21,Rice,7.4,7.4,Arsenal,83.10,83.10,83.10,166.20,83.10,83.10,4.88,4.63,4.97,9.67,4.79,4.91
M,22,Merino,5.5,5.5,Arsenal,20.40,20.40,20.40,40.80,20.40,20.40,1.11,1.08,1.16,2.22,1.07,1.15
M,24,Nørgaard,5.1,5.1,Arsenal,6.30,6.30,6.30,12.60,6.30,6.30,0.25,0.24,0.26,0.50,0.25,0.25
M,26,Zubimendi,5.2,5.2,Arsenal,84.00,84.00,84.00,168.00,84.00,84.00,3.19,3.06,3.26,6.42,3.28,3.24
M,27,Nelson,4.8,4.8,Brentford,9.15,9.15,9.15,9.15,9.15,9.15,0.51,0.45,0.43,0.40,0.48,0.48
F,30,Havertz,7.3,7.3,Arsenal,7.95,7.95,7.95,15.90,7.95,7.95,0.47,0.46,0.50,0.95,0.44,0.49
F,31,G.Jesus,6.4,6.4,Arsenal,17.85,17.85,17.85,35.70,17.85,17.85,1.04,1.03,1.12,2.11,0.99,1.10
G,32,Martinez,5.0,5.0,Aston Villa,66.60,89.10,89.10,89.10,89.10,89.10,2.03,3.30,3.13,3.17,3.48,3.52
G,33,M.Bizot,4.2,4.2,Aston Villa,23.40,0.90,0.90,0.90,0.90,0.90,0.68,0.03,0.03,0.03,0.03,0.03
D,36,Cash,4.8,4.8,Aston Villa,84.00,84.00,84.00,84.00,84.00,84.00,2.95,3.85,3.30,3.51,4.13,3.83
D,37,Digne,4.5,4.5,Aston Villa,38.55,38.55,38.55,38.55,38.55,38.55,1.54,1.92,1.69,1.82,1.98,1.90
D,38,Konsa,4.4,4.4,Aston Villa,84.75,84.75,84.75,84.75,84.75,84.75,2.83,3.68,3.18,3.28,3.78,3.71
D,39,Maatsen,4.2,4.2,Aston Villa,64.05,64.05,64.05,64.05,64.05,64.05,2.43,3.14,2.84,2.90,3.25,3.12
D,40,Mings,4.3,4.3,Aston Villa,13.65,13.65,13.65,13.65,13.65,13.65,0.52,0.60,0.56,0.58,0.63,0.61
D,41,Pau,4.3,4.3,Aston Villa,76.65,76.65,76.65,76.65,76.65,76.65,2.73,3.40,3.01,3.08,3.64,3.50
D,42,A.García,3.9,3.9,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,44,Bogarde,4.0,4.0,Aston Villa,79.05,48.75,48.75,48.75,48.75,48.75,2.76,2.12,1.90,1.92,2.20,2.10
D,45,Sousa,3.8,3.8,Aston Villa,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.01,0.01,0.01,0.01,0.01
M,47,Rogers,7.7,7.7,Aston Villa,85.35,85.35,85.35,85.35,85.35,85.35,3.62,4.40,4.12,4.26,4.32,4.34
M,48,Tielemans,5.9,5.9,Aston Villa,84.00,84.00,84.00,84.00,84.00,84.00,3.66,3.98,3.96,3.98,3.95,3.96
M,49,Bailey,5.5,5.5,Aston Villa,24.30,5.40,5.40,5.40,5.40,5.40,1.12,0.28,0.27,0.28,0.28,0.28
M,50,Buendía,5.3,5.3,Aston Villa,79.05,45.00,45.00,45.00,45.00,45.00,3.80,2.66,2.58,2.62,2.66,2.66
M,52,J.Ramsey,5.3,5.3,Newcastle,37.20,26.10,26.10,26.10,26.10,26.10,1.60,0.98,1.17,1.08,1.01,1.18
M,54,McGinn,5.4,5.4,Aston Villa,0.00,75.45,75.45,75.45,75.45,75.45,0.00,3.43,3.38,3.45,3.51,3.50
M,55,Barkley,4.8,4.8,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,58,Kamara,4.9,4.9,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,59,Onana,4.8,4.8,Aston Villa,0.00,75.75,75.75,75.75,75.75,75.75,0.00,3.23,3.23,3.27,3.13,3.19
M,60,Broggio,4.4,4.4,Aston Villa,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.01,0.01,0.01,0.02,0.02
M,62,Jimoh-Aloba,4.5,4.5,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,63,Young,4.3,4.3,Aston Villa,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.01,0.01,0.01,0.01,0.01
F,64,Watkins,8.8,8.8,Aston Villa,82.65,75.75,75.75,75.75,75.75,75.75,3.91,4.43,4.24,4.42,4.36,4.38
G,67,Petrović,4.5,4.5,Bournemouth,89.10,89.10,89.10,89.10,89.10,89.10,2.49,3.20,2.84,3.07,2.97,3.48
G,68,Dennis,4.0,4.0,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,69,McKenna,3.9,3.9,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,72,Senesi,4.8,4.8,Bournemouth,85.95,85.95,85.95,85.95,85.95,85.95,3.88,4.59,4.27,4.47,4.35,4.83
D,73,Smith,4.4,4.4,Bournemouth,77.55,63.15,63.15,63.15,32.10,32.10,2.17,2.36,2.16,2.21,1.15,1.32
D,74,Truffert,4.5,4.5,Bournemouth,85.20,85.20,85.20,85.20,85.20,85.20,2.86,3.49,3.17,3.42,3.26,3.73
D,75,Akinmboni,3.8,3.8,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,76,Bevan,3.8,3.8,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,77,Hill,3.9,3.9,Bournemouth,72.15,72.15,72.15,72.15,72.15,72.15,3.12,3.72,3.43,3.68,3.51,3.92
D,80,Soler,4.0,4.0,Bournemouth,2.85,2.85,2.85,2.85,2.85,2.85,0.12,0.13,0.12,0.13,0.13,0.13
M,81,Kluivert,7.0,7.0,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,82,Semenyo,7.7,7.7,Man City,77.10,73.20,73.20,73.20,73.20,73.20,4.84,3.86,3.37,4.34,4.08,3.81
M,83,O.Dango,5.8,5.8,Brentford,62.70,77.85,77.85,77.85,77.85,77.85,3.63,3.82,3.60,3.21,4.10,4.20
M,84,Tavernier,5.5,5.5,Bournemouth,0.00,0.00,0.00,0.00,82.20,82.20,0.00,0.00,0.00,0.00,4.48,4.75
M,85,Adams,4.9,4.9,Bournemouth,0.00,0.00,0.00,0.00,75.75,75.75,0.00,0.00,0.00,0.00,2.72,2.80
M,86,Brooks,5.0,5.0,Bournemouth,0.00,62.25,75.75,75.75,69.00,69.00,0.00,3.13,3.71,3.45,3.34,3.49
M,87,Christie,4.9,4.9,Bournemouth,72.00,47.25,47.25,47.25,19.05,19.05,3.21,2.10,2.13,2.10,0.79,0.80
M,88,Cook,4.9,4.9,Bournemouth,84.45,82.05,82.05,82.05,26.10,26.10,3.62,3.78,3.88,3.84,1.14,1.15
M,90,Scott,5.0,5.0,Bournemouth,82.20,80.10,80.10,80.10,72.30,72.30,3.40,3.60,3.76,3.65,3.16,3.22
M,92,Faivre,4.5,4.5,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,97,Evanilson,7.0,7.0,Bournemouth,81.75,81.75,81.75,81.75,81.75,81.75,3.93,4.41,4.26,3.92,3.99,4.09
F,98,Enes Ünal,5.4,5.4,Bournemouth,0.00,9.00,9.00,9.00,9.00,9.00,0.00,0.53,0.50,0.47,0.51,0.51
F,100,Kroupi.Jr,4.6,4.6,Bournemouth,79.05,77.10,77.10,77.10,69.00,69.00,3.70,4.10,3.92,3.60,3.35,3.44
G,101,Kelleher,4.6,4.6,Brentford,89.10,89.10,89.10,89.10,89.10,89.10,3.78,2.96,2.77,2.75,3.33,3.81
