Pos,ID,Name,BV,SV,Team,27_xMins,28_xMins,29_xMins,30_xMins,31_xMins,32_xMins,27_Pts,28_Pts,29_Pts,30_Pts,31_Pts,32_Pts
G,1,Raya,6.0,6.0,Arsenal,89.10,89.10,89.10,89.10,0.00,89.10,3.78,3.61,3.95,4.31,0.00,4.16
G,2,Arrizabalaga,4.1,4.1,Arsenal,1.20,1.20,1.20,1.20,0.00,1.20,0.05,0.05,0.05,0.05,0.00,0.05
G,4,Setford,3.9,3.9,Arsenal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,5,Gabriel,7.1,7.1,Arsenal,84.45,84.45,84.45,84.45,0.00,84.45,4.98,4.44,4.82,5.73,0.00,5.44
D,6,Saliba,6.1,6.1,Arsenal,84.45,84.45,84.45,84.45,0.00,84.45,3.86,3.55,3.79,4.56,0.00,4.22
D,7,Calafiori,5.6,5.6,Arsenal,52.95,59.85,59.85,59.85,0.00,59.85,2.86,3.06,3.20,3.81,0.00,3.63
D,8,J.Timber,6.4,6.4,Arsenal,82.50,82.50,82.50,82.50,0.00,82.50,4.31,4.02,4.18,5.07,0.00,4.87
D,10,Lewis-Skelly,5.1,5.1,Arsenal,9.45,9.45,9.45,9.45,0.00,9.45,0.35,0.33,0.34,0.37,0.00,0.37
D,11,White,5.1,5.1,Arsenal,8.55,8.55,8.55,8.55,0.00,8.55,0.42,0.40,0.42,0.48,0.00,0.45
D,13,Clarke,3.8,3.8,Arsenal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,15,Nichols,3.7,3.7,Arsenal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,16,Saka,9.8,9.8,Arsenal,77.10,77.10,77.10,77.10,0.00,77.10,5.04,4.92,4.95,5.58,0.00,5.81
M,17,Ødegaard,7.8,7.8,Arsenal,49.50,73.50,73.50,73.50,0.00,73.50,2.57,3.70,3.71,4.09,0.00,4.19
M,18,Madueke,6.8,6.8,Arsenal,35.55,26.40,26.40,26.40,0.00,26.40,2.06,1.50,1.52,1.62,0.00,1.72
M,19,Martinelli,6.8,6.8,Arsenal,22.95,15.90,15.90,15.90,0.00,15.90,1.34,0.93,0.92,1.02,0.00,1.06
M,20,Trossard,6.8,6.8,Arsenal,67.50,60.60,60.60,60.60,0.00,60.60,3.82,3.39,3.37,3.75,0.00,3.87
M,21,Rice,7.6,7.6,Arsenal,84.00,84.00,84.00,84.00,0.00,84.00,4.88,4.66,4.78,5.09,0.00,5.21
M,22,Merino,5.4,5.4,Arsenal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,24,Nørgaard,5.1,5.1,Arsenal,4.65,4.65,4.65,4.65,0.00,4.65,0.20,0.19,0.20,0.20,0.00,0.21
M,26,Zubimendi,5.3,5.3,Arsenal,83.25,83.25,83.25,83.25,0.00,83.25,3.28,3.13,3.21,3.41,0.00,3.38
M,27,Nelson,4.8,4.8,Brentford,9.15,9.15,9.15,9.15,9.15,9.15,0.49,0.50,0.46,0.50,0.49,0.48
F,30,Havertz,7.3,7.3,Arsenal,8.10,32.70,32.70,32.70,0.00,32.70,0.38,1.61,1.60,1.76,0.00,1.86
F,31,G.Jesus,6.4,6.4,Arsenal,24.00,27.15,27.15,27.15,0.00,27.15,1.34,1.49,1.45,1.61,0.00,1.69
G,32,Martinez,5.0,5.0,Aston Villa,89.10,89.10,89.10,89.10,89.10,89.10,3.39,3.39,2.89,2.71,3.34,3.33
G,33,M.Bizot,4.2,4.2,Aston Villa,0.00,0.90,0.90,0.90,0.90,0.90,0.00,0.03,0.03,0.03,0.04,0.03
D,36,Cash,4.9,4.9,Aston Villa,65.25,84.00,84.00,84.00,84.00,84.00,3.05,3.75,3.01,2.63,4.01,3.29
D,37,Digne,4.5,4.5,Aston Villa,38.55,38.55,38.55,38.55,38.55,38.55,1.86,1.81,1.53,1.40,1.91,1.62
D,38,Konsa,4.4,4.4,Aston Villa,84.75,84.75,84.75,84.75,84.75,84.75,3.53,3.42,2.76,2.40,3.57,3.06
D,39,Maatsen,4.2,4.2,Aston Villa,64.05,64.05,64.05,64.05,64.05,64.05,3.55,3.46,2.81,2.53,3.58,3.01
D,40,Mings,4.3,4.3,Aston Villa,45.15,45.15,45.15,45.15,45.15,45.15,1.97,1.93,1.58,1.45,1.98,1.74
D,41,Pau,4.3,4.3,Aston Villa,45.75,45.75,45.75,45.75,45.75,45.75,2.02,1.96,1.62,1.46,2.02,1.78
D,42,A.García,3.9,3.9,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,44,Bogarde,4.0,4.0,Aston Villa,63.30,42.60,42.60,56.40,42.60,15.60,2.65,1.72,1.43,1.62,1.82,0.56
M,47,Rogers,7.7,7.7,Aston Villa,85.35,85.35,85.35,85.35,85.35,85.35,4.46,4.41,3.99,3.65,4.74,3.90
M,48,Tielemans,5.9,5.9,Aston Villa,0.00,0.00,0.00,0.00,0.00,84.00,0.00,0.00,0.00,0.00,0.00,3.87
M,49,Bailey,5.5,5.5,Aston Villa,12.90,12.90,12.90,62.25,12.90,12.90,0.68,0.67,0.63,2.70,0.73,0.61
M,50,Buendía,5.3,5.3,Aston Villa,76.80,75.45,75.45,79.05,75.45,38.40,4.49,4.46,4.16,4.02,4.80,2.10
M,52,J.Ramsey,5.3,5.3,Newcastle,64.05,29.70,29.70,29.70,29.70,29.70,2.47,1.45,1.35,1.25,1.44,1.30
M,54,McGinn,5.4,5.4,Aston Villa,0.00,0.00,0.00,0.00,0.00,75.45,0.00,0.00,0.00,0.00,0.00,3.14
M,55,Barkley,4.8,4.8,Aston Villa,12.45,12.45,12.45,12.45,12.45,12.45,0.59,0.65,0.58,0.56,0.69,0.56
M,58,Kamara,4.9,4.9,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,59,Onana,4.8,4.8,Aston Villa,79.80,79.80,79.80,79.80,79.80,28.50,3.29,3.42,3.30,3.26,3.48,1.19
F,64,Watkins,8.6,8.6,Aston Villa,73.95,73.95,73.95,73.95,73.95,73.95,4.48,4.38,3.99,3.70,4.82,3.88
G,67,Petrović,4.5,4.5,Bournemouth,89.10,89.10,89.10,89.10,89.10,89.10,2.84,3.59,3.15,3.51,2.74,2.32
G,69,McKenna,3.9,3.9,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,72,Senesi,4.8,4.8,Bournemouth,85.95,85.95,85.95,85.95,85.95,85.95,4.01,4.68,4.35,4.72,3.75,3.06
D,73,Smith,4.4,4.4,Bournemouth,39.60,29.25,29.25,29.25,29.25,25.65,1.34,1.18,1.06,1.15,0.92,0.65
D,74,Truffert,4.5,4.5,Bournemouth,85.20,85.20,85.20,85.20,85.20,85.20,3.35,4.10,3.71,4.06,3.12,2.42
D,75,Akinmboni,3.8,3.8,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,76,Bevan,3.8,3.8,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,77,Hill,4.0,4.0,Bournemouth,84.00,84.00,84.00,84.00,84.00,84.00,3.79,4.49,4.19,4.54,3.62,2.94
D,80,Soler,4.0,4.0,Bournemouth,2.85,2.85,2.85,2.85,2.85,2.85,0.12,0.13,0.13,0.13,0.12,0.11
M,81,Kluivert,7.0,7.0,Bournemouth,0.00,0.00,0.00,0.00,0.00,64.35,0.00,0.00,0.00,0.00,0.00,2.48
M,82,Semenyo,8.0,8.0,Man City,80.25,80.25,80.25,80.25,0.00,80.25,4.60,4.33,4.73,4.61,0.00,3.83
M,83,O.Dango,5.8,5.8,Brentford,76.05,76.05,76.05,76.05,76.05,76.05,4.32,4.42,3.97,4.67,3.81,4.30
M,84,Tavernier,5.3,5.3,Bournemouth,21.30,78.75,78.75,78.75,78.75,75.75,1.22,4.78,4.44,4.76,4.31,2.87
M,85,Adams,4.9,4.9,Bournemouth,31.35,75.75,75.75,75.75,75.75,75.75,1.13,2.79,2.77,2.96,2.79,2.41
M,86,Brooks,5.0,5.0,Bournemouth,35.25,58.80,58.80,58.80,58.80,50.40,1.87,3.23,2.99,3.18,2.86,1.88
M,87,Christie,4.9,4.9,Bournemouth,29.70,22.65,22.65,22.65,22.65,18.90,1.40,1.01,0.95,1.00,0.97,0.68
M,88,Cook,4.9,4.9,Bournemouth,76.80,22.05,22.05,22.05,22.05,17.85,3.54,1.00,0.96,1.03,0.99,0.69
M,90,Scott,5.0,5.0,Bournemouth,69.30,72.30,72.30,72.30,72.30,63.60,3.13,3.42,3.28,3.52,3.30,2.47
F,97,Evanilson,6.9,6.9,Bournemouth,80.70,80.70,80.70,80.70,80.70,77.10,4.30,4.28,4.04,4.24,3.91,2.83
F,98,Enes Ünal,5.4,5.4,Bournemouth,9.00,9.00,9.00,9.00,9.00,9.00,0.50,0.54,0.49,0.58,0.46,0.39
F,100,Kroupi.Jr,4.7,4.7,Bournemouth,50.55,47.55,47.55,47.55,47.55,29.55,2.80,2.66,2.47,2.65,2.42,1.16
G,101,Kelleher,4.6,4.6,Brentford,89.10,89.10,89.10,89.10,89.10,89.10,3.66,3.76,3.46,4.03,3.54,3.85
G,102,Balcombe,3.9,3.9,Brentford,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,104,Eyestone,3.9,3.9,Brentford,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,105,Valdimarsson,3.9,3.9,Brentford,0.90,0.90,0.90,0.90,0.90,0.90,0.03,0.03,0.03,0.04,0.03,0.04
D,106,Collins,5.0,5.0,Brentford,27.90,27.90,27.90,27.90,27.90,27.90,1.35,1.47,1.33,1.52,1.37,1.50
D,107,Lewis-Potter,4.8,4.8,Brentford,23.85,20.25,20.25,20.25,20.25,20.25,1.24,1.03,0.90,1.09,0.91,1.01
D,108,Ajer,4.4,4.4,Brentford,80.25,80.25,80.25,80.25,80.25,80.25,3.71,4.09,3.64,4.29,3.78,4.22
D,109,Henry,4.3,4.3,Brentford,75.15,75.15,75.15,75.15,75.15,75.15,3.19,3.44,2.83,3.82,3.07,3.58
D,110,Kayode,4.5,4.5,Brentford,82.65,82.65,82.65,82.65,82.65,82.65,3.57,3.91,3.21,4.34,3.47,4.04
D,111,Pinnock,4.2,4.2,Brentford,1.50,1.50,1.50,1.50,1.50,1.50,0.06,0.06,0.06,0.06,0.06,0.06
D,113,Van den Berg,4.5,4.5,Brentford,75.60,75.60,75.60,75.60,75.60,75.60,3.47,3.81,3.36,4.04,3.51,3.95
D,116,Hickey,4.0,4.0,Brentford,20.85,20.85,20.85,20.85,20.85,20.85,0.84,0.90,0.78,0.96,0.82,0.90
M,119,Mbeumo,8.6,8.6,Man Utd,80.40,80.40,80.40,80.40,80.40,78.45,4.68,5.00,4.32,4.83,4.63,5.14
M,120,Schade,6.9,6.9,Brentford,76.95,80.10,80.10,80.10,80.10,80.10,4.41,4.75,4.22,5.02,4.05,4.54
M,121,Damsgaard,5.6,5.6,Brentford,50.10,50.10,50.10,50.10,50.10,50.10,2.63,2.66,2.49,2.75,2.41,2.63
M,122,Milambo,5.2,5.2,Brentford,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,123,Carvalho,4.7,4.7,Brentford,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,124,Henderson,5.0,5.0,Brentford,25.05,25.05,25.05,25.05,25.05,25.05,0.95,0.97,0.93,0.99,0.91,0.97
M,125,Janelt,4.9,4.9,Brentford,79.20,79.20,79.20,79.20,79.20,79.20,3.84,3.86,3.68,3.91,3.49,3.86
M,126,Jensen,4.9,4.9,Brentford,69.30,69.30,69.30,69.30,69.30,69.30,3.18,3.28,3.00,3.38,2.92,3.20
M,129,Yarmoliuk,5.0,5.0,Brentford,78.45,78.45,78.45,78.45,78.45,78.45,3.14,3.15,3.07,3.16,2.88,3.20
M,130,Donovan,4.4,4.4,Brentford,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,135,Wissa,7.3,7.3,Newcastle,21.45,43.95,43.95,43.95,43.95,43.95,1.07,2.57,2.47,2.16,2.60,2.31
F,136,Thiago,7.0,7.0,Brentford,81.90,81.90,81.90,81.90,81.90,81.90,4.63,4.81,4.25,5.06,4.08,4.51
G,138,Steele,4.2,4.2,Brighton,0.90,0.90,0.90,0.90,0.90,0.90,0.03,0.03,0.03,0.03,0.03,0.03
G,139,Verbruggen,4.5,4.5,Brighton,89.10,89.10,89.10,89.10,89.10,89.10,2.94,3.44,2.70,3.62,2.76,3.70
G,140,McGill,3.9,3.9,Brighton,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,143,Boscagli,4.2,4.2,Brighton,5.85,5.85,5.85,5.85,5.85,5.85,0.23,0.25,0.21,0.25,0.23,0.27
D,145,De Cuyper,4.3,4.3,Brighton,15.75,15.75,15.75,15.75,15.75,15.75,0.69,0.80,0.63,0.77,0.72,0.82
D,146,Dunk,4.5,4.5,Brighton,84.45,84.45,84.45,84.45,84.45,84.45,3.01,3.38,2.54,3.48,2.76,3.79
D,148,F.Kadıoğlu,4.4,4.4,Brighton,83.25,83.25,83.25,83.25,83.25,83.25,2.83,3.48,2.44,3.51,2.71,3.85
D,149,Igor,4.5,4.5,Brighton,3.60,3.60,3.60,3.60,3.60,3.60,0.14,0.13,0.12,0.14,0.13,0.15
D,151,Van Hecke,4.4,4.4,Brighton,86.70,86.70,86.70,86.70,86.70,86.70,3.38,3.71,2.87,3.89,3.16,4.26
D,152,Veltman,4.3,4.3,Brighton,47.70,39.90,39.90,39.90,39.90,39.90,2.00,1.79,1.45,1.83,1.57,1.98
D,153,Webster,4.4,4.4,Brighton,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,156,Tasker,3.8,3.8,Brighton,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.01,0.01,0.01,0.01,0.01
M,157,Mitoma,6.1,6.1,Brighton,78.45,78.45,78.45,78.45,78.45,78.45,3.41,3.85,3.03,3.65,3.45,4.05
M,158,Georginio,5.6,5.6,Brighton,66.60,66.60,66.60,66.60,66.60,66.60,3.11,3.50,2.73,3.29,3.17,3.70
M,159,March,5.8,5.8,Brighton,3.00,3.00,3.00,3.00,3.00,3.00,0.13,0.15,0.13,0.14,0.14,0.15
M,160,Minteh,5.6,5.6,Brighton,34.65,34.65,34.65,34.65,34.65,34.65,1.58,1.72,1.42,1.66,1.61,1.83
M,163,Hinshelwood,5.1,5.1,Brighton,34.05,9.45,9.45,9.45,9.45,9.45,1.26,0.38,0.34,0.40,0.37,0.41
M,164,O'Riley,5.5,5.5,Brighton,32.25,32.25,32.25,32.25,32.25,32.25,1.44,1.59,1.29,1.51,1.45,1.65
M,166,Ayari,4.8,4.8,Brighton,0.00,61.50,61.50,61.50,61.50,61.50,0.00,2.86,2.31,2.65,2.54,2.89
M,167,Baleba,4.5,4.5,Brighton,65.40,65.40,65.40,65.40,65.40,65.40,2.38,2.62,2.16,2.45,2.33,2.64
M,168,Buonanotte,4.6,4.6,Leeds United,18.00,18.00,18.00,18.00,18.00,18.00,0.85,0.83,0.93,0.86,0.90,0.81
M,169,Gomez,4.9,4.9,Brighton,69.60,52.05,52.05,52.05,52.05,52.05,3.03,2.57,2.07,2.41,2.29,2.69
M,170,Milner,4.9,4.9,Brighton,13.05,6.75,6.75,6.75,6.75,6.75,0.51,0.28,0.24,0.27,0.28,0.31
M,173,Wieffer,4.9,4.9,Brighton,48.75,48.75,48.75,48.75,48.75,48.75,2.24,2.11,1.99,2.14,2.16,2.29
F,178,Welbeck,6.1,6.1,Brighton,65.55,65.55,65.55,65.55,65.55,65.55,3.22,3.65,2.79,3.34,3.32,3.76
F,180,Tzimas,5.2,5.2,Brighton,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,181,Kostoulas,4.8,4.8,Brighton,16.50,16.50,16.50,16.50,16.50,16.50,0.78,0.87,0.72,0.79,0.79,0.93
G,182,Trafford,4.5,4.5,Man City,0.90,0.90,0.90,0.90,0.00,0.90,0.03,0.03,0.04,0.03,0.00,0.03
G,183,Weiss,4.3,4.3,Burnley,0.90,0.90,0.90,0.90,0.90,0.90,0.02,0.03,0.03,0.03,0.03,0.03
G,185,Hladký,3.9,3.9,Burnley,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
