Pos,ID,Name,BV,SV,Team,33_xMins,34_xMins,35_xMins,36_xMins,37_xMins,38_xMins,33_Pts,34_Pts,35_Pts,36_Pts,37_Pts,38_Pts
G,1,Raya,6.0,6.0,Arsenal,89.10,89.10,89.10,89.10,89.10,89.10,2.82,3.52,3.92,3.69,4.34,3.92
G,2,Arrizabalaga,4.0,4.0,Arsenal,1.20,1.20,1.20,1.20,1.20,1.20,0.04,0.05,0.05,0.05,0.05,0.05
G,4,Setford,3.9,3.9,Arsenal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,5,Gabriel,7.1,7.1,Arsenal,85.65,85.65,85.65,85.65,85.65,85.65,3.41,4.86,5.19,4.96,5.98,5.30
D,6,Saliba,6.1,6.1,Arsenal,85.65,85.65,85.65,85.65,85.65,85.65,2.61,3.75,4.21,3.92,4.79,4.17
D,7,Calafiori,5.6,5.6,Arsenal,11.70,47.10,22.20,22.20,22.20,22.20,0.45,2.55,1.17,1.10,1.33,1.11
D,8,J.Timber,6.2,6.2,Arsenal,25.20,59.10,84.00,84.00,84.00,84.00,0.91,3.01,4.78,4.37,5.60,4.50
D,10,Lewis-Skelly,5.0,5.0,Arsenal,23.40,9.45,9.45,9.45,9.45,9.45,0.82,0.35,0.37,0.35,0.39,0.34
D,11,White,5.1,5.1,Arsenal,67.80,15.00,4.65,4.65,4.65,4.65,2.52,0.78,0.23,0.23,0.26,0.22
D,13,Clarke,3.7,3.7,Arsenal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,15,Nichols,3.7,3.7,Arsenal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,16,Saka,9.8,9.8,Arsenal,0.00,44.55,70.95,70.95,70.95,70.95,0.00,3.12,4.88,4.65,5.84,4.46
M,17,Ødegaard,7.8,7.8,Arsenal,22.80,52.80,52.80,52.80,52.80,52.80,0.95,2.94,2.88,2.75,3.30,2.65
M,18,Madueke,6.8,6.8,Arsenal,32.85,48.45,35.55,35.55,35.55,35.55,1.46,3.00,2.21,2.07,2.51,2.02
M,19,Martinelli,6.8,6.8,Arsenal,55.20,19.20,19.20,19.20,19.20,19.20,2.40,1.20,1.20,1.14,1.43,1.09
M,20,Trossard,6.5,6.5,Arsenal,64.05,60.60,60.60,60.60,60.60,60.60,2.74,3.70,3.70,3.46,4.26,3.31
M,21,Rice,7.2,7.2,Arsenal,84.00,84.00,84.00,84.00,84.00,84.00,3.88,5.04,4.77,4.60,5.58,4.49
M,22,Merino,5.4,5.4,Arsenal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,24,Nørgaard,5.1,5.1,Arsenal,4.65,4.65,4.65,4.65,4.65,4.65,0.18,0.20,0.19,0.19,0.21,0.19
M,26,Zubimendi,5.0,5.0,Arsenal,83.25,83.25,83.25,83.25,83.25,83.25,2.77,3.33,3.25,3.17,3.61,3.11
M,27,Nelson,4.8,4.8,Brentford,23.85,23.85,4.20,4.20,4.20,4.20,1.29,1.11,0.25,0.19,0.22,0.19
F,30,Havertz,7.3,7.3,Arsenal,67.20,25.80,25.80,25.80,25.80,25.80,2.74,1.46,1.44,1.36,1.64,1.32
F,31,G.Jesus,6.4,6.4,Arsenal,9.75,9.75,9.75,9.75,9.75,9.75,0.42,0.60,0.58,0.56,0.65,0.51
G,32,Martinez,5.1,5.1,Aston Villa,89.10,89.10,89.10,89.10,89.10,89.10,3.93,3.15,3.58,3.75,2.96,2.59
G,33,M.Bizot,4.2,4.2,Aston Villa,0.90,0.90,0.90,0.90,0.90,0.90,0.04,0.04,0.04,0.04,0.03,0.03
D,36,Cash,4.7,4.7,Aston Villa,84.00,84.00,84.00,84.00,84.00,84.00,4.13,3.23,3.89,4.12,2.99,2.07
D,37,Digne,4.5,4.5,Aston Villa,34.50,34.50,34.50,34.50,34.50,34.50,1.92,1.57,1.81,1.87,1.46,1.11
D,38,Konsa,4.4,4.4,Aston Villa,80.70,80.70,80.70,80.70,80.70,80.70,3.63,2.86,3.39,3.59,2.62,1.88
D,39,Maatsen,4.2,4.2,Aston Villa,63.75,63.75,63.75,63.75,63.75,63.75,3.58,2.83,3.35,3.55,2.67,1.93
D,40,Mings,4.3,4.3,Aston Villa,45.60,45.60,45.60,45.60,45.60,45.60,2.09,1.71,1.99,2.11,1.62,1.21
D,41,Pau,4.3,4.3,Aston Villa,41.55,41.55,41.55,41.55,41.55,41.55,1.89,1.52,1.79,1.86,1.43,1.08
D,42,A.García,3.9,3.9,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,44,Bogarde,4.0,4.0,Aston Villa,15.60,15.60,15.60,15.60,15.60,15.60,0.63,0.56,0.62,0.63,0.54,0.47
M,47,Rogers,7.4,7.4,Aston Villa,87.00,87.00,87.00,87.00,87.00,87.00,4.54,4.09,4.58,4.68,3.99,3.26
M,48,Tielemans,5.9,5.9,Aston Villa,79.80,79.80,79.80,79.80,79.80,79.80,3.86,3.63,4.02,4.05,3.51,3.19
M,49,Bailey,5.5,5.5,Aston Villa,6.60,6.60,6.60,6.60,6.60,6.60,0.35,0.33,0.35,0.36,0.32,0.27
M,50,Buendía,5.3,5.3,Aston Villa,39.75,39.75,39.75,39.75,39.75,39.75,2.31,2.14,2.37,2.41,2.09,1.80
M,52,J.Ramsey,5.3,5.3,Newcastle,66.00,55.95,35.55,35.55,35.55,35.55,2.90,2.00,1.56,1.47,1.66,1.49
M,54,McGinn,5.3,5.3,Aston Villa,75.45,75.45,75.45,75.45,75.45,75.45,3.57,3.24,3.54,3.65,3.15,2.71
M,55,Barkley,4.8,4.8,Aston Villa,32.10,32.10,32.10,32.10,32.10,32.10,1.58,1.47,1.61,1.62,1.45,1.27
M,58,Kamara,4.9,4.9,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,59,Onana,4.8,4.8,Aston Villa,70.80,70.80,70.80,70.80,70.80,70.80,3.01,2.81,3.15,3.18,2.82,2.67
F,64,Watkins,8.5,8.5,Aston Villa,74.70,74.70,74.70,74.70,74.70,74.70,4.32,4.06,4.40,4.50,3.95,3.20
G,67,Petrović,4.6,4.6,Bournemouth,178.20,0.00,89.10,89.10,89.10,89.10,6.23,0.00,3.53,2.82,2.55,3.15
G,69,McKenna,3.9,3.9,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,72,Senesi,5.2,5.2,Bournemouth,174.90,0.00,87.45,87.45,87.45,87.45,8.34,0.00,4.69,3.85,3.02,3.90
D,73,Smith,4.4,4.4,Bournemouth,44.40,0.00,22.20,22.20,22.20,22.20,1.61,0.00,0.88,0.77,0.66,0.79
D,74,Truffert,4.7,4.7,Bournemouth,174.90,0.00,87.45,87.45,87.45,87.45,7.28,0.00,4.18,3.32,2.55,3.37
D,75,Akinmboni,3.8,3.8,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,76,Bevan,3.8,3.8,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,77,Hill,4.2,4.2,Bournemouth,174.90,0.00,87.45,87.45,87.45,87.45,8.41,0.00,4.71,3.90,3.10,3.97
D,80,Soler,3.9,3.9,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,81,Kluivert,6.9,6.9,Bournemouth,0.00,0.00,39.90,39.90,39.90,39.90,0.00,0.00,2.43,2.18,1.96,2.10
M,82,Semenyo,8.2,8.2,Man City,147.90,0.00,77.10,158.70,77.10,77.10,8.86,0.00,4.28,10.11,4.57,4.69
M,83,O.Dango,5.9,5.9,Brentford,75.45,75.45,75.45,75.45,75.45,75.45,4.24,3.56,4.37,3.16,4.20,3.45
M,84,Tavernier,5.4,5.4,Bournemouth,160.80,0.00,80.40,80.40,80.40,80.40,8.70,0.00,4.48,4.02,3.72,3.97
M,85,Adams,4.9,4.9,Bournemouth,141.60,0.00,67.20,67.20,67.20,67.20,5.74,0.00,2.71,2.61,2.59,2.79
M,86,Brooks,5.0,5.0,Bournemouth,52.50,0.00,21.45,21.45,21.45,21.45,2.80,0.00,1.21,1.14,1.05,1.09
M,87,Christie,4.9,4.9,Bournemouth,62.70,0.00,24.75,24.75,24.75,24.75,2.82,0.00,1.14,1.06,1.03,1.08
M,88,Cook,4.9,4.9,Bournemouth,0.00,0.00,9.90,9.90,9.90,9.90,0.00,0.00,0.44,0.42,0.40,0.44
M,90,Scott,5.0,5.0,Bournemouth,166.50,0.00,83.25,83.25,83.25,83.25,8.10,0.00,4.14,3.88,3.75,4.08
F,97,Evanilson,6.7,6.7,Bournemouth,128.85,0.00,70.65,70.65,70.65,70.65,6.57,0.00,3.73,3.40,3.10,3.23
F,98,Enes Ünal,5.4,5.4,Bournemouth,32.70,0.00,12.00,12.00,12.00,12.00,1.76,0.00,0.72,0.71,0.61,0.64
F,100,Kroupi.Jr,4.6,4.6,Bournemouth,105.00,0.00,36.45,36.45,36.45,36.45,5.53,0.00,2.06,1.95,1.74,1.84
G,101,Kelleher,4.8,4.8,Brentford,89.10,89.10,89.10,89.10,89.10,89.10,3.24,2.89,3.49,2.53,3.78,2.54
G,102,Balcombe,3.9,3.9,Brentford,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,104,Eyestone,3.9,3.9,Brentford,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,105,Valdimarsson,3.8,3.8,Brentford,0.90,0.90,0.90,0.90,0.90,0.90,0.03,0.03,0.03,0.02,0.03,0.02
D,106,Collins,4.9,4.9,Brentford,81.00,81.00,81.00,81.00,81.00,81.00,3.61,3.09,3.87,2.49,4.24,3.04
D,107,Lewis-Potter,4.8,4.8,Brentford,83.25,83.25,66.15,66.15,66.15,66.15,3.89,2.75,3.74,2.02,3.72,2.38
D,108,Ajer,4.4,4.4,Brentford,55.05,55.05,38.70,38.70,38.70,38.70,2.32,1.92,1.74,1.14,1.87,1.39
D,109,Henry,4.3,4.3,Brentford,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,110,Kayode,4.6,4.6,Brentford,85.35,85.35,85.35,85.35,85.35,85.35,3.49,2.59,3.72,1.98,3.93,2.50
D,111,Pinnock,4.2,4.2,Brentford,9.45,9.45,9.45,9.45,9.45,9.45,0.49,0.44,0.50,0.38,0.53,0.44
