Pos,ID,Name,BV,SV,Team,28_xMins,29_xMins,30_xMins,31_xMins,32_xMins,33_xMins,28_Pts,29_Pts,30_Pts,31_Pts,32_Pts,33_Pts
G,1,Raya,6.0,6.0,Arsenal,89.10,89.10,89.10,0.00,89.10,178.20,3.64,4.01,4.38,0.00,4.21,7.39
G,2,Arrizabalaga,4.1,4.1,Arsenal,1.20,1.20,1.20,0.00,1.20,2.40,0.04,0.05,0.05,0.00,0.05,0.09
G,4,Setford,3.9,3.9,Arsenal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,5,Gabriel,7.1,7.1,Arsenal,84.45,84.45,84.45,0.00,84.45,168.90,4.44,4.76,5.70,0.00,5.39,8.80
D,6,Saliba,6.1,6.1,Arsenal,84.45,84.45,84.45,0.00,84.45,168.90,3.56,3.82,4.56,0.00,4.27,7.00
D,7,Calafiori,5.6,5.6,Arsenal,32.55,32.55,32.55,0.00,32.55,65.10,1.62,1.67,1.96,0.00,1.87,3.15
D,8,J.Timber,6.4,6.4,Arsenal,82.50,82.50,82.50,0.00,82.50,165.00,4.06,4.22,5.13,0.00,4.89,7.82
D,10,Lewis-Skelly,5.1,5.1,Arsenal,9.45,9.45,9.45,0.00,9.45,18.90,0.34,0.35,0.37,0.00,0.36,0.70
D,11,White,5.1,5.1,Arsenal,4.65,4.65,4.65,0.00,4.65,9.30,0.21,0.21,0.23,0.00,0.23,0.41
D,13,Clarke,3.8,3.8,Arsenal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,15,Nichols,3.7,3.7,Arsenal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,16,Saka,9.8,9.8,Arsenal,77.10,77.10,77.10,0.00,77.10,154.20,5.09,4.94,5.57,0.00,5.82,9.62
M,17,Ødegaard,7.8,7.8,Arsenal,35.70,39.00,63.30,0.00,63.30,126.60,1.86,1.99,3.54,0.00,3.64,6.29
M,18,Madueke,6.8,6.8,Arsenal,32.55,32.55,26.40,0.00,26.40,52.80,1.88,1.84,1.66,0.00,1.71,2.89
M,19,Martinelli,6.8,6.8,Arsenal,22.95,22.95,19.20,0.00,19.20,38.40,1.36,1.35,1.22,0.00,1.29,2.16
M,20,Trossard,6.7,6.7,Arsenal,67.50,67.50,60.60,0.00,60.60,121.20,3.85,3.73,3.76,0.00,3.83,6.55
M,21,Rice,7.6,7.6,Arsenal,84.00,84.00,84.00,0.00,84.00,168.00,4.78,4.73,5.16,0.00,5.33,9.29
M,22,Merino,5.4,5.4,Arsenal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,24,Nørgaard,5.1,5.1,Arsenal,4.65,4.65,4.65,0.00,4.65,9.30,0.20,0.20,0.20,0.00,0.21,0.37
M,26,Zubimendi,5.3,5.3,Arsenal,83.25,83.25,83.25,0.00,83.25,166.50,3.20,3.20,3.48,0.00,3.41,6.25
M,27,Nelson,4.8,4.8,Brentford,4.20,4.20,4.20,4.20,4.20,4.20,0.25,0.22,0.26,0.21,0.23,0.23
F,30,Havertz,7.3,7.3,Arsenal,3.75,9.45,32.70,0.00,32.70,65.40,0.21,0.49,1.76,0.00,1.86,3.17
F,31,G.Jesus,6.4,6.4,Arsenal,24.00,20.85,27.15,0.00,27.15,54.30,1.36,1.15,1.61,0.00,1.69,2.89
G,32,Martinez,5.1,5.1,Aston Villa,89.10,89.10,89.10,89.10,89.10,89.10,3.58,2.86,2.78,3.43,3.41,3.88
G,33,M.Bizot,4.2,4.2,Aston Villa,0.90,0.90,0.90,0.90,0.90,0.90,0.03,0.03,0.03,0.03,0.03,0.04
D,36,Cash,4.9,4.9,Aston Villa,84.00,84.00,84.00,84.00,84.00,84.00,3.92,3.03,2.67,4.05,3.36,4.29
D,37,Digne,4.5,4.5,Aston Villa,22.65,22.65,22.65,22.65,22.65,22.65,1.11,0.94,0.85,1.17,0.98,1.15
D,38,Konsa,4.4,4.4,Aston Villa,84.75,84.75,84.75,84.75,84.75,84.75,3.65,2.75,2.45,3.65,3.17,3.99
D,39,Maatsen,4.2,4.2,Aston Villa,73.20,73.20,73.20,73.20,73.20,73.20,4.03,3.17,2.84,4.17,3.47,4.34
D,40,Mings,4.3,4.3,Aston Villa,76.95,76.95,76.95,76.95,76.95,76.95,3.42,2.62,2.43,3.39,3.01,3.68
D,41,Pau,4.3,4.3,Aston Villa,15.15,15.15,15.15,15.15,15.15,15.15,0.65,0.56,0.53,0.65,0.59,0.70
D,42,A.García,3.9,3.9,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,44,Bogarde,4.0,4.0,Aston Villa,28.80,42.60,56.40,42.60,15.60,15.60,1.22,1.53,1.81,1.90,0.58,0.64
M,47,Rogers,7.7,7.7,Aston Villa,85.35,85.35,85.35,85.35,85.35,85.35,4.46,4.02,3.67,4.74,3.93,4.46
M,48,Tielemans,5.9,5.9,Aston Villa,0.00,0.00,0.00,0.00,84.00,84.00,0.00,0.00,0.00,0.00,3.80,4.08
M,49,Bailey,5.5,5.5,Aston Villa,12.90,12.90,62.25,12.90,12.90,12.90,0.68,0.63,2.66,0.72,0.61,0.68
M,50,Buendía,5.3,5.3,Aston Villa,75.45,75.45,79.05,75.45,38.40,38.40,4.35,4.02,3.90,4.57,2.03,2.23
M,52,J.Ramsey,5.3,5.3,Newcastle,37.80,37.80,33.00,33.00,26.10,52.20,1.73,1.61,1.35,1.56,1.14,2.18
M,54,McGinn,5.4,5.4,Aston Villa,0.00,0.00,0.00,0.00,75.45,75.45,0.00,0.00,0.00,0.00,3.11,3.51
M,55,Barkley,4.8,4.8,Aston Villa,25.35,12.45,12.45,12.45,12.45,12.45,1.27,0.60,0.55,0.67,0.59,0.62
M,58,Kamara,4.9,4.9,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,59,Onana,4.8,4.8,Aston Villa,79.80,79.80,79.80,79.80,28.50,28.50,3.45,3.23,3.20,3.42,1.17,1.19
F,64,Watkins,8.6,8.6,Aston Villa,56.40,77.10,77.10,77.10,77.10,77.10,3.34,4.13,3.71,4.80,3.94,4.52
G,67,Petrović,4.5,4.5,Bournemouth,89.10,89.10,89.10,89.10,89.10,89.10,3.61,2.99,3.58,2.77,2.33,2.67
G,69,McKenna,3.9,3.9,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,72,Senesi,4.9,4.9,Bournemouth,86.70,86.70,86.70,86.70,86.70,86.70,4.62,4.11,4.69,3.63,2.99,3.46
D,73,Smith,4.4,4.4,Bournemouth,25.65,25.65,22.20,22.20,18.90,18.90,1.04,0.91,0.87,0.72,0.51,0.57
D,74,Truffert,4.5,4.5,Bournemouth,86.70,86.70,86.70,86.70,86.70,86.70,4.12,3.62,4.08,3.12,2.45,2.93
D,75,Akinmboni,3.8,3.8,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,76,Bevan,3.8,3.8,Bournemouth,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,77,Hill,4.1,4.1,Bournemouth,84.00,84.00,84.00,84.00,84.00,84.00,4.47,4.07,4.54,3.62,2.99,3.45
D,80,Soler,4.0,4.0,Bournemouth,1.65,1.65,1.65,1.65,1.65,1.65,0.09,0.08,0.08,0.07,0.07,0.07
M,81,Kluivert,7.0,7.0,Bournemouth,0.00,0.00,0.00,0.00,54.60,54.60,0.00,0.00,0.00,0.00,2.09,2.68
M,82,Semenyo,8.1,8.1,Man City,80.25,80.25,80.25,0.00,80.25,160.50,4.42,4.92,4.63,0.00,4.02,8.60
M,83,O.Dango,5.9,5.9,Brentford,77.40,77.40,77.40,77.40,77.40,77.40,4.61,4.18,4.89,3.92,4.43,4.38
M,84,Tavernier,5.3,5.3,Bournemouth,48.30,48.30,79.05,79.05,75.15,75.15,2.99,2.80,4.78,4.24,2.81,3.60
M,85,Adams,4.9,4.9,Bournemouth,81.90,81.90,81.90,81.90,74.85,74.85,3.17,3.07,3.22,3.08,2.48,2.83
M,86,Brooks,5.0,5.0,Bournemouth,34.35,34.35,34.35,34.35,37.50,37.50,2.01,1.83,1.94,1.74,1.43,1.78
M,87,Christie,4.9,4.9,Bournemouth,25.80,25.80,25.80,25.80,18.90,18.90,1.26,1.19,1.25,1.18,0.72,0.86
M,88,Cook,4.9,4.9,Bournemouth,0.00,0.00,0.00,0.00,17.85,17.85,0.00,0.00,0.00,0.00,0.68,0.78
M,90,Scott,5.0,5.0,Bournemouth,81.90,81.90,81.90,81.90,72.60,72.60,3.93,3.80,3.99,3.74,2.78,3.33
F,97,Evanilson,6.9,6.9,Bournemouth,76.80,76.80,76.80,76.80,76.80,76.80,4.33,4.14,4.20,3.79,2.79,3.52
F,98,Enes Ünal,5.4,5.4,Bournemouth,9.00,9.00,9.00,9.00,9.00,9.00,0.54,0.51,0.52,0.49,0.37,0.45
F,100,Kroupi.Jr,4.7,4.7,Bournemouth,49.35,49.35,42.60,42.60,26.55,26.55,2.85,2.69,2.34,2.15,1.05,1.31
G,101,Kelleher,4.7,4.7,Brentford,89.10,89.10,89.10,89.10,89.10,89.10,3.94,3.27,3.99,3.50,3.86,3.67
G,102,Balcombe,3.9,3.9,Brentford,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,104,Eyestone,3.9,3.9,Brentford,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
G,105,Valdimarsson,3.9,3.9,Brentford,0.90,0.90,0.90,0.90,0.90,0.90,0.03,0.03,0.04,0.03,0.04,0.03
D,106,Collins,5.0,5.0,Brentford,64.05,23.70,23.70,23.70,23.70,23.70,3.54,1.10,1.27,1.14,1.27,1.17
D,107,Lewis-Potter,4.8,4.8,Brentford,43.50,43.50,33.90,33.90,33.90,33.90,2.50,1.99,2.05,1.62,1.87,1.82
D,108,Ajer,4.4,4.4,Brentford,85.80,84.45,80.25,80.25,80.25,80.25,4.43,3.62,4.25,3.66,4.15,3.72
