Pos,ID,Name,BV,SV,Team,20_xMins,21_xMins,22_xMins,23_xMins,24_xMins,25_xMins,26_xMins,27_xMins,28_xMins,29_xMins,20_Pts,21_Pts,22_Pts,23_Pts,24_Pts,25_Pts,26_Pts,27_Pts,28_Pts,29_Pts
M,163,Hinshelwood,5.1,5.1,Brighton,67.80,67.80,67.80,25.50,25.50,25.50,25.50,25.50,25.50,25.50,2.76,2.13,2.56,0.96,1.01,1.00,0.96,0.97,1.02,0.90
M,166,Ayari,4.8,4.8,Brighton,76.35,76.35,76.35,77.40,77.40,77.40,77.40,77.40,77.40,77.40,3.91,3.03,3.67,3.32,3.64,3.53,3.40,3.42,3.68,2.88
M,167,Baleba,4.6,4.6,Brighton,0.00,0.00,0.00,66.90,66.90,66.90,66.90,66.90,66.90,66.90,0.00,0.00,0.00,2.44,2.69,2.57,2.54,2.48,2.70,2.20
M,168,Buonanotte,4.6,4.6,Chelsea,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,169,Gomez,4.9,4.9,Brighton,68.40,63.15,63.15,43.80,43.80,43.80,43.80,43.80,43.80,43.80,3.50,2.36,2.96,1.88,2.03,2.00,1.85,1.91,2.05,1.64
M,170,Milner,4.9,4.9,Brighton,14.25,13.05,13.05,6.45,6.45,6.45,6.45,6.45,6.45,6.45,0.66,0.47,0.56,0.26,0.27,0.27,0.25,0.26,0.27,0.24
M,172,Watson,4.8,4.8,Brighton,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,2.70,0.16,0.12,0.15,0.13,0.14,0.14,0.13,0.14,0.15,0.12
M,173,Wieffer,4.9,4.9,Brighton,76.35,76.35,76.35,76.35,76.35,76.35,76.35,76.35,76.35,76.35,3.72,3.16,3.64,3.34,3.63,3.49,3.45,3.43,3.68,2.98
M,175,Knight,4.4,4.4,Brighton,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,178,Welbeck,6.3,6.3,Brighton,52.80,68.70,68.70,68.70,68.70,68.70,68.70,68.70,68.70,68.70,3.61,3.09,4.16,3.50,3.85,3.87,3.48,3.58,3.96,3.04
F,180,Tzimas,5.2,5.2,Brighton,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,181,Kostoulas,4.8,4.8,Brighton,17.70,17.70,17.70,17.70,17.70,17.70,17.70,17.70,17.70,17.70,1.20,0.87,1.10,0.97,1.03,1.04,0.96,0.98,1.07,0.87
G,182,Trafford,4.5,4.5,Man City,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.03,0.03,0.03,0.04,0.03,0.03,0.04,0.03,0.03,0.04
G,183,Weiss,4.3,4.3,Burnley,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.02,0.03,0.02,0.03,0.03,0.03,0.03,0.02,0.03,0.03
G,185,Hladký,3.9,3.9,Burnley,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,186,Roberts,4.4,4.4,Burnley,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,187,Walker,4.4,4.4,Burnley,84.90,84.90,84.90,84.90,84.90,84.90,84.90,84.90,84.90,84.90,2.15,2.49,1.84,2.72,2.79,3.03,2.60,1.74,2.94,2.80
D,188,Delcroix,3.8,3.8,Burnley,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,190,Ekdal,3.9,3.9,Burnley,85.80,85.80,85.80,10.20,10.20,10.20,10.20,10.20,10.20,10.20,2.89,3.29,2.68,0.40,0.41,0.42,0.41,0.35,0.43,0.42
D,191,Estève,3.9,3.9,Burnley,0.00,87.45,87.45,87.45,87.45,87.45,87.45,87.45,87.45,87.45,0.00,3.18,2.58,3.32,3.41,3.62,3.36,2.37,3.70,3.57
D,192,Hartman,4.0,4.0,Burnley,11.70,11.70,11.70,11.70,11.70,11.70,11.70,11.70,11.70,11.70,0.41,0.45,0.38,0.46,0.46,0.50,0.43,0.38,0.48,0.45
D,193,Humphreys,3.9,3.9,Burnley,61.20,12.60,12.60,5.85,5.85,5.85,5.85,5.85,5.85,5.85,1.94,0.48,0.43,0.23,0.24,0.24,0.24,0.20,0.25,0.25
D,194,Jordan,3.9,3.9,Burnley,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,195,Lucas Pires,3.8,3.8,Burnley,81.90,81.90,81.90,81.90,81.90,81.90,81.90,81.90,81.90,81.90,1.87,2.22,1.50,2.46,2.49,2.84,2.24,1.45,2.70,2.45
D,197,Sonne,3.8,3.8,Burnley,10.35,10.35,10.35,10.35,10.35,10.35,10.35,10.35,10.35,10.35,0.34,0.35,0.31,0.36,0.36,0.39,0.35,0.32,0.37,0.35
D,198,Tuanzebe,3.9,3.9,Burnley,0.00,0.00,0.00,84.45,84.45,84.45,84.45,84.45,84.45,84.45,0.00,0.00,0.00,2.86,2.93,3.11,2.89,1.97,3.17,3.06
D,199,Worrall,3.8,3.8,Burnley,46.05,6.90,6.90,4.20,4.20,4.20,4.20,4.20,4.20,4.20,1.56,0.26,0.24,0.15,0.15,0.15,0.15,0.14,0.15,0.15
M,200,Anthony,5.1,5.1,Burnley,61.80,61.80,61.80,52.35,52.35,52.35,52.35,52.35,52.35,52.35,2.78,3.11,2.50,2.58,2.46,2.89,2.34,2.19,2.66,2.37
M,202,Bruun Larsen,5.3,5.3,Burnley,57.60,57.60,57.60,51.30,51.30,51.30,51.30,51.30,51.30,51.30,2.28,2.53,2.11,2.23,2.13,2.50,2.04,1.91,2.29,2.06
M,203,Boateng,4.7,4.7,Burnley,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,205,Cullen,5.0,5.0,Burnley,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,206,Edwards,4.7,4.7,Burnley,38.85,38.85,38.85,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.69,1.85,1.51,0.07,0.07,0.08,0.07,0.07,0.07,0.07
M,207,Hannibal,4.7,4.7,Burnley,0.00,0.00,0.00,18.00,18.00,18.00,18.00,18.00,18.00,18.00,0.00,0.00,0.00,0.67,0.65,0.72,0.63,0.61,0.68,0.63
M,209,Laurent,4.8,4.8,Burnley,81.90,81.90,81.90,78.60,78.60,78.60,78.60,78.60,78.60,78.60,2.79,2.91,2.58,2.83,2.61,2.83,2.59,2.64,2.74,2.75
M,210,Tchaouna,4.9,4.9,Burnley,57.60,57.60,57.60,41.10,41.10,41.10,41.10,41.10,41.10,41.10,2.22,2.41,2.02,1.72,1.64,1.85,1.57,1.45,1.73,1.59
M,213,Banel,4.5,4.5,Burnley,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,214,Trésor,4.4,4.4,Burnley,5.40,5.40,5.40,5.40,5.40,5.40,5.40,5.40,5.40,5.40,0.22,0.23,0.20,0.22,0.22,0.24,0.21,0.21,0.23,0.21
F,215,Flemming,5.3,5.3,Burnley,39.60,39.60,39.60,53.10,53.10,53.10,53.10,53.10,53.10,53.10,1.73,1.87,1.55,2.39,2.27,2.73,2.16,2.03,2.49,2.18
F,216,Amdouni,4.8,4.8,Burnley,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,217,Foster,4.9,4.9,Burnley,0.00,0.00,0.00,63.75,63.75,63.75,63.75,63.75,63.75,63.75,0.00,0.00,0.00,2.79,2.60,3.01,2.46,2.38,2.80,2.49
F,218,Barnes,4.2,4.2,Burnley,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.04,0.05,0.04,0.04,0.04,0.05,0.04,0.04,0.05,0.04
G,220,Sánchez,4.9,4.9,Chelsea,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,2.28,3.27,3.94,3.89,4.05,3.61,3.62,4.27,2.81,2.97
G,221,Jörgensen,4.3,4.3,Chelsea,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.02,0.03,0.03,0.03,0.04,0.03,0.04,0.04,0.03,0.03
G,223,Slonina,3.9,3.9,Chelsea,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,224,Cucurella,6.1,6.1,Chelsea,66.75,83.40,83.40,83.40,83.40,83.40,83.40,83.40,83.40,83.40,1.81,3.64,4.37,3.78,4.54,4.31,4.35,5.07,2.39,3.37
D,225,James,5.7,5.7,Chelsea,82.95,56.40,56.40,56.40,56.40,56.40,56.40,56.40,56.40,56.40,2.21,2.49,2.94,2.57,3.15,2.97,2.95,3.46,1.67,2.29
D,226,Chalobah,5.6,5.6,Chelsea,82.95,82.95,82.95,82.95,82.95,82.95,82.95,82.95,82.95,82.95,2.65,4.10,4.84,4.35,4.80,4.71,4.83,5.42,2.89,3.76
D,227,Colwill,4.8,4.8,Chelsea,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,228,Gusto,5.0,5.0,Chelsea,74.10,49.95,49.95,49.95,49.95,49.95,49.95,49.95,49.95,49.95,1.99,2.14,2.49,2.18,2.62,2.51,2.52,2.88,1.43,1.94
D,229,B.Badiashile,4.4,4.4,Chelsea,7.05,7.05,7.05,7.05,7.05,7.05,7.05,7.05,7.05,7.05,0.24,0.30,0.33,0.31,0.33,0.33,0.33,0.35,0.26,0.28
D,230,Fofana,4.4,4.4,Chelsea,63.60,63.60,63.60,63.60,63.60,63.60,63.60,63.60,63.60,63.60,2.02,3.00,3.61,3.27,3.43,3.45,3.49,3.90,2.34,2.83
D,232,Tosin,4.1,4.1,Chelsea,20.70,20.70,20.70,20.70,20.70,20.70,20.70,20.70,20.70,20.70,0.70,0.90,1.02,0.96,1.01,1.00,1.01,1.10,0.76,0.86
D,233,Acheampong,3.8,3.8,Chelsea,7.05,7.05,7.05,7.05,7.05,7.05,7.05,7.05,7.05,7.05,0.23,0.29,0.31,0.29,0.33,0.32,0.32,0.35,0.23,0.27
M,235,Palmer,10.4,10.4,Chelsea,75.60,75.60,75.60,75.60,75.60,75.60,75.60,75.60,75.60,75.60,4.04,4.94,5.60,4.72,6.09,5.77,5.49,6.54,3.63,4.71
M,236,Neto,7.2,7.2,Chelsea,77.10,77.10,77.10,77.10,77.10,77.10,77.10,77.10,77.10,77.10,3.06,3.65,4.06,3.53,4.47,4.11,4.03,4.73,2.82,3.52
M,237,Enzo,6.4,6.4,Chelsea,86.25,84.90,84.90,84.90,84.90,84.90,84.90,84.90,84.90,84.90,3.17,3.76,4.19,3.66,4.52,4.19,4.06,4.74,2.90,3.70
M,238,Estêvão,6.4,6.4,Chelsea,47.70,47.70,47.70,47.70,47.70,47.70,47.70,47.70,47.70,47.70,1.92,2.29,2.57,2.22,2.78,2.65,2.56,2.93,1.76,2.21
M,239,Gittens,6.0,6.0,Chelsea,14.55,14.55,14.55,14.55,14.55,14.55,14.55,14.55,14.55,14.55,0.62,0.71,0.79,0.69,0.83,0.78,0.77,0.87,0.58,0.68
M,241,Caicedo,5.7,5.7,Chelsea,0.00,84.90,84.90,84.90,84.90,84.90,84.90,84.90,84.90,84.90,0.00,3.52,3.69,3.56,3.68,3.73,3.61,3.89,3.15,3.71
M,242,Dewsbury-Hall,5.0,5.0,Everton,0.00,18.60,83.25,83.25,83.25,83.25,83.25,83.25,83.25,83.25,0.00,1.02,3.44,3.89,3.50,3.50,4.03,3.98,3.39,4.46
M,243,George,4.8,4.8,Chelsea,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,244,Lavia,4.9,4.9,Chelsea,0.00,7.20,7.20,7.20,7.20,7.20,7.20,7.20,7.20,7.20,0.00,0.25,0.26,0.25,0.26,0.26,0.26,0.27,0.23,0.25
M,245,Mudryk,4.9,4.9,Chelsea,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,246,Andrey Santos,4.5,4.5,Chelsea,73.05,18.75,18.75,18.75,18.75,18.75,18.75,18.75,18.75,18.75,2.43,0.73,0.79,0.72,0.81,0.78,0.77,0.83,0.63,0.73
M,247,D.Essugo,4.3,4.3,Chelsea,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
F,249,João Pedro,7.2,7.2,Chelsea,73.35,73.35,73.35,73.35,73.35,73.35,73.35,73.35,73.35,73.35,3.36,3.81,4.29,3.73,4.70,4.28,4.17,4.75,2.98,3.67
F,250,Delap,6.2,6.2,Chelsea,33.75,33.75,33.75,33.75,33.75,33.75,33.75,33.75,33.75,33.75,1.44,1.69,1.87,1.64,2.04,1.90,1.81,2.10,1.34,1.62
F,252,Marc Guiu,4.3,4.3,Chelsea,8.70,8.70,8.70,8.70,8.70,8.70,8.70,8.70,8.70,8.70,0.43,0.49,0.54,0.48,0.58,0.54,0.53,0.59,0.39,0.48
G,253,Henderson,5.1,5.1,Crystal Palace,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,2.75,3.21,4.17,3.68,3.87,3.30,4.44,4.00,3.72,3.27
G,254,Benitez,4.0,4.0,Crystal Palace,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.03,0.03,0.03,0.03,0.03,0.03,0.04,0.04,0.03,0.03
G,255,Matthews,3.9,3.9,Crystal Palace,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,256,Muñoz,5.8,5.8,Crystal Palace,0.00,0.00,0.00,87.45,87.45,87.45,87.45,87.45,87.45,87.45,0.00,0.00,0.00,3.65,4.03,3.70,5.74,5.44,3.74,3.94
D,257,Lacroix,5.2,5.2,Crystal Palace,85.20,85.20,85.20,85.20,85.20,85.20,85.20,85.20,85.20,85.20,3.69,4.19,4.69,3.76,4.13,3.89,5.54,5.13,3.98,4.25
D,258,Mitchell,5.0,5.0,Crystal Palace,85.20,85.20,85.20,85.20,85.20,85.20,85.20,85.20,85.20,85.20,3.09,3.86,4.20,3.33,3.67,3.40,5.09,4.88,3.43,3.71
D,259,Sosa,4.8,4.8,Crystal Palace,6.30,6.30,6.30,6.30,6.30,6.30,6.30,6.30,6.30,6.30,0.25,0.27,0.27,0.25,0.26,0.26,0.30,0.30,0.26,0.26
D,260,Guéhi,5.3,5.3,Crystal Palace,86.85,86.85,86.85,86.85,86.85,86.85,86.85,86.85,86.85,86.85,3.25,3.87,4.28,3.46,3.80,3.52,5.26,4.95,3.65,3.85
D,261,Richards,4.5,4.5,Crystal Palace,0.00,44.55,83.70,83.70,83.70,83.70,83.70,83.70,83.70,83.70,0.00,2.19,4.46,3.59,4.03,3.78,5.36,4.94,3.89,4.09
D,262,Chadi Riad,4.0,4.0,Crystal Palace,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,263,Clyne,3.8,3.8,Crystal Palace,84.90,79.65,79.65,3.15,3.15,3.15,3.15,3.15,3.15,3.15,2.72,3.11,3.42,0.13,0.12,0.12,0.15,0.14,0.12,0.13
D,265,Kporha,4.0,4.0,Crystal Palace,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,266,Eze,7.4,7.4,Arsenal,54.00,54.00,54.00,54.00,54.00,54.00,108.00,54.00,54.00,54.00,3.12,2.98,2.97,3.31,2.96,3.38,6.41,2.99,3.03,2.99
M,267,Sarr,6.4,6.4,Crystal Palace,0.00,0.00,0.00,83.25,83.25,83.25,83.25,83.25,83.25,83.25,0.00,0.00,0.00,4.17,4.20,4.14,5.36,5.30,4.18,4.13
M,268,Doucouré,4.9,4.9,Crystal Palace,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,269,Esse,4.7,4.7,Crystal Palace,6.30,6.30,6.30,6.30,6.30,6.30,6.30,6.30,6.30,6.30,0.28,0.32,0.31,0.30,0.29,0.30,0.35,0.35,0.30,0.30
M,270,Hughes,4.7,4.7,Crystal Palace,42.30,68.10,68.10,54.60,54.60,54.60,54.60,54.60,30.45,30.45,1.31,2.32,2.23,1.79,1.80,1.78,2.01,1.98,1.02,1.03
M,271,Kamada,5.0,5.0,Crystal Palace,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,62.40,62.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.47,2.53
M,272,Lerma,4.9,4.9,Crystal Palace,81.30,53.10,53.10,37.50,37.50,37.50,37.50,37.50,26.70,26.70,2.99,2.07,1.93,1.39,1.43,1.39,1.49,1.47,0.98,0.99
M,273,Wharton,5.0,5.0,Crystal Palace,81.75,81.75,81.75,81.75,81.75,81.75,81.75,81.75,81.75,81.75,3.33,3.69,3.49,3.45,3.60,3.47,3.87,3.82,3.55,3.57
M,274,Agbinone,4.3,4.3,Crystal Palace,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
M,275,Ahamada,4.3,4.3,Crystal Palace,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
M,276,Devenny,4.3,4.3,Crystal Palace,72.15,24.45,24.45,15.30,15.30,15.30,15.30,15.30,9.15,9.15,3.09,1.26,1.21,0.69,0.68,0.67,0.81,0.81,0.42,0.41
M,281,Rodney,4.4,4.4,Crystal Palace,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.01,0.01
F,283,Mateta,7.6,7.6,Crystal Palace,76.80,76.80,76.80,76.80,76.80,76.80,76.80,76.80,76.80,76.80,3.76,4.51,4.27,4.13,4.00,3.90,5.19,5.14,4.15,3.99
F,284,Nketiah,5.4,5.4,Crystal Palace,0.00,19.95,19.95,20.70,20.70,20.70,20.70,20.70,20.70,20.70,0.00,1.06,0.99,1.04,1.03,1.01,1.25,1.22,1.04,1.00
F,286,Marsh,4.5,4.5,Crystal Palace,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
G,287,Pickford,5.5,5.5,Everton,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,3.80,3.86,2.77,3.59,2.97,3.18,3.24,3.42,2.62,4.26
G,288,Travers,4.3,4.3,Everton,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.90,0.04,0.04,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.04
G,289,Tyrer,3.9,3.9,Everton,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,290,Branthwaite,5.3,5.3,Everton,0.00,0.00,10.80,81.30,81.30,81.30,81.30,81.30,81.30,81.30,0.00,0.00,0.48,4.36,3.52,3.75,4.12,3.92,3.46,4.98
D,291,Tarkowski,5.6,5.6,Everton,87.45,87.45,87.45,87.45,87.45,87.45,87.45,87.45,87.45,87.45,5.06,5.28,3.92,5.07,3.97,4.32,4.72,4.52,3.87,5.67
D,292,Mykolenko,4.9,4.9,Everton,85.20,85.20,85.20,85.20,85.20,85.20,85.20,85.20,85.20,85.20,4.10,4.52,3.13,4.17,3.20,3.54,3.86,3.59,3.08,4.79
D,293,O'Brien,4.9,4.9,Everton,85.35,85.95,79.95,69.60,69.60,69.60,69.60,69.60,69.60,69.60,3.60,4.00,2.57,3.00,2.28,2.50,2.73,2.58,2.17,3.46
D,294,Coleman,4.2,4.2,Everton,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,2.40,0.09,0.09,0.08,0.09,0.09,0.09,0.09,0.09,0.08,0.09
D,295,Keane,4.8,4.8,Everton,61.05,87.45,80.70,12.75,12.75,12.75,12.75,12.75,12.75,12.75,3.47,5.15,3.53,0.68,0.59,0.61,0.66,0.64,0.59,0.75
D,296,Patterson,4.4,4.4,Everton,46.50,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,5.70,2.32,0.23,0.20,0.22,0.20,0.21,0.22,0.22,0.20,0.23
D,297,Dixon,3.8,3.8,Everton,1.20,1.20,1.20,1.20,1.20,1.20,1.20,1.20,1.20,1.20,0.05,0.05,0.04,0.04,0.04,0.04,0.05,0.05,0.04,0.05
D,298,Welch,3.8,3.8,Everton,1.20,1.20,1.20,1.20,1.20,1.20,1.20,1.20,1.20,1.20,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05
M,299,Ndiaye,6.2,6.2,Everton,0.00,0.00,0.00,82.20,82.20,82.20,82.20,82.20,82.20,82.20,0.00,0.00,0.00,4.46,4.24,4.18,4.87,4.78,4.15,5.35
M,300,McNeil,5.5,5.5,Everton,81.75,81.75,72.90,9.45,9.45,9.45,9.45,9.45,9.45,9.45,3.79,4.07,2.89,0.44,0.41,0.42,0.45,0.44,0.40,0.49
M,301,Alcaraz,5.2,5.2,Everton,0.00,16.05,42.45,16.20,16.20,16.20,16.20,16.20,16.20,16.20,0.00,0.84,1.74,0.71,0.67,0.67,0.76,0.74,0.65,0.81
M,302,Gana,5.4,5.4,Everton,0.00,0.00,0.00,80.40,80.40,80.40,80.40,80.40,80.40,80.40,0.00,0.00,0.00,2.86,2.84,2.73,2.97,2.93,2.79,3.17
M,303,Garner,5.1,5.1,Everton,85.50,85.50,85.50,84.75,84.75,84.75,84.75,84.75,84.75,84.75,3.65,3.92,3.51,3.43,3.48,3.35,3.70,3.66,3.43,3.79
M,304,Iroegbunam,4.8,4.8,Everton,80.70,80.70,56.10,25.20,25.20,25.20,25.20,25.20,25.20,25.20,2.87,3.04,1.97,0.86,0.87,0.85,0.90,0.91,0.86,0.93
M,305,Armstrong,4.5,4.5,Everton,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,306,Bates,4.3,4.3,Everton,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
M,307,Ebere,4.4,4.4,Everton,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
F,310,Barry,5.7,5.7,Everton,73.05,73.05,73.05,73.05,73.05,73.05,73.05,73.05,73.05,73.05,4.03,4.45,3.37,3.48,3.22,3.25,3.76,3.60,3.13,4.06
F,311,Beto,5.0,5.0,Everton,27.90,27.90,27.90,27.90,27.90,27.90,27.90,27.90,27.90,27.90,1.64,1.80,1.38,1.46,1.38,1.38,1.54,1.49,1.33,1.67
G,314,Leno,4.9,4.9,Fulham,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,89.10,2.82,2.87,2.98,2.87,2.84,3.38,1.77,3.51,2.98,3.58
D,316,Robinson,4.9,4.9,Fulham,84.60,7.20,7.20,7.20,7.20,7.20,7.20,7.20,7.20,7.20,3.32,0.28,0.29,0.29,0.28,0.30,0.24,0.29,0.29,0.31
D,317,Andersen,4.6,4.6,Fulham,87.45,87.45,87.45,87.45,87.45,87.45,87.45,87.45,87.45,87.45,3.93,3.60,4.45,4.07,3.83,4.89,2.75,4.51,4.35,4.70
D,318,Bassey,4.4,4.4,Fulham,0.00,0.00,0.00,85.05,85.05,85.05,85.05,85.05,85.05,85.05,0.00,0.00,0.00,3.06,2.77,3.80,1.82,3.40,3.27,3.61
D,319,Castagne,4.3,4.3,Fulham,86.70,14.10,14.10,14.10,14.10,14.10,14.10,14.10,14.10,14.10,3.20,0.52,0.55,0.55,0.53,0.58,0.45,0.56,0.56,0.59
D,320,Diop,4.3,4.3,Fulham,52.50,26.70,26.70,5.40,5.40,5.40,5.40,5.40,5.40,5.40,2.05,0.98,1.12,0.22,0.21,0.24,0.18,0.22,0.22,0.23
D,321,J.Cuenca,4.3,4.3,Fulham,83.25,77.55,77.55,7.05,7.05,7.05,7.05,7.05,7.05,7.05,3.47,3.00,3.64,0.30,0.30,0.34,0.25,0.32,0.31,0.33
D,322,Tete,4.5,4.5,Fulham,0.00,83.10,83.10,83.10,83.10,83.10,83.10,83.10,83.10,83.10,0.00,2.97,3.77,3.50,3.21,4.28,2.13,3.83,3.71,4.13
D,323,Amissah,3.8,3.8,Fulham,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,1.50,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06
M,324,Iwobi,6.3,6.3,Fulham,0.00,0.00,0.00,84.00,84.00,84.00,84.00,84.00,84.00,84.00,0.00,0.00,0.00,3.68,3.41,3.73,2.96,3.57,3.71,4.06
M,325,Smith Rowe,5.6,5.6,Fulham,71.25,70.05,70.05,64.50,64.50,64.50,64.50,64.50,64.50,64.50,3.24,3.06,3.05,3.07,2.85,3.12,2.53,2.98,3.12,3.41
M,326,Adama,5.1,5.1,Fulham,60.60,57.00,57.00,9.45,9.45,9.45,9.45,9.45,9.45,9.45,2.59,2.50,2.47,0.47,0.44,0.47,0.40,0.45,0.46,0.51
M,328,Sessegnon,5.4,5.4,Fulham,1.50,84.90,84.90,84.90,84.90,84.90,84.90,84.90,84.90,84.90,0.06,3.51,3.31,3.62,3.51,3.69,3.14,3.38,3.70,3.75
M,329,Wilson,5.8,5.8,Fulham,79.05,79.05,79.05,74.85,74.85,74.85,74.85,74.85,74.85,74.85,3.58,3.68,3.59,3.77,3.37,3.80,2.92,3.54,3.78,4.21
M,330,Berge,4.9,4.9,Fulham,84.75,84.75,84.75,84.75,84.75,84.75,84.75,84.75,84.75,84.75,2.64,2.70,2.64,2.81,2.66,2.85,2.46,2.70,2.86,2.90
M,331,Cairney,4.8,4.8,Fulham,5.40,5.40,5.40,5.40,5.40,5.40,5.40,5.40,5.40,5.40,0.21,0.21,0.21,0.22,0.21,0.21,0.20,0.21,0.22,0.23
