Pos,ID,Name,BV,SV,Team,30_xMins,31_xMins,32_xMins,33_xMins,34_xMins,35_xMins,30_Pts,31_Pts,32_Pts,33_Pts,34_Pts,35_Pts
G,1,Raya,6.0,6.0,Arsenal,89.10,0.00,89.10,178.20,0.00,89.10,4.19,0.00,4.15,7.43,0.00,4.19
G,2,Arrizabalaga,4.1,4.1,Arsenal,1.20,0.00,1.20,2.40,0.00,1.20,0.05,0.00,0.05,0.09,0.00,0.05
G,4,Setford,3.9,3.9,Arsenal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,5,Gabriel,7.2,7.2,Arsenal,85.65,0.00,85.65,171.30,0.00,85.65,5.69,0.00,5.57,9.21,0.00,5.46
D,6,Saliba,6.1,6.1,Arsenal,85.65,0.00,85.65,171.30,0.00,85.65,4.43,0.00,4.29,7.04,0.00,4.34
D,7,Calafiori,5.6,5.6,Arsenal,39.30,0.00,22.20,44.40,0.00,22.20,2.31,0.00,1.21,2.07,0.00,1.22
D,8,J.Timber,6.3,6.3,Arsenal,72.90,0.00,84.00,168.00,0.00,84.00,4.35,0.00,4.95,8.03,0.00,5.08
D,10,Lewis-Skelly,5.1,5.1,Arsenal,9.45,0.00,9.45,18.90,0.00,9.45,0.38,0.00,0.39,0.68,0.00,0.39
D,11,White,5.1,5.1,Arsenal,16.65,0.00,4.65,9.30,0.00,4.65,0.95,0.00,0.23,0.40,0.00,0.23
D,13,Clarke,3.8,3.8,Arsenal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,15,Nichols,3.7,3.7,Arsenal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,16,Saka,9.8,9.8,Arsenal,69.00,0.00,77.10,154.20,0.00,77.10,4.73,0.00,5.75,9.70,0.00,5.62
M,17,Ødegaard,7.8,7.8,Arsenal,25.80,0.00,59.70,119.40,0.00,59.70,1.39,0.00,3.40,5.95,0.00,3.37
M,18,Madueke,6.8,6.8,Arsenal,35.55,0.00,26.40,52.80,0.00,26.40,2.13,0.00,1.71,2.91,0.00,1.67
M,19,Martinelli,6.8,6.8,Arsenal,37.20,0.00,19.20,38.40,0.00,19.20,2.28,0.00,1.26,2.17,0.00,1.27
M,20,Trossard,6.6,6.6,Arsenal,24.30,0.00,60.60,121.20,0.00,60.60,1.45,0.00,3.88,6.66,0.00,3.80
M,21,Rice,7.4,7.4,Arsenal,84.00,0.00,84.00,168.00,0.00,84.00,5.05,0.00,5.26,9.35,0.00,4.93
M,22,Merino,5.4,5.4,Arsenal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,24,Nørgaard,5.1,5.1,Arsenal,11.10,0.00,4.65,9.30,0.00,4.65,0.49,0.00,0.20,0.37,0.00,0.19
M,26,Zubimendi,5.2,5.2,Arsenal,83.25,0.00,83.25,166.50,0.00,83.25,3.33,0.00,3.44,6.29,0.00,3.31
M,27,Nelson,4.8,4.8,Brentford,4.20,4.20,4.20,4.20,4.20,4.20,0.25,0.21,0.23,0.22,0.20,0.24
F,30,Havertz,7.3,7.3,Arsenal,46.50,0.00,25.80,51.60,0.00,25.80,2.20,0.00,1.50,2.57,0.00,1.45
F,31,G.Jesus,6.4,6.4,Arsenal,16.20,0.00,16.20,32.40,0.00,16.20,0.91,0.00,0.99,1.72,0.00,0.97
G,32,Martinez,5.1,5.1,Aston Villa,89.10,89.10,89.10,89.10,89.10,89.10,2.66,3.17,3.47,3.94,3.23,3.60
G,33,M.Bizot,4.2,4.2,Aston Villa,0.90,0.90,0.90,0.90,0.90,0.90,0.03,0.03,0.03,0.04,0.03,0.03
D,36,Cash,4.8,4.8,Aston Villa,65.25,84.00,84.00,84.00,84.00,84.00,1.99,3.71,3.31,4.21,3.29,3.99
D,37,Digne,4.5,4.5,Aston Villa,22.65,22.65,22.65,22.65,22.65,22.65,0.82,1.07,0.95,1.14,0.96,1.09
D,38,Konsa,4.4,4.4,Aston Villa,84.75,84.75,84.75,84.75,84.75,84.75,2.30,3.41,3.13,3.91,3.05,3.68
D,39,Maatsen,4.2,4.2,Aston Villa,73.20,73.20,73.20,73.20,73.20,73.20,2.70,3.88,3.45,4.34,3.42,4.14
D,40,Mings,4.3,4.3,Aston Villa,76.95,76.95,76.95,76.95,76.95,76.95,2.27,3.14,2.92,3.64,2.89,3.47
D,41,Pau,4.3,4.3,Aston Villa,15.15,15.15,15.15,15.15,15.15,15.15,0.52,0.62,0.59,0.67,0.57,0.65
D,42,A.García,3.9,3.9,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,44,Bogarde,4.0,4.0,Aston Villa,32.10,15.60,15.60,15.60,15.60,15.60,0.98,0.59,0.58,0.63,0.55,0.62
M,47,Rogers,7.5,7.5,Aston Villa,87.00,87.00,87.00,87.00,87.00,87.00,3.42,4.45,3.73,4.33,3.83,4.44
M,48,Tielemans,5.9,5.9,Aston Villa,0.00,0.00,84.00,84.00,84.00,84.00,0.00,0.00,3.80,4.03,3.70,4.26
M,49,Bailey,5.5,5.5,Aston Villa,17.70,12.90,12.90,12.90,12.90,12.90,0.71,0.67,0.59,0.68,0.60,0.69
M,50,Buendía,5.3,5.3,Aston Villa,68.40,51.60,38.40,38.40,38.40,38.40,3.07,2.93,1.96,2.15,1.99,2.26
M,52,J.Ramsey,5.3,5.3,Newcastle,67.50,33.00,26.10,52.20,0.00,26.10,2.78,1.60,1.16,2.24,0.00,1.21
