Pos,ID,Name,BV,SV,Team,25_xMins,26_xMins,27_xMins,28_xMins,29_xMins,30_xMins,25_Pts,26_Pts,27_Pts,28_Pts,29_Pts,30_Pts
G,1,Raya,5.9,5.9,Arsenal,89.10,178.20,89.10,89.10,89.10,89.10,4.61,8.29,3.96,3.75,3.85,4.30
G,2,Arrizabalaga,4.1,4.1,Arsenal,1.20,2.40,1.20,1.20,1.20,1.20,0.06,0.10,0.05,0.05,0.05,0.05
G,4,Setford,3.9,3.9,Arsenal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,5,Gabriel,7.1,7.1,Arsenal,84.45,168.90,84.45,84.45,84.45,84.45,5.69,10.25,4.98,4.58,4.65,5.62
D,6,Saliba,6.0,6.0,Arsenal,84.45,168.90,84.45,84.45,84.45,84.45,4.71,8.11,3.86,3.63,3.65,4.42
D,7,Calafiori,5.6,5.6,Arsenal,63.15,152.10,76.05,76.05,76.05,76.05,4.16,8.88,4.19,4.06,3.92,4.82
D,8,J.Timber,6.4,6.4,Arsenal,82.50,165.00,82.50,82.50,82.50,82.50,5.36,8.96,4.26,4.14,3.97,4.96
D,10,Lewis-Skelly,5.1,5.1,Arsenal,11.10,22.20,11.10,11.10,11.10,11.10,0.49,0.90,0.45,0.44,0.43,0.48
D,11,White,5.1,5.1,Arsenal,8.55,17.10,8.55,8.55,8.55,8.55,0.50,0.90,0.44,0.43,0.41,0.48
D,13,Clarke,3.8,3.8,Arsenal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,15,Nichols,3.8,3.8,Arsenal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,16,Saka,9.9,9.9,Arsenal,0.00,0.00,77.10,77.10,77.10,77.10,0.00,0.00,5.38,5.73,5.15,5.99
M,17,Ødegaard,7.8,7.8,Arsenal,36.60,73.20,77.10,77.10,77.10,77.10,2.23,4.15,4.24,4.37,4.04,4.59
M,18,Madueke,6.8,6.8,Arsenal,72.45,144.90,26.40,26.40,26.40,26.40,4.92,8.76,1.59,1.67,1.52,1.72
M,19,Martinelli,6.8,6.8,Arsenal,26.40,52.80,15.90,15.90,15.90,15.90,1.83,3.29,1.00,1.05,0.95,1.07
M,20,Trossard,6.8,6.8,Arsenal,70.65,141.30,60.60,60.60,60.60,60.60,4.46,8.17,3.56,3.73,3.36,3.90
M,21,Rice,7.5,7.5,Arsenal,84.00,168.00,84.00,84.00,84.00,84.00,5.27,9.94,5.15,5.13,4.90,5.48
M,22,Merino,5.5,5.5,Arsenal,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
M,24,Nørgaard,5.1,5.1,Arsenal,4.65,9.30,4.65,4.65,4.65,4.65,0.20,0.39,0.20,0.20,0.20,0.21
M,26,Zubimendi,5.2,5.2,Arsenal,83.25,166.50,83.25,83.25,83.25,83.25,3.40,6.60,3.41,3.38,3.25,3.57
M,27,Nelson,4.8,4.8,Brentford,15.75,15.75,9.15,9.15,9.15,9.15,0.77,0.69,0.48,0.49,0.46,0.52
F,30,Havertz,7.3,7.3,Arsenal,53.40,106.80,32.70,32.70,32.70,32.70,2.87,5.47,1.75,1.82,1.67,1.89
F,31,G.Jesus,6.4,6.4,Arsenal,30.30,60.60,24.00,24.00,24.00,24.00,1.81,3.47,1.41,1.50,1.36,1.57
G,32,Martinez,5.0,5.0,Aston Villa,89.10,89.10,89.10,89.10,89.10,89.10,3.31,3.56,3.75,3.74,3.07,3.01
G,33,M.Bizot,4.2,4.2,Aston Villa,0.90,0.90,0.90,0.90,0.90,0.90,0.03,0.03,0.04,0.04,0.03,0.03
D,36,Cash,4.8,4.8,Aston Villa,84.00,84.00,84.00,84.00,84.00,84.00,3.22,3.76,4.20,4.04,3.30,2.89
D,37,Digne,4.5,4.5,Aston Villa,38.55,38.55,38.55,38.55,38.55,38.55,1.65,1.83,1.95,1.94,1.67,1.50
D,38,Konsa,4.4,4.4,Aston Villa,84.75,84.75,84.75,84.75,84.75,84.75,3.01,3.44,3.88,3.80,2.88,2.68
D,39,Maatsen,4.2,4.2,Aston Villa,64.05,64.05,64.05,64.05,64.05,64.05,3.06,3.42,3.66,3.66,2.98,2.66
D,40,Mings,4.3,4.3,Aston Villa,13.65,13.65,13.65,13.65,13.65,13.65,0.54,0.58,0.62,0.60,0.52,0.50
D,41,Pau,4.3,4.3,Aston Villa,76.65,76.65,76.65,76.65,76.65,76.65,2.90,3.28,3.57,3.57,2.77,2.56
D,42,A.García,3.9,3.9,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
D,44,Bogarde,4.0,4.0,Aston Villa,66.60,63.30,63.30,63.30,63.30,49.50,2.51,2.75,2.85,2.90,2.37,1.69
D,45,Sousa,3.8,3.8,Aston Villa,0.30,0.30,0.30,0.30,0.30,0.30,0.01,0.01,0.01,0.01,0.01,0.01
M,47,Rogers,7.6,7.6,Aston Villa,85.35,85.35,85.35,85.35,85.35,85.35,4.12,4.51,4.36,4.39,4.33,3.75
M,48,Tielemans,5.9,5.9,Aston Villa,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
