,ID,Points,Minutes,sim
0,5,6,90,1
1,12,3,90,1
2,15,6,90,1
3,17,3,90,1
4,19,2,90,1
5,20,2,90,1
6,22,7,90,1
7,30,6,90,1
8,33,3,90,1
9,39,6,90,1
10,40,2,90,1
11,41,3,90,1
12,43,3,90,1
13,44,6,90,1
14,45,6,90,1
15,50,3,90,1
16,51,3,90,1
17,56,1,90,1
18,59,4,90,1
19,60,2,90,1
20,61,1,90,1
21,64,2,90,1
22,67,6,90,1
23,69,2,90,1
24,70,2,90,1
25,71,1,90,1
26,72,2,90,1
27,74,2,90,1
28,76,1,90,1
29,77,7,90,1
30,78,2,90,1
31,79,5,90,1
32,83,3,90,1
33,85,5,90,1
34,91,2,90,1
35,93,7,90,1
36,96,2,90,1
37,101,2,90,1
38,106,2,90,1
39,108,2,90,1
40,109,2,90,1
41,110,2,90,1
42,111,2,90,1
43,112,2,90,1
44,113,2,90,1
45,115,2,90,1
46,118,2,90,1
47,121,2,90,1
48,123,2,90,1
49,127,5,90,1
50,128,2,90,1
51,130,3,90,1
52,133,2,90,1
53,135,2,90,1
54,138,2,90,1
55,141,2,90,1
56,142,2,90,1
57,143,2,90,1
58,144,6,90,1
59,145,2,90,1
60,146,6,90,1
61,150,6,90,1
62,152,3,90,1
63,153,2,90,1
64,154,3,90,1
65,155,3,90,1
66,162,6,90,1
67,163,7,90,1
68,165,1,90,1
69,168,4,90,1
70,170,4,90,1
71,171,5,90,1
72,172,2,90,1
73,179,1,90,1
74,184,5,90,1
75,186,7,90,1
76,188,5,90,1
77,190,2,90,1
78,191,2,90,1
79,193,2,90,1
80,196,2,90,1
81,199,2,90,1
82,200,6,90,1
83,201,6,90,1
84,205,8,90,1
85,207,6,90,1
86,209,6,90,1
87,212,8,90,1
88,215,3,90,1
89,216,3,90,1
90,217,13,90,1
91,222,2,90,1
92,224,2,90,1
93,229,3,90,1
94,230,2,90,1
95,231,2,90,1
96,232,2,90,1
97,233,7,90,1
98,234,2,90,1
99,237,7,90,1
100,243,2,90,1
101,245,2,90,1
102,249,6,90,1
103,252,6,90,1
104,254,3,90,1
105,255,6,90,1
106,256,6,90,1
107,257,6,90,1
108,262,7,90,1
109,263,2,90,1
110,265,3,90,1
111,266,10,90,1
112,267,7,90,1
113,270,6,90,1
114,274,3,90,1
115,277,3,90,1
116,281,6,90,1
117,284,6,90,1
118,285,3,90,1
119,286,6,90,1
120,288,8,90,1
121,290,0,90,1
122,292,2,90,1
123,293,2,90,1
124,295,4,90,1
125,296,2,90,1
126,298,2,90,1
127,299,2,90,1
128,302,2,90,1
129,306,2,90,1
