Pos,Name,BV,SV,Team,5_xMins,5_Pts,6_xMins,6_Pts,7_xMins,7_Pts,8_xMins,8_Pts,9_xMins,9_Pts,10_xMins,10_Pts,11_xMins,11_Pts,12_xMins,12_Pts
M,Özil,6.8,6.8,Arsenal,2,0.085,1,0.053,1,0.045,0,0,1,0.05,1,0.051,1,0.047,1,0.058
D,Sokratis,4.9,4.9,Arsenal,1,0.018,1,0.035,0,0,0,0,0,0,0,0,1,0.029,1,0.047
D,David Luiz,5.5,5.5,Arsenal,75,1.152,69,2.314,68,1.746,61,2.517,61,2.045,60,2.337,60,1.679,61,2.876
M,Aubameyang,11.9,11.9,Arsenal,62,3.053,80,5.213,78,4.185,78,5.66,77,4.904,76,4.753,74,4.211,74,5.636
D,Cédric,4.8,4.8,Arsenal,3,0.059,5,0.187,5,0.147,6,0.272,7,0.261,8,0.339,8,0.252,7,0.357
F,Lacazette,8.5,8.5,Arsenal,54,2.502,52,3.1,50,2.499,50,3.251,53,3.06,50,2.813,51,2.667,48,3.232
D,Mustafi,5.0,5.0,Arsenal,0,0,5,0.179,5,0.139,8,0.347,9,0.319,9,0.368,11,0.327,11,0.541
G,Leno,5.0,5.0,Arsenal,88,3.131,87,3.582,86,3.258,86,3.82,85,3.532,85,3.763,86,3.336,85,4.071
M,Xhaka,5.4,5.4,Arsenal,52,1.438,51,1.676,52,1.527,52,1.851,48,1.563,52,1.718,47,1.427,49,1.839
D,Marí,4.5,4.5,Arsenal,0,0,4,0.129,8,0.202,8,0.311,7,0.224,10,0.372,10,0.271,12,0.533
D,Bellerín,5.0,5.0,Arsenal,86,1.477,82,2.946,79,2.192,79,3.453,77,2.745,75,3.093,74,2.224,75,3.722
G,Martínez,4.7,4.7,Aston Villa,88,3.175,86,3.409,84,3.412,85,3.05,83,3.391,82,3.175,82,3.466,82,3.132
D,Chambers,4.5,4.5,Arsenal,0,0,11,0.408,17,0.483,24,1.086,26,0.957,26,1.092,25,0.767,20,1.021
D,Kolasinac,4.9,4.9,Arsenal,16,0.271,6,0.207,6,0.164,5,0.208,7,0.241,6,0.238,6,0.176,8,0.38
