,can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,price_change_percent,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,known_name,region,team_join_date,birth_date,has_temporary_code,opta_code,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,scout_risks,scout_news_link,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,defensive_contribution_per_90
0,True,True,,,154561,0,0,5,-5,0,1,1,1.5,1.0,0,David,0.5,1,True,,,60,154561.jpg,4.1,False,Raya Martín,33.3,False,,a,1,3,130,4276791,4757,2783420,1366,0.1,21.7,Raya,,200.0,2024-07-04,1995-09-15,False,p154561,2880,0,0,15,24,0,0,0,1,0,51,6,523,460.2,33.4,0.0,49.4,30,269,1,0,32,0.00,0.06,0.06,23.49,,,,,,,[],,113,18,379,3,819,96,276,16,0.0,1.59,0.0,0.0,0.73,0.75,85,1,298,24,58,6,8,1,1.0,0.47,0.0
1,True,True,,,109745,0,0,-5,5,0,0,1,1.0,0.5,0,Kepa,0.0,2,False,,,40,109745.jpg,0.0,False,Arrizabalaga Revuelta,0.4,False,,a,1,3,0,15369,18,78110,17,0.0,0.0,Arrizabalaga,,200.0,2025-07-01,1994-10-03,False,p109745,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,571,66,561,52,530,39,573,66,0.0,0.0,0.0,0.0,0.0,0.0,669,43,424,56,581,66,293,37,0.0,0.0,0.0
2,True,False,0.0,0.0,463748,0,0,0,0,0,0,1,0.0,0.0,0,Karl,0.0,3,False,Has joined Werder Bremen on loan for the rest of the season.,2025-08-26T13:44:02.357864Z,40,463748.jpg,0.0,False,Hein,0.2,False,,u,1,3,0,5545,0,48441,1,0.0,0.0,Hein,,67.0,2020-10-28,2002-04-13,False,p463748,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,588,75,579,62,548,49,590,75,0.0,0.0,0.0,0.0,0.0,0.0,689,53,443,66,598,75,377,53,0.0,0.0,0.0
3,True,True,,,551221,0,0,-1,1,0,0,1,1.0,0.5,0,Tommy,0.0,4,False,,,39,551221.jpg,0.0,False,Setford,0.2,False,,a,1,3,0,34088,5,34746,11,0.0,0.0,Setford,,241.0,2024-07-24,2006-03-13,False,p551221,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,560,60,548,44,516,31,562,60,0.0,0.0,0.0,0.0,0.0,0.0,781,90,411,49,570,60,367,52,0.0,0.0,0.0
4,True,True,100.0,100.0,226597,0,0,11,-11,0,5,2,3.0,2.5,0,Gabriel,2.0,5,True,,2026-03-24T00:00:10.555559Z,71,226597.jpg,6.8,False,dos Santos Magalhães,42.3,False,,a,1,3,177,8539504,8277,5758994,723,0.3,24.9,Gabriel,Gabriel Magalhães,30.0,2020-09-01,1997-12-19,False,p226597,2255,3,5,14,17,0,0,0,3,0,0,25,605,702.8,109.0,220.0,103.0,199,51,33,232,25,1.98,1.66,3.64,17.01,,,,,,,[],,29,10,266,76,130,24,94,25,0.08,0.0,0.07,0.15,0.68,0.68,34,1,146,58,2,1,5,1,1.0,0.56,9.26
5,True,True,100.0,100.0,462424,0,0,1,-1,0,2,2,1.5,1.0,0,William,0.5,6,False,,2026-03-23T13:00:10.244912Z,61,462424.jpg,4.2,False,Saliba,13.6,False,,a,1,3,108,2086430,4375,2399004,571,0.1,17.7,Saliba,,73.0,2019-07-25,2001-03-24,False,p462424,2164,1,0,11,18,0,0,0,1,0,0,9,460,450.2,167.2,76.0,69.3,126,98,30,156,25,0.88,0.70,1.58,16.34,,,,,,,[],,118,52,204,53,293,87,200,67,0.04,0.0,0.03,0.07,0.68,0.75,83,4,299,97,50,21,23,9,1.04,0.46,6.49
6,True,True,75.0,75.0,466075,0,0,1,-1,0,2,2,0.8,0.4,0,Riccardo,0.0,7,False,Knock - 75% chance of playing,2026-04-11T21:00:07.670443Z,56,466075.jpg,4.2,False,Calafiori,5.9,False,,d,1,3,93,2665223,34,2500778,563,0.0,16.6,Calafiori,,106.0,2024-07-29,2002-05-19,False,p466075,1446,1,2,11,8,0,0,0,5,0,0,4,339,244.4,127.9,249.0,62.2,64,65,31,95,18,2.92,0.49,3.41,8.96,,,,,,,[],https://www.arsenal.com/news/every-word-artetas-post-bournemouth-presser-4?utm_source=premier_league&utm_medium=referral&utm_campaign=fantasy&utm_content=injuries-flag,248,98,246,66,114,16,229,78,0.18,0.0,0.03,0.21,0.56,0.5,131,13,798,265,49,20,66,23,1.12,0.68,5.91
7,True,True,75.0,75.0,445122,0,0,7,-7,0,3,2,0.8,0.4,0,Jurriën,0.0,8,True,Ankle injury - 75% chance of playing,2026-03-23T13:00:10.259821Z,62,445122.jpg,5.0,False,Timber,21.7,False,,d,1,3,149,6779955,823,4813379,7987,0.0,24.0,J.Timber,,152.0,2023-07-14,2001-06-17,False,p445122,2452,3,6,13,20,0,0,0,5,0,0,9,532,499.0,402.6,352.0,125.7,82,97,66,148,28,4.71,1.53,6.24,17.45,,,,,,,[],https://www.arsenal.com/news/arteta-provides-update-rice-saka-and-timber?utm_source=premier_league&utm_medium=referral&utm_campaign=fantasy&utm_content=injuries-flag,87,38,68,13,73,6,61,9,0.17,0.0,0.06,0.23,0.64,0.73,75,3,809,267,16,5,16,5,1.03,0.48,5.43
8,True,False,0.0,0.0,440854,0,0,-1,1,0,0,2,0.0,0.0,0,Jakub,0.0,9,False,has joined Porto on loan for the rest of the season.,2025-09-02T13:37:25.929594Z,54,440854.jpg,0.0,False,Kiwior,0.0,False,,u,1,3,0,1119,0,10932,1,0.0,0.0,Kiwior,,172.0,2023-01-23,2000-02-15,False,p440854,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,810,268,809,268,807,268,810,268,0.0,0.0,0.0,0.0,0.0,0.0,169,20,783,262,811,268,595,212,0.0,0.0,0.0
9,True,True,,,499169,0,0,-5,5,0,0,2,1.5,1.0,0,Myles,0.5,10,False,,,50,499169.jpg,0.9,False,Lewis-Skelly,1.4,False,,a,1,3,13,136685,59,469093,37,0.1,2.6,Lewis-Skelly,,241.0,2022-12-04,2006-09-26,False,p499169,401,0,0,0,7,0,0,0,3,0,0,0,41,45.2,47.8,25.0,11.7,13,17,6,19,2,0.10,0.08,0.18,6.45,,,,,,,[],,421,156,357,126,377,130,419,149,0.02,0.0,0.02,0.04,1.45,1.57,269,42,291,94,513,176,164,64,0.45,0.0,4.26
