,can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,price_change_percent,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,known_name,region,team_join_date,birth_date,has_temporary_code,opta_code,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,scout_risks,scout_news_link,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,defensive_contribution_per_90
0,True,True,,,154561,0,0,6,-6,0,2,1,6.9,6.4,9,David,5.4,1,True,,,61,154561.jpg,4.3,False,Raya Martín,35.5,False,,a,1,3,156,4718892,17021,2914513,3015,0.9,25.6,Raya,,200.0,2024-07-04,1995-09-15,False,p154561,3240,0,0,18,26,0,0,0,1,0,60,11,613,539.6,33.5,0.0,57.3,37,299,1,0,36,0.00,0.06,0.06,27.54,,,,,,,[],,99,17,388,3,827,97,266,17,0.0,1.67,0.0,0.0,0.76,0.72,80,1,21,1,40,3,6,1,1.0,0.5,0.0
1,True,True,,,109745,0,0,-5,5,0,0,1,1.5,1.0,0,Kepa,0.0,2,False,,,40,109745.jpg,0.0,False,Arrizabalaga Revuelta,0.4,False,,a,1,3,0,16225,33,79034,43,0.0,0.0,Arrizabalaga,,200.0,2025-07-01,1994-10-03,False,p109745,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,576,67,567,54,536,40,578,67,0.0,0.0,0.0,0.0,0.0,0.0,676,44,470,57,588,67,292,38,0.0,0.0,0.0
2,True,False,0.0,0.0,463748,0,0,0,0,0,0,1,0.0,0.0,0,Karl,0.0,3,False,Has joined Werder Bremen on loan for the rest of the season.,2025-08-26T13:44:02.357864Z,40,463748.jpg,0.0,False,Hein,0.2,False,,u,1,3,0,5545,0,48634,13,0.0,0.0,Hein,,67.0,2020-10-28,2002-04-13,False,p463748,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,593,76,585,64,554,50,595,76,0.0,0.0,0.0,0.0,0.0,0.0,697,54,489,67,605,76,377,54,0.0,0.0,0.0
3,True,True,,,551221,0,0,-1,1,0,0,1,1.5,1.0,0,Tommy,0.0,4,False,,,39,551221.jpg,0.0,False,Setford,0.2,False,,a,1,3,0,34327,8,35568,45,0.0,0.0,Setford,,241.0,2024-07-24,2006-03-13,False,p551221,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,565,61,553,45,521,31,567,61,0.0,0.0,0.0,0.0,0.0,0.0,789,91,456,50,577,61,367,53,0.0,0.0,0.0
4,True,True,100.0,100.0,226597,1,-1,13,-13,0,5,2,7.3,6.8,11,Gabriel,5.8,5,True,,2026-03-24T00:00:10.555559Z,73,226597.jpg,6.7,False,dos Santos Magalhães,45.2,False,,a,1,3,202,9053409,15832,5862986,2017,0.8,27.7,Gabriel,Gabriel Magalhães,30.0,2020-09-01,1997-12-19,False,p226597,2615,3,5,17,19,0,0,0,4,0,0,30,693,802.6,127.0,295.0,122.4,230,62,36,266,29,3.03,1.71,4.74,21.06,,,,,,,[],,20,7,264,74,107,15,90,20,0.1,0.0,0.06,0.16,0.72,0.65,26,1,16,6,3,1,4,1,1.0,0.59,9.15
5,True,True,100.0,100.0,462424,0,0,2,-2,0,2,2,6.1,5.6,6,William,4.6,6,False,,2026-03-23T13:00:10.244912Z,62,462424.jpg,4.3,False,Saliba,15.8,False,,a,1,3,130,2459179,21011,2476135,2115,0.7,21.0,Saliba,,73.0,2019-07-25,2001-03-24,False,p462424,2524,1,0,14,20,0,0,0,2,0,0,11,556,535.0,199.2,88.0,82.2,151,111,36,187,29,0.88,1.13,2.01,20.39,,,,,,,[],,101,46,194,51,296,87,180,60,0.03,0.0,0.04,0.07,0.73,0.71,73,2,39,13,41,16,20,8,1.03,0.5,6.67
6,True,True,100.0,100.0,466075,0,0,1,-1,0,2,2,2.9,2.4,1,Riccardo,1.4,7,False,,2026-04-11T21:00:07.670443Z,56,466075.jpg,4.2,False,Calafiori,6.0,False,,a,1,3,100,2686258,2813,2518882,545,0.3,17.9,Calafiori,,106.0,2024-07-29,2002-05-19,False,p466075,1581,1,2,12,8,0,0,0,5,0,0,4,358,270.0,141.9,303.0,71.6,69,71,32,101,20,3.35,0.53,3.88,9.46,,,,,,,[],,252,101,248,62,105,14,221,78,0.19,0.0,0.03,0.22,0.54,0.46,133,13,240,84,48,18,67,21,1.14,0.68,5.75
7,True,True,0.0,0.0,445122,0,0,5,-5,0,3,2,0.0,0.0,0,Jurriën,0.0,8,False,Ankle injury - Unknown return date,2026-03-23T13:00:10.259821Z,60,445122.jpg,5.0,False,Timber,16.0,False,,i,1,3,149,6784265,42,5559877,17697,0.0,24.8,J.Timber,,152.0,2023-07-14,2001-06-17,False,p445122,2452,3,6,13,20,0,0,0,5,0,0,9,532,499.0,402.6,352.0,125.7,82,97,66,148,28,4.71,1.53,6.24,17.45,,,,,,,[],https://www.brentfordfc.com/en/news/article/first-team-manchester-city-v-brentford-premier-league-injury-update-jordan-henderson-fpl?utm_source=premier_league&utm_medium=referral&utm_campaign=fantasy&utm_content=injuries-flag,117,54,80,19,83,8,82,17,0.17,0.0,0.06,0.23,0.64,0.73,85,5,819,268,13,3,19,7,1.03,0.48,5.43
8,True,False,0.0,0.0,440854,0,0,-1,1,0,0,2,0.0,0.0,0,Jakub,0.0,9,False,has joined Porto on loan for the rest of the season.,2025-09-02T13:37:25.929594Z,54,440854.jpg,0.0,False,Kiwior,0.0,False,,u,1,3,0,1119,0,10946,0,0.0,0.0,Kiwior,,172.0,2023-01-23,2000-02-15,False,p440854,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,818,269,818,269,817,269,818,269,0.0,0.0,0.0,0.0,0.0,0.0,165,20,802,265,819,269,595,212,0.0,0.0,0.0
9,True,True,,,499169,0,0,-5,5,0,0,2,4.3,3.8,6,Myles,2.8,10,False,,,50,499169.jpg,1.4,False,Lewis-Skelly,1.5,False,,a,1,3,26,146291,2208,470920,124,0.6,5.2,Lewis-Skelly,,241.0,2022-12-04,2006-09-26,False,p499169,590,0,0,2,7,0,0,0,3,0,0,0,95,68.6,69.0,29.0,16.6,16,24,8,24,4,0.10,0.18,0.28,8.20,,,,,,,[],,408,152,334,114,375,127,401,143,0.02,0.0,0.03,0.05,1.25,1.07,268,41,128,50,433,157,163,65,0.61,0.31,3.66
