Pos,Name,BV,SV,Team,1_xMins,1_Pts,2_xMins,2_Pts,3_xMins,3_Pts,4_xMins,4_Pts,5_xMins,5_Pts,6_xMins,6_Pts,7_xMins,7_Pts,8_xMins,8_Pts
M,Özil,7.0,7.0,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Sokratis,5.0,5.0,Arsenal,1,0.043,0,0,0,0,0,0,0,0,0,0,1,0.025,0,0
D,David Luiz,5.5,5.5,Arsenal,37,1.65,54,2.345,71,1.402,68,3.111,68,1.057,67,2.46,63,1.513,58,2.63
M,Aubameyang,12.0,12.0,Arsenal,84,6.638,85,6.879,84,4.115,83,6.07,82,3.916,81,5.535,81,4.424,80,6.696
D,Cédric,5.0,5.0,Arsenal,18,0.874,18,0.858,17,0.394,18,0.895,18,0.341,22,0.897,23,0.627,19,0.942
F,Lacazette,8.5,8.5,Arsenal,55,3.58,60,4.036,58,2.601,58,3.518,57,2.514,56,3.26,56,2.745,55,3.814
D,Mustafi,5.0,5.0,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,12,0.304,19,0.894
G,Leno,5.0,5.0,Arsenal,84,3.889,84,3.79,83,3.007,83,3.96,82,2.936,82,3.487,82,3.066,81,3.73
M,Xhaka,5.5,5.5,Arsenal,79,2.617,78,2.615,76,1.924,75,2.495,74,1.844,73,2.242,74,1.969,73,2.525
D,Marí,4.5,4.5,Arsenal,0,0,0,0,13,0.259,17,0.742,28,0.432,24,0.842,24,0.562,27,1.151
D,Bellerín,5.0,5.0,Arsenal,73,3.554,72,3.419,72,1.613,70,3.469,70,1.271,68,2.751,68,1.828,69,3.422
G,Martínez,4.5,4.5,Arsenal,19,0.88,25,1.131,27,0.967,27,1.286,27,0.957,27,1.146,17,0.631,20,0.924
D,Chambers,4.5,4.5,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
