Pos,Name,BV,SV,Team,31_xMins,31_Pts,32_xMins,32_Pts,33_xMins,33_Pts,34_xMins,34_Pts,35_xMins,35_Pts,36_xMins,36_Pts,37_xMins,37_Pts,38_xMins,38_Pts
M,Özil,6.7,6.7,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Sokratis,4.8,4.8,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,David Luiz,5.4,5.4,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Aubameyang,11.4,11.4,Arsenal,76,5.257,72,4.657,70,4.547,74,5.028,72,5.51,69,3.284,70,4.659,67,4.182
D,Cédric,4.6,4.6,Arsenal,37,1.827,30,1.355,32,1.373,36,1.722,33,1.733,34,0.915,36,1.674,34,1.462
F,Lacazette,8.2,8.2,Arsenal,75,4.586,66,3.852,68,3.998,65,3.97,65,4.416,66,2.908,66,3.969,66,3.733
D,Mustafi,5.0,5.0,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G,Leno,5.0,5.0,Arsenal,89,4.284,88,4.022,87,3.859,87,4.107,87,4.298,85,3.176,86,3.991,85,3.799
M,Xhaka,5.2,5.2,Arsenal,64,2.139,81,2.487,82,2.476,79,2.515,78,2.655,76,1.953,76,2.398,75,2.281
D,Marí,4.4,4.4,Arsenal,73,3.453,72,3.118,71,2.907,73,3.338,67,3.362,71,1.808,67,2.986,69,2.843
D,Bellerín,5.0,5.0,Arsenal,46,2.349,43,2.015,44,1.954,39,1.93,38,2.069,44,1.217,44,2.116,46,2.046
G,Martínez,5.4,5.0,Aston Villa,89,3.12,89,3.116,88,4.067,88,3.449,88,3.246,87,3.774,86,3.147,86,3.14
D,Chambers,4.5,4.5,Arsenal,24,1.202,22,1.01,20,0.872,23,1.116,28,1.5,22,0.603,24,1.132,20,0.873
D,Kolasinac,4.8,4.8,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Maitland-Niles,4.6,4.6,West Brom,69,2.21,67,1.45,66,1.719,66,2.23,65,1.356,65,1.211,63,1.826,64,1.532
D,Holding,4.2,4.2,Arsenal,64,3.235,60,2.784,58,2.548,57,2.795,59,3.172,56,1.542,58,2.765,55,2.43
D,Tierney,5.3,5.3,Arsenal,65,3.494,84,4.132,81,3.798,79,4.119,80,4.584,78,2.268,76,3.852,79,3.694
M,Pépé,7.6,7.6,Arsenal,42,2.697,25,1.519,29,1.759,30,1.896,27,1.897,29,1.33,32,1.982,32,1.871
M,Torreira,4.7,4.7,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Willock,4.7,4.7,Newcastle,73,2.625,71,2.522,69,2.124,70,2.365,67,2.183,67,1.985,68,2.76,67,2.317
M,Nelson,5.1,5.1,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,Nketiah,5.4,5.4,Arsenal,4,0.261,5,0.308,5,0.311,5,0.32,5,0.352,5,0.245,5,0.318,5,0.299
M,Smith Rowe,4.2,4.2,Arsenal,29,1.453,49,2.277,46,2.138,47,2.257,48,2.531,47,1.732,46,2.185,48,2.169
M,Saka,5.2,5.2,Arsenal,48,2.862,70,3.846,67,3.69,67,3.851,69,4.378,68,2.808,65,3.661,64,3.414
M,Guendouzi,4.7,4.7,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Martinelli,4.9,4.9,Arsenal,3,0.189,3,0.178,4,0.239,5,0.31,5,0.341,5,0.231,4,0.245,6,0.346
D,Saliba,4.0,4.0,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G,Heaton,4.5,4.5,Aston Villa,0,0,0,0,0,0,1,0.039,1,0.037,1,0.043,2,0.073,1,0.036
D,El Mohamady,4.3,4.3,Aston Villa,21,0.48,24,0.504,20,1.042,24,0.865,24,0.728,29,1.317,27,0.805,28,0.813
M,Lansbury,4.3,4.3,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Taylor,4.2,4.2,Aston Villa,0,0,1,0.019,1,0.044,1,0.031,2,0.053,5,0.192,4,0.105,3,0.077
G,Steer,3.9,3.9,Aston Villa,0,0,0,0,0,0,0,0,0,0,1,0.043,0,0,1,0.036
M,Hourihane,5.9,5.9,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Jota,5.9,5.9,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
