Pos,Name,BV,SV,Team,10_xMins,10_Pts,11_xMins,11_Pts,12_xMins,12_Pts,13_xMins,13_Pts,14_xMins,14_Pts,15_xMins,15_Pts,16_xMins,16_Pts,17_xMins,17_Pts
M,Özil,6.8,6.8,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Sokratis,4.9,4.9,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,David Luiz,5.5,5.5,Arsenal,79,3.323,75,2.106,75,3.572,72,2.93,72,2.224,73,2.136,71,2.712,68,3.007
M,Aubameyang,11.7,11.7,Arsenal,81,5.02,80,4.266,79,5.839,80,5.481,77,4.607,75,4.325,72,4.646,74,5.387
D,Cédric,4.7,4.7,Arsenal,4,0.181,4,0.126,5,0.255,3,0.133,5,0.175,4,0.133,5,0.209,6,0.287
F,Lacazette,8.4,8.4,Arsenal,53,2.902,50,2.463,48,3.115,48,2.945,49,2.697,48,2.548,50,2.871,48,3.085
D,Mustafi,5.0,5.0,Arsenal,14,0.602,11,0.322,11,0.533,15,0.627,14,0.448,13,0.396,13,0.51,14,0.633
G,Leno,5.0,5.0,Arsenal,88,4.007,87,3.347,87,4.134,87,3.816,86,3.42,87,3.381,86,3.69,85,3.87
M,Xhaka,5.3,5.3,Arsenal,60,1.882,56,1.566,53,1.837,52,1.695,54,1.584,54,1.562,55,1.712,49,1.658
D,Marí,4.4,4.4,Arsenal,4,0.158,6,0.163,9,0.397,8,0.304,8,0.235,10,0.279,10,0.357,11,0.451
D,Bellerín,5.1,5.1,Arsenal,83,3.818,82,2.554,80,4.151,82,3.676,79,2.722,77,2.502,77,3.243,77,3.734
G,Martínez,4.8,4.7,Aston Villa,84,3.205,83,3.53,83,3.261,78,3.39,80,3.323,82,3.489,77,2.715,82,2.921
D,Chambers,4.5,4.5,Arsenal,11,0.486,15,0.455,19,0.958,22,0.957,23,0.771,24,0.761,25,1.022,27,1.276
D,Kolasinac,4.8,4.8,Arsenal,1,0.042,2,0.058,3,0.14,3,0.122,3,0.095,4,0.12,5,0.192,5,0.218
D,Maitland-Niles,4.7,4.7,Arsenal,15,0.677,15,0.471,13,0.662,12,0.53,14,0.484,16,0.524,18,0.751,15,0.718
D,Holding,4.4,4.4,Arsenal,67,2.877,67,1.94,62,2.989,64,2.647,59,1.873,60,1.808,61,2.379,60,2.692
D,Tierney,5.4,5.4,Arsenal,69,3.195,67,2.12,66,3.421,66,2.969,68,2.373,62,2.044,63,2.662,66,3.17
M,Pépé,7.6,7.6,Arsenal,29,1.592,31,1.49,31,1.988,29,1.737,28,1.493,31,1.6,32,1.802,27,1.715
M,Torreira,4.7,4.7,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Willock,4.8,4.8,Arsenal,1,0.057,1,0.051,0,0,0,0,0,0,0,0,0,0,0,0
