Pos,Name,BV,SV,Team,11_xMins,11_Pts,12_xMins,12_Pts,13_xMins,13_Pts,14_xMins,14_Pts,15_xMins,15_Pts,16_xMins,16_Pts,17_xMins,17_Pts,18_xMins,18_Pts
M,Özil,6.8,6.8,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Sokratis,4.9,4.9,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,David Luiz,5.5,5.5,Arsenal,25,0.673,53,2.521,47,1.846,50,1.548,51,1.418,50,1.835,50,2.126,48,2.161
M,Aubameyang,11.6,11.6,Arsenal,83,4.132,81,5.96,80,5.273,79,4.714,79,4.482,77,4.801,77,5.315,76,5.407
D,Cédric,4.7,4.7,Arsenal,0,0,0,0,2,0.085,1,0.034,2,0.062,2,0.08,1,0.046,3,0.144
F,Lacazette,8.3,8.3,Arsenal,49,2.264,60,3.756,59,3.406,46,2.512,49,2.551,49,2.73,46,2.805,49,3.042
D,Mustafi,5.0,5.0,Arsenal,0,0,1,0.048,0,0,1,0.032,0,0,2,0.075,1,0.043,1,0.046
G,Leno,5.0,5.0,Arsenal,88,3.363,87,4.134,86,3.71,86,3.407,85,3.221,85,3.583,84,3.767,84,3.865
M,Xhaka,5.3,5.3,Arsenal,58,1.574,55,1.917,52,1.67,49,1.465,47,1.377,48,1.498,51,1.695,46,1.576
D,Marí,4.4,4.4,Arsenal,9,0.239,5,0.22,8,0.293,7,0.205,8,0.212,9,0.309,11,0.437,11,0.461
D,Bellerín,5.2,5.2,Arsenal,86,2.425,83,4.142,82,3.375,81,2.639,81,2.365,79,3.049,78,3.478,77,3.632
G,Martínez,4.8,4.7,Aston Villa,0,0,88,3.491,87,3.848,87,3.593,86,3.662,86,3.013,86,3.074,68,2.493
D,Chambers,4.5,4.5,Arsenal,21,0.59,20,1.002,20,0.83,21,0.693,21,0.627,24,0.933,24,1.078,22,1.043
D,Kolasinac,4.8,4.8,Arsenal,5,0.136,4,0.186,5,0.194,6,0.187,6,0.169,5,0.183,7,0.293,7,0.312
D,Maitland-Niles,4.7,4.7,Arsenal,8,0.24,7,0.357,7,0.298,8,0.276,6,0.188,7,0.28,9,0.413,8,0.387
D,Holding,4.4,4.4,Arsenal,59,1.57,44,2.088,49,1.919,45,1.401,51,1.425,50,1.84,48,2.039,52,2.333
D,Tierney,5.4,5.4,Arsenal,80,2.288,78,3.914,77,3.198,76,2.516,75,2.236,76,2.979,74,3.327,73,3.466
M,Pépé,7.6,7.6,Arsenal,0,0,0,0,33,1.902,37,1.951,35,1.775,36,1.964,35,2.102,35,2.162
M,Torreira,4.7,4.7,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Willock,4.8,4.8,Arsenal,25,1.075,28,1.643,23,1.247,21,1.049,23,1.097,23,1.192,24,1.346,23,1.318
