Pos,Name,BV,SV,Team,30_xMins,30_Pts,31_xMins,31_Pts,32_xMins,32_Pts,33_xMins,33_Pts,34_xMins,34_Pts,35_xMins,35_Pts,36_xMins,36_Pts,37_xMins,37_Pts
M,Özil,6.7,6.7,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Sokratis,4.8,4.8,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,David Luiz,5.4,5.4,Arsenal,71,1.938,70,3.364,67,2.932,65,2.653,68,3.12,64,3.254,63,1.604,64,2.89
M,Aubameyang,11.5,11.5,Arsenal,83,4.455,75,5.201,74,4.85,74,4.782,75,5.144,70,5.454,72,3.444,71,4.765
D,Cédric,4.6,4.6,Arsenal,11,0.318,12,0.586,15,0.672,19,0.798,18,0.845,20,1.038,20,0.532,19,0.878
F,Lacazette,8.2,8.2,Arsenal,65,3.336,53,3.323,55,3.283,49,2.965,51,3.194,55,3.841,54,2.458,53,3.239
D,Mustafi,5.0,5.0,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G,Leno,5.0,5.0,Arsenal,88,3.312,88,4.232,87,3.967,87,3.82,87,4.069,86,4.214,86,3.192,86,3.989
M,Xhaka,5.2,5.2,Arsenal,84,2.22,82,2.636,82,2.519,79,2.388,78,2.483,76,2.604,75,1.93,75,2.372
D,Marí,4.4,4.4,Arsenal,58,1.563,59,2.798,56,2.421,59,2.375,58,2.62,62,3.088,58,1.463,58,2.587
D,Bellerín,5.1,5.1,Arsenal,79,2.292,76,3.876,76,3.534,74,3.207,74,3.606,71,3.84,72,1.928,70,3.354
G,Martínez,5.4,5.0,Aston Villa,89,3.836,88,3.082,87,3.04,88,4.051,87,3.385,86,3.169,87,3.784,84,3.06
D,Chambers,4.5,4.5,Arsenal,1,0.03,3,0.148,3,0.136,5,0.213,4,0.19,5,0.262,5,0.137,7,0.327
D,Kolasinac,4.8,4.8,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Maitland-Niles,4.6,4.6,West Brom,81,1.337,63,1.972,64,1.363,59,1.526,67,2.225,65,1.318,59,1.049,62,1.773
D,Holding,4.2,4.2,Arsenal,46,1.34,45,2.283,48,2.22,48,2.075,46,2.232,47,2.514,50,1.36,49,2.339
D,Tierney,5.3,5.3,Arsenal,87,2.68,84,4.537,82,4.022,79,3.617,81,4.164,80,4.548,78,2.234,78,3.952
M,Pépé,7.6,7.6,Arsenal,43,2.229,28,1.8,29,1.77,32,1.928,29,1.841,30,2.128,27,1.248,33,2.043
M,Torreira,4.7,4.7,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Willock,4.7,4.7,Newcastle,76,2.556,73,2.648,69,2.469,69,2.124,65,2.233,66,2.168,68,2.01,64,2.615
M,Nelson,5.1,5.1,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,Nketiah,5.4,5.4,Arsenal,5,0.283,3,0.195,5,0.311,4,0.248,4,0.258,4,0.285,4,0.198,5,0.315
M,Smith Rowe,4.2,4.2,Arsenal,50,2.034,48,2.376,50,2.346,50,2.314,51,2.481,48,2.568,47,1.753,47,2.242
M,Saka,5.3,5.3,Arsenal,45,2.184,69,4.037,65,3.62,66,3.63,64,3.709,66,4.266,67,2.791,67,3.777
M,Guendouzi,4.7,4.7,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Martinelli,4.9,4.9,Arsenal,4,0.209,2,0.125,3,0.18,3,0.178,2,0.124,4,0.275,4,0.185,5,0.304
D,Saliba,4.0,4.0,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G,Heaton,4.5,4.5,Aston Villa,0,0,0,0,1,0.035,0,0,1,0.038,1,0.037,1,0.043,3,0.109
D,El Mohamady,4.3,4.3,Aston Villa,13,0.577,19,0.423,16,0.333,20,1.038,21,0.744,17,0.515,21,0.954,23,0.678
M,Lansbury,4.3,4.3,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Taylor,4.2,4.2,Aston Villa,0,0,2,0.039,2,0.037,1,0.043,3,0.092,3,0.079,6,0.231,4,0.103
G,Steer,3.9,3.9,Aston Villa,0,0,0,0,0,0,0,0,1,0.038,1,0.037,1,0.043,1,0.036
M,Hourihane,5.9,5.9,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Jota,5.9,5.9,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
