Pos,Name,BV,SV,Team,30_xMins,30_Pts,31_xMins,31_Pts,32_xMins,32_Pts,33_xMins,33_Pts,34_xMins,34_Pts,35_xMins,35_Pts,36_xMins,36_Pts,37_xMins,37_Pts
M,Özil,6.7,6.7,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Sokratis,4.8,4.8,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,David Luiz,5.4,5.4,Arsenal,71,1.938,69,3.316,65,2.845,65,2.653,63,2.892,61,3.102,66,1.677,64,2.89
M,Aubameyang,11.5,11.5,Arsenal,81,4.361,77,5.329,76,4.971,74,4.782,73,5.017,74,5.746,69,3.315,74,4.952
D,Cédric,4.6,4.6,Arsenal,10,0.289,15,0.734,17,0.762,18,0.756,21,0.987,21,1.091,21,0.558,21,0.971
F,Lacazette,8.2,8.2,Arsenal,65,3.336,54,3.38,54,3.228,52,3.131,52,3.252,51,3.582,54,2.458,53,3.239
D,Mustafi,5.0,5.0,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G,Leno,5.0,5.0,Arsenal,89,3.352,88,4.232,87,3.967,85,3.728,87,4.069,85,4.163,86,3.192,86,3.989
M,Xhaka,5.2,5.2,Arsenal,84,2.22,81,2.61,80,2.47,79,2.388,78,2.483,76,2.604,75,1.93,77,2.424
D,Marí,4.4,4.4,Arsenal,58,1.563,60,2.844,59,2.549,60,2.414,59,2.664,58,2.89,57,1.439,56,2.499
D,Bellerín,5.1,5.1,Arsenal,80,2.321,77,3.928,75,3.488,74,3.207,71,3.459,73,3.949,71,1.902,70,3.354
G,Martínez,5.4,5.0,Aston Villa,89,3.836,89,3.118,87,3.04,88,4.051,85,3.305,87,3.207,86,3.738,85,3.097
D,Chambers,4.5,4.5,Arsenal,1,0.03,2,0.099,4,0.181,3,0.128,4,0.19,4,0.209,5,0.137,7,0.327
D,Kolasinac,4.8,4.8,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Maitland-Niles,4.6,4.6,West Brom,81,1.337,67,2.094,64,1.363,65,1.674,62,2.063,63,1.28,67,1.18,62,1.773
D,Holding,4.2,4.2,Arsenal,47,1.369,44,2.233,48,2.22,48,2.075,48,2.329,51,2.727,48,1.308,49,2.339
D,Tierney,5.3,5.3,Arsenal,87,2.68,84,4.537,82,4.022,81,3.709,80,4.112,80,4.548,77,2.206,78,3.952
M,Pépé,7.6,7.6,Arsenal,42,2.18,26,1.673,26,1.59,27,1.633,32,2.028,27,1.918,29,1.337,29,1.8
M,Torreira,4.7,4.7,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Willock,4.7,4.7,Newcastle,76,2.556,71,2.585,71,2.531,68,2.098,66,2.263,64,2.111,62,1.859,67,2.725
M,Nelson,5.1,5.1,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.053
F,Nketiah,5.4,5.4,Arsenal,5,0.283,4,0.259,4,0.249,4,0.248,4,0.258,6,0.427,5,0.247,4,0.252
M,Smith Rowe,4.2,4.2,Arsenal,51,2.071,48,2.376,48,2.257,50,2.314,50,2.434,51,2.722,51,1.89,51,2.424
M,Saka,5.3,5.3,Arsenal,45,2.184,69,4.037,69,3.826,69,3.783,66,3.817,67,4.326,64,2.679,67,3.777
M,Guendouzi,4.7,4.7,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Martinelli,4.9,4.9,Arsenal,3,0.156,2,0.125,3,0.18,3,0.178,3,0.186,3,0.206,4,0.185,4,0.243
D,Saliba,4.0,4.0,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G,Heaton,4.5,4.5,Aston Villa,0,0,0,0,0,0,0,0,2,0.077,1,0.037,2,0.086,3,0.109
D,El Mohamady,4.3,4.3,Aston Villa,12,0.533,15,0.336,14,0.293,20,1.038,21,0.744,20,0.604,18,0.817,23,0.678
M,Lansbury,4.3,4.3,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Taylor,4.2,4.2,Aston Villa,0,0,2,0.039,2,0.037,2,0.087,3,0.092,4,0.106,4,0.154,4,0.103
G,Steer,3.9,3.9,Aston Villa,0,0,0,0,1,0.035,0,0,1,0.038,1,0.037,1,0.043,0,0
M,Hourihane,5.9,5.9,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Jota,5.9,5.9,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
