Pos,Name,BV,SV,Team,28_xMins,28_Pts,29_xMins,29_Pts,30_xMins,30_Pts,31_xMins,31_Pts,32_xMins,32_Pts,33_xMins,33_Pts,34_xMins,34_Pts,35_xMins,35_Pts
M,Özil,6.7,6.7,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Sokratis,4.8,4.8,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,David Luiz,5.4,5.4,Arsenal,69,2.281,67,2.231,67,1.854,67,3.05,65,2.859,66,2.702,67,2.983,63,3.173
M,Aubameyang,11.4,11.4,Arsenal,78,4.491,75,4.251,73,3.975,72,4.746,71,4.696,71,4.637,70,4.752,70,5.266
D,Cédric,4.6,4.6,Arsenal,12,0.415,16,0.554,17,0.495,16,0.749,18,0.816,19,0.805,20,0.919,23,1.193
F,Lacazette,8.1,8.1,Arsenal,55,2.97,57,3.006,55,2.834,52,3.104,55,3.3,55,3.3,53,3.256,53,3.569
D,Mustafi,5.0,5.0,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G,Leno,5.0,5.0,Arsenal,87,3.525,86,3.513,86,3.247,86,4.037,85,3.894,84,3.698,84,3.869,83,4.076
M,Xhaka,5.2,5.2,Arsenal,85,2.346,82,2.267,80,2.135,78,2.442,77,2.419,77,2.354,74,2.355,73,2.492
D,Marí,4.4,4.4,Arsenal,58,1.9,62,2.039,60,1.636,56,2.532,60,2.613,56,2.269,55,2.425,58,2.879
D,Bellerín,5.1,5.1,Arsenal,72,2.546,70,2.467,70,2.058,69,3.337,68,3.186,68,2.964,69,3.268,64,3.432
G,Martínez,5.4,5.0,Aston Villa,88,3.791,87,3.295,87,3.702,86,3.013,86,3.007,85,3.903,85,3.32,85,3.135
D,Chambers,4.5,4.5,Arsenal,2,0.07,1,0.035,4,0.12,3,0.141,5,0.228,4,0.171,6,0.277,6,0.312
D,Kolasinac,4.8,4.8,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Maitland-Niles,4.6,4.6,West Brom,64,2.09,0,0,63,1.116,61,1.875,62,1.397,62,1.575,61,2.047,61,1.317
D,Holding,4.4,4.4,Arsenal,45,1.575,43,1.523,44,1.304,47,2.267,44,2.055,48,2.085,49,2.31,45,2.391
D,Tierney,5.2,5.2,Arsenal,82,3.058,80,3.016,78,2.443,78,3.985,76,3.751,77,3.55,73,3.654,74,4.165
M,Pépé,7.6,7.6,Arsenal,30,1.635,30,1.62,35,1.804,33,2.017,36,2.207,34,2.064,36,2.256,34,2.345
M,Torreira,4.7,4.7,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Willock,4.7,4.7,Newcastle,74,2.741,73,2.467,63,2.258,58,2.281,59,2.213,55,1.822,55,2.002,54,1.887
M,Nelson,5.1,5.1,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,Nketiah,5.4,5.4,Arsenal,4,0.233,5,0.284,5,0.278,5,0.311,5,0.314,5,0.313,6,0.383,5,0.347
M,Smith Rowe,4.3,4.3,Arsenal,33,1.433,57,2.346,58,2.307,59,2.761,54,2.538,52,2.414,55,2.632,54,2.812
M,Saka,5.3,5.3,Arsenal,68,3.352,68,3.364,67,3.155,66,3.726,66,3.738,66,3.691,65,3.757,65,4.137
M,Guendouzi,4.7,4.7,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Martinelli,4.9,4.9,Arsenal,2,0.108,2,0.107,4,0.207,4,0.241,4,0.242,5,0.3,4,0.247,6,0.404
D,Saliba,4.0,4.0,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G,Heaton,4.5,4.5,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,El Mohamady,4.3,4.3,Aston Villa,75,3.399,49,1.657,44,1.971,33,0.773,33,0.685,15,0.782,15,0.544,17,0.526
M,Lansbury,4.3,4.3,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Taylor,4.2,4.2,Aston Villa,2,0.076,3,0.088,3,0.113,2,0.041,2,0.038,3,0.131,3,0.093,4,0.107
G,Steer,3.9,3.9,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Hourihane,5.9,5.9,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Jota,5.9,5.9,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
