,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,region,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90
0,0.0,0.0,438098,0,0,-1,1,0,3,0.0,0.0,0,Fábio,0.0,1,False,Has joined Portuguese side FC Porto on loan for the 2024/25 season,2024-08-29T11:06:25.241953Z,54,438098.jpg,0.0,Ferreira Vieira,0.0,False,,u,1,3,0,439,0,2717,4,0.0,0.0,Fábio Vieira,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,665,303,664,303,661,301,665,303,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,137,82,651,294,664,303,630,279,0.0,0.0
1,100.0,100.0,205651,0,0,-2,2,0,4,1.8,1.3,1,Gabriel,0.8,2,False,,2024-08-25T11:00:05.312580Z,68,205651.jpg,0.7,Fernando de Jesus,0.9,False,,a,1,3,6,56254,629,217905,1016,0.1,0.9,G.Jesus,30.0,121,0,0,0,2,0,0,0,3,0,0,0,28,17.8,36.2,64.0,11.7,1,0.67,0.07,0.74,1.37,361,35,258,29,166,33,293,32,,,,,,,0.5,0.0,0.05,0.55,1.02,1.49,32,14,299,38,439,45,210,37,0.74,0.0
2,100.0,100.0,226597,-1,1,1,-1,1,2,2.5,2.0,2,Gabriel,1.5,3,False,,2024-10-27T22:00:05.718030Z,61,226597.jpg,4.1,dos Santos Magalhães,21.9,False,,a,1,3,45,2173713,23305,1344240,18676,0.2,7.4,Gabriel,30.0,953,2,0,3,11,0,0,0,1,0,0,4,166,260.0,64.7,176.0,50.1,11,1.49,0.48,1.97,11.47,37,11,190,50,52,2,62,10,,,,,,,0.14,0.0,0.05,0.19,1.08,1.04,75,5,217,64,49,6,15,5,1.04,0.28
3,100.0,75.0,219847,0,0,0,0,1,4,2.5,1.5,1,Kai,1.5,4,False,,2024-11-07T09:00:07.112803Z,80,219847.jpg,4.2,Havertz,11.4,False,,a,1,3,46,1977820,3460,2295979,41070,0.2,5.8,Havertz,80.0,990,4,1,3,12,0,0,0,2,0,0,7,169,234.8,137.4,359.0,73.1,11,4.50,1.12,5.62,11.93,59,8,91,4,7,3,23,6,,,,,3.0,,0.41,0.0,0.1,0.51,1.08,1.09,12,4,222,30,45,15,36,8,1.0,0.27
4,0.0,0.0,463748,0,0,0,0,0,1,0.0,0.0,0,Karl,0.0,5,False,Loaned to Real Valladolid,2024-08-14T08:31:46.556082Z,40,463748.jpg,0.0,Hein,0.0,False,,u,1,3,0,0,0,3627,29,0.0,0.0,Hein,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,490,54,476,37,438,28,493,54,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,634,65,421,47,494,54,547,67,0.0,0.0
5,100.0,100.0,445122,0,0,0,0,0,2,2.2,1.7,2,Jurriën,1.2,6,False,,2024-10-04T13:30:05.569185Z,55,445122.jpg,2.7,Timber,1.3,False,,a,1,3,24,239803,3533,212852,1367,0.2,4.4,J.Timber,152.0,683,0,1,2,7,0,0,0,3,0,0,0,89,117.4,127.1,42.0,28.5,8,0.36,0.31,0.67,7.86,186,74,104,22,213,56,183,51,,,,,,,0.05,0.0,0.04,0.09,1.04,0.92,121,12,239,75,150,40,183,69,1.05,0.26
6,,,85955,0,0,-2,2,0,3,1.0,0.5,0,Jorge Luiz,0.0,7,False,,,48,85955.jpg,1.3,Frello Filho,0.2,False,,a,1,3,4,19244,137,34136,338,0.0,0.8,Jorginho,106.0,154,0,0,1,1,0,0,0,2,0,0,0,16,4.4,21.6,1.0,2.7,2,0.04,0.15,0.19,1.10,417,205,295,169,384,211,389,194,,,,,,,0.02,0.0,0.09,0.11,0.64,0.58,294,194,594,256,319,153,338,117,1.17,0.58
7,,,440854,0,0,-2,2,0,2,1.2,0.7,0,Jakub,0.2,8,False,,,48,440854.jpg,0.8,Kiwior,0.2,False,,a,1,3,3,8029,96,17187,189,0.0,0.6,Kiwior,172.0,96,0,0,0,4,0,0,0,0,0,0,0,-3,16.2,1.0,0.0,1.7,0,0.00,0.00,0.00,3.17,368,129,401,140,617,219,408,136,,,,,,,0.0,0.0,0.0,0.0,2.97,3.75,318,38,352,119,429,142,399,145,0.0,0.0
8,100.0,100.0,444145,0,0,-1,1,1,3,4.2,3.7,8,Gabriel,3.2,9,False,,2024-10-18T16:00:06.884775Z,69,444145.jpg,4.3,Martinelli Silva,3.4,False,,a,1,3,47,521693,7668,501168,6983,0.5,6.8,Martinelli,30.0,678,3,2,3,9,0,0,0,0,0,0,4,160,205.4,169.8,265.0,64.0,8,2.01,1.85,3.86,8.52,75,24,60,48,25,14,38,26,,,,,,,0.27,0.0,0.25,0.52,1.13,1.19,30,17,82,32,39,18,97,27,1.06,0.4
9,,,499175,0,0,0,0,0,3,1.8,1.3,0,Ethan,0.8,12,False,,,45,499175.jpg,1.0,Nwaneri,0.3,False,,a,1,3,5,41790,731,32749,759,0.2,1.1,Nwaneri,241.0,52,0,0,0,0,0,0,0,0,0,0,0,18,15.8,13.6,20.0,5.0,0,0.05,0.17,0.22,0.17,371,177,323,185,271,150,358,177,,,,,,,0.09,0.0,0.29,0.38,0.29,0.0,433,263,275,128,371,174,295,96,0.0,0.0
10,100.0,100.0,184029,0,0,-3,3,0,3,2.8,2.3,7,Martin,1.8,13,False,,2024-09-10T00:30:06.311550Z,82,184029.jpg,3.5,Ødegaard,3.4,False,,a,1,3,14,123668,12002,1344661,1025,0.2,1.7,Ødegaard,161.0,343,0,1,2,2,0,0,0,1,0,0,2,55,62.8,125.7,66.0,25.5,4,0.57,0.97,1.54,4.21,278,128,108,79,163,99,201,104,3.0,,1.0,,2.0,,0.15,0.0,0.25,0.4,1.1,0.52,11,8,203,94,81,36,99,29,1.05,0.52
11,100.0,100.0,154561,0,0,1,-1,1,1,2.5,2.0,2,David,1.5,15,False,,2024-09-25T21:30:06.211210Z,56,154561.jpg,3.8,Raya Martin,28.8,False,,a,1,3,42,1697403,9719,1451089,23138,0.3,7.5,Raya,200.0,990,0,0,3,12,0,0,0,2,0,34,6,154,287.0,0.0,0.0,28.8,11,0.00,0.01,0.01,11.93,23,9,669,72,667,72,179,9,,,,,,,0.0,3.09,0.0,0.0,1.08,1.09,103,1,216,21,61,10,6,1,1.0,0.27
12,75.0,75.0,204480,0,0,-2,2,0,3,2.8,2.5,2,Declan,2.8,16,False,Knock - 75% chance of playing,2024-11-07T09:00:07.142642Z,63,204480.jpg,1.9,Rice,2.7,False,,d,1,3,19,135791,469,517338,5752,0.4,3.0,Rice,241.0,832,0,1,2,12,0,0,0,2,1,0,0,122,156.2,229.4,89.0,46.9,10,0.74,1.23,1.97,9.23,134,46,33,28,124,81,72,43,2.0,,2.0,,,,0.08,0.0,0.13,0.21,1.0,1.3,56,34,109,46,249,112,112,34,1.08,0.22
13,75.0,100.0,223340,0,0,1,-1,2,3,3.2,3.7,2,Bukayo,3.2,17,True,Knock - 75% chance of playing,2024-11-10T23:00:07.191683Z,101,223340.jpg,6.7,Saka,25.7,False,,d,1,3,67,2688317,52740,3269993,33228,0.3,6.6,Saka,241.0,820,3,7,3,9,0,0,0,1,0,0,10,274,338.0,406.1,391.0,113.4,10,2.46,3.42,5.88,8.24,9,4,3,3,5,4,3,2,1.0,,,,1.0,,0.27,0.0,0.38,0.65,0.9,0.99,4,3,86,34,7,5,10,5,1.1,0.33
14,100.0,100.0,462424,0,0,0,0,0,2,1.2,0.7,2,William,0.2,18,False,,2024-10-19T19:30:06.564445Z,60,462424.jpg,2.3,Saliba,22.1,False,,a,1,3,23,755219,9674,2600658,13844,0.0,3.8,Saliba,73.0,839,0,0,3,10,0,0,0,2,1,0,0,128,154.8,34.7,10.0,20.1,10,0.00,0.57,0.57,9.29,138,57,260,78,316,103,242,79,,,,,,,0.0,0.0,0.06,0.06,1.0,1.07,79,6,364,123,192,62,14,4,1.07,0.32
15,,,167199,0,0,0,0,0,3,3.0,2.5,2,Thomas,2.0,20,False,,,50,167199.jpg,2.8,Partey,1.0,False,,a,1,3,31,228117,583,174982,2226,0.4,6.2,Thomas,81.0,972,1,0,3,12,0,0,0,2,0,0,3,174,197.2,135.0,38.0,37.2,11,0.51,0.50,1.01,11.84,82,28,94,70,220,125,114,70,,,,,,,0.05,0.0,0.05,0.1,1.1,1.11,195,122,172,72,137,57,200,60,1.02,0.28
16,0.0,0.0,192895,0,0,-2,2,0,2,0.0,0.0,0,Kieran,0.0,21,False,Hamstring injury - Unknown return date,2024-08-12T14:30:04.394338Z,43,192895.jpg,0.0,Tierney,0.0,False,,i,1,3,0,560,13,4103,25,0.0,0.0,Tierney,243.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,526,199,514,198,485,189,529,199,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,549,131,470,186,532,197,593,201,0.0,0.0
17,0.0,0.0,223723,0,0,-2,2,0,2,0.0,0.0,0,Tomiyasu,0.0,22,False,Knee injury - Unknown return date,2024-10-18T16:00:06.930143Z,48,223723.jpg,1.0,Takehiro,0.0,False,,i,1,3,1,1232,14,6918,40,0.0,0.2,Tomiyasu,108.0,6,0,0,0,0,0,0,0,0,0,0,0,2,0.4,0.3,9.0,1.0,0,0.18,0.00,0.18,0.04,441,151,413,146,324,106,425,143,,,,,,,2.7,0.0,0.0,2.7,0.6,0.0,310,36,599,217,391,136,539,191,0.0,0.0
18,,,116216,0,0,-1,1,1,3,3.0,2.5,1,Leandro,2.0,23,False,,,69,116216.jpg,2.8,Trossard,2.0,False,,a,1,3,31,320911,1090,358154,5486,0.3,4.5,Trossard,21.0,586,2,1,2,8,0,0,0,0,1,0,3,107,129.0,130.8,156.0,41.4,7,1.56,0.40,1.96,5.29,173,65,100,75,67,40,98,60,,,,,4.0,,0.24,0.0,0.06,0.3,0.81,1.23,28,15,185,83,144,63,139,44,1.08,0.31
19,100.0,100.0,198869,0,0,-3,3,0,2,2.5,2.0,1,Benjamin,1.5,24,False,,2024-11-01T10:30:05.992177Z,62,198869.jpg,3.0,White,4.0,False,,a,1,3,27,141740,2940,785239,3221,0.2,4.4,White,241.0,694,0,1,3,7,0,0,0,2,0,0,0,112,128.4,55.3,29.0,21.3,7,0.13,0.32,0.45,9.87,175,70,212,56,240,68,237,75,,,,,,,0.02,0.0,0.04,0.06,1.28,0.91,67,4,218,65,123,32,85,33,0.91,0.39
20,100.0,100.0,206325,0,0,-2,2,0,2,1.2,0.7,0,Oleksandr,0.2,25,False,,2024-09-15T23:00:06.018330Z,48,206325.jpg,2.7,Zinchenko,1.0,False,,a,1,3,8,78403,395,280287,676,0.0,1.7,Zinchenko,225.0,107,0,0,1,0,0,0,0,0,0,0,0,30,11.8,7.3,8.0,2.7,1,0.00,0.05,0.05,0.68,381,136,356,115,328,108,390,128,,,,,,,0.0,0.0,0.04,0.04,0.57,0.0,304,34,349,118,148,39,201,77,0.84,0.84
21,100.0,100.0,69752,0,0,-2,2,0,1,1.0,0.5,0,Norberto,0.0,73,False,,2024-10-05T17:30:06.760449Z,43,69752.jpg,3.5,Murara Neto,1.0,False,,a,1,3,7,80770,95,211854,944,0.0,1.6,Neto,30.0,180,0,0,0,2,0,0,0,0,0,11,0,30,77.8,0.0,0.0,7.8,2,0.00,0.00,0.00,2.91,248,25,511,47,479,38,327,25,,,,,,,0.0,5.5,0.0,0.0,1.46,1.0,535,33,463,57,71,11,199,28,1.0,0.0
22,100.0,0.0,103955,0,0,-3,3,0,3,1.2,0.0,0,Raheem,0.2,186,False,,2024-11-02T15:00:07.534992Z,67,103955.jpg,1.0,Sterling,0.9,False,,a,1,3,4,44305,189,140641,573,0.0,0.6,Sterling,241.0,121,0,0,0,1,0,0,0,0,0,0,0,10,4.8,15.9,47.0,6.7,2,0.33,0.05,0.38,0.59,416,204,313,181,204,119,335,165,,,,,,,0.25,0.0,0.04,0.29,0.44,0.74,37,20,368,184,419,211,208,65,1.49,0.0
23,0.0,0.0,466075,0,0,-2,2,1,2,0.0,0.0,0,Riccardo,0.2,578,False,Knee injury - Expected back 23 Nov,2024-10-23T08:00:07.835459Z,58,466075.jpg,2.3,Calafiori,1.4,False,,i,1,3,14,165037,71,311492,3120,0.0,2.4,Calafiori,106.0,384,1,0,0,6,0,0,0,1,0,0,1,60,119.8,42.8,100.0,26.2,4,0.50,0.41,0.91,4.97,184,72,242,69,111,13,199,58,,,,,,,0.12,0.0,0.1,0.22,1.16,1.41,93,8,363,122,191,61,177,66,0.94,0.0
24,,,499169,0,0,0,0,0,3,1.2,0.7,0,Myles,0.2,597,False,,,45,499169.jpg,0.5,Lewis-Skelly,0.1,False,,a,1,3,1,7126,96,6023,138,0.0,0.2,Lewis-Skelly,241.0,15,0,0,0,2,0,0,0,1,0,0,0,5,3.2,0.4,2.0,0.6,0,0.00,0.00,0.00,0.80,427,210,408,217,371,202,433,214,,,,,,,0.0,0.0,0.0,0.0,4.8,12.0,432,262,344,167,444,223,493,187,0.0,0.0
25,100.0,75.0,195384,0,0,0,0,0,3,4.0,2.6,1,Mikel,3.0,633,False,,2024-11-08T15:00:08.397380Z,60,195384.jpg,2.6,Merino,0.1,False,,a,1,3,13,15832,159,8460,917,0.5,2.2,Merino,200.0,278,1,0,0,5,0,0,0,1,0,0,1,61,94.2,47.8,64.0,20.7,3,1.02,0.31,1.33,3.50,222,93,230,140,165,101,240,119,,,,,,,0.33,0.0,0.1,0.43,1.13,1.62,78,52,97,40,161,69,449,165,0.97,0.0
26,,,498046,0,0,0,0,0,3,1.0,0.5,0,Salah-Eddine,0.0,638,False,,,45,498046.jpg,0.0,Oulad M'hand,0.0,False,,a,1,3,0,1654,13,1121,26,0.0,0.0,Oulad M'hand,152.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,593,254,592,259,573,249,596,257,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,431,261,553,225,599,260,622,273,0.0,0.0
