,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90
0,0.0,0.0,232223,0,0,-1,1,0,4,0.0,0.0,0,Folarin,0.0,1,False,Transferred to Monaco,2023-08-31T08:55:15.272751Z,44,232223.jpg,0.0,Balogun,0.2,False,,u,1,3,0,10024,0,59727,59,0.0,0.0,Balogun,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,599,58,586,60,574,59,604,59,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,523,93,554,55,610,64,304,47,0.0,0.0
1,,,58822,0,0,-1,1,0,2,0.5,0.5,0,Cédric,0.0,2,False,,,39,58822.jpg,0.0,Alves Soares,0.4,False,,a,1,3,0,28055,193,30184,211,0.0,0.0,Cédric,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,462,163,441,160,417,149,466,161,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,715,227,387,122,473,158,251,99,0.0,0.0
2,100.0,100.0,153256,0,0,-1,1,0,3,1.5,1.5,0,Mohamed,1.0,3,False,,2023-08-11T13:00:06.079379Z,44,153256.jpg,4.0,Elneny,0.1,False,,a,1,3,4,11816,63,14730,84,0.2,0.9,M.Elneny,1,0,1,0,0,0,0,0,0,0,0,0,12,1.8,0.5,2.0,0.4,0,0.00,0.00,0.00,0.00,447,209,420,211,400,200,445,208,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,491,281,236,111,53,30,401,129,0.0,0.0
3,0.0,0.0,438098,0,0,-1,1,0,3,0.0,0.0,0,Fábio,1.2,4,False,Suspended until 09 Dec,2023-11-12T02:00:08.552136Z,54,438098.jpg,2.6,Ferreira Vieira,0.1,False,,s,1,3,21,11362,2,16602,105,0.2,3.9,Fábio Vieira,236,1,3,1,2,0,0,0,0,1,0,0,62,79.4,63.6,77.0,21.9,2,1.20,0.35,1.55,1.48,264,105,199,116,160,95,245,114,5.0,,,,4.0,,0.46,0.0,0.13,0.59,0.56,0.76,126,80,229,106,184,83,402,130,0.76,0.38
4,100.0,100.0,226597,0,0,-2,2,0,2,3.0,3.0,6,Gabriel,2.5,5,False,,2023-09-30T23:00:07.672676Z,48,226597.jpg,3.2,dos Santos Magalhães,15.4,False,,a,1,3,35,929682,8856,2301920,2176,0.5,7.3,Gabriel,834,0,0,4,7,0,0,0,1,0,0,2,165,152.0,29.4,53.0,23.5,9,0.40,0.13,0.53,8.61,160,64,299,101,195,45,228,71,,,,,,,0.04,0.0,0.01,0.05,0.93,0.76,302,35,111,30,118,37,21,7,0.97,0.43
5,,,219847,0,0,-4,4,0,3,3.3,3.3,6,Kai,2.8,6,False,,,71,219847.jpg,2.4,Havertz,1.5,False,,a,1,3,31,40765,816,351318,310,0.4,4.4,Havertz,722,2,1,3,6,0,0,0,4,0,0,0,86,132.2,131.0,182.0,44.5,8,2.62,0.69,3.31,6.22,185,72,98,68,55,34,96,59,,,,,3.0,,0.33,0.0,0.09,0.42,0.78,0.75,28,16,103,51,202,90,146,45,1.0,0.37
6,100.0,100.0,205651,0,0,-2,2,0,4,1.0,1.0,2,Gabriel,0.5,8,False,,2023-10-24T23:30:07.618920Z,78,205651.jpg,2.5,Fernando de Jesus,2.3,False,,a,1,3,20,443544,4340,524058,1186,0.1,2.6,G.Jesus,427,1,1,3,4,0,0,0,2,0,0,2,51,72.4,60.8,191.0,32.3,5,2.22,0.31,2.53,4.83,275,34,211,32,52,20,167,28,,,,,,,0.47,0.0,0.07,0.54,1.02,0.84,15,6,333,44,197,26,126,20,1.05,0.63
7,100.0,100.0,85955,0,0,-2,2,0,3,1.7,1.7,1,Jorge Luiz,1.2,9,False,,2023-08-07T15:30:05.168632Z,53,85955.jpg,1.4,Frello Filho,0.2,False,,a,1,3,14,7642,64,15426,88,0.2,2.6,Jorginho,382,0,0,1,6,0,0,0,1,0,0,0,63,50.6,64.7,9.0,12.4,4,0.09,0.30,0.39,4.68,312,134,197,115,362,183,314,142,,,,,,,0.02,0.0,0.07,0.09,1.1,1.41,132,82,226,104,327,154,327,99,0.94,0.24
8,,,440854,0,0,-2,2,0,2,2.3,2.3,0,Jakub,1.8,10,False,,,43,440854.jpg,2.2,Kiwior,0.1,False,,a,1,3,9,3879,30,7584,39,0.4,2.1,Kiwior,182,0,0,1,2,0,0,0,0,0,0,0,42,29.4,6.4,16.0,5.3,2,0.32,0.05,0.37,0.87,357,137,380,137,322,110,381,136,,,,,,,0.16,0.0,0.02,0.18,0.43,0.99,598,153,166,53,218,73,423,165,0.99,0.49
9,0.0,0.0,479683,0,0,0,0,0,3,0.0,0.0,0,Marcus,0.0,11,False,Season long loan to FC Nantes,2023-08-14T03:57:12.475590Z,45,479683.jpg,0.0,Oliveira Alencar,0.0,False,,u,1,3,0,819,0,11468,7,0.0,0.0,Marquinhos,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,655,263,649,263,640,259,660,267,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,425,246,616,238,664,269,517,181,0.0,0.0
10,100.0,100.0,444145,0,0,-2,2,0,3,2.7,2.7,2,Gabriel,2.2,12,False,,2023-11-12T02:00:08.588141Z,78,444145.jpg,3.0,Martinelli Silva,7.4,False,,a,1,3,33,794729,4414,1455728,6540,0.3,4.2,Martinelli,799,1,2,3,8,0,0,0,1,0,0,0,139,163.0,301.8,288.0,75.0,10,1.29,1.59,2.88,7.00,150,58,22,17,29,16,30,22,2.0,,3.0,,,,0.15,0.0,0.18,0.33,0.79,0.9,16,9,137,63,142,63,55,19,1.13,0.34
11,100.0,100.0,205533,0,0,2,-2,1,4,5.7,5.7,1,Eddie,5.2,13,False,,2023-11-09T08:30:08.250179Z,57,205533.jpg,3.9,Nketiah,10.1,False,,a,1,3,51,1455007,7320,856317,25986,0.9,8.9,Nketiah,790,5,2,6,5,0,0,0,2,0,0,5,162,182.4,94.3,289.0,55.8,9,3.18,0.31,3.49,6.14,128,15,144,16,28,13,62,14,,,,,,,0.36,0.0,0.04,0.4,0.7,0.57,83,26,21,3,68,11,41,7,1.03,0.68
12,100.0,75.0,184029,0,0,-2,2,1,3,1.3,1.0,3,Martin,0.8,14,False,,2023-11-04T21:00:08.152623Z,83,184029.jpg,5.1,Ødegaard,13.2,False,,a,1,3,51,1084704,3377,2186108,5998,0.1,6.1,Ødegaard,879,3,2,5,7,0,0,0,1,0,0,6,171,222.6,262.6,209.0,69.4,10,2.70,1.30,4.00,8.72,85,31,28,22,43,25,35,26,3.0,,1.0,,2.0,,0.28,0.0,0.13,0.41,0.89,0.72,10,7,296,145,21,13,27,9,1.02,0.51
13,0.0,0.0,167199,0,0,-2,2,0,3,0.0,0.0,0,Thomas,0.0,15,False,Muscle injury - Unknown return date,2023-10-25T12:00:07.465521Z,48,167199.jpg,1.8,Partey,0.2,False,,i,1,3,7,8494,4,35855,56,0.0,1.5,Thomas,250,0,0,1,2,0,0,0,0,0,0,0,58,55.8,60.0,15.0,13.1,3,0.07,0.21,0.28,2.53,303,126,214,122,330,166,309,139,,,,,,,0.03,0.0,0.08,0.11,0.91,0.72,290,190,667,273,274,118,348,107,1.08,0.36
14,0.0,0.0,195735,0,0,-1,1,0,3,0.0,0.0,0,Nicolas,0.0,16,False,Permanent move to Trabzonspor,2023-09-11T14:13:51.462896Z,49,195735.jpg,0.0,Pépé,0.0,False,,u,1,3,0,667,0,6211,11,0.0,0.0,Pepe,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,704,298,702,297,699,295,706,299,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,242,155,679,282,707,299,519,182,0.0,0.0
