Pos,Name,BV,SV,Team,28_xMins,28_Pts,29_xMins,29_Pts,30_xMins,30_Pts,31_xMins,31_Pts,32_xMins,32_Pts,33_xMins,33_Pts,34_xMins,34_Pts,35_xMins,35_Pts
M,Özil,6.7,6.7,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Sokratis,4.8,4.8,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,David Luiz,5.4,5.4,Arsenal,71,2.328,67,2.217,68,1.894,66,3.002,66,2.881,64,2.614,64,2.868,65,3.252
M,Aubameyang,11.4,11.4,Arsenal,78,4.486,75,4.244,72,3.928,72,4.739,71,4.679,70,4.558,70,4.744,70,5.254
D,Cédric,4.6,4.6,Arsenal,10,0.343,13,0.447,18,0.527,20,0.939,17,0.765,17,0.718,21,0.971,18,0.925
F,Lacazette,8.1,8.1,Arsenal,56,3.018,56,2.957,57,2.947,54,3.213,56,3.34,55,3.294,54,3.309,52,3.498
D,Mustafi,5.0,5.0,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G,Leno,5.0,5.0,Arsenal,87,3.512,86,3.497,86,3.262,85,3.986,85,3.877,84,3.693,84,3.893,84,4.111
M,Xhaka,5.2,5.2,Arsenal,85,2.341,82,2.262,80,2.136,78,2.443,77,2.406,77,2.349,75,2.387,73,2.483
D,Marí,4.4,4.4,Arsenal,57,1.853,59,1.931,59,1.621,62,2.798,58,2.507,57,2.302,59,2.617,56,2.763
D,Bellerín,5.1,5.1,Arsenal,73,2.557,71,2.486,70,2.072,69,3.334,70,3.253,68,2.954,66,3.153,68,3.623
G,Martínez,5.4,5.0,Aston Villa,88,3.859,87,3.308,87,3.722,86,3.023,86,3.012,85,3.916,85,3.336,84,3.112
D,Chambers,4.5,4.5,Arsenal,2,0.07,2,0.07,3,0.091,3,0.141,5,0.226,6,0.256,6,0.279,5,0.258
D,Kolasinac,4.8,4.8,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Maitland-Niles,4.6,4.6,West Brom,61,2.03,0,0,64,1.149,64,1.981,62,1.41,60,1.54,61,2.06,62,1.35
D,Holding,4.4,4.4,Arsenal,45,1.564,45,1.583,44,1.312,44,2.121,44,2.035,46,1.993,47,2.231,48,2.533
D,Tierney,5.2,5.2,Arsenal,82,3.036,80,2.991,77,2.429,76,3.879,74,3.623,74,3.401,74,3.726,75,4.195
M,Pépé,7.6,7.6,Arsenal,32,1.742,33,1.771,30,1.556,38,2.324,33,2.018,36,2.175,37,2.305,39,2.667
M,Torreira,4.7,4.7,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Willock,4.7,4.7,Newcastle,74,2.699,73,2.442,63,2.211,59,2.287,52,1.953,55,1.801,52,1.886,57,1.972
M,Nelson,5.1,5.1,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,Nketiah,5.4,5.4,Arsenal,5,0.29,5,0.284,5,0.278,5,0.311,5,0.313,5,0.312,6,0.383,6,0.415
M,Smith Rowe,4.3,4.3,Arsenal,34,1.476,55,2.271,57,2.272,55,2.584,56,2.612,57,2.626,56,2.678,54,2.803
M,Saka,5.3,5.3,Arsenal,69,3.395,68,3.351,68,3.198,67,3.78,67,3.776,66,3.673,66,3.804,65,4.111
M,Guendouzi,4.7,4.7,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Martinelli,4.9,4.9,Arsenal,3,0.162,3,0.161,4,0.207,4,0.241,4,0.241,5,0.299,5,0.308,5,0.34
D,Saliba,4.0,4.0,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G,Heaton,4.5,4.5,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,1,0.039,0,0
D,El Mohamady,4.3,4.3,Aston Villa,73,3.396,45,1.538,44,1.977,32,0.772,32,0.682,15,0.784,15,0.548,18,0.564
M,Lansbury,4.3,4.3,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Taylor,4.2,4.2,Aston Villa,2,0.078,4,0.119,3,0.114,2,0.043,4,0.076,3,0.131,4,0.126,5,0.135
G,Steer,3.9,3.9,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.037
M,Hourihane,5.9,5.9,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Jota,5.9,5.9,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
