Pos,Name,BV,SV,Team,27_xMins,27_Pts,28_xMins,28_Pts,29_xMins,29_Pts,30_xMins,30_Pts,31_xMins,31_Pts,32_xMins,32_Pts,33_xMins,33_Pts,34_xMins,34_Pts
M,Özil,6.7,6.7,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Sokratis,4.8,4.8,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,David Luiz,5.4,5.4,Arsenal,60,2.612,61,2.313,58,2.108,56,1.564,58,2.55,57,2.65,59,2.487,57,2.573
M,Aubameyang,11.3,11.3,Arsenal,67,4.123,66,3.943,65,3.703,65,3.439,64,3.933,64,4.272,64,4.067,63,4.148
D,Cédric,4.6,4.6,Arsenal,15,0.656,18,0.688,20,0.733,19,0.538,22,0.974,23,1.075,23,0.976,23,1.044
F,Lacazette,8.1,8.1,Arsenal,71,4.062,67,3.773,67,3.587,64,3.273,64,3.615,65,3.981,65,3.887,61,3.764
D,Mustafi,5.0,5.0,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G,Leno,5.0,5.0,Arsenal,88,3.982,87,3.633,85,3.54,85,3.186,85,3.871,85,3.935,85,3.738,84,3.825
M,Xhaka,5.2,5.2,Arsenal,83,2.523,81,2.38,80,2.288,78,2.102,77,2.368,78,2.512,79,2.43,74,2.376
D,Marí,4.4,4.4,Arsenal,40,1.682,41,1.486,40,1.396,41,1.092,42,1.787,44,1.962,44,1.78,41,1.773
D,Bellerín,5.1,5.1,Arsenal,79,3.551,77,3.008,75,2.797,76,2.163,75,3.414,72,3.455,76,3.304,73,3.4
G,Martínez,5.3,4.9,Aston Villa,88,3.893,88,3.788,87,3.456,87,3.803,86,3.015,87,3.043,85,3.844,85,3.382
D,Chambers,4.5,4.5,Arsenal,0,0,0,0,0,0,0,0,0,0,1,0.047,1,0.043,1,0.046
D,Kolasinac,4.8,4.8,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Maitland-Niles,4.6,4.6,West Brom,60,2.522,45,1.625,0,0,49,0.922,47,1.584,47,1.213,50,1.329,48,1.803
D,Holding,4.4,4.4,Arsenal,66,2.957,67,2.6,68,2.531,64,1.823,63,2.858,63,3.007,60,2.598,64,2.965
D,Tierney,5.2,5.2,Arsenal,84,4.02,81,3.391,80,3.21,79,2.422,77,3.731,78,3.975,76,3.537,76,3.776
M,Pépé,7.6,7.6,Arsenal,37,2.133,41,2.289,39,2.084,40,1.988,40,2.265,40,2.444,40,2.362,41,2.496
M,Torreira,4.7,4.7,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Willock,4.7,4.7,Newcastle,73,2.791,72,2.642,71,2.456,63,2.289,60,2.265,56,2.112,58,1.867,53,1.902
M,Nelson,5.1,5.1,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,Nketiah,5.4,5.4,Arsenal,5,0.308,6,0.361,6,0.346,4,0.222,7,0.418,6,0.385,7,0.44,7,0.45
M,Smith Rowe,4.3,4.3,Arsenal,33,1.548,54,2.38,56,2.364,57,2.261,55,2.481,54,2.596,54,2.513,55,2.631
M,Saka,5.2,5.2,Arsenal,74,4.031,73,3.833,72,3.618,71,3.297,71,3.806,70,4.045,69,3.848,69,3.978
M,Guendouzi,4.7,4.7,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Martinelli,4.9,4.9,Arsenal,3,0.177,4,0.229,4,0.219,6,0.308,5,0.289,6,0.372,6,0.362,6,0.372
D,Saliba,4.0,4.0,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G,Heaton,4.5,4.5,Aston Villa,0,0,0,0,1,0.039,1,0.043,1,0.035,0,0,1,0.045,1,0.039
D,El Mohamady,4.3,4.3,Aston Villa,86,3.977,83,3.745,60,2.23,26,1.217,13,0.307,12,0.252,14,0.702,15,0.552
M,Lansbury,4.3,4.3,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Taylor,4.2,4.2,Aston Villa,3,0.12,9,0.347,6,0.194,5,0.199,5,0.103,3,0.056,4,0.17,3,0.096
G,Steer,3.9,3.9,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,1,0.045,1,0.039
M,Hourihane,5.9,5.9,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Jota,5.9,5.9,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
