,can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,region,team_join_date,birth_date,has_temporary_code,opta_code,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,scout_risks,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,defensive_contribution_per_90
0,True,True,,,154561,0,0,4,-4,1,1,5.0,5.0,6,David,4.0,1,False,,,59,154561.jpg,4.1,False,Raya Martín,33.3,False,,a,1,3,99,3542573,26826,2018757,9147,0.7,16.8,Raya,200.0,2024-07-04,1995-09-15,False,p154561,2160,0,0,12,17,0,0,0,1,0,33,4,392,340.8,20.3,0.0,36.2,19,196,1,0,24,0.00,0.05,0.05,16.63,,,,,,,[],115,17,380,3,800,93,267,16,0.0,1.38,0.0,0.0,0.69,0.71,93,1,58,3,61,4,7,1,1.0,0.5,0.0
1,True,True,,,109745,0,0,-4,4,0,1,1.0,1.0,0,Kepa,0.0,2,False,,,41,109745.jpg,0.0,False,Arrizabalaga Revuelta,0.4,False,,a,1,3,0,13342,113,73822,196,0.0,0.0,Arrizabalaga,200.0,2025-07-01,1994-10-03,False,p109745,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],610,83,603,72,571,57,612,83,0.0,0.0,0.0,0.0,0.0,0.0,649,38,545,77,619,83,274,36,0.0,0.0,0.0
2,True,False,0.0,0.0,463748,0,0,0,0,0,1,0.0,0.0,0,Karl,0.0,3,False,Has joined Werder Bremen on loan for the rest of the season.,2025-08-26T13:44:02.357864Z,40,463748.jpg,0.0,False,Hein,0.2,False,,u,1,3,0,5545,0,47215,77,0.0,0.0,Hein,67.0,2020-10-28,2002-04-13,False,p463748,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],569,72,562,61,529,46,571,72,0.0,0.0,0.0,0.0,0.0,0.0,679,54,502,66,579,72,360,53,0.0,0.0,0.0
3,True,True,,,551221,0,0,-1,1,0,1,1.0,1.0,0,Tommy,0.0,4,False,,,39,551221.jpg,0.0,False,Setford,0.2,False,,a,1,3,0,32428,91,29900,240,0.0,0.0,Setford,241.0,2024-07-24,2006-03-13,False,p551221,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],541,57,531,43,496,28,543,57,0.0,0.0,0.0,0.0,0.0,0.0,768,89,474,51,551,57,347,50,0.0,0.0,0.0
4,True,True,100.0,100.0,226597,0,0,10,-10,5,2,7.4,7.4,8,Gabriel,6.4,5,True,,2025-11-17T12:00:07.436586Z,70,226597.jpg,7.2,False,dos Santos Magalhães,39.3,False,,a,1,3,129,7411862,62134,4978919,2932,0.9,18.4,Gabriel,30.0,2020-09-01,1997-12-19,False,p226597,1535,3,2,11,10,0,0,0,1,0,0,18,421,510.2,79.6,184.0,77.2,131,26,18,149,17,1.72,0.83,2.55,10.15,,,,,,,[],40,16,262,79,120,22,103,31,0.1,0.0,0.05,0.15,0.6,0.59,41,1,8,1,1,1,3,1,1.0,0.64,8.74
5,True,True,100.0,100.0,462424,0,0,0,0,0,2,5.6,5.6,6,William,4.6,6,False,,2026-01-28T04:30:08.458028Z,60,462424.jpg,3.8,False,Saliba,12.5,False,,a,1,3,76,1536851,22195,1975401,3944,0.8,12.7,Saliba,73.0,2019-07-25,2001-03-24,False,p462424,1624,0,0,9,12,0,0,0,0,0,0,4,342,311.4,112.9,32.0,45.6,85,73,20,105,19,0.38,0.57,0.95,11.81,,,,,,,[],140,61,208,51,334,106,228,78,0.02,0.0,0.03,0.05,0.65,0.67,87,4,33,8,95,33,32,11,1.05,0.5,5.82
6,True,True,100.0,100.0,466075,0,0,1,-1,2,2,1.2,1.2,1,Riccardo,0.2,7,False,,2025-12-27T22:00:11.031357Z,56,466075.jpg,4.6,False,Calafiori,6.1,False,,a,1,3,78,2548956,3043,2365416,3085,0.0,13.9,Calafiori,106.0,2024-07-29,2002-05-19,False,p466075,1271,1,2,9,7,0,0,0,5,0,0,4,289,222.2,105.4,226.0,55.3,58,58,28,86,16,2.74,0.37,3.11,7.12,,,,,,,[],206,80,219,57,86,8,185,60,0.19,0.0,0.03,0.22,0.5,0.5,133,14,413,151,33,13,61,20,1.13,0.64,6.09
7,True,True,100.0,100.0,445122,0,0,8,-8,2,2,5.0,5.0,5,Jurriën,4.0,8,True,,2026-01-28T04:30:08.479318Z,63,445122.jpg,5.0,False,Timber,28.1,False,,a,1,3,115,5875660,41874,3065105,14660,0.6,18.3,J.Timber,152.0,2023-07-14,2001-06-17,False,p445122,1909,2,4,11,15,0,0,0,4,0,0,7,409,389.4,298.2,332.0,102.3,61,73,50,111,21,4.30,1.09,5.39,12.42,,,,,,,[],86,38,72,17,46,1,48,6,0.2,0.0,0.05,0.25,0.59,0.71,69,2,60,22,14,6,12,3,0.99,0.52,5.23
8,True,False,0.0,0.0,440854,0,0,-1,1,0,2,0.0,0.0,0,Jakub,0.0,9,False,has joined Porto on loan for the rest of the season.,2025-09-02T13:37:25.929594Z,54,440854.jpg,0.0,False,Kiwior,0.0,False,,u,1,3,0,1119,0,10853,8,0.0,0.0,Kiwior,172.0,2023-01-23,2000-02-15,False,p440854,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],792,263,791,263,787,262,792,263,0.0,0.0,0.0,0.0,0.0,0.0,173,20,782,263,792,263,585,211,0.0,0.0,0.0
9,True,True,,,499169,0,0,-4,4,0,2,1.2,1.2,0,Myles,0.2,10,False,,,51,499169.jpg,0.9,False,Lewis-Skelly,1.5,False,,a,1,3,12,130849,416,455115,1077,0.0,2.4,Lewis-Skelly,241.0,2022-12-04,2006-09-26,False,p499169,311,0,0,0,5,0,0,0,3,0,0,0,36,31.2,45.5,18.0,9.4,10,14,4,14,1,0.05,0.06,0.11,5.26,,,,,,,[],411,156,326,111,369,129,402,145,0.01,0.0,0.02,0.03,1.52,1.45,238,36,408,150,492,171,154,59,0.29,0.0,4.05
10,True,True,100.0,100.0,198869,0,0,-4,4,1,2,2.4,2.4,0,Benjamin,1.4,11,False,,2025-12-13T23:30:11.163639Z,51,198869.jpg,4.3,False,White,0.6,False,,a,1,3,30,341925,579,386771,1431,0.3,5.9,White,241.0,2021-07-30,1997-10-08,False,p198869,409,0,1,3,4,0,0,0,0,0,0,3,112,111.4,92.7,46.0,25.0,23,18,13,36,5,0.43,0.49,0.92,6.13,,,,,,,[],314,121,236,66,305,96,323,110,0.09,0.0,0.11,0.2,1.35,0.88,227,31,252,93,43,17,239,89,1.1,0.66,7.92
11,True,True,,,563324,0,0,-2,2,0,2,1.0,1.0,0,Brayden,0.0,13,False,,,38,563324.jpg,0.0,False,Clarke,0.4,False,,a,1,3,0,50634,174,74063,340,0.0,0.0,Clarke,,,,False,p563324,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],507,191,496,191,461,184,509,191,0.0,0.0,0.0,0.0,0.0,0.0,803,256,439,174,517,192,263,99,0.0,0.0,0.0
12,True,False,0.0,0.0,588793,0,0,-1,1,0,2,0.0,0.0,0,Maldini,0.0,14,False,has joined Morecambe on loan for the rest of the season.,2025-09-22T21:14:30.857843Z,39,588793.jpg,0.0,False,Kacurri,0.1,False,,u,1,3,0,10218,0,22355,23,0.0,0.0,Kacurri,,,,False,p588793,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],546,203,536,203,501,196,548,203,0.0,0.0,0.0,0.0,0.0,0.0,773,227,479,187,556,204,476,172,0.0,0.0,0.0
13,True,True,,,499167,0,0,-2,2,0,2,1.0,1.0,0,Josh,0.0,15,False,,,38,499167.jpg,0.0,False,Nichols,0.2,False,,a,1,3,0,17131,50,24913,104,0.0,0.0,Nichols,241.0,2024-07-24,2006-07-26,False,p499167,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],501,185,488,183,452,175,503,185,0.0,0.0,0.0,0.0,0.0,0.0,792,245,431,166,511,186,386,141,0.0,0.0,0.0
14,True,True,75.0,100.0,223340,0,0,0,0,1,3,2.2,3.0,0,Bukayo,2.0,16,False,Muscle injury - 75% chance of playing,2026-01-31T20:30:08.947854Z,100,223340.jpg,4.8,False,Saka,14.1,False,,d,1,3,101,3967484,989,4131066,141546,0.2,10.1,Saka,241.0,2018-11-28,2001-09-05,False,p223340,1543,4,7,8,12,0,0,0,1,0,0,10,394,421.2,628.1,564.0,161.4,11,81,26,118,17,5.58,5.11,10.69,9.95,2.0,,,,1.0,,[],68,21,7,7,11,4,6,4,0.33,0.0,0.3,0.63,0.58,0.7,5,3,197,87,25,10,27,10,0.99,0.47,6.88
15,True,True,100.0,100.0,184029,0,0,-2,2,1,3,4.8,4.8,4,Martin,3.8,17,False,,2025-10-04T20:00:07.945438Z,78,184029.jpg,3.2,False,Ødegaard,2.2,False,,a,1,3,57,371214,2088,554288,5401,0.5,7.3,Ødegaard,161.0,2021-08-20,1998-12-17,False,p184029,1012,1,5,4,10,0,0,0,0,0,0,5,233,241.0,420.3,134.0,79.4,13,47,16,76,13,0.97,2.83,3.80,11.38,4.0,,,,3.0,,[],194,83,29,28,171,96,96,55,0.09,0.0,0.25,0.34,1.01,0.89,17,12,68,31,164,72,121,42,1.16,0.36,6.76
16,True,True,100.0,100.0,248857,0,0,-2,2,1,3,4.8,4.8,14,Noni,3.8,18,False,,2025-09-21T22:30:05.839272Z,68,248857.jpg,2.4,False,Madueke,0.7,False,,a,1,3,36,218544,5799,284332,453,0.6,5.3,Madueke,241.0,2025-07-18,2002-03-10,False,p248857,636,1,1,4,6,0,0,0,0,0,0,3,130,133.6,225.9,210.0,56.9,11,15,7,33,8,0.61,1.88,2.49,7.50,3.0,,,,,,[],291,131,107,77,97,61,178,95,0.09,0.0,0.27,0.36,1.06,0.85,46,28,67,30,278,120,218,74,1.13,0.57,4.67
17,True,True,100.0,100.0,444145,0,0,-2,2,0,3,3.0,3.0,4,Gabriel,2.0,19,False,,2025-12-24T02:30:10.584394Z,68,444145.jpg,1.8,False,Martinelli Silva,0.9,False,,a,1,3,33,144094,1075,225263,599,0.3,4.9,Martinelli,30.0,2019-07-15,2001-06-18,False,p444145,574,1,2,2,3,0,0,0,2,0,0,1,108,101.8,85.6,224.0,40.6,7,24,7,38,7,2.68,0.52,3.20,5.59,,,,,,,[],324,146,249,151,87,54,251,123,0.42,0.0,0.08,0.5,0.88,0.47,47,29,195,86,363,161,194,64,1.1,0.31,5.96
18,True,True,100.0,100.0,116216,0,0,-2,2,2,3,2.8,2.8,3,Leandro,1.8,20,False,,2025-11-27T10:00:06.582480Z,68,116216.jpg,4.3,False,Trossard,1.4,False,,a,1,3,86,466393,2694,352764,5856,0.3,12.6,Trossard,21.0,2023-01-20,1994-12-04,False,p116216,1327,5,4,7,11,0,0,0,1,0,0,9,300,348.0,352.9,359.0,106.2,18,50,16,84,14,4.26,2.21,6.47,8.94,,,,,4.0,,[],105,35,47,40,40,24,41,30,0.29,0.0,0.15,0.44,0.61,0.75,44,26,221,99,48,23,158,54,0.95,0.47,5.7
19,True,True,100.0,100.0,204480,1,-1,10,-10,4,3,6.4,6.4,3,Declan,5.4,21,True,,2025-12-30T16:00:11.463587Z,75,204480.jpg,5.6,False,Rice,32.1,False,,a,1,3,129,5963605,45053,3028735,51318,0.7,17.2,Rice,241.0,2023-07-15,1999-01-14,False,p204480,1965,4,7,11,16,0,0,0,2,0,0,18,553,612.8,730.4,245.0,158.9,84,110,41,235,22,2.89,5.09,7.98,13.16,1.0,,1.0,,,,[],12,3,3,3,77,48,8,6,0.13,0.0,0.23,0.36,0.6,0.73,21,15,22,13,8,5,9,2,1.01,0.5,10.76
20,True,True,,,195384,0,0,-5,5,1,3,2.8,2.8,0,Mikel,1.8,22,False,,,55,195384.jpg,3.1,False,Merino Zazón,1.4,False,,a,1,3,66,835513,1429,766741,5933,0.3,12.0,Merino,200.0,2024-08-27,1996-06-22,False,p195384,996,4,3,4,9,0,0,0,1,0,0,5,238,304.4,187.0,237.0,72.6,30,55,26,111,10,2.99,1.45,4.44,6.59,,,,,,,[],147,51,138,97,79,49,115,63,0.27,0.0,0.13,0.4,0.6,0.81,141,87,215,94,177,77,159,55,0.9,0.36,10.03
21,True,False,0.0,0.0,438098,0,0,-1,1,0,3,0.0,0.0,0,Fábio,0.0,23,False,has joined Hamburger on loan for the rest of the season.,2025-09-02T13:38:06.128321Z,54,438098.jpg,0.0,False,Ferreira Vieira,0.0,False,,u,1,3,0,933,0,4399,1,0.0,0.0,Fábio Vieira,173.0,2022-06-21,2000-05-30,False,p438098,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],791,351,790,351,786,350,791,351,0.0,0.0,0.0,0.0,0.0,0.0,172,107,781,345,791,351,671,277,0.0,0.0,0.0
22,True,True,100.0,100.0,128295,0,0,-4,4,0,3,1.0,1.0,0,Christian,0.0,24,False,,2025-08-18T08:00:05.297235Z,51,128295.jpg,1.0,False,Nørgaard,0.1,False,,a,1,3,3,6794,81,60158,79,0.0,0.6,Nørgaard,58.0,2025-07-10,1994-03-10,False,p128295,31,0,0,0,1,0,0,0,0,0,0,0,11,14.6,0.4,7.0,2.3,5,3,0,8,0,0.05,0.00,0.05,2.16,,,,,,,[],439,197,464,225,406,198,452,205,0.15,0.0,0.0,0.15,6.27,2.9,225,138,761,333,481,224,432,144,0.0,0.0,23.23
23,True,False,0.0,0.0,499175,0,0,-5,5,0,3,0.0,0.0,0,Ethan,0.0,25,False,has joined Marseille on loan for the rest of the season.,2026-01-23T17:18:55.073277Z,50,499175.jpg,1.3,False,Nwaneri,0.1,False,,u,1,3,8,13149,0,36077,137,0.0,1.6,Nwaneri,241.0,2022-09-17,2007-03-21,False,p499175,165,0,0,1,0,0,0,0,0,0,0,0,20,8.6,22.5,24.0,5.4,1,10,2,13,0,0.23,0.08,0.31,0.73,,,,,,,[],449,203,374,193,351,182,428,193,0.13,0.0,0.04,0.17,0.4,0.0,270,163,752,326,420,188,436,147,0.0,0.55,7.09
24,True,True,100.0,100.0,481655,0,0,-3,3,1,3,5.4,5.4,10,Martín,4.4,26,False,,2025-11-01T18:30:07.784912Z,52,481655.jpg,3.8,False,Zubimendi Ibáñez,2.3,False,,a,1,3,91,764058,11538,790030,1358,0.8,17.5,Zubimendi,200.0,2025-07-06,1999-02-02,False,p481655,1995,4,1,12,15,0,0,0,4,0,0,7,416,443.0,297.1,221.0,96.3,83,80,42,205,23,2.53,1.48,4.01,15.46,,,,,,,[],60,17,75,56,88,55,58,37,0.11,0.0,0.07,0.18,0.7,0.68,215,132,41,20,90,41,119,40,1.04,0.54,9.25
